POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA2304,26,4,111,46,22,30,4,27,3,281,0,0,0,0,0,0,0,10,0,16,3,19,9,6,4,3,0,6,0,57,5,11,15,9,3,3,9,18,17,89,434,1615,743,631,585,284,172,253,57,4771
POA2305,22,0,71,35,30,22,5,15,3,192,0,0,0,0,0,0,0,0,0,0,4,9,9,3,10,6,4,4,0,50,11,9,13,3,7,12,6,7,23,98,530,1834,562,408,571,210,106,132,68,4416
POA2306,6,0,7,3,0,4,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,8,3,16,21,43,63,56,31,22,27,44,10,324
POA2307,4,0,19,5,9,3,3,10,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,3,3,11,0,0,5,0,3,7,3,12,3,32,57,235,210,143,123,65,63,84,17,1006
POA2308,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,23,3,16,4,3,0,63
POA2311,0,0,7,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,47,34,44,19,27,13,19,21,0,221
POA2312,0,0,7,0,0,3,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,37,58,71,40,37,19,23,25,6,318
POA2314,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,14,17,27,7,0,0,0,0,81
POA2315,24,6,104,68,27,29,11,26,5,292,0,0,0,0,0,0,0,0,0,0,9,6,13,6,9,3,4,4,3,43,8,4,15,8,10,4,5,17,17,90,493,880,728,485,432,238,113,239,61,3668
POA2316,9,3,31,18,10,11,7,14,0,109,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,4,0,3,0,20,7,5,4,10,7,6,0,11,0,46,222,353,351,215,170,107,89,119,16,1647
POA2317,20,5,50,28,16,9,3,10,0,149,0,0,0,0,0,0,0,0,0,6,0,4,6,4,0,0,3,0,3,17,0,3,15,3,0,0,3,14,5,41,191,330,311,201,172,98,57,101,23,1486
POA2318,23,8,52,43,23,27,10,18,3,215,0,0,0,0,3,0,0,0,0,5,10,12,9,8,9,3,4,0,3,50,14,14,32,15,13,11,14,17,15,139,461,739,866,484,473,182,224,194,59,3682
POA2319,3,3,45,21,4,7,4,9,3,108,3,0,0,0,0,0,3,0,0,4,0,0,3,3,4,3,3,3,3,25,5,5,16,3,9,7,14,6,10,66,130,212,354,229,172,100,112,118,30,1458
POA2320,60,16,230,113,80,70,48,69,5,693,3,0,0,0,0,0,0,3,0,10,8,12,24,10,16,4,13,7,7,101,24,14,51,32,17,24,44,26,28,257,1202,2307,2202,1150,1232,582,761,563,141,10135
POA2321,17,0,88,49,31,22,25,22,0,253,0,0,0,0,0,0,0,0,0,3,5,6,8,0,14,0,13,0,0,52,13,13,31,11,12,8,15,20,11,142,534,1044,1015,506,564,239,343,212,65,4532
POA2322,17,7,120,49,23,32,16,32,3,312,0,0,0,0,0,0,0,4,0,6,9,10,10,0,7,6,8,3,5,47,11,12,27,8,10,7,8,14,9,116,479,945,1137,621,668,283,336,345,64,4871
POA2323,41,6,161,62,26,47,31,44,0,427,0,3,0,0,0,0,0,0,0,9,4,6,24,12,9,4,13,8,3,83,15,11,33,14,15,13,21,37,32,191,779,1942,1494,884,923,392,428,423,108,7378
POA2324,30,12,135,51,35,37,26,34,6,361,0,0,0,0,0,4,0,0,0,7,13,14,18,4,11,3,14,3,4,72,11,11,29,28,17,15,28,33,12,177,551,992,1258,700,688,322,363,393,72,5345
POA2325,56,7,207,97,41,60,62,62,5,594,0,0,0,4,3,4,0,0,0,16,10,10,6,6,3,0,12,5,0,47,13,23,36,28,25,25,26,50,23,249,709,1073,1418,852,673,434,620,509,86,6378
POA2326,10,8,35,24,8,16,9,18,0,130,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,17,7,3,13,4,10,7,16,18,4,78,136,248,376,212,184,91,196,165,24,1621
POA2327,14,0,60,19,6,8,9,9,0,133,0,0,0,0,0,0,4,0,0,3,0,0,4,3,0,0,3,3,0,18,0,3,19,8,7,3,12,11,7,66,106,228,472,226,200,99,154,149,23,1647
POA2328,3,0,14,7,3,3,11,11,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,0,0,4,3,0,4,8,5,8,35,93,73,163,53,81,27,81,76,11,656
POA2329,8,0,4,3,0,0,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,15,0,3,0,0,0,5,3,0,30,131,73,61,57,53,23,54,46,5,506
POA2330,22,3,92,57,25,35,60,39,4,331,3,3,0,0,0,0,0,0,0,10,6,5,19,9,7,0,27,3,0,83,21,8,32,8,12,17,30,25,23,181,688,1053,1398,543,638,274,852,340,103,5887
POA2331,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,3,0,92,3,0,0,0,3,118
POA2333,8,0,56,39,14,24,29,23,0,191,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,8,0,0,26,9,5,28,15,9,12,27,23,4,129,285,586,920,333,332,161,461,225,37,3327
POA2334,6,3,15,15,3,5,6,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,9,0,0,6,3,3,5,8,4,8,41,55,97,227,92,66,40,84,47,20,736
POA2335,19,3,48,16,16,12,12,12,0,140,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,8,4,14,4,4,5,13,9,8,69,248,342,487,169,226,102,236,106,30,1942
POA2336,3,0,9,7,0,8,4,6,0,40,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,5,0,9,7,0,5,4,3,3,7,4,0,36,82,103,183,57,71,28,97,60,11,689
POA2337,13,4,39,24,7,15,16,13,3,128,0,0,4,0,0,0,0,0,0,7,3,7,3,0,0,3,8,7,3,25,15,10,22,8,6,3,5,27,3,104,370,478,497,168,217,92,230,228,36,2319
POA2338,4,0,6,4,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,4,0,0,25,69,60,73,37,17,17,33,37,4,345
POA2339,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,52,21,19,9,15,6,23,17,3,160
POA2340,106,21,285,131,70,72,47,100,5,844,3,3,0,0,3,0,0,7,0,19,24,22,22,9,20,13,19,16,3,144,42,41,87,50,66,48,55,126,65,585,1754,3722,2432,1656,1647,791,632,1116,192,13940
POA2341,3,0,5,8,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,3,0,19,25,38,49,41,18,16,32,23,3,245
POA2342,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,12,37,27,17,12,12,3,10,13,3,136
POA2343,9,0,18,9,10,6,5,8,0,71,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,15,3,7,6,10,9,3,12,11,4,68,245,233,176,134,137,56,103,103,15,1211
POA2344,0,0,6,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,54,45,47,16,27,14,7,15,4,228
POA2345,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,13,38,45,37,21,28,8,14,24,7,221
POA2346,7,0,13,5,3,0,4,6,0,42,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,7,9,0,7,6,0,3,0,8,3,31,122,107,102,91,75,27,51,63,10,637
POA2347,4,0,3,8,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,3,0,0,0,20,114,65,40,40,30,22,15,46,6,376
POA2350,40,5,137,57,39,37,9,38,3,366,0,0,3,3,0,3,0,3,0,9,19,20,16,7,10,3,8,5,3,84,23,41,20,20,14,14,16,37,15,194,1055,2662,987,890,970,403,179,509,93,7748
POA2351,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,16,3,7,0,3,0,46
POA2352,3,0,9,10,4,0,0,4,0,35,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,12,3,3,10,3,0,0,3,11,0,31,75,169,176,107,81,43,44,66,5,772
POA2353,0,0,3,3,4,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,3,0,0,18,26,56,58,29,31,19,22,36,5,277
POA2354,4,0,16,7,3,3,0,8,0,45,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,11,0,3,3,0,0,5,3,3,33,351,172,121,80,91,49,38,89,10,990
POA2355,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,3,0,0,7,42,33,27,15,13,4,6,16,3,160
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,5,0,17
POA2357,6,3,12,7,10,7,3,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,11,0,9,11,4,0,5,13,11,61,183,228,129,143,95,46,43,70,12,956
POA2358,8,0,25,8,9,5,3,3,0,57,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,17,6,5,8,4,4,0,3,8,4,43,175,210,186,116,133,51,36,97,11,1014
POA2359,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,59,20,22,22,20,4,10,12,4,168
POA2360,19,5,69,29,11,10,3,27,0,175,0,0,0,0,0,0,0,0,0,0,6,3,3,6,7,6,4,3,0,35,19,6,40,28,13,18,15,51,37,224,481,748,621,466,328,221,128,367,66,3429
POA2361,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,14,55,28,15,25,10,6,10,18,0,165
POA2365,10,0,19,6,4,3,4,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,4,6,7,3,3,11,5,57,243,160,119,85,112,43,39,104,18,911
POA2369,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,15,14,19,26,9,12,7,19,0,124
POA2370,14,0,32,20,5,10,5,21,0,109,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,0,0,25,11,11,16,6,3,3,8,13,8,81,326,342,254,248,199,90,72,158,31,1719
POA2371,5,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,5,0,3,0,4,0,21,69,41,25,19,12,15,6,18,6,211
POA2372,7,0,20,12,10,8,5,12,0,78,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,11,12,3,4,5,5,3,8,14,11,60,216,201,165,143,111,55,63,110,27,1082
POA2379,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,58,14,14,7,3,4,3,12,0,110
POA2380,15,3,42,22,12,12,28,18,3,158,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,4,0,0,25,28,13,27,11,6,21,23,25,16,169,425,600,503,294,297,152,310,153,47,2783
POA2381,0,0,3,3,5,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,14,65,33,47,31,25,8,25,34,4,272
POA2382,3,0,6,0,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,0,4,0,6,4,3,36,52,41,61,28,35,3,45,23,5,299
POA2386,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,32,14,3,3,3,0,13,8,0,79
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,25,5,4,0,8,0,3,6,0,56
POA2388,9,0,7,6,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,5,3,3,0,0,3,0,4,10,9,35,133,111,72,58,48,33,33,45,18,547
POA2390,13,4,37,23,8,3,7,14,0,112,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,7,0,0,23,26,9,15,7,17,24,26,26,17,151,373,545,444,238,277,105,170,173,38,2360
POA2395,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,25,18,14,9,6,5,7,17,0,91
POA2396,3,0,4,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,0,3,4,15,42,35,16,19,7,4,13,20,4,166
POA2397,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,12,7,5,11,0,5,6,0,69
POA2398,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,8,5,3,9,0,6,5,0,69
POA2399,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,42,16,26,11,14,13,13,11,3,150
POA2400,15,4,43,28,15,8,15,14,0,142,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,3,0,22,27,7,16,15,19,12,19,14,13,148,452,589,438,305,299,138,133,154,37,2541
POA2401,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,22,6,5,4,0,9,8,0,81
POA2402,3,0,7,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,4,7,29,69,83,62,48,38,10,13,36,10,363
POA2403,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,48,32,17,18,12,4,9,19,3,158
POA2404,8,0,4,0,0,0,0,0,0,19,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,9,0,0,5,3,0,0,3,0,25,117,66,44,46,35,18,14,35,0,384
POA2405,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,0,0,3,55,16,6,6,19,0,15,8,0,131
POA2406,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,72,34,15,19,18,0,10,25,5,192
POA2408,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,4,3,3,10,5,15,13,4,103
POA2409,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,7,36,29,10,26,15,5,7,11,4,147
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,4,4,6,9,0,0,9,0,67
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,16,5,0,0,4,0,0,11,0,38
POA2415,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16,25,9,10,4,8,7,0,101
POA2420,3,0,18,9,3,7,6,8,0,52,3,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,12,9,6,9,0,8,3,3,6,0,42,152,205,204,125,112,48,59,82,13,1007
POA2421,5,0,7,3,3,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4,0,0,3,0,3,4,3,27,111,139,125,49,83,27,46,47,8,641
POA2422,8,0,25,7,3,9,8,8,0,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,0,3,8,0,3,8,11,0,40,215,226,201,128,96,63,90,107,16,1144
POA2423,0,0,20,7,4,3,0,9,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,0,3,3,3,6,3,3,4,0,26,93,114,130,76,68,41,40,56,12,641
POA2424,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,13,12,9,6,4,3,15,3,85
POA2425,3,0,17,3,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,0,4,3,3,15,80,75,108,50,49,14,34,36,4,446
POA2426,0,0,5,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,24,35,31,16,7,11,11,5,155
POA2427,0,0,17,4,0,4,4,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,6,0,22,63,120,85,73,49,42,13,49,4,491
POA2428,36,8,176,60,31,54,21,49,3,435,0,0,0,0,3,0,0,0,0,11,3,8,3,0,4,7,0,3,0,29,25,8,23,17,6,42,16,38,21,204,567,1163,858,692,504,424,156,391,85,4836
POA2429,14,0,42,18,6,15,7,17,0,116,0,3,0,3,0,0,0,0,0,7,5,3,4,3,3,0,3,4,0,24,24,8,22,18,7,9,17,29,10,141,317,457,405,333,222,121,117,203,30,2217
POA2430,50,10,181,76,42,62,14,50,6,485,0,0,8,0,0,0,0,0,0,6,11,7,13,3,16,6,9,9,0,68,29,23,39,41,24,37,28,46,17,290,806,1945,1262,1089,856,598,322,585,73,7535
POA2431,13,0,38,15,7,6,0,10,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,3,8,9,0,5,0,4,0,40,136,218,191,150,121,71,42,101,19,1055
POA2439,4,0,21,4,0,3,3,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,3,0,0,0,3,0,27,75,157,138,102,84,47,49,56,5,720
POA2440,22,10,100,57,17,27,18,32,6,298,0,0,0,3,0,3,0,4,0,9,6,9,8,4,10,3,12,3,0,48,19,10,36,56,18,15,17,39,32,243,509,965,762,789,498,268,221,387,90,4481
POA2441,6,0,23,13,11,3,3,19,0,72,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,3,6,4,4,3,4,5,3,47,140,244,209,139,112,48,60,105,15,1077
POA2443,16,3,52,22,3,8,7,21,0,125,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,26,3,5,13,8,5,8,8,9,9,67,161,345,310,240,140,112,78,156,34,1580
POA2444,100,20,319,139,89,89,20,84,3,851,0,0,0,0,3,0,5,0,0,10,8,30,14,18,16,5,6,9,3,112,27,26,52,37,33,49,17,46,38,316,1432,3688,1961,1642,1615,862,337,680,143,12361
POA2445,14,8,43,17,12,16,0,14,0,135,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,14,8,3,3,3,4,4,5,8,10,49,215,501,322,212,182,106,67,123,21,1751
POA2446,20,4,76,44,21,32,10,27,3,228,0,0,0,0,0,0,3,0,0,3,3,3,3,3,4,0,8,0,0,22,11,3,21,19,20,16,18,25,19,146,398,712,654,472,464,235,190,249,53,3419
POA2447,6,0,40,23,11,13,9,13,0,119,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,13,3,4,13,11,4,3,3,21,8,68,206,366,301,240,172,97,88,168,29,1670
POA2448,8,3,41,28,10,6,4,19,3,127,0,0,0,0,0,0,0,0,3,3,3,4,3,0,3,0,0,0,0,19,6,3,11,15,3,6,5,19,14,91,198,431,311,298,186,92,65,149,40,1765
POA2449,0,0,6,9,0,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,3,3,0,3,5,0,31,58,100,69,94,40,21,16,38,5,435
POA2450,83,31,305,111,96,91,20,80,5,821,3,3,0,3,0,0,0,3,0,15,24,23,15,16,18,11,13,10,3,119,30,31,38,48,35,43,25,50,45,350,1465,3288,1912,1509,1575,811,416,825,186,11987
POA2452,36,3,99,44,28,23,7,36,3,281,0,4,0,0,0,0,0,0,0,9,4,3,6,0,7,6,4,3,4,36,5,5,19,9,8,13,8,13,15,103,397,1009,635,589,525,290,154,293,50,3944
POA2453,6,0,14,0,0,4,4,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,0,5,3,6,0,27,159,112,87,76,64,22,31,72,8,627
POA2454,17,0,51,6,12,12,3,10,3,115,0,0,0,0,0,0,0,0,0,4,5,10,3,3,5,0,4,3,0,34,8,7,15,11,11,6,6,11,0,67,291,707,348,282,218,120,73,118,32,2184
POA2455,6,3,21,8,7,6,5,4,0,53,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,6,3,5,0,4,7,0,29,76,191,117,94,76,39,36,66,9,697
POA2456,28,4,92,37,13,18,8,32,4,237,3,0,0,0,0,0,0,7,0,9,15,6,6,4,6,0,4,5,6,49,12,7,16,11,4,8,12,21,18,120,519,946,651,478,424,196,145,406,67,3846
POA2460,33,10,144,69,27,45,19,44,3,391,0,0,0,4,0,0,0,3,0,8,11,16,15,14,10,3,9,10,0,88,25,18,23,30,26,32,33,48,28,266,734,1434,1076,1072,830,429,358,474,94,6502
POA2462,4,0,26,12,5,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,3,3,6,3,31,67,95,97,90,53,42,31,41,11,522
POA2463,5,4,46,16,13,8,5,12,0,113,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,5,3,0,22,9,7,14,7,7,14,6,19,3,83,202,396,306,246,197,107,82,170,29,1733
POA2464,13,0,56,13,7,7,0,16,0,125,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,9,7,3,18,4,3,13,0,6,8,66,192,442,263,191,168,119,42,107,23,1540
POA2465,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,9,11,0,4,7,0,81
POA2466,0,0,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,11,0,21,23,38,49,39,18,25,7,39,5,245
POA2469,6,0,9,8,3,3,4,3,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,8,17,0,4,5,0,7,7,13,3,51,175,133,89,89,61,26,50,97,15,731
POA2470,16,3,86,35,11,19,4,59,0,244,0,0,0,0,0,0,4,6,0,11,3,0,3,0,4,3,3,9,3,33,12,12,22,25,9,15,19,38,15,155,339,539,515,435,374,193,164,440,51,3045
POA2471,3,0,11,3,0,3,0,7,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,3,3,3,0,3,7,3,6,37,83,96,112,78,71,28,45,62,14,579
POA2472,0,0,10,0,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,3,0,4,0,18,67,79,101,73,48,16,31,34,7,436
POA2473,9,0,27,15,4,4,0,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,4,0,5,6,4,4,28,83,195,115,121,60,39,42,46,16,711
POA2474,7,0,28,12,7,4,3,20,0,86,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,3,0,12,17,5,9,3,3,7,7,7,3,58,234,310,207,188,144,58,53,153,21,1377
POA2475,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,3,3,0,5,6,3,53
POA2476,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,31,25,23,25,19,6,4,25,0,156
