POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2828,..,92,92,105,6,112,31,0,31,22,0,27,21,0,21,15,0,15,199,97,293
POA2829,..,334,334,338,26,370,157,0,158,109,0,109,62,0,62,40,0,40,703,366,1067
POA2830,..,3646,3646,4429,366,4795,2252,76,2331,1931,11,1944,985,0,991,518,0,519,10117,4098,14219
POA2831,..,149,149,232,14,243,90,0,90,93,0,93,43,0,40,31,0,31,492,159,649
POA2832,..,255,255,237,20,258,95,3,100,106,0,106,62,0,65,52,0,52,558,277,834
POA2833,..,71,71,66,10,77,36,4,38,18,0,18,9,0,9,19,0,19,150,79,223
POA2834,..,460,460,308,40,345,97,0,97,66,0,66,19,0,19,31,0,31,510,504,1008
POA2835,..,451,451,496,30,525,173,3,174,192,0,192,98,0,98,46,0,46,997,481,1481
POA2836,..,87,87,59,8,61,50,0,51,35,0,37,13,0,13,29,0,29,180,96,279
POA2838,..,28,28,29,0,28,14,0,14,6,0,6,8,0,8,8,0,8,64,26,93
POA2839,..,125,125,133,19,146,64,0,62,46,0,46,32,0,32,25,0,25,299,145,444
POA2840,..,274,274,245,16,255,112,3,119,92,0,92,59,0,59,47,0,47,562,291,850
POA2842,..,79,79,87,3,93,26,0,26,29,0,29,18,0,18,7,0,7,160,85,253
POA2843,..,123,123,181,11,190,44,0,44,57,0,57,36,0,36,11,0,11,323,128,449
POA2844,..,149,149,196,8,211,50,0,52,51,0,51,24,0,24,15,0,15,336,155,499
POA2845,..,170,170,217,9,226,92,0,92,102,0,102,49,0,49,21,0,21,488,180,671
POA2846,..,44,44,29,0,31,18,0,18,5,0,5,3,0,3,3,0,3,63,47,109
POA2847,..,244,244,302,26,330,113,0,113,112,0,112,60,0,60,17,0,17,604,265,870
POA2848,..,283,283,214,25,237,79,0,79,51,0,51,29,0,29,15,0,15,387,306,695
POA2849,..,191,191,235,20,259,55,0,61,62,0,62,31,0,31,12,0,12,394,214,611
POA2850,..,1742,1742,2093,153,2243,894,24,910,849,4,855,408,5,413,185,0,184,4419,1922,6341
POA2852,..,361,361,407,24,426,177,3,177,148,0,149,87,0,87,38,0,38,852,388,1238
POA2864,..,60,60,108,3,113,40,0,40,38,0,38,19,0,19,16,0,16,222,65,287
POA2865,..,87,87,102,6,110,49,3,48,33,0,33,23,0,23,9,0,9,217,97,310
POA2866,..,273,273,352,14,367,139,0,141,159,0,159,101,0,101,41,0,41,791,285,1075
POA2867,..,53,53,86,3,86,20,0,20,38,0,38,10,0,10,11,0,11,165,60,221
POA2868,..,77,77,84,5,84,34,0,34,25,0,25,12,0,12,7,0,7,166,78,240
POA2869,..,180,180,215,12,227,75,0,76,44,0,44,29,0,29,15,0,15,367,201,565
POA2870,..,1254,1254,1390,71,1461,576,8,592,530,5,535,308,3,307,173,0,173,2974,1339,4314
POA2871,..,1017,1017,1183,69,1256,425,11,431,370,0,368,237,0,237,103,0,103,2310,1104,3412
POA2873,..,67,67,75,8,80,22,0,22,14,0,14,10,0,10,4,0,4,134,75,205
POA2874,..,49,49,59,6,65,16,0,16,23,0,23,8,0,8,3,0,3,113,51,158
POA2875,..,111,111,122,0,131,35,0,35,34,0,34,27,0,27,14,0,14,238,116,354
POA2876,..,29,29,44,0,51,19,0,19,17,0,17,12,0,12,5,0,5,103,34,135
POA2877,..,426,426,436,21,459,196,0,201,169,0,173,83,0,83,54,0,54,942,447,1394
POA2878,..,38,38,28,3,28,13,0,12,12,0,12,3,0,3,8,0,8,61,44,107
POA2879,..,97,97,77,3,77,23,0,27,23,0,23,10,0,10,8,0,8,135,103,240
POA2880,..,2581,2581,2417,170,2589,960,13,975,748,3,750,314,0,314,149,0,149,4591,2770,7358
POA2898,..,43,43,51,3,52,20,0,18,14,0,14,6,0,6,0,0,0,90,46,132
