POA_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA2227,10,34,20,33,58,60,18,45,3,279,5,28,29,22,38,81,28,33,65,326,243,862,815,751,1188,1527,804,1300,124,7625
POA2228,6,47,37,38,61,68,27,46,3,338,16,38,29,22,69,87,28,32,67,380,282,902,921,878,1618,1958,828,1293,155,8830
POA2229,10,57,54,55,89,112,49,88,11,518,19,63,56,58,85,118,44,86,109,641,483,1603,1533,1506,2107,2898,1342,2580,258,14315
POA2230,19,72,49,72,96,121,56,93,3,570,26,44,55,52,98,134,50,136,130,722,535,1626,1516,1576,2407,3398,1645,2921,254,15882
POA2231,0,5,5,6,9,13,5,4,0,49,3,9,5,6,11,25,7,8,16,79,33,112,114,125,159,250,114,179,20,1101
POA2232,15,76,73,78,120,146,66,101,4,681,22,45,49,54,95,144,51,77,102,643,562,1815,1667,1687,3031,3719,1758,2511,224,16963
POA2233,16,84,67,75,105,143,75,104,8,679,15,51,53,41,80,118,39,71,65,528,510,1732,1733,1594,2588,3053,1641,2164,168,15189
POA2234,15,88,71,76,122,174,63,126,3,741,10,60,42,52,91,134,45,95,113,635,454,1951,1862,1659,2813,3503,1677,2863,218,17005
POA2250,27,169,137,140,263,247,130,161,11,1283,37,110,94,92,213,238,75,144,219,1217,1013,3604,3242,3498,5981,5886,2670,3938,477,30316
POA2251,12,88,67,70,106,103,50,71,11,566,23,65,39,47,80,110,38,83,99,583,522,1963,1789,1734,2415,2826,1222,2010,232,14712
POA2256,11,26,30,25,60,47,18,16,0,236,10,23,19,21,44,43,20,21,72,276,230,689,676,735,1176,1145,474,704,139,5963
POA2257,17,75,65,64,101,81,45,61,6,521,20,53,34,51,79,82,26,54,114,517,458,1480,1317,1409,2173,2200,873,1424,231,11574
POA2258,0,19,10,10,17,17,13,17,0,110,0,6,7,8,22,15,13,11,13,102,93,306,263,314,491,494,229,375,36,2599
POA2259,19,125,96,132,256,193,97,146,4,1075,38,110,74,67,195,202,51,117,209,1064,865,2837,2682,2985,5048,4573,1979,3274,456,24693
POA2260,9,83,53,45,67,69,31,64,7,427,16,51,28,21,42,65,26,55,77,383,432,1512,1273,1294,1718,2190,994,1818,178,11410
POA2261,37,115,119,111,166,185,97,124,9,972,26,99,102,62,175,154,61,108,175,969,849,2718,2546,2809,4386,4096,1992,2810,397,22603
POA2262,4,38,25,42,92,72,29,39,4,355,4,31,35,32,67,60,26,37,91,381,326,937,944,1054,1699,1484,639,939,179,8197
POA2263,10,37,29,49,69,81,34,66,10,379,12,38,33,35,84,75,23,35,100,426,328,989,931,1164,1778,1581,698,1010,213,8688
POA2264,7,35,25,27,38,65,31,27,0,250,9,28,23,25,37,47,7,32,47,255,205,659,618,652,1061,999,407,698,104,5400
POA2265,3,15,14,14,19,24,8,14,0,120,6,8,3,7,20,17,10,10,23,100,79,284,279,265,458,422,198,284,49,2308
POA2267,0,5,5,6,10,15,3,3,0,42,3,3,0,0,4,13,3,4,4,39,49,148,123,130,185,185,85,148,14,1069
POA2278,0,6,9,8,17,18,12,11,0,82,0,3,4,4,13,12,7,5,8,51,40,134,128,150,251,280,126,141,21,1276
POA2280,8,68,63,38,103,89,54,78,0,502,18,34,26,29,72,76,24,29,59,374,427,1514,1402,1345,2104,2090,1058,1554,138,11634
POA2281,8,29,14,36,49,47,19,26,3,234,10,14,19,19,23,39,9,28,46,211,273,740,659,730,1037,1036,463,705,90,5736
POA2282,4,43,35,20,50,47,26,41,0,277,5,19,14,10,33,32,7,35,28,178,241,917,834,765,1241,1176,624,934,76,6806
POA2283,14,62,50,48,68,62,52,57,3,416,13,43,25,30,65,61,24,41,84,388,361,1227,1062,1121,1721,1643,815,1189,174,9323
POA2284,3,22,11,16,42,39,22,27,3,187,3,15,9,17,31,32,7,21,37,179,167,577,440,569,888,804,413,566,89,4489
POA2285,24,72,60,67,157,145,85,80,6,699,16,36,24,32,105,81,28,48,98,469,527,1530,1446,1746,3123,2689,1449,1674,215,14390
POA2286,0,8,6,11,34,19,11,16,0,99,0,4,7,0,17,17,9,10,14,77,66,178,171,215,344,355,165,212,30,1727
POA2287,11,74,57,76,162,134,78,102,10,709,23,57,28,44,108,90,37,61,128,577,590,1907,1730,1970,3366,3171,1459,1824,243,16253
POA2289,3,40,30,29,78,65,17,51,0,318,13,27,18,23,43,58,25,28,58,294,343,1150,1084,1101,1722,1703,865,1263,125,9350
POA2290,20,69,55,70,119,94,54,72,3,555,15,58,45,37,81,98,27,63,94,515,563,1838,1821,1860,2811,2869,1400,1845,207,15210
POA2291,0,29,19,17,52,30,22,34,3,216,0,20,23,12,21,27,9,40,56,209,212,903,780,769,1124,1331,708,1144,111,7093
POA2292,3,9,6,3,7,9,8,6,0,48,0,4,0,4,5,6,0,4,13,36,53,162,135,150,240,220,139,163,31,1291
POA2293,0,3,5,6,8,15,3,5,0,50,0,0,3,0,3,3,0,15,9,37,43,151,139,184,254,255,140,227,9,1416
POA2294,0,4,4,8,7,4,8,6,0,44,0,3,5,4,6,0,5,3,6,38,37,100,100,125,196,203,99,144,13,1011
POA2295,3,10,13,16,24,14,5,8,0,107,3,3,8,10,21,10,7,11,12,93,104,268,283,293,525,470,239,345,34,2561
POA2296,0,3,5,6,9,3,9,6,0,46,0,3,0,4,6,9,4,3,3,31,39,101,101,155,221,185,73,140,11,1024
POA2297,0,6,8,3,4,3,0,4,0,24,0,3,4,4,7,3,0,0,6,31,26,111,90,106,167,131,54,93,17,793
POA2298,4,38,15,16,36,21,16,22,0,170,7,28,5,14,17,23,15,12,25,140,198,576,483,520,831,741,385,470,66,4269
POA2299,9,20,20,18,34,29,11,31,0,175,0,18,13,13,22,28,7,13,34,141,169,668,615,577,938,844,397,509,77,4796
POA2300,9,20,14,20,26,30,18,23,0,160,5,14,7,7,26,26,5,26,35,157,175,701,531,609,1040,1105,603,1042,75,5884
POA2302,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,3,6,10,32,17,29,46,57,34,55,10,284
POA2303,0,12,20,15,24,21,12,15,0,121,0,20,8,14,9,20,6,12,31,129,151,598,513,524,719,695,396,604,57,4250
POA2304,15,33,29,35,59,44,21,35,0,280,6,34,12,23,41,39,6,16,56,232,253,813,732,874,1516,1290,634,782,109,6994
POA2305,3,35,18,20,35,29,15,30,4,189,6,17,19,8,24,30,10,16,37,164,233,762,696,760,1053,1109,556,789,104,6067
POA2306,4,4,5,3,7,6,3,0,0,30,0,3,0,5,6,12,0,0,9,41,23,116,95,108,133,134,48,63,24,741
POA2307,3,7,4,10,16,13,13,16,0,85,6,11,3,3,11,10,4,5,15,63,62,219,187,186,359,271,141,174,26,1628
POA2308,3,13,3,3,0,0,0,0,3,22,0,6,0,0,0,0,0,0,0,6,54,256,57,18,5,8,0,3,68,460
POA2311,0,0,0,0,6,0,0,3,0,11,0,7,0,0,0,4,0,4,4,18,15,44,62,36,45,60,29,72,7,365
POA2312,0,5,0,6,3,9,0,9,0,25,4,0,3,0,0,3,0,6,3,23,24,75,70,93,69,83,39,71,12,532
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,29,32,28,3,120
POA2315,7,24,30,16,21,30,18,33,0,185,6,30,18,26,29,32,9,20,47,224,244,791,672,707,952,908,473,655,94,5492
POA2316,3,16,13,16,22,21,15,14,5,114,3,10,4,10,8,17,5,16,22,95,87,336,275,318,409,409,200,321,52,2419
POA2317,0,19,13,12,10,18,12,13,0,96,3,11,5,7,10,21,4,4,33,93,79,358,281,276,365,356,174,306,42,2233
POA2318,11,22,15,23,48,46,27,54,3,242,14,19,8,10,28,35,16,16,49,191,244,619,558,637,1056,1030,519,704,122,5497
POA2319,5,10,9,12,25,13,11,17,3,104,6,6,13,5,20,17,9,6,22,111,115,298,260,301,424,348,189,297,45,2282
POA2320,22,97,60,74,140,140,78,138,3,754,20,58,50,40,110,126,50,77,99,618,563,1794,1591,1716,2830,2593,1662,2512,243,15503
POA2321,6,41,39,40,67,53,28,57,3,336,7,39,16,21,35,40,15,30,47,244,258,765,714,749,1296,1197,683,1083,108,6857
POA2322,12,36,25,42,79,67,31,54,0,351,9,37,14,19,53,77,19,42,50,311,312,919,882,909,1663,1554,781,1126,123,8268
POA2323,17,52,51,47,112,94,49,84,7,506,15,48,22,27,71,75,16,58,85,424,393,1387,1203,1218,2195,2048,1059,1510,191,11211
POA2324,10,55,35,39,82,83,40,72,6,432,8,35,24,42,80,55,18,45,63,376,328,1120,957,1164,1748,1496,756,1130,165,8857
POA2325,21,63,59,49,94,78,48,76,3,496,29,51,38,50,56,72,25,36,86,450,441,1292,1246,1269,1916,1717,981,1377,227,10451
POA2326,4,18,11,4,44,25,9,13,0,135,6,14,9,11,38,19,4,16,25,151,105,334,319,325,593,490,236,330,62,2796
POA2327,4,17,15,11,41,35,14,21,5,168,4,11,3,5,22,32,10,5,34,131,105,336,321,337,588,524,279,321,60,2876
POA2328,0,5,0,6,3,8,0,3,0,36,0,5,0,0,5,9,6,4,19,50,52,129,88,113,151,188,115,231,38,1112
POA2329,0,3,4,0,3,3,0,3,0,22,0,4,3,3,4,8,0,12,12,43,39,107,79,88,115,129,75,214,24,875
POA2330,10,48,38,45,70,86,44,84,5,421,9,23,17,28,39,55,28,49,89,340,337,1057,896,954,1399,1318,1175,1994,205,9331
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,3,3,0,3,45,76,166,14,314
POA2333,10,23,23,27,47,39,27,40,7,227,6,21,11,16,27,18,15,20,48,189,222,542,517,565,1003,787,767,1042,103,5550
POA2334,3,3,7,10,11,18,15,13,0,81,5,0,0,4,9,8,3,8,21,54,58,123,127,136,214,184,116,215,33,1205
POA2335,8,11,15,12,25,32,21,38,0,164,4,4,10,13,17,13,4,15,14,95,141,316,340,293,466,487,333,543,48,2959
POA2336,0,5,6,6,14,10,3,7,0,47,4,3,3,0,10,15,3,7,3,47,47,119,115,150,202,166,137,218,26,1179
POA2337,3,14,11,11,26,30,6,18,3,121,3,18,7,13,21,28,10,13,21,133,120,386,324,393,660,586,393,734,77,3673
POA2338,0,3,0,3,4,9,0,5,0,25,0,4,0,0,0,3,0,3,3,14,14,60,67,74,84,87,44,129,10,566
POA2339,0,3,0,0,0,0,0,0,0,5,0,3,4,0,0,0,3,3,4,17,13,28,22,30,35,37,31,85,13,288
POA2340,17,98,76,98,194,167,88,160,15,914,31,80,51,64,153,149,55,86,204,873,762,2227,1964,2455,4500,4011,2044,3322,441,21724
POA2341,0,3,0,3,3,3,0,0,0,18,3,0,4,0,6,3,0,3,11,32,22,54,47,70,104,55,35,61,15,466
POA2342,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,5,13,12,19,22,28,29,46,11,66,9,238
POA2343,0,11,6,7,26,8,4,11,0,67,5,18,0,10,9,12,6,11,24,89,76,209,179,249,328,332,187,462,45,2061
POA2344,0,0,0,0,3,3,0,0,0,8,0,0,0,5,3,0,0,3,0,15,12,39,32,57,51,66,41,86,4,388
POA2345,0,0,0,0,3,0,3,0,0,15,0,3,0,0,0,5,6,3,6,31,17,39,23,42,52,77,33,65,14,360
POA2346,0,5,3,3,6,11,3,13,0,38,0,10,3,0,12,12,7,6,13,60,42,116,101,141,188,166,107,207,19,1087
POA2347,3,0,0,0,0,0,3,4,0,13,0,4,7,0,0,3,0,3,6,23,24,59,70,61,62,104,46,193,23,647
POA2350,14,46,33,33,77,40,43,55,4,353,14,28,14,16,38,34,23,40,72,280,434,1521,1110,1331,2344,1565,875,1629,174,10986
POA2351,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,32,80,21,4,3,3,0,5,34,179
POA2352,0,5,6,9,19,14,8,5,0,63,4,7,0,0,5,8,0,3,15,42,43,144,117,161,262,219,118,155,30,1246
POA2353,0,0,3,0,0,9,3,0,0,16,3,3,0,0,6,3,3,3,6,24,20,35,50,53,89,73,34,72,6,438
POA2354,0,8,0,3,5,12,9,4,0,49,0,3,3,3,3,9,4,17,14,54,50,170,137,213,188,252,140,465,35,1648
POA2355,0,0,0,0,0,4,0,3,0,9,0,0,3,0,4,4,3,0,0,16,4,39,24,37,54,47,18,56,0,275
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,10,0,8,3,41
POA2357,3,10,3,0,7,10,3,11,0,46,8,9,3,6,3,13,5,9,20,67,66,153,146,203,256,196,126,302,38,1489
POA2358,0,11,8,3,6,9,4,3,0,46,3,6,10,3,8,11,3,3,12,58,55,203,182,205,328,235,116,255,30,1607
POA2359,0,0,0,0,0,3,3,0,0,5,0,3,0,0,0,0,0,3,4,16,5,29,19,36,31,43,19,57,10,257
POA2360,3,16,22,22,62,44,18,33,4,224,14,20,16,11,34,30,12,18,77,244,207,649,528,777,1227,819,460,825,162,5652
POA2361,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,6,13,5,42,37,36,32,33,22,86,12,302
POA2365,0,4,3,6,15,8,4,7,0,53,5,10,6,9,4,3,0,15,9,67,57,180,161,180,270,228,128,375,42,1614
POA2369,0,3,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,3,9,12,35,26,35,62,22,16,33,6,253
POA2370,4,18,13,12,22,31,15,20,5,138,6,19,14,11,17,11,8,13,30,129,111,363,322,356,514,399,207,489,68,2841
POA2371,0,0,0,0,0,0,0,0,0,4,3,0,4,4,4,0,0,0,6,23,11,41,41,39,54,46,26,106,11,369
POA2372,4,10,10,3,12,7,8,12,0,53,4,12,9,0,5,19,3,6,22,74,74,231,182,215,260,229,105,405,57,1763
POA2379,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,3,17,20,16,15,15,18,64,0,165
POA2380,7,26,21,14,42,49,20,40,0,219,9,17,10,13,27,25,6,24,36,172,180,486,384,487,732,653,440,1088,93,4538
POA2381,0,3,0,0,4,4,0,7,0,21,0,0,0,3,0,9,0,3,4,24,11,57,40,66,65,89,41,139,15,529
POA2382,0,0,0,3,4,9,3,3,0,21,0,3,0,0,3,0,0,3,3,11,16,49,38,61,53,85,45,177,14,541
POA2386,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,3,12,15,9,10,22,7,75,0,160
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,3,9,15,3,58,0,103
POA2388,0,6,0,0,10,7,6,10,0,43,8,4,0,3,5,11,0,6,15,49,46,94,82,121,138,179,67,290,35,1058
POA2390,3,21,9,14,33,55,27,26,0,197,7,20,18,18,21,49,11,22,36,200,166,402,349,424,754,718,346,728,75,3960
POA2395,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,7,20,19,20,24,17,18,47,5,176
POA2396,0,0,0,0,0,5,0,0,0,7,4,0,0,0,3,0,0,0,6,19,13,25,31,32,39,48,12,76,17,282
POA2397,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,20,11,22,18,28,9,58,4,170
POA2398,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,5,4,15,7,13,20,19,19,39,3,130
POA2399,0,0,0,3,4,0,0,0,0,13,0,0,0,0,3,3,0,7,3,12,14,20,11,30,46,36,19,87,12,263
POA2400,13,17,20,23,43,46,23,49,0,218,7,15,16,7,31,36,17,26,48,202,171,348,321,413,815,751,398,991,112,4321
POA2401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,11,14,14,15,26,22,3,58,3,165
POA2402,0,12,0,4,4,4,4,3,0,30,4,3,3,5,4,5,0,5,6,36,30,67,65,85,112,91,48,143,18,657
POA2403,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,3,17,7,30,18,36,28,41,20,97,13,287
POA2404,0,0,0,0,0,3,0,3,0,7,0,4,0,3,0,0,3,0,3,19,37,72,58,84,90,88,49,168,7,647
POA2405,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,7,17,6,15,15,16,18,31,14,126,14,261
POA2406,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,11,9,23,26,50,36,48,31,116,11,347
POA2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,10,14,19,13,25,14,94,8,198
POA2409,0,0,0,3,0,0,0,0,0,6,0,0,5,0,3,0,0,3,0,6,14,22,22,42,37,39,5,88,8,274
POA2410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,9,10,5,24,12,44,0,116
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,3,11,5,27,0,65
POA2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,13,16,21,31,19,16,30,3,156
POA2420,0,12,3,8,19,10,6,9,0,70,3,7,0,7,6,15,6,6,20,68,76,222,177,196,265,243,102,249,40,1574
POA2421,0,7,0,5,7,6,10,9,0,45,0,3,3,3,4,0,3,6,7,28,23,102,123,115,129,142,86,165,17,905
POA2422,3,3,7,7,7,8,9,9,0,56,0,3,8,14,14,11,7,8,22,84,86,283,221,257,293,259,136,348,45,1924
POA2423,0,3,0,3,7,3,5,8,3,35,4,11,0,4,10,11,0,4,19,59,48,169,134,150,153,147,57,172,35,1061
POA2424,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,6,8,3,15,19,18,14,26,8,22,13,146
POA2425,0,4,3,4,3,4,7,3,0,28,0,0,3,0,6,6,3,5,3,35,23,80,90,77,127,121,80,137,11,743
POA2426,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,7,11,9,31,29,47,44,20,8,45,10,251
POA2427,0,0,0,5,4,4,3,4,0,20,0,0,6,4,0,3,0,3,16,33,23,111,102,127,114,118,56,107,25,778
POA2428,9,52,35,38,40,54,21,48,3,305,13,36,28,14,33,36,11,20,83,272,344,1137,938,1116,1219,1067,495,872,189,7380
POA2429,3,11,13,20,28,33,12,17,0,141,11,11,9,6,17,16,6,17,56,147,216,423,454,491,630,502,274,491,104,3597
POA2430,10,47,67,39,104,96,48,60,10,469,23,56,28,42,70,51,27,28,106,422,536,1618,1379,1662,2190,1750,815,1369,260,11581
POA2431,3,10,8,4,11,12,4,8,0,63,9,7,3,3,8,3,0,8,15,57,87,221,184,214,277,247,110,196,45,1588
POA2439,0,8,6,7,12,13,0,4,0,58,0,8,3,5,0,3,0,4,7,33,49,136,132,156,172,157,67,132,14,1031
POA2440,12,38,32,30,57,33,20,31,3,256,14,32,20,23,36,28,21,28,111,318,328,945,923,1059,1370,918,529,885,250,7204
POA2441,3,4,7,3,14,9,9,11,0,66,5,7,6,10,5,11,0,3,22,70,72,206,197,242,281,237,110,247,58,1653
POA2443,0,14,14,21,7,25,6,12,0,96,10,15,7,9,9,10,3,9,34,106,116,338,336,385,404,354,161,340,62,2492
POA2444,15,112,67,72,143,102,64,104,10,693,15,74,34,57,62,57,33,54,129,526,619,2424,1863,2562,3461,2976,1451,2327,299,17992
POA2445,3,18,12,17,15,21,3,15,0,108,3,17,3,6,9,11,5,17,22,88,92,365,296,358,440,424,203,329,39,2545
POA2446,9,29,23,20,57,53,27,35,4,257,7,25,12,16,32,35,14,32,46,213,235,633,538,714,991,790,386,813,113,5200
POA2447,3,15,15,12,25,12,9,15,0,97,5,9,10,15,14,9,3,8,24,94,111,324,332,373,462,327,193,354,58,2544
POA2448,3,21,11,10,18,22,16,9,0,109,3,9,3,12,12,5,0,15,28,90,130,400,366,414,460,332,169,373,65,2713
POA2449,0,5,3,0,8,3,0,0,0,25,3,6,0,0,5,0,0,0,0,20,25,122,114,115,120,74,26,98,18,698
POA2450,17,111,63,76,157,140,64,99,0,737,20,68,66,58,112,88,40,67,136,658,663,2517,2024,2517,3448,2794,1340,2383,313,17997
POA2452,4,34,26,25,40,40,21,22,4,219,10,29,16,21,34,30,11,18,58,218,180,860,667,888,1259,869,468,698,117,6007
POA2453,0,7,5,4,5,7,4,3,3,30,8,6,7,5,5,6,4,4,11,57,47,169,119,180,128,120,68,222,25,1073
POA2454,0,18,17,18,10,9,14,12,0,93,4,19,22,9,12,15,4,8,26,115,118,466,404,503,472,403,192,367,62,2991
POA2455,4,3,3,3,3,7,4,7,0,39,0,7,3,0,3,3,0,4,6,31,38,156,146,176,205,126,78,132,17,1080
POA2456,8,35,20,32,39,28,10,38,0,210,5,30,23,28,37,32,12,21,58,245,224,763,682,914,1146,867,425,767,116,5901
POA2460,20,55,31,61,98,89,34,76,3,466,22,50,24,30,61,45,24,35,96,389,410,1372,1130,1431,2108,1534,803,1426,213,10424
POA2462,0,3,0,10,4,10,3,0,0,29,0,4,3,0,0,5,0,3,11,32,43,106,128,136,127,109,64,139,25,872
POA2463,3,17,9,10,22,13,3,19,3,96,15,18,6,6,4,9,3,10,31,104,123,360,349,418,442,346,162,351,55,2626
POA2464,3,14,13,15,21,21,4,11,0,106,5,17,9,8,12,9,0,3,25,84,113,331,286,336,357,268,163,317,57,2230
POA2465,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,7,4,17,15,17,15,21,12,13,6,119
POA2466,0,3,0,0,0,0,0,0,0,4,0,7,3,3,0,0,0,3,4,29,12,68,64,59,53,42,25,53,14,389
POA2469,0,3,5,9,3,5,0,3,0,26,0,0,4,4,12,3,0,9,12,45,48,167,164,189,162,185,80,263,29,1282
POA2470,3,24,23,17,35,44,26,26,4,205,17,19,9,34,23,36,9,26,62,232,195,628,610,896,1093,870,385,693,154,5520
POA2471,0,3,3,3,8,8,3,3,0,27,0,3,3,0,11,3,0,0,10,29,34,114,107,133,181,145,65,156,26,966
POA2472,0,3,3,3,7,5,3,8,0,27,3,3,3,3,3,0,3,3,10,39,28,86,78,105,138,87,55,124,21,732
POA2473,0,14,5,0,6,7,3,0,0,33,3,7,0,3,3,3,0,3,11,39,40,164,118,172,203,143,101,127,28,1101
POA2474,3,6,8,11,10,17,8,12,3,76,6,22,4,3,8,23,3,14,32,117,97,314,258,336,371,335,159,364,63,2297
POA2475,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,3,17,15,13,9,13,8,28,10,106
POA2476,0,0,0,0,3,3,0,3,0,6,0,0,0,0,3,3,0,0,3,14,7,47,33,31,40,45,23,84,7,314
POA2477,6,23,30,22,38,33,14,28,0,196,10,30,15,20,27,30,3,19,48,197,170,676,619,754,1008,763,367,681,92,5127
POA2478,10,58,43,50,78,73,34,51,9,406,13,51,45,45,67,47,14,40,111,437,400,1577,1467,1798,2193,1719,817,1530,235,11732
POA2479,0,3,15,9,3,8,5,5,0,57,4,14,18,21,7,14,4,9,22,115,85,339,294,370,255,364,149,317,50,2226
POA2480,14,97,77,86,147,125,79,104,4,738,25,87,66,61,94,105,32,60,153,685,627,2587,2145,2865,3763,2754,1359,2285,354,18740
POA2481,4,36,22,26,24,18,10,21,3,162,21,51,39,52,38,50,18,48,63,376,179,852,782,888,725,791,312,639,126,5300
POA2482,5,12,13,4,17,18,7,7,4,89,6,36,12,16,11,16,3,13,28,146,101,453,355,432,299,301,120,265,60,2384
POA2483,3,39,21,33,33,26,14,21,3,181,17,41,25,35,22,23,10,22,53,249,173,717,670,779,671,600,264,507,117,4487
POA2484,7,49,30,34,54,57,20,53,6,305,20,39,37,28,47,44,25,39,111,388,296,1058,907,1044,1226,1024,499,1042,203,7297
POA2485,3,28,21,29,23,46,18,20,3,184,9,26,23,23,23,39,11,30,56,244,183,663,597,801,938,805,338,599,122,5042
POA2486,10,80,63,62,85,82,28,81,8,505,18,54,36,54,71,79,28,73,108,525,429,1747,1371,1955,2299,1840,891,1585,238,12357
POA2487,3,29,25,27,18,32,9,23,3,170,10,34,17,26,27,41,12,39,59,252,182,803,654,843,852,867,404,914,104,5619
POA2488,0,8,9,3,5,8,0,11,0,41,3,8,3,14,9,13,8,14,6,68,53,201,182,248,244,254,115,179,23,1503
POA2489,0,24,10,15,20,13,7,11,0,94,4,14,9,17,6,16,7,14,25,116,92,401,340,427,444,433,221,412,55,2819
POA2490,0,0,0,0,0,0,0,3,0,8,0,0,4,3,0,5,0,4,0,16,6,50,35,47,45,62,19,49,4,323
POA2500,13,86,72,69,117,109,56,74,4,602,15,77,52,36,77,100,28,61,136,579,609,2605,2063,1856,3496,3119,1555,2118,294,17708
POA2502,5,20,16,21,39,48,12,22,3,191,9,19,13,12,44,43,11,20,59,227,137,456,421,486,888,742,301,433,107,3973
POA2505,0,13,8,11,27,20,8,10,0,95,0,6,8,4,23,15,11,3,13,81,72,185,222,200,425,357,154,163,38,1822
POA2506,4,7,17,16,44,32,15,13,0,148,7,8,7,9,35,31,6,14,33,153,137,316,309,346,664,521,210,273,61,2843
POA2508,9,28,23,24,29,43,17,30,0,205,0,12,21,16,18,35,4,27,29,178,146,503,540,564,777,987,463,686,78,4734
POA2515,5,21,22,19,22,22,13,20,0,144,5,15,14,24,22,29,12,27,31,176,215,687,625,626,822,1000,490,872,62,5404
POA2516,5,11,14,18,14,10,8,15,0,98,3,13,10,10,9,15,4,10,12,90,107,381,348,309,496,528,278,466,27,2935
POA2517,12,32,28,22,33,53,23,29,0,231,4,15,12,12,21,25,15,32,45,182,217,738,668,717,1145,1123,649,771,100,6139
POA2518,14,47,31,41,87,64,25,36,6,349,10,26,28,17,46,48,15,33,79,300,312,998,902,942,1639,1460,722,1010,160,8144
POA2519,10,48,33,33,42,50,18,45,0,290,6,19,18,17,37,42,11,29,64,251,285,993,873,830,1336,1254,610,990,118,7298
POA2522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,38,10,11,0,0,0,0,11,89
POA2525,3,24,23,27,36,46,18,29,0,207,5,9,10,11,38,31,5,16,32,154,196,684,559,563,1048,907,491,677,66,5192
POA2526,4,51,26,19,58,62,31,48,3,308,13,23,26,19,43,51,22,29,53,267,250,925,801,759,1427,1284,652,935,118,7151
POA2527,19,51,33,57,98,93,55,61,0,470,12,30,29,25,76,70,27,60,69,388,372,1084,1068,1210,2004,1748,932,1280,148,9858
POA2528,11,44,36,46,87,77,17,38,3,355,19,43,32,36,76,69,30,28,80,407,309,1012,960,1143,1804,1504,725,939,183,8585
POA2529,14,61,60,55,88,116,42,79,4,521,19,32,42,37,67,91,23,53,78,433,491,1409,1371,1422,2457,2198,1072,1536,172,12129
POA2530,21,61,60,55,145,127,61,89,6,626,22,56,44,47,94,112,39,62,96,565,563,1549,1496,1594,2981,2588,1252,1661,207,13892
POA2533,5,36,22,16,47,40,18,35,0,219,9,33,21,18,16,36,20,33,39,235,286,950,830,769,1143,1189,664,980,96,6906
POA2534,0,8,11,6,12,10,8,12,0,68,11,16,3,3,3,5,3,9,14,64,126,356,330,292,354,400,211,416,34,2523
POA2535,0,19,11,13,13,19,11,15,3,93,5,8,12,4,15,14,4,5,25,95,119,429,341,338,393,456,257,413,59,2809
POA2536,10,50,27,42,42,51,20,46,5,282,9,37,27,31,29,38,12,20,46,251,277,970,754,909,1116,848,415,695,112,6099
