POA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
POA2168,0,3,7,13,13,21,19,20,4,110,0,3,4,14,3,6,3,0,0,37,3,8,13,87,49,42,17,6,0,229,0,4,10,36,16,11,12,3,0,93,0,13,28,60,41,31,18,5,0,188,6,146,332,879,412,281,126,44,20,2241,0,0,0,0,4,7,6,4,0,21,0,3,5,18,66,67,119,75,27,372,0,4,0,4,0,0,0,0,0,13,0,0,3,8,3,4,3,0,0,23,4,17,67,550,309,241,126,35,6,1354,0,3,9,28,11,17,14,0,3,94,0,0,0,3,7,26,37,15,3,93,0,0,4,11,17,19,28,9,3,100,0,0,3,3,7,12,0,0,0,20,0,0,0,20,0,0,0,0,0,15,0,0,0,3,0,8,3,7,5,24,35,141,225,338,74,56,26,7,0,902,0,0,0,0,0,4,8,3,0,15,0,16,19,46,18,9,0,0,0,104
POA2170,0,4,21,66,78,122,219,174,27,710,0,0,22,79,23,42,13,0,4,180,68,298,282,1955,519,230,95,40,23,3511,6,27,43,222,81,51,43,15,5,486,0,34,74,244,42,49,17,14,0,475,50,571,878,2037,749,489,287,123,43,5231,3,18,3,19,22,18,11,8,3,105,3,5,19,60,113,207,364,358,172,1303,0,0,3,24,4,5,0,0,3,45,3,0,11,71,12,10,8,5,0,114,9,49,88,879,563,423,243,79,19,2346,3,21,20,109,40,55,33,6,9,298,0,0,0,3,14,34,111,61,12,231,0,3,3,36,26,52,46,21,13,202,3,3,17,48,23,19,3,0,0,113,0,6,22,227,11,13,5,0,0,291,0,3,3,7,3,16,19,19,13,81,43,229,384,677,236,157,55,19,8,1803,0,0,0,5,5,12,9,8,3,49,12,118,121,418,146,64,11,5,0,900
POA2171,0,8,9,11,18,18,12,14,6,96,0,0,3,34,16,4,3,0,0,60,3,23,33,205,94,39,26,4,3,437,0,0,9,34,20,13,5,0,0,82,0,4,13,80,53,62,21,5,0,240,0,64,239,1138,447,344,158,56,12,2466,0,0,0,4,0,3,0,0,3,16,0,0,5,35,93,101,126,88,14,468,0,0,0,6,3,0,0,0,0,8,0,0,0,6,7,0,3,3,0,25,3,9,13,117,92,67,20,6,0,326,0,4,13,35,18,12,10,3,0,96,0,0,3,5,19,50,51,21,0,140,0,0,0,19,12,14,18,3,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,8,7,79,136,188,60,41,7,0,0,522,0,0,0,0,0,3,3,0,0,11,0,16,22,90,51,8,0,3,0,188
POA2172,0,0,0,0,3,0,0,3,0,6,0,0,0,3,0,4,0,0,0,4,0,3,8,47,46,31,8,3,0,141,0,0,0,9,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,8,9,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,7,0,0,0,11,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,3,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,16
POA2173,0,0,0,5,9,8,5,4,0,38,0,0,7,18,11,25,8,0,0,61,12,38,67,330,182,109,22,15,3,778,0,3,21,112,23,22,12,0,0,188,0,0,4,5,0,0,0,0,0,10,0,3,0,17,3,0,0,0,0,28,0,3,0,18,8,0,0,0,0,39,0,0,0,14,9,10,7,7,4,52,0,5,0,5,3,3,0,0,0,17,0,0,0,14,0,0,0,0,0,17,0,0,3,18,14,11,3,0,0,61,0,3,10,31,18,18,9,6,0,92,0,0,0,0,0,5,3,9,0,18,0,0,0,12,16,14,3,5,0,47,0,0,0,0,3,0,0,0,0,4,0,3,6,39,3,3,0,0,0,54,0,0,0,0,4,0,0,3,0,5,0,34,31,96,43,21,8,0,0,238,0,0,3,0,3,0,0,3,0,8,0,4,7,26,8,4,3,0,0,55
POA2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,13,93,21,8,3,7,0,149,0,0,0,8,3,4,3,0,0,23,0,0,0,5,0,0,0,0,0,11,0,0,3,13,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,11,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,34,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,12,11,24,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,4,6,28,5,0,0,0,0,40
POA2175,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,7,15,11,9,3,0,0,40,0,0,0,0,5,0,0,0,0,5,0,3,0,5,8,23,53,41,10,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,23,47,37,11,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2176,0,16,22,15,6,24,28,11,6,134,0,0,7,40,6,38,12,0,0,104,0,5,7,37,23,42,21,11,0,146,0,4,6,28,10,16,14,4,5,81,0,3,27,73,90,99,63,45,22,422,26,324,820,2185,1198,877,484,248,73,6237,0,0,0,3,8,10,11,3,0,39,0,0,3,21,88,245,418,371,157,1316,0,0,0,6,3,0,3,0,0,13,0,0,0,6,0,5,0,0,0,15,3,16,12,79,87,95,52,16,8,366,0,0,6,32,14,31,16,3,0,105,0,0,8,6,14,103,98,43,19,292,0,3,0,12,5,16,15,10,0,67,0,0,0,0,5,4,4,0,0,19,0,0,0,6,0,0,0,0,0,4,4,4,3,0,3,9,9,3,0,30,11,95,159,190,54,49,8,3,0,574,0,4,0,0,4,3,0,3,0,19,0,0,3,9,3,15,3,0,0,28
POA2177,0,0,5,0,4,7,5,4,4,29,0,0,0,12,3,6,3,0,0,32,0,4,0,22,5,13,3,3,0,58,0,0,0,17,3,9,6,3,0,38,0,0,8,27,8,9,6,7,3,75,6,57,122,347,166,126,72,30,6,922,0,0,0,0,0,3,0,0,0,5,0,0,3,7,37,38,67,39,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,31,35,47,15,10,0,148,0,4,4,14,4,10,0,0,0,41,0,0,0,0,4,13,7,3,0,34,0,0,0,3,7,14,17,3,0,47,0,0,0,0,9,3,5,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,5,41,54,75,10,11,4,0,0,206,0,0,0,0,0,0,0,0,0,0,0,13,3,13,12,6,3,0,0,45
POA2178,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,5,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,7,10,9,3,0,0,34,0,0,14,33,23,22,11,9,0,109,0,0,0,0,0,0,0,0,0,5,0,0,0,8,21,66,88,58,14,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,21,26,12,5,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,21,36,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,13,0,0,0,3,0,6,4,0,0,19,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,4
POA2179,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,3,0,0,0,3,3,8,9,75,10,4,6,0,3,113,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,4,30,10,13,4,4,0,62,0,0,0,0,3,4,4,0,0,7,0,0,0,12,12,53,109,120,108,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,45,36,24,16,7,0,132,0,0,0,9,0,0,0,0,0,5,0,0,0,3,6,28,49,18,0,112,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,3,3,3,0,9,0,0,4,18,9,6,5,0,0,49,0,0,0,0,0,0,4,0,0,6,0,3,4,10,13,0,0,0,0,27
POA2190,0,9,0,9,10,48,93,113,17,298,0,0,5,20,18,31,12,3,0,93,8,9,9,99,33,19,15,13,5,204,0,0,15,48,36,28,14,3,0,148,0,0,7,12,3,3,3,4,0,25,0,9,32,66,50,12,9,0,0,182,0,0,0,9,5,3,4,3,0,23,0,5,11,19,38,55,96,83,53,358,0,0,4,0,4,0,0,0,0,9,8,17,32,143,90,96,59,42,9,488,7,57,134,1006,918,821,436,174,55,3610,0,0,3,16,10,18,12,3,0,67,0,0,0,0,0,5,13,18,3,37,0,0,0,3,4,4,16,5,3,39,0,0,8,11,3,8,3,0,0,29,0,0,0,9,0,0,3,0,0,9,0,0,0,4,0,0,3,6,4,16,6,29,53,49,40,31,7,7,3,232,0,0,0,0,0,0,0,0,0,0,12,34,50,156,82,20,11,0,0,374
POA2191,0,3,0,5,3,14,49,50,11,142,0,0,0,6,13,21,4,3,0,53,0,0,3,27,12,11,0,0,0,55,0,0,3,12,7,5,8,0,0,38,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,8,3,0,23,0,4,3,13,40,35,47,47,24,209,0,0,0,0,0,0,0,0,0,3,0,3,17,61,77,46,33,20,11,273,0,0,7,77,87,81,45,28,10,329,0,0,0,16,8,5,9,5,0,39,0,0,0,0,0,0,4,3,0,9,0,0,0,3,4,6,12,4,0,23,0,0,0,3,3,0,7,5,0,14,0,0,5,16,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,13,23,21,10,8,0,0,79,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,3,0,0,0,19
POA2192,3,14,10,48,46,103,257,262,61,802,0,0,7,28,7,10,3,3,0,61,4,12,14,137,16,7,7,0,0,200,0,8,11,46,36,12,11,5,0,129,0,0,3,3,7,0,0,0,0,17,0,0,3,11,8,4,0,0,0,30,0,0,0,9,0,3,3,0,0,11,0,0,3,13,20,22,48,54,16,172,0,0,0,10,3,0,0,0,0,11,0,7,31,120,63,88,38,14,5,372,3,3,20,85,127,127,89,51,20,528,0,0,0,24,9,7,13,4,0,56,0,0,0,0,0,4,3,4,4,17,0,0,0,10,6,7,3,0,0,33,0,0,4,14,8,0,0,0,0,27,0,4,32,131,3,0,0,0,0,171,0,0,0,0,0,0,0,0,0,7,3,21,32,65,28,24,15,0,0,190,0,0,0,0,0,0,0,0,0,0,3,14,17,84,8,0,0,0,0,133
POA2193,0,5,5,30,32,60,157,203,44,545,0,0,10,32,23,15,13,5,0,99,0,6,7,95,22,26,9,8,0,172,0,3,8,55,28,16,16,0,0,125,0,3,3,22,6,0,0,0,0,28,0,0,0,3,0,3,0,0,0,5,0,0,0,18,20,8,8,0,0,62,0,0,0,16,43,80,90,114,54,390,0,0,4,30,7,3,3,0,0,41,0,3,3,20,13,9,7,15,0,73,0,0,0,40,84,101,77,50,14,361,0,0,9,50,15,18,5,3,0,91,0,0,0,0,4,3,18,11,0,37,0,0,0,4,3,3,3,4,0,22,0,0,3,6,3,0,3,3,0,22,3,15,39,172,10,8,0,0,0,250,0,0,0,0,3,0,0,0,0,13,0,7,28,86,41,33,16,0,0,213,0,0,0,7,3,0,3,0,0,11,4,3,8,21,3,0,3,0,0,40
POA2194,3,12,6,18,16,43,87,116,36,345,0,4,43,112,35,55,22,11,4,289,12,50,80,541,56,39,5,10,0,792,0,28,29,253,78,53,34,15,3,491,0,0,0,17,8,3,0,0,0,36,0,0,3,10,9,3,3,0,0,26,0,3,3,9,6,0,7,0,0,34,0,0,6,20,11,25,43,50,19,179,0,3,5,25,7,0,3,0,0,50,5,40,89,298,144,145,74,48,26,875,0,3,6,78,131,181,176,108,39,724,0,17,88,353,64,33,13,4,3,580,0,0,0,0,3,4,3,6,0,18,0,0,3,13,12,8,6,12,8,55,0,0,17,41,32,3,5,3,0,100,12,49,411,1221,30,19,3,0,0,1756,0,0,0,3,3,0,0,0,0,7,4,27,58,61,39,19,12,0,0,216,0,0,0,0,0,0,0,0,0,0,0,11,17,100,8,5,0,0,0,147
POA2195,0,0,5,25,16,79,152,144,74,497,0,0,9,30,14,19,16,3,0,93,68,105,159,759,62,34,15,5,0,1217,7,56,58,357,131,86,30,8,0,741,0,3,3,21,3,3,3,0,0,38,0,8,23,72,45,6,3,3,0,170,0,0,0,0,0,0,5,3,0,11,0,0,5,8,12,19,20,30,14,114,0,0,0,9,0,0,0,0,0,16,0,0,8,39,36,34,19,17,10,154,9,26,65,307,257,275,212,85,37,1262,10,53,19,36,8,22,3,3,0,148,0,0,0,0,0,0,3,0,0,6,0,0,0,8,7,13,18,6,4,53,7,50,198,527,77,35,3,3,0,909,0,3,38,77,3,5,0,0,0,127,0,0,0,0,0,3,3,4,0,4,15,51,52,81,28,15,18,5,0,264,0,0,0,0,0,0,5,0,0,4,62,204,285,975,137,56,10,3,0,1733
POA2196,0,4,19,43,64,122,240,218,45,750,0,3,15,50,39,44,19,5,0,164,7,8,30,160,32,13,16,4,4,284,6,37,54,223,86,63,25,8,0,495,0,4,4,28,9,3,0,0,0,49,0,17,34,119,53,27,0,3,0,254,0,0,0,7,3,3,4,3,0,22,0,0,3,6,24,38,75,103,29,283,0,0,3,9,3,0,0,0,0,19,0,0,0,39,7,28,19,11,4,116,9,42,141,815,746,687,421,209,50,3115,0,4,5,23,11,15,14,0,3,72,0,0,0,0,4,6,9,3,0,27,0,0,5,11,11,12,18,12,3,67,0,3,12,27,18,0,0,3,0,63,0,7,15,54,8,5,0,0,0,85,0,0,0,0,0,3,0,0,0,6,11,52,78,170,56,23,4,3,0,397,0,0,0,0,0,0,4,0,0,4,25,51,161,428,64,25,0,0,0,747
POA2197,0,0,0,6,6,17,21,27,7,85,0,0,0,4,6,3,0,3,0,14,0,3,9,20,10,5,3,0,0,54,0,0,7,5,4,0,0,0,0,17,0,0,11,7,3,0,0,0,0,20,0,4,21,44,32,16,0,0,0,119,0,0,3,0,0,3,5,0,3,15,0,0,0,0,9,29,33,37,10,123,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,3,3,0,16,0,13,24,254,209,131,77,35,6,744,0,0,3,8,3,4,3,0,0,19,0,0,0,0,0,0,17,6,3,33,0,0,0,0,0,0,4,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,15,15,33,13,12,3,0,0,94,0,0,0,0,0,0,3,0,0,3,4,5,0,20,5,5,0,0,0,42
POA2198,0,0,0,10,14,32,46,29,3,137,0,0,3,3,0,7,0,0,0,11,0,0,5,18,14,5,6,3,0,48,0,0,0,4,3,3,0,0,3,17,0,0,0,6,0,0,0,0,0,13,0,4,3,31,12,5,0,0,0,59,0,0,0,3,0,0,3,3,0,17,0,0,0,0,10,20,44,52,22,150,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,0,3,0,0,14,0,10,28,208,153,106,59,11,10,584,0,0,0,0,3,3,12,3,0,27,0,0,0,0,0,9,17,10,3,33,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,15,9,41,15,14,8,0,0,95,0,0,0,0,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,14
POA2199,0,0,7,14,14,18,55,29,7,146,0,3,11,24,5,21,4,3,0,68,3,3,8,65,17,13,5,9,7,128,0,4,3,57,16,9,7,4,0,98,0,3,8,21,3,0,5,0,0,44,3,9,26,69,26,21,0,0,0,156,0,0,0,0,7,3,10,0,3,23,0,0,3,3,4,18,36,43,33,138,0,0,0,3,0,0,4,0,0,7,0,3,3,34,22,21,11,10,0,109,10,22,60,501,349,295,167,66,17,1493,0,3,3,21,5,6,0,0,0,39,0,0,0,0,0,3,8,9,0,17,0,0,0,14,7,11,15,4,4,50,0,0,0,9,3,0,3,3,0,15,0,3,4,25,0,0,0,0,0,28,0,0,5,3,0,0,0,0,0,10,7,43,42,67,29,23,6,3,3,224,0,0,0,0,0,0,0,0,0,3,0,9,19,89,14,3,0,0,0,139
POA2200,0,11,10,39,49,82,179,179,35,587,0,0,18,75,23,29,16,3,0,171,23,30,64,334,51,35,19,9,6,570,3,22,33,160,76,35,15,5,0,347,3,3,24,83,12,6,3,0,0,134,0,28,52,193,72,35,14,0,0,396,0,3,0,3,0,3,3,3,0,19,0,0,9,9,21,42,107,133,45,365,0,0,0,14,5,0,0,0,0,26,0,3,13,65,40,32,27,18,4,191,10,60,163,984,711,572,404,159,41,3121,3,0,20,68,14,25,14,3,0,147,0,0,0,0,0,13,10,15,7,56,0,3,3,18,9,13,8,9,3,66,0,4,13,40,11,8,0,0,0,78,0,0,9,79,4,0,0,0,0,92,0,0,0,0,0,0,0,0,0,5,12,71,113,206,43,39,9,3,0,510,0,0,0,0,0,0,3,0,0,4,48,104,106,641,89,37,10,0,0,1032
POA2203,0,0,7,12,23,29,114,188,47,427,0,0,4,24,15,6,0,3,0,54,7,3,10,96,11,4,3,3,0,139,0,4,11,47,13,7,10,0,0,98,0,0,0,11,4,0,0,0,0,17,0,0,0,3,4,0,0,0,0,12,0,0,0,61,15,7,10,0,0,102,0,3,0,28,8,21,31,51,20,166,0,3,3,22,8,5,3,4,0,47,0,0,3,10,9,6,0,7,3,38,0,0,3,14,31,40,49,37,12,181,0,0,6,33,4,15,12,0,0,77,0,0,0,8,3,0,0,3,0,11,0,0,0,4,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,8,0,0,18,41,0,0,0,0,0,53,0,4,0,9,3,0,5,0,0,18,0,8,20,121,87,35,13,3,0,298,0,0,0,8,3,3,3,0,0,14,0,0,3,7,0,0,0,0,0,16
POA2204,0,6,3,35,49,113,313,451,142,1112,0,3,12,72,7,16,3,0,0,117,4,6,17,128,27,11,12,6,4,205,0,9,12,105,23,36,17,3,0,208,0,3,3,28,3,3,0,0,0,35,0,0,0,3,0,7,0,0,0,8,0,0,4,116,23,3,5,0,0,150,0,0,3,47,5,16,41,56,24,202,0,0,4,33,16,8,0,0,0,66,0,0,4,29,12,7,0,0,0,56,3,3,10,36,44,91,94,58,50,385,0,0,15,57,17,10,9,4,0,115,0,0,0,3,0,5,13,10,4,35,0,0,0,5,3,4,3,0,0,13,0,0,0,16,7,12,5,0,0,35,7,11,61,192,9,3,0,0,0,275,0,4,0,8,5,4,5,3,0,33,0,11,37,276,103,93,29,4,3,554,0,0,0,15,3,3,0,0,0,22,0,0,7,24,4,3,0,0,0,40
POA2205,0,0,0,16,8,20,53,55,16,175,0,0,28,125,12,20,8,7,0,203,11,4,29,254,9,11,5,0,0,324,3,4,69,213,16,13,5,4,0,328,0,4,4,44,4,4,3,0,0,62,0,0,0,7,3,0,0,0,0,16,0,0,6,47,7,6,3,4,0,75,0,0,4,30,11,14,26,61,20,165,0,0,12,65,9,3,0,4,0,93,0,3,20,91,14,8,0,0,0,130,4,11,36,229,232,150,82,31,15,777,0,0,17,120,25,15,5,3,0,188,0,0,0,3,3,7,12,0,0,27,0,0,0,9,6,0,3,5,0,25,0,0,3,7,3,0,3,0,0,19,0,0,69,159,3,0,0,0,0,231,0,0,0,11,3,0,0,0,0,17,4,14,37,138,48,30,15,3,3,297,0,0,0,16,0,0,0,3,0,17,0,4,8,46,9,10,0,0,0,81
POA2206,0,7,15,40,87,190,455,510,140,1444,0,0,3,27,19,22,6,3,0,90,0,6,0,32,17,8,10,8,3,72,0,0,13,40,19,23,20,4,0,128,0,0,3,12,0,0,0,0,0,14,0,0,0,3,0,0,3,0,0,6,0,3,0,22,9,3,3,6,0,50,0,4,3,23,35,73,142,152,74,504,0,0,4,13,8,3,0,0,0,30,0,0,0,14,3,12,17,6,0,51,0,3,9,70,91,126,83,44,14,451,0,0,0,26,3,14,13,0,0,61,0,0,0,0,0,6,13,13,0,38,0,0,0,6,0,8,0,0,4,13,0,0,3,0,0,0,0,0,0,3,0,0,3,9,3,3,3,0,0,14,0,0,0,0,6,0,3,0,3,14,0,3,24,107,47,49,16,3,3,252,0,0,0,0,0,0,0,0,0,4,0,0,7,22,4,8,0,0,0,36
POA2207,3,17,19,48,61,146,278,323,76,973,3,3,12,111,53,85,38,9,3,330,5,11,20,155,30,18,5,5,12,269,0,4,9,70,26,26,11,5,5,158,0,4,3,28,9,8,7,0,0,53,0,0,3,10,11,5,0,3,0,39,0,0,10,39,17,10,17,7,5,98,0,3,3,15,16,49,115,134,70,406,0,0,3,23,16,4,3,0,0,56,0,4,5,40,10,15,0,3,0,78,4,21,50,363,295,191,87,28,10,1055,0,0,5,40,11,34,25,9,0,137,0,0,0,4,0,18,33,16,14,78,0,0,0,11,4,8,4,7,0,30,0,0,0,0,0,3,0,0,0,4,0,7,80,191,6,4,0,0,0,296,0,0,0,3,3,3,7,5,3,24,4,34,68,169,95,100,27,3,0,497,0,0,0,5,3,0,4,0,0,15,0,8,3,38,3,0,0,0,0,52
POA2208,0,16,16,42,54,95,225,192,41,675,0,3,18,55,23,77,29,11,3,231,0,0,3,36,5,8,14,4,7,69,0,7,27,69,45,20,22,4,3,195,0,3,0,10,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,5,0,0,3,6,3,0,0,0,3,17,0,3,0,17,18,33,69,103,29,272,0,0,0,5,0,0,5,0,0,13,0,0,0,9,5,6,11,4,6,38,0,8,6,71,81,61,28,25,3,283,0,0,3,26,7,17,10,3,0,72,0,0,0,0,0,0,8,10,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,3,0,0,9,0,0,7,16,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,7,3,12,16,81,35,32,13,3,0,204,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6
