POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA2018,10,21,20,18,16,8,4,100,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,4,28,52,53,42,52,32,21,281,0,3,3,0,3,0,0,10,8,8,4,4,3,0,0,28,8,8,7,4,9,0,0,36,32,65,59,50,53,37,22,323,34,37,23,15,19,12,5,156,0,0,0,0,0,0,0,0,69,107,87,58,79,53,31,476
POA2019,21,14,14,9,19,7,0,91,0,4,0,0,0,3,0,8,0,3,0,0,0,0,0,4,47,65,41,34,56,29,10,284,3,4,5,0,3,0,0,16,0,5,3,0,0,0,0,13,9,12,10,0,3,0,3,28,50,80,52,34,54,29,13,311,21,11,8,3,7,4,3,64,3,0,0,0,0,0,0,10,80,95,59,39,63,34,15,387
POA2020,7,17,8,15,20,7,0,79,4,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,28,38,28,37,51,26,9,215,0,4,0,0,0,0,0,10,3,3,0,0,0,0,0,8,6,11,0,0,3,0,0,20,32,42,32,37,58,26,12,237,17,12,8,6,15,8,6,78,0,0,0,0,0,0,0,3,53,59,41,44,70,32,19,317
POA2021,14,21,19,5,9,3,3,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,30,78,48,20,45,27,14,258,0,3,3,0,0,3,0,7,0,3,0,0,0,0,0,5,0,5,3,0,3,4,0,18,31,83,50,17,46,27,19,274,4,5,8,9,7,6,5,41,0,0,0,0,0,0,0,0,33,90,58,29,51,40,24,318
POA2022,7,19,15,15,8,9,7,78,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,25,45,33,26,40,19,14,202,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,12,3,5,0,3,0,0,3,16,29,52,37,23,40,19,18,214,7,11,4,3,16,11,7,51,0,0,0,0,0,0,0,7,32,65,47,29,53,28,24,269
POA2023,5,18,8,5,19,6,7,67,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,10,44,37,15,35,15,16,169,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,48,37,15,38,18,14,182,11,14,19,11,14,8,8,89,0,0,0,0,0,0,0,0,26,65,51,27,47,29,21,267
POA2024,12,29,11,9,7,14,5,86,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,65,36,18,40,23,14,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,63,36,18,40,23,14,216,3,10,14,3,11,3,0,41,0,0,0,0,0,0,0,0,23,71,43,25,48,27,14,252
POA2025,13,7,5,0,3,7,3,36,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,25,29,19,12,26,14,10,132,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,29,32,19,14,24,16,10,134,7,16,7,10,6,0,0,46,0,0,0,0,0,0,0,0,39,43,29,16,28,14,10,181
POA2026,31,59,31,26,37,10,10,208,0,3,0,0,0,0,0,9,4,0,0,0,4,0,0,5,59,127,77,50,81,40,24,466,0,0,0,4,0,3,0,12,8,13,3,3,0,0,0,25,8,16,4,5,0,3,0,35,69,145,81,59,83,45,24,503,23,34,23,9,16,16,4,129,0,3,0,0,0,0,0,4,90,182,110,66,99,58,33,632
POA2027,4,3,4,3,8,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,19,9,21,13,11,111,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,8,0,0,0,0,3,4,0,10,15,30,25,9,22,17,11,121,7,6,14,8,16,3,3,55,0,0,0,0,0,0,0,8,19,36,35,20,35,20,18,180
POA2028,6,5,5,3,4,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,8,3,13,13,8,79,0,4,0,0,0,3,0,5,0,0,0,0,3,0,0,3,0,4,0,0,3,3,0,13,14,16,13,4,19,19,8,90,3,3,5,3,3,3,5,22,0,0,0,0,0,0,0,0,18,17,20,11,23,21,14,118
POA2029,10,22,18,15,13,4,0,89,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,51,41,29,28,19,10,205,0,9,0,0,3,0,0,12,3,7,0,0,0,0,0,13,5,14,7,0,3,0,0,23,29,65,45,29,30,19,10,231,9,9,8,7,10,8,4,54,0,0,0,0,0,0,0,0,33,71,53,35,46,26,13,282
POA2030,9,26,12,14,10,15,15,111,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,7,25,64,37,35,42,30,32,257,0,0,0,4,0,0,3,9,0,0,4,3,0,0,0,14,0,3,5,6,4,5,3,17,25,65,37,43,41,31,31,277,14,29,20,15,22,20,7,116,0,0,3,0,3,0,0,6,41,90,56,58,62,48,43,395
POA2031,34,61,26,25,34,20,11,216,14,4,0,0,0,0,3,20,0,3,0,0,0,0,0,9,80,168,114,88,111,72,36,679,3,7,0,0,3,0,0,14,5,0,4,0,0,0,0,18,11,5,7,0,6,0,0,31,94,179,118,88,115,74,36,709,27,33,22,11,16,11,10,131,0,0,0,0,0,0,0,0,123,210,140,98,129,90,49,844
POA2032,10,24,15,13,20,12,4,91,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,42,24,29,32,29,15,195,0,0,3,0,0,0,0,6,7,8,4,0,3,3,0,23,8,8,7,3,3,3,0,31,23,52,34,32,33,32,18,221,25,26,19,18,22,23,16,146,0,3,0,0,0,0,0,4,57,80,58,46,56,59,32,373
POA2033,8,16,14,7,6,4,3,64,0,5,0,0,0,0,0,6,3,3,0,0,0,0,0,4,16,46,40,14,32,24,19,185,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,16,44,35,14,27,26,18,190,16,10,9,3,5,8,3,49,3,0,0,0,0,0,0,3,33,54,47,14,34,38,25,244
POA2034,19,44,24,20,15,14,5,142,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,42,108,58,45,45,28,18,352,0,0,0,4,5,0,0,13,3,8,3,4,0,0,0,24,6,8,3,5,9,3,0,30,47,113,61,52,55,29,17,381,41,44,19,16,17,6,10,158,0,0,0,0,0,0,0,0,86,154,89,70,70,37,30,541
POA2035,35,59,40,21,56,16,5,242,3,9,4,4,0,0,0,20,0,5,0,0,3,0,0,7,70,158,121,82,127,68,37,656,6,3,3,5,3,0,0,18,5,3,3,0,3,0,0,18,7,10,9,9,4,3,3,36,81,162,123,88,132,70,43,689,73,70,41,38,48,31,16,314,0,0,3,6,0,0,0,10,155,230,172,126,178,101,60,1021
POA2036,37,61,55,35,61,13,11,276,3,6,0,3,3,0,0,17,3,4,0,0,0,0,0,8,89,154,121,85,138,51,44,676,3,14,3,4,3,3,3,32,3,8,0,7,6,0,0,26,5,22,6,10,11,3,3,57,94,178,130,93,146,54,44,733,96,94,50,46,39,12,11,345,0,0,0,0,0,0,0,3,183,269,178,140,186,70,53,1084
POA2037,17,25,16,7,14,6,5,89,4,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,30,51,44,18,35,20,16,213,0,0,0,0,0,0,0,4,3,0,7,0,0,0,3,14,3,0,7,6,4,0,3,20,38,53,47,22,39,20,23,232,39,41,17,12,24,19,12,164,0,0,0,0,0,0,0,3,71,100,63,33,66,34,31,399
POA2038,6,20,10,7,12,5,8,71,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,36,23,24,40,25,17,171,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,38,22,27,40,25,17,174,10,10,4,0,0,3,6,37,0,0,0,0,0,0,0,5,17,42,27,26,43,29,18,209
POA2039,3,11,8,8,6,4,3,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,32,28,24,22,22,15,146,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,14,37,28,24,22,22,15,156,6,8,8,0,9,3,3,28,0,0,0,0,0,0,0,0,20,40,39,24,28,20,11,187
POA2040,26,49,27,13,14,15,3,148,6,4,3,0,0,0,0,11,0,0,0,0,0,0,0,3,56,113,70,51,74,33,21,422,0,3,0,4,6,0,0,8,0,3,3,0,0,0,0,15,0,3,3,5,9,3,0,23,56,117,77,57,82,35,21,444,50,49,36,15,26,12,4,178,0,0,0,0,0,0,0,4,106,168,109,74,101,46,26,629
POA2041,6,24,7,4,10,0,8,62,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,26,62,34,19,41,23,11,224,0,4,0,0,3,0,0,12,0,5,4,4,3,0,0,15,0,13,4,4,6,0,0,31,26,77,36,25,53,25,11,255,22,16,11,7,7,5,7,82,0,0,0,0,0,0,0,0,47,91,47,35,62,31,20,330
POA2042,4,18,12,6,17,0,3,62,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,23,39,42,26,46,12,14,198,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,7,0,0,3,0,3,0,0,14,28,41,40,25,55,12,14,210,14,20,13,11,9,3,7,84,0,0,0,0,0,0,0,0,41,62,55,34,63,12,24,294
POA2043,11,7,5,7,8,3,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,34,21,16,24,12,4,121,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,17,34,23,16,22,12,4,129,3,3,0,3,4,0,3,17,0,0,0,0,0,0,0,0,25,39,25,18,29,12,5,145
POA2044,6,18,13,3,9,3,3,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,36,29,14,24,20,11,146,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,10,3,3,5,0,0,0,0,13,22,43,31,15,23,20,14,155,16,21,12,16,13,0,4,76,0,0,0,0,0,0,0,0,36,63,43,24,36,20,16,238
POA2045,9,17,3,11,15,0,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,34,23,20,25,14,0,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,6,17,33,22,20,25,14,0,135,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,3,14,42,23,25,28,13,0,150
POA2046,41,67,30,16,30,17,9,216,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,3,57,154,88,72,100,59,30,567,3,5,0,0,3,0,0,12,6,4,3,3,0,0,3,17,10,5,3,3,4,0,4,32,67,162,94,75,100,60,30,597,44,57,20,21,13,10,8,163,0,0,0,0,0,0,0,3,116,217,114,94,117,72,37,760
POA2047,8,27,16,3,15,12,4,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,66,45,20,39,39,11,243,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,18,66,51,23,42,42,11,259,10,5,3,3,8,3,0,32,0,0,0,0,0,0,0,0,34,70,53,25,50,44,16,292
POA2048,9,13,5,4,3,7,4,50,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,14,35,19,15,11,9,11,120,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,5,0,6,0,0,12,14,35,24,19,16,13,11,125,11,3,4,4,0,3,0,22,0,0,0,0,0,0,0,0,26,34,28,23,19,16,11,148
POA2049,15,9,7,3,11,3,0,56,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,29,39,34,27,45,11,9,194,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,13,32,41,39,25,45,11,9,204,17,11,9,5,20,3,3,66,0,0,0,0,0,0,0,0,45,60,41,29,68,16,15,274
POA2050,3,12,3,0,3,3,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,16,6,17,6,7,83,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,26,16,6,15,6,7,81,13,3,3,3,3,4,3,23,0,0,0,0,0,0,0,0,12,28,15,14,19,6,11,109
POA2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3
POA2060,15,19,11,6,10,9,4,67,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,29,46,31,26,40,26,19,214,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,13,30,49,34,26,45,28,19,227,6,13,9,3,4,3,5,43,0,0,0,0,0,0,0,0,35,62,41,26,51,30,18,268
POA2061,4,5,3,3,0,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,6,5,8,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,12,10,6,5,8,8,59,3,3,0,4,7,3,3,17,0,0,0,0,0,0,0,0,17,15,11,8,6,11,8,79
POA2062,7,13,8,4,3,0,3,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,47,29,16,24,19,7,151,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,16,47,29,11,24,23,9,163,3,7,10,5,3,3,0,32,0,0,0,0,0,0,0,0,16,57,35,16,28,21,14,194
POA2063,3,5,6,6,12,4,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,18,17,28,11,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,18,17,28,15,10,100,3,6,4,3,11,11,4,34,0,0,0,0,0,0,0,0,7,23,20,24,37,21,14,136
POA2064,3,17,13,7,11,8,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,32,25,37,27,12,195,0,0,3,0,3,3,0,7,0,3,0,0,0,0,0,5,0,4,6,0,3,4,0,13,21,42,35,25,41,32,12,208,15,22,15,9,10,7,3,79,0,3,3,0,0,0,0,3,37,67,50,30,49,42,16,290
POA2065,18,39,19,14,28,13,6,140,5,3,0,0,0,0,0,11,0,0,0,0,0,0,3,9,57,122,71,45,96,62,46,500,0,3,0,0,0,3,0,10,4,3,0,0,0,0,0,7,4,7,0,3,0,3,0,20,65,129,73,52,94,62,45,522,20,23,8,8,13,12,11,94,0,0,0,0,0,0,0,0,85,151,76,56,108,72,60,615
POA2066,24,38,30,20,41,22,7,182,7,0,0,0,0,0,0,11,0,4,3,0,0,0,0,7,71,121,93,76,103,80,47,586,0,3,7,0,3,0,0,16,0,0,3,3,3,0,0,10,0,3,8,10,6,0,0,24,71,123,98,84,111,77,51,615,33,46,27,10,13,21,0,149,0,0,0,0,0,0,0,0,100,169,127,96,121,96,49,760
POA2067,13,30,22,15,26,16,11,135,3,3,0,0,0,0,0,9,0,3,0,0,3,0,3,6,56,105,66,42,81,51,46,443,3,3,3,0,8,4,3,23,3,3,0,3,0,3,0,13,3,7,4,3,14,4,3,37,56,111,77,43,91,59,45,482,40,66,44,48,55,62,40,355,0,0,0,0,0,0,0,0,96,176,120,94,146,118,82,835
POA2068,9,25,32,16,20,15,6,124,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,27,78,73,44,60,41,23,338,0,3,0,0,3,0,0,9,0,0,0,3,0,0,0,3,0,3,3,3,5,0,0,18,30,82,72,47,62,42,25,350,9,25,18,16,21,21,12,118,0,0,0,0,0,0,0,0,37,108,91,58,82,60,34,475
POA2069,6,23,21,12,25,19,3,110,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,4,16,47,45,36,62,48,19,267,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,16,47,45,42,62,47,17,271,3,14,19,15,17,8,7,86,0,0,0,0,0,0,0,0,20,60,61,54,84,58,27,356
POA2070,15,24,13,13,21,11,11,113,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,21,47,38,31,64,47,32,275,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,7,21,50,40,29,63,53,32,284,9,24,18,7,14,7,3,85,0,0,0,0,0,0,0,0,30,71,59,38,78,56,32,371
POA2071,4,16,17,15,18,16,12,95,3,0,0,0,3,0,0,6,0,0,0,0,0,3,0,5,17,38,43,41,66,61,30,299,0,0,0,0,0,0,0,10,0,0,0,0,4,4,0,13,0,0,0,3,6,4,0,18,17,39,45,45,71,64,34,313,10,28,20,21,30,26,6,141,0,0,0,0,0,0,0,0,24,69,68,69,99,87,39,455
POA2072,3,3,8,11,14,12,4,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,34,19,33,44,36,13,178,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,15,0,0,0,3,4,3,0,13,10,36,26,31,46,33,10,194,11,16,14,13,26,9,11,96,0,0,0,0,0,0,0,0,23,48,41,44,70,45,20,295
POA2073,5,17,22,15,19,16,7,105,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,24,47,49,38,66,49,28,302,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,12,0,3,0,3,3,0,0,16,27,49,50,43,76,53,29,320,13,25,17,9,26,18,8,116,0,0,0,0,0,0,0,3,41,80,65,54,102,65,34,437
