POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2160,16,63,193,213,279,356,429,363,172,2084,9,82,184,137,185,174,161,153,62,1138,111,198,430,291,299,249,244,175,142,2131,1068,2877,6680,4803,4230,3352,2218,1347,640,27216
POA2161,10,35,202,243,277,382,329,234,174,1886,4,27,136,146,170,195,154,121,45,1020,111,183,478,343,267,262,175,161,120,2102,1029,2574,5540,3970,3449,2952,1727,1050,605,22902
POA2162,6,14,51,123,158,263,194,185,155,1139,0,8,40,62,108,130,108,82,38,580,74,82,148,130,179,136,137,108,56,1053,619,1340,2477,2206,2471,2061,1248,772,483,13674
POA2163,0,6,38,74,118,147,124,91,44,645,0,3,32,35,92,104,55,37,20,372,49,102,264,239,200,155,112,115,109,1338,329,704,1402,1273,1244,1144,677,379,240,7399
POA2164,5,32,75,126,174,297,424,342,112,1589,3,12,41,77,116,160,139,160,72,767,44,79,138,142,162,198,163,157,58,1141,599,1335,2612,2494,2419,2408,1748,1102,327,15044
POA2165,37,91,335,545,653,696,633,508,234,3729,14,52,206,288,464,544,367,332,131,2402,133,158,418,315,372,345,311,248,113,2420,1367,3094,6044,5498,5702,4792,3163,1899,699,32259
POA2166,18,46,214,520,997,1062,716,591,307,4471,8,55,248,363,841,922,494,408,260,3597,168,207,439,404,469,443,301,259,210,2901,1720,4267,7362,6576,7490,6367,3524,2133,1096,40535
POA2167,3,0,10,13,31,45,67,56,24,247,0,0,12,8,12,11,7,3,4,60,32,32,71,73,73,56,84,134,185,738,253,599,1516,1525,1169,989,589,322,251,7220
POA2168,11,35,148,271,465,657,535,321,117,2563,10,20,85,159,301,358,230,156,72,1390,226,226,418,439,488,479,328,245,65,2913,1701,3382,5599,5460,6009,4994,2614,1525,383,31658
POA2170,39,81,287,454,608,1058,1277,999,472,5273,12,43,189,233,357,460,376,357,121,2147,484,597,1447,1332,1155,1060,827,576,312,7778,3232,7155,15837,15252,13224,10752,7261,3960,1595,78266
POA2171,3,8,53,106,171,284,294,152,35,1113,0,4,45,56,118,163,122,91,29,632,112,101,250,285,246,158,114,50,12,1329,1211,2340,5135,5668,4839,3041,1494,533,114,24376
POA2172,0,0,0,9,6,10,19,5,3,47,0,0,0,0,0,4,6,0,0,5,4,6,17,26,21,6,8,0,0,82,73,178,340,423,485,309,166,46,6,2027
POA2173,4,3,3,13,33,41,55,37,19,219,0,0,0,0,7,12,15,4,0,46,49,93,145,102,92,53,32,13,6,582,488,1157,2302,2346,2074,1221,537,218,57,10397
POA2174,0,0,0,6,10,3,13,16,4,56,0,0,0,0,0,7,7,9,3,22,10,10,39,40,18,13,9,3,0,132,69,135,423,443,234,142,70,47,14,1559
POA2175,0,0,0,5,8,22,73,73,13,188,0,0,0,4,3,9,6,7,3,34,6,8,13,21,22,25,20,11,3,124,53,119,209,230,255,239,190,122,30,1448
POA2176,23,42,154,270,515,842,972,770,301,3886,8,25,95,166,346,508,408,337,181,2074,116,161,252,216,279,348,290,171,62,1900,1521,3646,6163,5551,6544,6868,4171,2008,735,37200
POA2177,7,8,45,91,217,301,223,139,106,1139,4,3,44,68,198,264,159,117,50,918,40,62,106,86,110,114,89,39,17,651,553,1306,2136,1962,2235,2147,1125,474,212,12145
POA2178,0,0,6,12,11,65,110,65,11,277,0,0,4,3,7,10,14,18,10,63,35,38,31,41,60,61,57,57,43,421,193,354,439,496,605,527,390,217,87,3319
POA2179,0,0,3,22,44,93,159,141,96,548,0,0,0,9,3,29,38,49,32,167,29,40,105,75,98,76,75,75,32,601,194,450,880,782,852,699,623,394,198,5076
POA2190,4,13,48,113,176,356,327,285,142,1451,0,4,20,34,98,154,141,143,65,656,114,108,223,220,219,198,178,163,131,1558,977,1915,3307,3109,3106,2586,1688,1092,557,18335
POA2191,0,0,4,8,34,57,109,101,47,359,0,4,0,5,8,21,22,32,14,106,26,18,24,34,42,41,50,43,12,285,173,373,780,839,944,668,546,357,136,4819
POA2192,0,7,14,27,64,162,315,228,69,887,0,6,21,20,41,76,91,102,45,397,42,43,132,124,133,112,117,107,41,856,364,855,2055,1728,1695,1335,1027,708,252,10017
POA2193,0,0,20,21,69,143,269,298,79,905,0,0,14,9,20,41,83,89,48,293,35,70,188,135,133,110,91,56,22,847,343,1026,2445,2241,2260,1690,1210,781,243,12243
POA2194,4,9,49,69,175,241,255,239,91,1136,0,14,51,53,93,155,117,132,77,685,63,139,370,241,195,188,112,79,40,1426,650,2064,5468,3421,3091,2589,1405,925,391,20000
POA2195,13,71,208,199,210,263,282,212,105,1572,3,48,147,91,108,139,111,113,49,819,70,137,501,311,204,159,138,118,99,1735,665,2038,5697,4168,2641,2054,1255,730,359,19609
POA2196,6,14,74,120,263,398,466,360,134,1850,0,3,49,60,132,189,214,183,84,919,130,143,320,273,299,227,199,172,67,1824,997,2375,4853,4161,3917,3185,2082,1301,513,23394
POA2197,0,6,15,49,65,107,125,126,55,546,0,5,8,10,36,42,41,29,14,187,21,30,62,55,64,56,70,36,29,420,291,658,1163,1121,1113,942,703,435,195,6621
POA2198,3,5,12,13,36,75,117,113,81,453,0,0,10,15,10,24,27,36,14,140,28,41,47,69,63,55,80,85,153,610,260,551,1037,1231,1015,858,910,495,327,6696
POA2199,0,14,33,87,146,239,234,210,162,1126,0,7,19,55,82,106,94,70,45,480,73,94,178,145,171,141,99,96,82,1072,581,1235,2567,2304,2114,2020,1252,742,484,13306
POA2200,6,29,110,183,340,436,555,481,212,2356,4,21,67,97,210,211,217,230,95,1149,161,266,634,454,439,351,309,208,127,2949,1277,3366,7467,5832,5028,4339,2704,1618,713,32350
POA2203,0,0,3,25,29,83,176,202,67,594,0,0,0,3,26,26,44,78,25,200,38,81,248,181,134,119,94,57,31,986,240,918,2584,2395,2059,1355,894,567,199,11196
POA2204,4,9,27,47,127,248,384,412,151,1408,0,7,14,26,53,107,156,183,73,622,44,179,492,372,292,226,179,209,163,2156,410,2007,5811,4473,3426,2605,1736,1203,535,22194
POA2205,3,11,29,32,55,122,172,158,81,668,5,11,37,20,38,64,64,59,28,318,55,177,490,216,121,122,82,55,53,1366,533,2184,6199,2744,1691,1412,897,536,275,16463
POA2206,0,3,12,20,75,212,515,507,206,1545,3,3,3,7,22,56,107,161,57,420,65,67,126,196,191,137,140,128,79,1114,489,1029,2005,2825,2871,2129,1775,1405,607,15138
POA2207,0,6,24,44,93,234,423,427,177,1426,0,3,17,19,48,63,103,126,48,428,60,112,239,209,203,213,255,451,567,2307,723,1770,3791,3990,3635,3132,2389,1767,1113,22319
POA2208,0,3,10,13,39,123,282,281,106,863,0,0,5,5,12,32,49,57,32,197,27,34,91,99,93,96,86,89,37,643,370,699,1586,1738,1690,1382,1154,770,358,9734
POA2209,3,0,14,35,64,134,212,181,87,730,4,4,15,17,32,70,52,64,21,280,41,50,106,109,105,131,92,109,59,797,436,1061,2299,2104,2091,1925,1274,906,404,12504
POA2210,6,14,20,49,129,250,326,306,209,1303,0,7,21,22,55,100,73,81,37,400,60,106,206,158,241,235,275,260,255,1801,805,1917,3767,3712,4087,3755,2958,2068,1090,24163
POA2211,3,3,12,23,64,139,153,145,118,666,0,0,5,6,39,30,40,33,21,187,57,51,126,101,125,118,109,116,148,947,476,1066,2251,2121,2326,2126,1400,984,610,13355
POA2212,0,3,15,23,63,137,180,139,127,691,0,6,18,12,29,39,43,50,12,207,36,51,111,101,112,111,115,110,102,841,425,1073,2205,2192,2031,1907,1194,788,488,12299
POA2213,3,5,17,31,70,138,163,171,123,713,0,3,8,17,17,46,36,42,21,184,57,62,131,141,145,155,123,133,53,1004,588,1361,2535,3105,3008,2680,1661,1120,484,16535
POA2214,0,0,3,4,11,24,45,22,6,104,0,0,0,0,0,4,0,3,0,8,9,7,13,19,20,20,30,12,10,138,112,266,455,540,510,449,531,125,30,3024
POA2216,3,6,63,34,86,210,364,344,146,1265,0,8,24,13,31,51,92,91,41,349,71,179,495,330,288,246,224,215,141,2173,618,2195,6521,4151,3305,2657,2034,1304,540,23327
POA2217,3,4,19,25,62,150,296,319,171,1045,0,3,27,21,26,42,65,81,29,290,67,110,358,233,203,189,193,154,97,1595,584,1824,5285,4023,3352,2532,2014,1320,604,21535
POA2218,4,7,13,22,52,124,207,189,58,672,0,3,34,16,22,59,48,62,20,258,40,53,167,107,122,94,96,63,53,792,406,1243,3281,2183,2107,1869,1222,655,273,13246
POA2219,0,0,3,10,26,87,194,205,112,632,0,0,6,3,8,10,29,42,22,126,38,19,120,121,101,115,136,117,77,836,290,568,1481,1831,1910,1711,1423,924,465,10602
POA2220,10,15,34,41,90,238,299,313,133,1170,0,14,109,40,65,117,97,106,41,600,69,150,361,183,184,176,146,111,91,1469,945,3455,7703,3865,3756,3295,2008,1281,527,26839
POA2221,0,0,14,9,29,68,148,170,119,566,0,3,4,12,23,42,44,33,16,176,48,56,75,85,99,86,90,66,63,668,491,1092,1726,2076,2443,1915,1532,876,527,12683
POA2222,3,3,5,15,32,82,108,134,66,453,0,3,20,4,11,39,30,33,16,156,24,52,166,76,72,65,69,60,34,618,321,948,2324,1769,1676,1458,916,548,262,10230
POA2223,3,3,11,16,31,112,137,128,121,554,0,3,8,9,10,33,18,14,11,102,35,49,158,127,112,135,95,85,57,861,469,1282,2854,3023,2888,2619,1717,926,604,16376
POA2224,0,0,12,6,15,59,100,122,112,421,0,0,3,5,3,17,11,16,8,63,27,35,74,91,87,86,114,139,162,817,351,752,1381,1842,1932,1628,1574,1093,609,11162
POA2225,0,0,0,0,3,6,21,16,20,64,0,0,0,0,0,0,0,0,0,3,3,0,19,26,23,21,21,17,7,127,125,269,486,833,797,646,453,200,95,3900
POA2226,4,0,7,10,16,40,52,38,60,220,0,0,0,4,4,3,4,13,5,33,27,22,46,78,80,79,62,60,40,497,291,670,1262,1937,1805,1514,1048,487,314,9337
POA2227,3,0,3,14,18,34,60,67,66,268,0,0,0,0,13,8,14,7,3,42,20,30,73,58,82,86,90,79,39,553,340,799,1615,2071,2190,1695,1305,795,343,11143
POA2228,3,4,14,16,27,68,96,136,133,491,0,0,7,6,9,9,17,16,3,75,39,54,129,122,127,137,139,179,180,1101,439,967,2363,2515,2427,2049,1549,1270,816,14397
POA2229,3,0,13,24,25,79,134,143,135,559,0,0,5,0,15,17,24,18,13,87,61,60,180,202,171,142,159,186,218,1382,695,1604,3340,3950,3747,3494,2584,1761,1047,22220
POA2230,3,0,10,18,24,60,92,95,96,387,0,0,7,6,8,7,4,6,3,46,53,117,379,286,238,291,224,134,93,1819,602,1734,4714,3754,4004,4028,2762,1334,711,23647
POA2231,0,0,3,4,3,6,19,9,9,49,0,0,0,0,0,0,0,0,0,0,7,3,10,24,13,22,29,17,0,118,46,98,249,348,319,258,204,88,12,1623
POA2232,0,7,14,34,45,87,157,169,137,645,0,4,5,11,8,13,23,17,3,94,62,71,195,223,195,187,182,216,231,1559,762,1770,4513,4888,4397,3528,3050,1757,921,25590
POA2233,4,3,4,17,18,75,138,131,90,467,0,0,3,3,6,5,7,12,10,35,40,40,68,94,101,105,143,153,136,881,762,1640,3007,4345,3936,3438,2898,1349,586,21975
POA2234,7,4,12,22,22,126,173,139,131,644,0,4,9,11,15,31,26,11,7,117,67,67,82,108,149,146,111,64,44,840,980,2349,3232,3580,4632,4909,2487,905,480,23541
POA2250,18,18,48,80,197,329,457,404,359,1910,0,9,18,12,31,27,36,24,17,169,217,266,491,475,584,570,598,656,688,4548,1794,3876,7960,8401,9182,8416,6472,4052,2389,52548
POA2251,3,4,22,21,50,132,202,157,138,721,0,4,0,7,9,12,9,6,3,58,75,52,109,179,221,225,286,326,237,1706,820,1559,2893,3895,4531,4411,3826,2290,1104,25331
POA2256,3,12,15,12,47,141,167,139,129,663,0,0,0,3,9,9,3,17,4,46,48,53,88,116,158,198,235,210,144,1247,379,756,1492,1778,2057,2227,2178,1316,681,12861
POA2257,4,5,19,48,78,203,294,233,187,1071,0,0,4,3,10,13,9,10,4,57,71,90,163,239,237,300,385,340,291,2123,681,1388,2743,3411,3771,4012,4043,2191,1099,23344
POA2258,0,0,6,5,19,27,31,17,12,123,0,0,3,0,0,4,0,0,0,9,6,15,21,22,38,42,27,22,6,203,142,361,596,619,799,722,469,194,57,3957
POA2259,13,25,82,108,197,476,596,452,248,2201,3,3,8,11,20,56,66,29,15,213,169,207,368,419,475,527,695,672,442,3970,1829,3426,6254,7356,7985,7056,6407,3678,1348,45336
POA2260,8,3,9,6,21,47,99,100,56,351,0,0,3,0,3,3,3,12,7,35,41,56,144,132,163,174,146,146,51,1052,578,1271,2530,2983,3291,3134,2504,1214,394,17908
POA2261,17,31,57,94,139,350,458,467,344,1956,3,4,9,10,11,18,21,17,9,100,151,185,345,373,495,490,608,613,547,3807,1377,2902,5993,6308,6811,6882,5717,3484,1873,41349
POA2262,11,8,36,30,84,200,267,203,102,947,0,3,4,4,7,4,12,14,9,50,64,70,118,126,177,167,265,205,91,1285,725,1310,2371,2403,2627,2521,2203,1355,442,15944
POA2263,5,10,38,37,100,257,313,291,212,1276,0,6,0,3,3,17,23,20,3,64,85,101,192,186,273,352,458,510,348,2500,665,1447,2677,2513,2904,3282,3033,2072,984,19575
POA2264,11,3,19,28,58,129,136,135,91,614,0,0,3,4,3,20,13,4,3,57,27,34,65,70,92,131,194,202,140,946,387,757,1442,1424,1711,1961,1942,1306,516,11440
POA2265,3,7,6,8,11,31,48,53,37,200,0,3,4,0,0,0,5,0,0,13,11,18,38,32,44,68,67,74,137,489,176,408,592,631,725,736,598,463,296,4616
POA2267,0,0,0,0,3,21,43,28,19,118,0,0,0,0,0,0,0,0,0,3,0,3,6,11,30,32,34,38,8,161,48,110,225,267,343,481,515,232,70,2295
POA2278,0,0,5,6,17,24,19,9,6,85,0,3,0,0,0,0,0,0,0,6,5,7,17,12,16,16,10,5,0,83,101,154,347,350,366,400,187,40,22,1961
POA2280,8,17,23,29,63,159,207,217,105,826,0,5,0,8,4,9,9,6,0,35,55,66,86,140,167,193,207,252,201,1346,736,1525,2430,3121,3758,3665,3112,1751,727,20822
POA2281,0,0,12,12,44,119,158,163,109,622,0,0,0,0,6,3,6,11,3,30,28,19,50,67,94,130,167,189,102,860,395,659,1228,1500,1971,2167,1985,1180,483,11571
POA2282,3,0,13,14,19,52,109,97,68,378,0,3,3,3,0,3,4,3,3,22,20,24,57,55,99,99,112,121,64,651,355,755,1283,1814,2089,2015,1783,974,375,11442
POA2283,11,7,28,33,77,166,241,162,139,865,0,4,3,8,11,5,12,8,0,50,54,64,91,101,152,186,274,244,251,1412,648,1210,2215,2548,2979,3475,3257,1579,774,18682
POA2284,3,8,15,14,39,101,109,102,87,473,0,0,0,0,6,8,4,6,3,26,18,30,61,36,78,79,93,97,110,606,297,654,1216,1162,1480,1442,1164,633,351,8394
POA2285,15,15,34,42,79,205,245,235,170,1043,0,3,3,9,9,4,12,15,8,62,54,70,183,145,157,180,204,228,181,1407,786,1794,4526,4323,3776,3308,2559,1313,683,23064
POA2286,0,0,11,12,12,43,48,29,12,162,0,0,0,0,3,0,0,3,0,7,18,14,20,30,36,22,23,19,8,182,125,199,528,491,528,491,387,173,43,2966
POA2287,12,26,57,47,110,241,297,255,153,1201,4,3,9,22,18,26,11,20,16,128,76,99,184,210,185,198,254,268,251,1731,1038,2854,5005,4859,4472,4045,3187,1673,826,27957
POA2289,4,8,14,10,41,48,105,133,84,444,0,0,0,3,6,7,5,15,16,52,25,35,67,94,108,84,112,119,107,757,438,1167,2336,2694,2645,2031,1656,1123,509,14602
POA2290,13,10,35,40,82,155,233,301,236,1098,3,3,6,12,13,12,17,15,8,84,68,70,199,217,210,218,265,272,169,1690,889,1876,4250,4200,4335,4063,3228,2179,990,26015
POA2291,0,0,6,3,15,36,42,56,36,192,0,0,0,0,11,0,8,7,3,37,24,38,97,47,75,99,86,87,76,630,283,986,1886,1777,1867,1703,1120,634,328,10577
POA2292,0,3,0,0,5,10,16,16,23,80,0,0,0,0,0,0,4,0,3,13,4,11,19,9,15,17,16,15,3,102,63,192,435,356,328,283,170,83,47,1961
POA2293,0,0,3,5,0,11,15,18,10,61,0,0,0,0,0,0,0,0,0,5,6,13,30,21,25,29,21,20,4,164,44,238,555,360,285,355,184,99,37,2145
POA2294,0,0,6,0,5,15,16,15,14,68,0,0,3,0,0,0,0,0,0,4,4,13,22,12,19,23,23,9,3,126,32,148,463,269,237,238,152,64,22,1627
POA2295,0,3,8,11,14,44,86,61,33,253,0,0,0,0,0,0,3,0,0,5,11,22,53,67,186,191,130,114,103,885,123,257,703,750,925,1145,1056,556,223,5744
POA2296,0,0,4,6,8,12,14,13,3,53,0,0,3,0,0,0,0,0,0,8,3,14,40,12,13,19,17,6,4,130,41,172,436,298,240,210,117,49,15,1574
POA2297,0,0,0,3,3,11,11,8,9,47,0,0,3,0,3,0,0,0,3,15,8,8,21,9,26,11,10,11,3,108,39,107,270,259,271,181,108,62,33,1324
POA2298,0,3,17,10,21,57,62,65,31,265,0,0,3,5,11,6,4,7,3,35,5,45,61,58,51,79,79,202,332,928,238,1083,1624,1130,1022,1039,664,555,519,7874
POA2299,3,6,25,37,28,58,75,115,76,420,4,10,19,11,13,9,3,9,0,89,20,45,78,59,66,73,62,69,33,502,351,1289,1835,1396,1275,1105,779,519,309,8862
POA2300,3,6,15,10,25,31,26,30,13,152,0,0,7,3,5,0,3,4,0,23,31,107,200,105,136,130,96,58,25,889,175,1107,2424,1308,1371,1416,946,410,154,9306
POA2302,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,9,23,11,11,11,15,0,5,81,10,104,140,65,58,78,53,24,8,540
POA2303,4,6,8,13,30,58,76,108,72,379,0,0,4,4,3,4,3,22,8,46,17,56,88,66,91,84,84,84,84,656,180,821,1188,1133,1318,1182,855,522,283,7483
POA2304,13,6,29,27,61,106,129,129,103,605,0,0,4,13,14,22,9,15,15,82,27,41,156,86,110,156,173,196,224,1178,351,1297,2788,1924,1895,1855,1159,738,526,12529
POA2305,3,0,10,7,20,37,56,87,66,289,0,0,3,0,4,0,4,8,3,29,23,29,50,60,71,63,76,50,81,495,289,779,1394,1712,1777,1576,1075,585,349,9538
POA2306,3,4,10,17,46,75,70,38,11,283,0,0,0,3,6,3,7,5,0,19,9,24,32,38,68,65,63,38,13,354,120,207,388,385,435,447,343,173,49,2537
POA2307,0,5,13,6,8,35,31,40,31,177,0,0,0,0,0,0,0,0,0,5,3,15,34,16,18,23,30,33,13,183,109,502,684,440,391,372,348,244,83,3165
POA2308,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,41,3,0,0,0,0,0,0,68,525,734,53,8,6,3,0,0,0,1326
POA2311,3,0,0,3,4,11,13,14,3,52,0,0,0,0,0,0,0,0,0,3,5,0,12,5,6,14,11,13,4,67,18,29,91,84,110,152,108,68,16,672
POA2312,0,0,0,4,12,12,28,12,6,79,0,0,0,0,0,0,0,0,0,5,9,0,6,16,11,21,19,7,0,88,46,56,100,136,234,226,217,85,23,1110
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,32,4,8,0,0,0,0,90,20,68,77,16,15,4,0,0,0,205
POA2315,3,3,13,19,28,78,119,107,68,438,0,3,3,5,13,27,8,7,0,65,32,47,69,103,126,145,292,279,291,1383,297,600,1144,1509,1791,2145,2578,1362,634,12059
POA2316,3,0,3,12,10,30,72,41,19,194,0,0,0,0,4,3,5,0,0,19,27,20,34,37,75,84,148,93,29,547,198,305,435,632,874,862,839,416,97,4646
POA2317,4,0,8,3,14,31,63,58,46,233,0,0,0,0,0,0,8,12,6,27,17,21,38,37,58,69,87,130,54,511,160,225,434,606,744,857,1051,751,268,5099
POA2318,5,7,21,9,30,71,78,56,18,286,0,0,0,0,0,0,7,0,3,16,43,50,108,134,124,124,115,84,26,805,339,635,1354,1720,1712,1456,1252,509,107,9083
POA2319,3,4,12,10,17,45,84,78,35,285,0,0,0,0,0,3,5,0,0,9,25,23,48,57,56,107,123,57,32,519,138,273,635,641,830,1107,1087,475,155,5335
POA2320,14,17,43,44,100,216,276,218,156,1079,0,4,8,14,8,10,13,6,7,71,97,106,281,305,309,294,301,235,161,2104,1035,2204,4609,4596,4472,3906,2927,1326,629,25700
POA2321,4,10,14,22,36,89,123,106,45,443,0,3,0,6,0,0,4,4,0,17,35,51,128,82,100,106,99,54,14,667,414,835,2050,1898,1875,1746,1272,583,166,10840
POA2322,9,16,28,41,67,173,187,142,57,722,0,4,7,3,3,9,3,3,0,35,47,50,91,122,121,148,144,98,32,859,524,1119,2486,2349,2501,2302,1663,766,200,13898
POA2323,11,10,28,45,71,185,202,194,129,882,0,0,3,10,15,7,9,9,4,56,92,91,191,159,221,181,224,213,100,1471,752,1538,3268,3266,3395,3130,2383,1336,497,19563
POA2324,8,19,42,58,99,242,243,218,100,1030,0,0,3,4,5,13,14,16,6,60,88,89,202,192,249,297,347,229,69,1764,709,1354,2362,2440,3112,3394,3173,1628,560,18735
POA2325,18,25,45,66,123,317,352,286,158,1388,0,3,4,6,10,19,17,11,3,73,125,246,601,490,422,386,403,292,173,3124,897,1838,3595,3416,3597,3664,2871,1507,624,22014
POA2326,0,7,12,28,39,98,120,64,27,404,0,0,3,0,0,5,0,0,0,13,34,32,55,63,75,94,103,55,13,530,222,434,892,927,944,1003,770,312,87,5592
POA2327,0,11,12,18,42,101,118,73,76,453,0,0,0,0,7,0,0,0,3,15,23,39,79,46,67,88,105,112,67,632,234,500,958,853,951,1010,835,418,227,5983
POA2328,0,0,9,4,12,22,49,24,15,132,0,0,0,0,3,5,3,0,0,13,12,6,12,21,33,31,44,26,8,199,65,119,233,322,357,294,273,136,55,1847
POA2329,0,0,0,9,18,27,39,34,15,146,0,0,3,0,0,0,5,0,0,3,19,7,25,28,34,44,28,33,13,231,62,74,211,245,272,307,222,164,65,1615
POA2330,8,10,26,34,69,151,177,153,108,744,3,0,3,3,11,3,8,3,0,37,88,86,208,225,217,230,223,133,56,1452,606,1222,2675,2737,2909,2419,1529,767,328,15188
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,124,120,46,13,12,3,0,0,0,316
POA2333,5,12,30,32,65,134,131,108,50,570,0,0,0,0,3,10,3,7,4,29,42,72,241,188,209,151,121,88,40,1155,383,840,2018,1745,1914,1503,1012,485,157,10066
POA2334,3,3,9,3,19,29,31,12,8,122,0,0,0,0,0,0,0,0,4,7,6,6,28,22,19,20,39,5,0,142,93,164,429,408,320,275,251,72,20,2036
POA2335,0,0,8,13,16,47,58,25,23,179,0,0,0,3,0,0,0,0,0,10,27,23,56,67,52,61,49,25,8,375,181,317,804,886,846,752,463,168,60,4471
POA2336,0,0,7,0,9,26,46,22,13,117,0,0,0,0,0,0,0,3,0,5,14,12,27,38,40,36,34,23,5,230,55,132,317,337,351,348,261,121,38,1963
POA2337,3,0,9,18,27,69,97,85,29,328,0,0,0,3,0,0,3,3,0,17,33,35,92,107,107,110,97,91,66,738,205,379,1022,995,1019,993,720,445,198,5974
POA2338,0,0,0,0,3,13,25,17,13,68,0,0,0,0,0,0,0,0,0,4,5,5,17,22,22,20,27,25,17,159,33,69,105,169,196,223,217,111,45,1159
POA2339,0,0,3,0,0,11,11,7,7,35,0,0,0,0,0,0,0,0,0,0,7,6,15,11,18,9,19,3,0,96,14,24,80,73,92,107,90,36,11,528
POA2340,20,30,89,84,188,360,472,420,292,1951,0,11,11,17,34,21,20,18,9,153,213,256,539,500,518,594,551,452,228,3850,1394,2822,6216,5786,6256,6043,4685,2713,1123,37043
POA2341,0,0,3,8,16,30,37,27,15,135,0,0,0,0,0,0,0,0,0,3,9,16,16,16,19,45,38,34,7,198,29,71,162,147,179,254,241,131,41,1257
POA2342,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,10,4,8,3,41,11,15,40,58,74,77,55,31,10,366
POA2343,0,3,6,12,24,56,71,56,29,258,0,0,0,0,3,0,3,5,0,13,23,13,40,41,70,80,76,69,23,427,123,224,498,538,662,735,593,363,125,3855
POA2344,0,0,0,0,4,5,6,7,3,22,0,0,0,0,0,0,3,0,0,3,4,9,9,12,13,11,12,3,0,75,19,30,67,88,140,108,92,32,11,583
POA2345,0,0,0,0,0,5,8,9,0,30,0,0,0,0,0,0,0,0,0,4,0,0,12,9,9,5,9,9,0,51,19,34,88,92,98,113,92,31,5,572
POA2346,0,3,3,9,21,48,72,56,21,235,0,0,0,0,3,0,3,7,0,12,15,11,32,34,48,66,69,60,25,361,76,123,261,343,382,464,453,276,102,2479
POA2347,0,3,5,3,8,45,33,58,13,163,0,0,0,0,0,0,3,0,0,9,19,0,17,16,38,48,46,40,15,244,41,50,165,148,248,318,303,233,74,1582
POA2350,11,19,35,28,63,137,194,176,123,783,0,0,8,0,9,8,12,10,3,62,106,152,252,193,322,252,202,196,95,1770,854,2109,3093,2764,3323,3086,2292,1385,540,19451
POA2351,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,4,68,113,8,0,0,0,0,0,0,187,398,524,36,16,6,0,0,0,0,969
POA2352,0,0,3,3,6,25,35,30,10,116,0,0,0,0,0,0,0,0,0,3,8,7,17,15,23,28,34,22,6,145,79,116,296,329,351,378,322,144,31,2042
POA2353,0,3,3,3,0,11,18,17,17,69,0,0,0,0,0,0,0,0,0,3,6,3,5,6,14,14,24,22,27,121,24,27,85,112,146,165,163,96,85,901
POA2354,0,0,4,8,17,22,51,56,20,173,0,0,3,0,0,0,3,0,0,6,18,12,33,49,48,52,89,51,48,400,78,145,313,366,497,545,538,253,102,2838
POA2355,0,0,0,0,3,5,11,13,3,31,0,0,0,0,0,0,0,0,0,3,3,0,10,11,13,15,17,14,3,94,26,27,59,74,90,137,76,53,9,550
POA2356,0,0,0,0,4,4,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,9,3,19,17,23,32,9,0,114
POA2357,0,0,3,17,14,39,83,63,26,242,0,0,0,0,0,0,0,0,0,6,17,17,41,52,65,74,62,50,23,396,87,156,343,404,545,670,577,342,162,3283
POA2358,0,4,3,3,9,46,56,36,24,182,0,0,0,3,0,0,8,4,0,10,14,6,17,33,44,53,77,48,18,311,109,147,320,408,510,640,519,233,86,2980
POA2359,0,0,0,5,6,18,17,11,14,70,0,0,0,0,0,0,0,0,0,3,8,6,5,3,7,19,11,6,4,65,20,32,52,85,89,133,94,46,20,575
