POA_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA2119,21,279,4,25,39,12,0,0,3,389,30,208,0,22,29,3,0,0,3,297,112,207,4,21,216,45,0,0,3,616,39,166,3,47,72,8,0,0,3,341,11,61,4,9,11,13,0,0,0,116,10,3,12,13,8,7,0,0,0,48,0,0,0,0,0,0,0,0,0,4,10,4,0,7,4,0,0,0,0,28,0,3,0,3,8,3,0,0,3,22,289,1083,59,151,441,113,3,11,19,2161,48,126,16,14,28,14,0,3,0,251,61,169,21,3,24,8,3,0,3,287,142,200,96,4,42,25,11,18,3,541,56,50,57,0,15,7,7,3,3,194,8,10,10,0,0,7,3,4,0,38,35,444,4,34,43,13,0,0,3,581,48,251,7,24,34,10,0,4,3,377,371,497,20,33,278,96,10,7,11,1325,81,309,7,59,92,18,7,6,3,584,25,86,9,9,18,22,3,9,0,184
POA2120,36,421,8,65,51,11,0,8,0,602,44,397,0,51,48,13,3,3,0,550,209,311,15,58,379,73,0,16,7,1065,62,250,16,119,121,23,7,12,6,610,21,115,8,13,36,14,0,3,4,223,13,5,29,17,21,10,0,4,0,102,0,0,0,0,0,0,0,0,0,0,10,22,0,3,17,5,0,0,6,68,9,10,3,3,3,3,0,0,16,41,468,1805,129,358,761,183,16,56,46,3819,80,203,42,25,39,19,3,8,8,418,99,334,53,14,43,11,5,14,13,583,217,358,223,12,81,33,27,47,14,1006,72,68,118,0,20,11,8,7,6,315,20,27,35,10,13,3,0,9,0,119,60,555,14,97,63,18,4,9,0,826,68,502,3,62,48,10,3,7,0,699,532,674,45,91,483,155,28,44,14,2062,141,448,30,166,153,44,12,17,11,1019,48,193,26,22,45,29,0,9,4,369
POA2121,29,505,14,73,48,15,0,9,3,700,51,346,12,57,60,15,0,3,7,541,225,605,19,81,517,148,5,19,17,1642,68,324,12,140,147,41,0,21,7,767,32,119,16,27,39,23,0,8,0,264,10,7,29,24,25,24,0,9,3,129,0,0,0,3,0,0,0,3,0,12,10,25,0,0,22,5,0,3,3,68,12,19,3,10,12,7,0,3,12,71,552,2402,173,443,1010,311,20,96,62,5066,90,307,32,24,74,18,12,10,6,591,152,663,80,16,77,38,13,8,17,1056,262,657,254,29,97,47,51,60,14,1483,61,63,110,4,22,19,7,24,3,315,12,13,17,13,6,8,6,18,0,91,57,750,22,98,56,20,6,15,4,1029,71,439,22,64,62,16,7,8,10,698,676,1249,74,122,734,270,50,58,40,3269,149,577,25,195,215,57,15,47,18,1308,49,218,37,39,53,36,5,13,3,456
POA2122,24,478,13,87,45,22,0,11,8,685,37,289,9,54,43,13,0,10,0,455,276,704,20,125,607,200,9,34,30,2015,65,266,17,154,162,46,5,26,11,753,27,121,16,30,43,35,6,10,0,281,19,5,50,39,32,22,0,11,0,175,3,0,0,0,3,0,0,0,0,11,11,26,0,7,25,5,0,3,0,83,5,16,0,12,15,8,0,4,24,92,557,2277,204,537,1094,396,28,137,78,5313,75,308,43,20,59,29,7,18,7,568,130,594,115,19,68,50,19,22,9,1034,247,503,351,28,101,51,71,64,17,1434,56,61,136,8,20,7,10,15,0,317,23,26,32,3,13,7,3,5,0,105,42,677,18,117,60,31,5,21,9,979,50,354,13,68,51,15,4,18,3,572,605,1294,87,189,812,372,57,103,46,3577,140,462,46,195,227,71,15,56,23,1232,56,218,41,37,45,49,7,24,0,484
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,24,335,8,36,58,14,0,0,0,486,35,260,3,26,29,5,0,0,3,366,207,309,14,44,338,79,8,7,12,1020,68,190,6,70,97,14,0,3,12,454,22,63,7,6,24,12,0,4,4,141,8,6,19,19,27,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,6,13,0,3,14,7,0,0,0,51,4,8,0,3,15,4,0,0,12,43,428,1356,100,234,679,166,9,28,49,3042,65,131,18,8,48,17,4,5,4,299,106,218,40,13,41,15,0,7,10,446,223,286,163,12,59,41,22,29,7,844,63,46,106,8,16,15,9,13,3,277,16,13,19,0,7,3,3,0,0,67,41,502,12,46,55,21,0,3,3,686,44,317,4,29,37,11,3,0,6,455,581,666,43,61,446,168,26,24,31,2048,117,345,14,88,116,13,3,9,18,729,31,116,24,11,31,18,0,10,6,247
POA2126,19,357,16,38,36,16,3,8,5,494,33,249,0,31,44,19,5,5,0,388,195,378,8,53,397,82,4,18,11,1148,42,197,7,103,106,22,3,4,9,492,13,62,11,11,23,10,0,4,0,141,6,6,17,16,15,11,0,5,0,85,0,0,0,0,0,0,0,0,0,3,11,9,0,4,18,5,0,3,0,45,3,10,0,7,11,0,0,0,3,45,398,1496,107,297,767,194,18,51,41,3374,63,188,33,12,50,16,3,8,7,388,117,367,38,12,66,11,12,3,8,631,258,352,218,25,95,32,32,33,9,1060,62,47,88,7,25,5,3,12,0,252,5,10,10,3,3,0,4,5,3,52,43,472,19,57,43,17,6,6,9,665,56,302,8,39,49,18,8,8,0,487,595,801,34,75,546,173,26,38,29,2323,104,321,11,147,133,35,11,14,13,796,29,108,25,16,31,22,6,8,4,247
POA2127,26,325,12,39,21,8,0,3,7,447,34,172,5,29,20,5,0,8,0,275,185,342,10,55,346,108,0,11,17,1074,59,142,7,75,81,21,0,6,12,398,28,75,8,13,44,23,0,0,0,196,8,7,19,29,24,15,0,3,0,108,0,0,0,0,0,0,0,0,0,0,5,7,0,3,7,4,0,0,0,32,3,13,0,4,8,8,0,0,8,46,434,1277,78,249,627,219,7,48,53,2993,53,107,7,11,20,17,3,5,5,237,111,266,42,8,41,18,5,5,7,504,174,239,149,13,65,32,21,32,13,747,44,56,71,4,18,16,4,15,4,231,14,5,9,0,9,0,0,0,0,39,48,464,15,73,33,8,5,7,5,658,48,238,6,37,28,7,3,12,3,380,493,676,51,88,514,204,35,37,28,2131,107,247,19,127,109,28,13,20,17,687,54,132,22,17,53,27,8,10,4,338
POA2128,0,30,8,11,6,8,0,0,0,61,7,12,0,5,5,0,0,0,0,28,18,20,3,5,38,9,0,7,0,103,0,12,0,9,11,3,0,3,0,43,0,7,0,3,4,0,0,4,0,27,3,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,35,97,23,43,75,23,3,20,8,320,3,10,0,3,3,3,4,3,0,26,6,22,6,4,10,3,3,4,0,51,13,22,44,3,8,3,6,9,0,115,7,4,16,0,3,0,5,0,0,33,0,0,12,0,0,0,0,0,0,13,0,42,8,17,10,7,0,3,0,87,9,14,0,5,5,0,0,0,0,31,46,57,9,16,56,22,7,8,0,222,8,24,0,20,17,4,3,4,3,78,3,14,5,4,9,0,0,7,3,46
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,23,162,6,24,13,4,0,0,3,241,10,123,3,18,16,4,0,0,0,165,103,127,4,26,123,34,3,9,3,423,58,203,9,49,63,15,3,7,0,406,33,118,9,15,36,21,0,6,3,241,5,0,16,7,11,11,0,5,0,55,0,0,0,0,0,0,0,0,0,3,4,10,0,0,7,3,0,0,0,30,0,6,0,0,5,4,0,3,4,18,253,851,66,157,297,102,4,36,15,1786,18,73,11,6,16,7,3,4,0,133,24,101,19,6,11,9,3,5,6,185,40,91,73,5,14,14,17,16,3,268,15,51,34,4,7,3,3,3,0,122,0,15,7,3,8,0,0,3,0,44,21,231,11,30,14,7,0,0,6,323,14,180,4,23,17,3,0,8,0,248,187,245,24,40,160,61,7,23,7,756,97,334,17,78,96,22,6,12,3,652,51,210,29,29,53,32,6,6,4,418
POA2131,21,374,17,145,42,15,3,21,0,642,36,251,4,49,36,15,0,14,0,402,162,342,26,157,381,168,7,94,21,1353,76,318,19,153,130,27,4,21,8,757,39,183,11,35,39,29,0,14,4,359,14,6,43,28,30,17,4,11,0,152,0,0,0,3,0,3,0,0,0,15,14,17,7,11,25,14,0,4,3,96,3,12,3,19,12,3,0,10,19,70,422,1781,179,646,787,331,20,217,65,4446,37,167,32,33,47,21,15,23,5,390,95,390,80,41,54,53,26,42,14,788,123,309,207,29,73,56,72,69,17,958,51,87,113,5,22,7,10,24,0,317,4,22,20,6,7,0,0,5,0,69,34,512,22,182,54,18,11,28,3,866,47,360,9,62,43,20,14,16,3,567,374,683,150,240,557,292,74,243,49,2667,128,550,52,211,194,39,16,52,18,1258,67,347,46,59,70,44,9,25,4,679
POA2132,10,189,9,28,19,10,0,3,0,260,18,177,0,16,14,3,3,0,3,229,94,165,5,35,180,51,3,20,10,568,46,154,6,59,64,16,3,6,6,367,23,61,6,15,26,14,0,0,0,141,11,4,27,11,3,8,0,4,0,71,0,0,0,0,0,0,0,0,0,0,4,11,0,3,6,3,0,0,0,32,4,8,0,4,12,0,0,0,8,42,237,845,65,189,353,130,8,33,38,1907,26,70,14,14,17,7,5,4,4,158,46,107,19,4,28,10,11,9,0,231,68,128,105,13,29,19,21,18,9,399,34,29,75,5,6,8,6,9,0,169,3,5,9,0,5,0,0,4,0,34,20,246,8,37,19,15,3,6,0,352,23,231,4,25,12,4,3,3,3,306,195,330,17,54,244,109,18,30,18,1010,79,257,13,91,89,29,6,15,10,589,27,114,19,19,29,18,5,3,0,243
POA2133,16,162,8,36,18,9,0,0,0,241,17,181,0,35,12,4,0,0,0,250,97,138,9,43,224,60,0,15,4,593,38,111,3,74,64,9,0,7,4,313,16,55,9,3,19,16,0,0,0,126,12,3,33,14,24,14,0,11,0,105,0,0,0,0,0,0,0,0,0,5,5,10,0,0,6,0,0,3,0,28,3,10,0,4,9,7,0,0,10,37,226,745,89,224,397,133,12,43,29,1895,22,55,6,7,19,5,0,0,0,121,25,85,21,3,11,12,9,9,4,174,66,112,156,19,19,16,36,41,5,458,47,20,133,0,9,9,7,21,3,253,11,5,5,0,5,3,3,0,0,38,24,229,6,46,17,9,10,0,0,347,24,231,4,36,9,12,3,3,0,322,199,255,21,62,277,111,17,34,14,992,58,173,11,105,78,20,8,14,6,474,28,99,28,8,26,24,7,8,3,224
POA2134,12,196,10,66,20,8,0,12,4,329,13,84,0,34,16,14,0,6,3,170,131,370,13,101,284,131,7,43,28,1092,39,113,6,82,67,32,4,9,10,355,11,51,4,16,15,18,0,4,0,126,0,3,28,25,6,5,0,12,0,93,0,4,0,3,0,0,0,0,0,15,3,8,0,4,8,9,0,3,0,43,3,8,3,5,3,0,0,12,8,45,257,969,102,360,470,252,14,128,49,2608,15,79,8,17,13,17,9,16,4,176,53,250,40,23,38,40,17,26,8,499,77,171,106,16,36,45,28,50,9,545,34,37,64,7,10,7,9,15,0,178,3,6,5,0,3,0,0,3,0,21,18,281,14,75,21,10,0,17,4,449,19,112,3,35,19,17,3,10,3,221,259,622,70,156,396,237,35,106,46,1916,73,189,19,109,95,44,11,20,14,572,19,91,16,24,24,18,4,15,3,214
POA2135,24,569,9,100,48,15,0,13,11,784,43,172,0,29,49,13,3,9,5,323,177,387,31,111,391,149,5,55,25,1331,43,193,10,117,108,39,3,21,8,548,17,73,11,24,29,33,0,3,4,203,11,6,42,36,19,18,0,9,3,148,0,0,0,0,0,5,0,3,0,12,10,8,5,10,22,9,0,5,0,62,8,7,6,8,21,3,0,5,15,69,397,1763,161,479,794,338,16,146,86,4180,51,109,40,18,59,29,8,16,3,330,114,592,72,29,67,77,31,57,19,1056,165,483,190,32,71,83,55,81,19,1183,94,43,105,3,15,14,10,12,4,296,0,9,15,3,10,0,0,9,0,42,43,1090,25,130,56,27,5,30,16,1412,47,239,8,34,54,17,5,21,6,423,423,820,146,165,565,305,53,184,54,2706,96,364,24,154,156,56,14,42,18,938,28,119,24,33,46,52,6,15,11,337
POA2136,5,117,6,19,14,7,0,8,0,182,13,93,0,16,4,3,0,0,0,140,53,113,5,27,155,37,0,10,3,413,12,82,3,38,52,12,3,3,0,201,11,24,6,10,12,10,0,3,0,76,3,4,9,22,7,8,0,3,0,60,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,0,0,0,0,24,0,4,0,3,7,0,0,0,6,26,120,506,42,141,303,92,14,30,20,1259,13,48,9,0,14,5,5,0,0,94,23,73,13,5,18,10,5,4,0,144,49,76,98,13,19,22,32,17,5,323,21,9,78,3,8,3,11,13,0,141,0,0,13,0,3,0,0,7,0,26,7,188,3,28,13,9,3,8,3,266,16,118,3,23,4,3,8,3,0,182,134,226,20,44,207,73,17,14,9,753,33,127,8,50,68,13,10,11,0,323,17,41,13,10,14,16,0,3,0,113
POA2137,21,483,14,61,61,22,0,7,3,671,67,401,3,52,52,9,0,3,3,597,360,460,24,71,537,158,5,26,28,1672,83,263,15,132,147,35,0,10,15,703,41,122,18,12,54,28,0,3,5,279,31,12,48,45,48,30,3,11,0,239,0,0,0,3,0,0,0,0,0,3,19,17,0,7,21,3,0,3,0,67,7,13,3,8,20,10,0,7,18,99,732,1985,171,408,1011,331,15,90,85,4821,70,144,18,22,37,12,4,14,5,333,119,257,49,8,42,18,12,14,9,546,273,299,339,22,105,58,69,65,29,1262,116,89,224,4,27,16,14,38,4,528,16,17,19,3,14,5,10,11,3,92,43,751,22,84,69,29,6,11,3,1014,88,483,10,62,52,16,3,12,3,735,798,966,68,117,690,314,38,54,41,3101,168,475,35,183,196,47,10,21,22,1161,69,186,36,23,64,45,3,13,6,446
POA2138,26,333,10,46,30,10,4,3,7,480,18,197,0,28,22,8,0,3,0,281,241,589,19,71,478,145,5,19,17,1579,60,181,8,64,87,38,3,4,3,455,39,65,13,14,25,28,0,7,4,199,21,5,40,30,16,15,0,3,0,133,0,0,0,0,0,0,0,0,0,3,7,22,0,6,12,4,0,0,0,59,0,13,8,8,3,8,0,3,13,58,484,1687,138,298,761,308,10,62,51,3802,43,140,23,13,40,20,7,10,5,298,135,435,58,18,47,31,10,6,10,755,157,349,168,30,79,51,33,43,13,924,62,64,107,4,15,10,15,12,3,289,11,12,12,3,4,4,0,3,0,49,35,509,21,73,34,13,11,6,7,703,29,252,7,34,19,10,3,9,3,363,606,1156,59,119,669,311,28,60,34,3049,119,307,20,95,130,55,10,22,3,759,63,112,20,20,40,43,4,11,3,330
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,12,243,13,63,22,6,0,8,3,377,10,95,0,26,9,8,0,5,0,160,97,269,12,64,274,106,8,52,25,906,24,97,5,101,66,28,3,22,5,349,7,50,5,12,16,4,0,9,0,108,12,5,35,33,14,12,0,15,0,132,0,0,0,0,0,0,3,0,0,3,4,13,0,6,6,6,0,0,0,41,4,4,0,8,12,9,0,5,7,46,214,1031,129,335,472,221,23,146,47,2620,27,100,18,17,24,19,9,13,4,232,89,510,80,19,58,71,36,38,17,927,72,332,166,21,64,51,56,62,14,839,13,24,47,3,9,4,0,13,0,124,4,4,8,4,0,3,4,5,0,38,13,337,25,88,27,15,3,12,3,527,14,138,8,26,12,9,4,5,0,221,286,574,80,135,427,209,67,128,48,1962,49,172,22,135,94,35,10,37,12,566,17,86,25,14,23,13,5,19,0,198
POA2141,17,361,13,112,33,18,3,17,3,575,17,148,6,59,24,17,3,16,3,289,155,334,25,108,420,113,18,82,19,1274,31,128,14,186,84,39,4,31,11,529,17,61,9,10,40,21,5,14,4,177,8,0,71,42,30,18,0,21,7,197,0,0,0,0,3,0,0,3,0,8,0,7,0,6,8,4,0,6,5,49,4,12,7,10,14,9,3,12,32,102,289,1199,194,570,728,271,48,231,95,3619,44,115,32,29,57,18,12,21,3,333,75,243,97,17,49,42,32,40,18,619,97,226,323,31,68,29,121,96,16,1008,36,37,188,4,15,7,17,24,8,335,5,4,17,3,4,0,3,10,0,51,27,539,21,139,38,19,17,27,6,836,24,193,11,68,33,17,5,26,3,384,331,632,112,176,588,224,111,195,56,2435,69,233,53,241,117,58,33,70,13,888,25,93,31,18,47,40,13,22,9,297
POA2142,14,241,8,121,19,18,5,11,3,456,10,151,0,46,28,13,3,8,3,265,97,202,19,122,341,117,29,75,25,1017,23,118,12,175,73,33,10,30,4,485,14,28,10,8,22,20,3,3,5,113,12,11,32,37,20,19,0,13,0,143,0,0,0,3,0,0,0,3,0,9,3,15,3,4,8,11,0,10,0,59,3,8,0,7,9,11,3,15,19,79,214,942,137,568,599,284,73,214,65,3089,24,74,39,18,39,24,9,34,3,272,65,318,80,34,70,42,60,61,12,748,66,212,310,37,60,43,117,92,18,958,26,20,142,5,16,14,18,37,8,296,6,7,22,3,6,0,8,9,3,62,20,359,21,150,20,24,18,28,8,647,17,183,5,52,27,19,7,15,3,335,270,449,101,205,547,252,137,202,48,2224,47,209,47,239,110,52,22,51,8,782,22,55,27,18,28,30,11,7,8,206
POA2143,0,86,3,17,8,3,0,3,0,129,9,61,0,25,3,3,0,0,0,103,36,52,4,27,127,38,9,16,8,314,15,47,0,48,15,10,0,13,3,156,3,11,0,0,8,9,3,3,0,43,6,0,18,17,9,4,3,5,0,72,0,0,0,0,3,0,0,0,0,3,3,3,0,0,3,6,0,0,0,13,3,0,0,3,6,0,0,3,3,18,90,293,38,152,210,75,15,58,22,948,15,24,13,3,4,10,3,7,0,76,22,60,22,8,21,5,4,4,5,152,31,53,130,10,19,7,31,36,5,332,24,8,48,0,9,4,7,15,3,122,0,0,0,0,0,0,3,9,0,17,3,118,8,28,12,3,7,6,0,189,13,83,3,27,3,3,0,0,0,131,85,125,20,40,184,72,31,37,14,604,23,69,3,74,21,20,14,28,5,248,5,19,3,0,8,13,3,10,0,67
POA2144,4,236,6,132,26,14,3,35,8,465,11,147,5,65,12,13,4,16,4,279,94,210,22,145,283,162,18,118,20,1064,17,90,9,214,57,38,10,45,6,481,7,26,6,12,13,11,6,8,3,80,14,0,44,34,23,18,3,12,3,139,0,0,0,3,0,6,0,11,0,16,3,9,3,8,8,5,0,7,0,42,3,6,6,14,14,4,4,8,24,92,190,814,127,667,485,313,53,288,73,3006,26,64,37,30,25,24,17,41,3,276,67,256,105,50,68,86,59,78,19,790,85,153,347,28,63,75,138,139,17,1026,43,22,197,3,11,5,14,31,7,327,3,5,15,3,3,3,6,13,3,49,10,342,23,160,32,23,17,50,12,654,26,189,12,76,21,13,15,20,8,372,265,455,180,262,443,385,168,386,46,2586,41,168,49,261,82,65,45,88,12,812,10,53,24,17,21,17,10,22,3,175
POA2145,50,1215,40,272,112,52,8,20,20,1790,76,734,6,143,89,30,7,20,8,1115,422,856,53,238,1488,342,70,130,55,3663,123,418,25,527,303,107,15,43,21,1588,43,108,25,27,83,44,0,5,6,341,38,19,113,78,100,64,18,34,10,467,0,0,3,0,0,0,0,0,0,14,14,24,12,33,40,24,16,24,3,189,13,22,8,24,51,21,4,22,37,202,957,4244,482,1473,2645,812,164,387,192,11358,119,424,142,81,151,65,44,45,17,1090,382,1590,251,87,306,137,112,86,65,3018,520,1155,1202,88,298,175,368,313,56,4193,198,107,587,16,67,34,62,133,23,1227,27,30,56,9,19,4,27,31,4,198,78,1706,69,350,135,72,34,42,23,2502,110,916,22,166,111,36,15,27,14,1408,1196,1981,193,350,2187,657,343,285,108,7299,196,666,59,717,406,147,61,95,32,2381,70,189,56,44,107,61,30,32,6,602
