POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA2000,130,1141,3582,1666,770,529,213,49,12,8088,0,0,3,3,3,0,3,0,0,14,0,0,5,4,0,0,0,0,0,16,3,27,78,35,13,9,3,0,0,165,0,0,5,3,3,0,0,0,0,14,0,9,39,15,13,10,0,0,0,88,3,11,66,22,12,8,4,0,0,119,17,161,241,82,40,27,14,0,0,580,81,494,1045,227,51,24,4,3,0,1929,0,11,37,25,12,12,0,0,0,96,3,12,61,28,17,11,3,0,0,129,0,27,271,139,63,18,9,0,0,532,0,15,65,21,20,15,8,0,0,150,0,69,399,133,82,46,20,3,0,761,6,62,253,105,30,22,8,3,0,484,0,4,55,31,27,23,6,0,0,150,4,36,121,54,42,28,10,0,0,301,5,74,387,160,59,52,19,0,0,756,0,16,51,20,10,7,0,0,0,106,0,27,84,47,21,3,3,0,0,188
POA2006,83,118,11,8,0,5,0,0,0,227,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,45,30,43,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,58,45,3,3,4,0,0,0,0,114,11,14,0,0,3,0,0,0,0,27,5,6,0,0,0,0,0,0,0,16,3,8,0,0,0,0,0,0,0,16
POA2007,44,314,887,383,182,91,38,3,0,1934,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14,10,4,4,0,0,0,39,0,0,0,3,0,0,0,0,0,4,0,3,10,0,0,0,0,0,0,22,0,3,24,14,0,4,0,0,0,47,22,63,76,17,12,4,0,0,0,198,35,106,169,41,14,8,0,0,0,373,0,6,8,10,3,0,0,0,0,30,0,7,23,9,3,0,0,0,0,40,0,11,57,22,8,3,0,0,0,103,0,3,19,4,3,0,0,0,0,30,6,36,111,40,11,5,0,0,0,213,3,14,54,18,9,3,0,0,0,96,0,3,13,14,6,6,0,0,0,42,7,26,51,19,13,8,3,0,0,129,0,19,98,40,12,10,4,0,0,182,8,7,12,18,3,8,0,0,0,56,0,9,24,9,3,0,0,0,0,47
POA2008,57,412,1320,502,271,143,43,5,0,2762,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,3,5,23,5,4,4,0,0,0,47,0,0,6,3,0,0,0,0,0,11,0,4,14,10,4,5,0,0,0,31,3,4,29,4,6,3,0,0,0,49,25,99,106,23,13,0,0,0,0,266,40,154,187,45,14,3,0,0,0,437,0,4,21,4,3,0,0,0,0,31,0,17,57,23,7,8,3,0,0,120,0,15,68,31,16,3,0,0,0,130,0,12,17,3,4,0,0,0,0,39,0,78,233,44,26,7,7,0,0,400,4,21,48,17,0,4,0,0,0,93,0,5,47,20,13,16,0,0,0,105,8,35,121,56,31,28,4,0,0,288,0,36,135,48,24,7,4,0,0,252,6,17,28,8,18,3,0,0,0,80,0,15,29,19,9,3,0,0,0,74
POA2009,38,347,1683,1039,526,355,159,16,3,4174,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,9,21,22,11,6,4,0,0,73,0,0,6,6,0,3,0,0,0,18,0,3,24,17,8,7,0,0,0,65,0,3,36,26,12,13,0,0,0,86,10,43,121,44,28,28,6,4,0,287,19,116,231,63,13,18,4,0,0,454,0,9,27,13,18,10,0,0,0,84,0,19,64,35,20,16,3,0,0,165,0,22,187,153,64,24,3,0,0,460,0,4,30,17,19,9,3,0,0,87,3,37,250,134,52,51,22,3,3,553,4,22,88,44,28,16,3,0,0,201,0,9,49,35,30,20,3,0,0,138,3,10,76,46,42,48,14,0,0,246,0,20,107,74,54,58,18,0,0,333,3,13,44,25,11,11,3,0,0,112,3,7,36,31,16,6,0,0,0,102
POA2010,44,695,4202,2532,1560,819,223,30,0,10115,0,0,3,0,0,0,3,0,0,9,0,0,3,3,0,0,0,0,0,7,3,15,61,38,18,3,0,0,0,139,0,0,6,3,3,0,0,0,0,12,0,4,48,18,14,0,0,0,0,83,0,17,94,44,10,11,6,0,0,176,17,88,296,99,41,25,13,0,0,576,26,148,396,118,50,34,9,0,0,783,0,8,45,36,21,10,0,0,0,124,0,37,217,93,43,28,12,0,0,431,0,30,271,171,80,14,5,0,0,567,0,12,54,28,16,15,5,3,0,126,7,129,786,278,149,63,15,0,0,1423,0,45,172,65,28,19,4,3,0,330,0,12,127,77,61,46,0,0,0,323,0,37,219,112,79,81,20,0,0,547,6,62,344,197,96,84,26,0,0,822,0,21,89,33,27,25,8,0,0,207,3,9,81,42,20,12,5,0,0,184
POA2011,62,491,2720,1586,990,689,257,51,12,6847,0,0,3,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,0,5,3,5,38,20,16,8,3,0,0,96,0,0,6,10,4,0,0,0,0,23,0,3,32,14,11,3,3,0,0,70,0,5,58,30,10,11,0,0,0,119,12,55,156,80,34,45,15,0,0,391,8,89,204,74,45,29,6,0,0,453,0,11,43,13,15,10,4,0,0,100,0,8,125,75,40,27,11,0,0,281,0,20,194,130,62,22,12,0,3,452,4,5,43,28,22,20,12,3,0,130,0,65,559,200,122,89,22,6,0,1065,4,18,109,56,24,17,7,3,0,238,17,63,162,88,55,54,12,0,0,456,3,14,126,85,79,69,29,0,0,411,0,24,191,108,76,94,39,10,0,540,3,13,63,42,25,28,5,0,0,187,0,4,72,30,26,17,5,0,0,162
POA2015,31,243,1392,906,552,297,47,4,0,3468,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,8,36,32,10,3,0,0,0,91,0,0,9,5,0,0,0,0,0,12,0,0,21,20,6,0,0,0,0,53,0,5,37,27,10,4,0,0,0,90,10,46,104,42,33,8,11,0,0,255,12,34,67,32,19,11,0,0,0,173,0,6,27,33,15,9,0,0,0,92,3,10,81,51,20,8,0,0,0,176,0,13,119,114,28,6,0,0,0,286,0,3,26,18,9,0,0,0,0,56,3,42,249,112,61,24,4,0,0,490,0,15,72,26,14,11,0,0,0,143,0,10,82,71,42,27,0,0,0,238,0,18,135,68,52,44,11,0,0,326,3,28,166,74,66,40,12,0,0,389,0,17,40,20,15,7,0,0,0,93,0,10,49,26,15,10,0,0,0,117
POA2016,19,319,1680,985,719,375,84,7,0,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,30,21,14,6,0,0,0,76,0,0,5,0,0,0,0,0,0,7,0,0,27,6,4,0,0,0,0,35,0,9,41,11,3,10,0,0,0,78,5,47,121,46,28,9,3,0,0,258,15,69,119,31,23,6,3,0,0,265,0,6,21,5,13,16,0,0,0,61,4,28,98,43,23,16,4,0,0,209,0,11,91,41,25,13,0,0,0,179,0,4,23,14,10,3,0,0,0,53,0,63,318,125,70,26,7,0,0,600,0,17,73,29,16,9,3,0,0,151,0,6,100,50,40,27,6,0,0,224,7,22,121,80,44,41,15,3,0,326,0,28,227,74,44,35,13,0,0,419,3,10,50,25,22,6,0,0,0,117,0,15,41,24,10,13,3,0,0,105
POA2017,71,564,3390,1560,727,289,100,13,0,6712,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,10,0,17,62,25,8,9,3,3,0,125,0,0,7,3,0,0,0,0,0,16,0,17,71,26,8,8,0,0,0,120,0,13,82,33,19,3,3,0,0,148,17,122,260,87,23,27,0,0,0,533,33,153,246,55,34,11,3,0,0,533,0,13,86,41,21,8,0,0,0,173,3,18,131,45,17,4,0,0,0,211,0,43,308,133,35,12,0,0,0,540,0,19,91,27,11,8,3,0,0,162,0,91,516,163,57,24,8,0,0,854,0,20,148,38,22,18,0,0,0,261,0,22,148,70,42,24,0,0,0,305,0,54,195,86,41,41,3,0,0,429,0,47,326,145,60,60,21,3,0,662,3,18,52,23,14,3,3,0,0,109,0,15,96,34,15,7,0,0,0,173
