POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2050,0,3,20,29,24,3,0,3,83,0,36,213,149,30,0,0,11,433,0,9,145,207,86,12,0,8,460,0,42,358,358,116,12,0,15,895,21,72,42,23,4,0,0,4,162,31,188,246,25,3,0,0,9,507,310,1568,689,89,12,3,9,64,2734,0,0,0,0,0,0,0,0,0,361,1827,979,140,16,4,9,72,3409,0,0,9,3,0,0,0,0,11,0,3,6,0,0,0,0,3,14,361,1874,1366,531,159,15,11,92,4414
POA2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,3,0,0,0,0,71,73,208,36,5,3,20,0,19,365,0,0,0,0,0,0,0,0,0,77,255,53,7,3,20,0,23,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,255,53,7,3,20,0,23,442
POA2060,3,14,97,254,153,37,10,15,581,0,13,89,124,40,5,0,3,274,5,66,278,500,99,21,6,11,988,5,75,361,620,143,30,6,17,1255,5,148,196,61,9,3,0,5,423,15,211,476,100,13,0,0,22,844,208,1144,1239,406,16,3,0,65,3077,0,0,3,0,0,0,0,0,3,229,1503,1913,566,39,3,3,95,4347,0,4,3,0,3,0,0,3,11,0,8,9,0,0,0,0,6,28,236,1608,2392,1444,330,75,14,129,6230
POA2061,0,3,14,29,23,12,3,0,90,0,3,3,10,3,0,0,0,21,0,0,21,63,33,3,0,4,132,0,3,27,80,38,3,0,4,152,3,42,122,23,0,0,0,4,194,20,145,145,88,4,0,0,3,412,68,637,826,429,15,0,0,55,2037,0,0,0,0,0,0,0,0,0,93,830,1096,536,25,0,0,59,2646,0,3,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,10,97,850,1136,642,87,20,6,68,2910
POA2062,0,9,94,315,238,60,5,11,729,0,4,61,86,13,0,0,4,173,0,10,87,167,24,3,0,3,301,0,16,146,261,40,4,0,9,469,6,90,306,141,7,3,0,10,564,9,259,421,90,0,0,0,12,793,0,99,252,53,0,0,0,3,410,0,0,0,0,0,0,0,0,3,12,450,981,281,9,3,7,25,1770,0,7,9,0,0,0,0,3,13,0,0,0,3,0,0,0,3,4,14,479,1223,864,288,64,11,50,2987
POA2063,3,12,80,442,655,304,34,19,1554,0,3,30,21,5,0,0,0,59,0,18,27,42,11,3,0,3,109,0,22,56,60,19,3,0,3,166,6,27,71,38,0,0,0,3,148,0,18,65,17,0,0,0,0,102,0,0,11,25,0,0,0,0,37,0,0,0,0,0,0,0,0,0,8,50,154,76,0,0,0,4,288,0,0,3,0,0,0,0,0,5,0,0,3,3,0,4,0,0,14,9,81,294,585,678,312,33,27,2017
POA2064,0,0,43,277,353,107,13,6,803,0,0,11,14,4,0,0,0,29,0,3,146,121,17,0,0,0,285,0,6,151,136,21,0,0,0,314,4,56,243,45,0,0,0,11,361,4,124,822,100,0,0,3,15,1061,9,89,778,131,8,0,0,15,1035,0,0,0,0,0,0,0,0,0,16,271,1844,275,8,0,3,47,2462,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,18,277,2044,687,384,107,18,54,3593
POA2065,6,20,316,950,830,270,44,32,2467,0,17,272,307,53,3,0,7,663,0,42,241,641,85,4,0,14,1035,0,58,519,946,139,15,4,28,1701,15,151,588,291,20,3,0,20,1092,41,595,1223,385,18,0,0,48,2312,143,1653,2239,797,23,0,4,67,4920,0,8,15,8,7,0,0,0,39,194,2404,4061,1481,68,3,4,135,8362,0,5,8,4,0,0,0,3,18,4,14,11,8,0,0,0,6,49,201,2502,4914,3389,1037,291,51,200,12599
POA2066,3,25,362,1695,1924,846,157,66,5081,0,3,67,66,12,4,0,4,154,3,84,87,356,49,3,0,20,601,3,88,155,425,64,4,0,20,754,31,224,384,116,5,0,0,25,786,73,271,1671,362,8,0,3,43,2439,3,659,1565,376,7,0,0,31,2642,0,6,0,9,0,0,0,0,12,105,1162,3620,855,23,8,3,100,5875,0,0,4,3,3,0,0,0,14,0,12,10,11,4,0,3,0,39,117,1282,4154,2993,2015,857,162,189,11766
POA2067,6,23,236,1119,1148,389,106,65,3099,3,13,85,102,15,3,0,3,233,0,3,43,103,36,3,0,0,197,3,19,126,208,53,8,3,7,427,0,65,166,83,9,0,0,6,333,17,169,800,213,6,0,0,36,1240,66,1211,2098,750,26,3,8,99,4255,0,0,0,0,0,0,0,0,6,84,1441,3066,1042,46,3,5,141,5833,0,5,3,0,0,0,0,0,6,0,5,5,0,0,0,0,5,17,93,1496,3439,2364,1252,403,118,217,9379
POA2068,0,10,381,1459,1530,458,74,57,3970,0,9,179,114,23,3,0,6,333,0,8,29,124,59,3,0,3,222,0,18,201,240,80,7,3,10,555,4,42,192,31,3,0,3,5,274,0,77,375,41,0,0,0,4,497,13,51,111,62,0,0,0,8,249,0,0,0,0,0,0,0,0,0,20,173,678,136,3,0,3,22,1030,0,16,21,4,3,0,0,0,43,0,0,3,4,0,0,0,0,11,26,219,1284,1837,1616,470,79,83,5611
POA2069,0,21,147,1052,1514,698,133,46,3613,0,8,19,15,3,0,0,0,45,0,0,6,34,30,3,0,0,80,0,7,28,51,32,3,0,0,123,0,12,91,43,3,0,0,6,151,0,42,135,62,0,0,0,7,254,3,57,250,74,0,0,0,3,391,0,0,0,0,0,0,0,0,0,6,113,473,185,5,0,0,16,790,0,0,3,0,0,0,0,0,6,0,0,4,3,4,0,0,0,16,6,139,658,1287,1560,705,143,59,4554
POA2070,7,10,70,776,1342,669,124,42,3029,0,0,3,6,3,0,0,0,14,0,0,6,45,9,0,0,0,63,0,0,13,51,7,0,0,3,77,11,63,166,38,5,3,0,16,297,27,32,103,54,0,0,0,6,227,0,71,409,353,6,0,0,8,848,0,0,0,0,0,0,0,0,0,40,160,680,452,9,3,0,27,1372,0,3,5,0,0,0,0,0,10,0,7,7,0,0,0,0,0,13,47,175,770,1281,1363,676,124,66,4499
POA2071,0,6,72,596,1235,753,200,32,2894,0,3,24,9,0,0,0,3,39,0,3,7,8,7,3,0,0,30,0,3,31,22,7,3,0,3,71,0,29,102,57,10,0,0,5,207,0,22,159,106,4,0,0,4,293,0,124,432,338,14,0,0,5,913,0,0,0,0,0,0,0,0,0,0,173,697,506,29,0,0,16,1419,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,188,798,1117,1278,754,204,54,4396
POA2072,4,3,63,386,616,294,63,13,1444,0,0,3,4,0,0,0,0,8,0,0,9,77,5,0,0,0,95,0,0,10,81,5,0,0,0,106,0,8,62,61,3,0,0,6,145,0,9,89,100,3,0,0,3,209,0,134,337,173,5,0,0,7,648,0,0,0,0,0,0,0,0,0,0,159,483,333,11,0,0,18,999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,162,555,800,634,294,61,31,2549
POA2073,0,19,129,1131,1993,876,178,46,4369,0,11,7,3,4,0,0,3,20,0,0,11,54,10,3,4,0,85,0,11,17,65,12,3,4,0,109,0,6,60,77,3,0,0,0,144,0,6,25,32,0,0,0,0,58,0,75,239,76,7,0,0,8,401,0,0,0,0,0,0,0,0,0,0,85,320,182,6,0,0,6,605,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,5,17,0,113,465,1380,2013,877,181,63,5103
POA2074,5,33,203,1614,2452,1045,227,68,5637,0,4,70,34,4,0,0,11,115,0,0,33,159,34,3,0,0,232,0,4,100,186,38,3,0,9,349,0,62,135,102,12,0,0,16,324,4,57,234,92,0,0,0,11,402,0,109,358,215,6,0,0,19,703,0,0,0,0,0,0,0,0,0,3,231,722,413,14,0,3,39,1433,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,11,10,276,1022,2213,2512,1048,230,119,7429
POA2075,0,8,91,1116,2502,1072,194,45,5026,0,0,3,26,5,0,0,0,40,0,17,137,303,57,3,0,17,535,0,17,142,330,63,7,0,17,574,0,3,32,116,0,0,0,3,159,0,3,12,26,0,0,0,0,44,0,110,664,201,3,0,0,13,996,0,0,0,0,0,0,0,0,0,0,111,714,343,3,0,0,17,1196,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,16,3,146,942,1793,2576,1078,191,79,6815
POA2076,4,39,275,1695,2657,1116,233,57,6086,0,7,23,45,5,0,0,0,91,6,37,70,342,57,8,0,13,523,9,44,93,391,63,6,3,15,613,0,98,79,95,0,0,0,10,286,0,18,84,61,3,0,0,6,172,40,76,255,252,0,0,0,7,630,0,0,0,0,0,0,0,0,0,40,196,427,408,5,0,0,24,1090,0,0,5,0,0,0,0,0,6,0,0,4,3,6,3,0,5,28,49,277,799,2497,2732,1131,241,106,7823
POA2077,5,81,472,2447,2295,609,130,91,6129,0,49,38,60,20,0,3,8,173,4,36,197,365,44,9,0,22,686,4,87,240,425,65,9,3,25,856,6,123,248,130,7,3,0,9,539,77,274,2270,301,3,0,3,59,2987,4,534,2123,291,8,0,0,44,3003,0,0,0,0,0,0,0,0,4,97,934,4637,727,15,3,9,112,6535,0,7,7,6,0,0,0,0,27,0,11,8,3,3,3,0,4,35,108,1116,5372,3605,2383,620,142,235,13583
POA2079,0,17,115,855,883,218,38,24,2149,0,0,4,9,7,0,0,0,17,0,0,0,60,7,0,0,3,75,0,0,4,71,14,0,0,6,88,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,24,123,933,894,218,38,31,2257
POA2080,0,9,40,203,194,53,12,14,518,0,0,7,10,5,0,0,0,18,0,0,0,3,3,0,0,0,7,0,0,9,13,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,11,54,211,199,53,12,13,555
POA2081,3,11,83,607,670,196,21,18,1608,0,0,3,8,5,0,0,0,19,0,0,10,48,17,0,0,0,72,0,0,8,51,30,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,91,658,693,196,18,18,1698
POA2082,3,17,81,739,611,162,38,13,1672,0,0,0,3,4,3,0,0,10,0,0,3,37,6,0,0,0,42,0,0,3,40,10,3,0,0,59,0,0,3,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,8,9,20,90,789,626,168,38,19,1751
POA2083,3,21,125,223,124,23,3,19,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,20,0,0,3,0,0,0,0,0,9,0,3,9,5,3,0,0,13,25,5,30,136,232,129,23,3,34,590
POA2084,0,15,31,240,437,181,57,7,972,0,4,0,4,0,0,0,0,4,0,3,6,8,4,0,0,0,21,0,4,6,15,5,0,0,0,26,0,3,14,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,25,0,11,11,0,0,0,0,0,24,0,0,4,3,0,0,0,0,10,0,37,67,252,447,183,62,13,1060
POA2085,0,7,43,770,1617,504,105,36,3090,0,62,174,45,0,3,0,47,343,0,8,61,172,29,0,0,10,277,0,75,236,218,29,3,3,60,616,0,3,6,13,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,20,3,0,0,3,35,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,5,83,287,1005,1646,519,108,91,3750
POA2086,0,17,117,1406,1551,580,124,50,3859,0,29,3,13,3,0,0,3,49,0,3,15,88,25,5,0,0,138,0,31,24,101,33,5,0,5,194,0,8,8,16,8,5,0,0,47,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,10,0,14,17,23,8,5,0,4,61,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,12,0,62,155,1535,1593,586,124,63,4122
POA2087,7,18,131,1173,1511,560,118,36,3550,0,10,25,21,3,0,0,5,60,0,54,64,56,17,0,0,3,197,0,62,90,78,18,0,0,3,254,0,138,30,10,0,0,0,13,192,4,30,50,24,0,0,0,0,110,3,3,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,9,6,173,81,43,0,0,0,18,321,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,8,13,10,251,302,1296,1537,561,123,65,4140
POA2088,3,14,187,980,1661,857,156,50,3901,0,12,163,411,108,13,0,18,719,0,3,87,366,129,15,6,11,620,0,15,252,777,228,26,6,29,1337,14,252,733,369,49,14,6,36,1468,22,730,1471,320,12,0,0,58,2611,16,602,722,197,3,0,0,30,1579,0,11,19,12,0,0,0,0,43,55,1597,2950,891,62,14,9,124,5699,3,16,24,9,0,0,0,0,53,0,5,7,7,4,3,0,0,33,62,1639,3420,2674,1957,898,168,207,11022
POA2089,0,6,44,178,123,53,20,8,431,0,3,86,104,30,3,0,0,230,0,3,61,197,52,4,3,0,327,0,4,151,301,78,11,3,5,551,16,261,432,263,25,3,0,24,1015,26,423,942,258,10,8,0,19,1688,69,490,711,225,11,0,0,23,1528,0,0,0,0,0,0,0,0,3,112,1171,2089,747,39,6,0,69,4230,0,3,9,3,0,0,0,0,16,4,4,0,6,0,0,0,0,16,119,1193,2294,1235,244,67,22,79,5245
POA2090,0,7,93,336,401,126,30,13,1005,0,4,51,89,24,0,0,6,180,0,11,69,299,67,4,0,14,464,0,19,122,386,91,4,0,13,644,9,104,398,237,26,0,4,11,795,16,326,928,291,16,3,0,28,1605,45,529,1049,248,10,0,0,29,1902,0,0,8,3,0,0,0,0,14,68,953,2381,779,48,4,10,72,4317,0,0,4,0,0,0,0,0,4,3,0,3,7,0,0,0,0,12,76,983,2596,1506,541,139,36,105,5982
POA2092,0,14,118,603,757,308,45,25,1879,0,3,0,15,3,0,0,0,25,0,10,15,106,37,3,0,0,172,0,13,16,114,42,4,0,0,195,0,0,17,7,0,0,0,0,23,0,5,27,20,0,0,0,0,46,0,4,17,8,0,0,0,0,29,0,0,0,0,0,0,0,0,4,0,12,57,29,3,0,0,0,105,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,0,0,5,0,42,197,755,796,316,46,31,2188
POA2093,3,25,307,1491,1674,629,112,61,4300,4,14,51,68,10,7,0,4,156,0,18,165,421,97,17,0,13,731,4,33,217,487,106,21,4,12,880,10,91,427,132,11,0,0,13,691,8,298,1196,161,5,0,3,31,1701,0,100,144,54,0,0,0,0,298,0,3,9,5,3,0,0,0,19,17,485,1780,350,22,6,3,48,2707,0,9,20,8,0,0,0,3,39,0,3,4,3,5,0,0,4,18,24,552,2318,2347,1809,658,120,128,7946
POA2094,0,8,70,264,208,72,11,9,638,0,4,58,72,28,0,0,0,168,0,32,92,164,29,3,0,4,326,0,37,152,240,49,3,0,4,497,0,72,163,117,3,0,0,6,361,0,76,303,104,7,0,0,12,501,0,12,98,172,3,0,0,3,286,0,0,0,3,0,0,0,0,3,0,163,569,386,11,0,0,24,1154,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,0,203,789,900,272,78,11,40,2300
POA2095,0,11,72,270,260,99,22,11,739,0,4,88,181,72,4,0,5,355,0,21,82,191,59,11,3,3,368,0,23,170,373,128,11,3,9,723,20,217,591,232,24,7,3,37,1125,14,323,817,294,18,3,0,30,1494,101,621,1039,539,27,0,0,54,2395,0,0,0,0,0,0,0,0,0,132,1156,2446,1065,73,7,3,119,5011,0,3,8,6,3,0,0,3,26,0,3,15,8,0,0,0,0,24,139,1195,2711,1726,463,122,31,146,6524
POA2096,0,26,225,793,741,294,67,40,2198,0,15,22,16,3,0,0,3,55,0,12,63,94,14,0,0,5,181,0,21,84,108,21,0,0,3,241,3,99,218,65,10,0,3,8,407,0,340,1300,134,7,0,0,36,1830,0,159,448,74,0,0,0,13,690,0,0,0,0,0,0,0,0,4,3,601,1968,271,16,3,0,60,2926,3,3,4,3,0,0,0,23,34,0,4,12,3,0,0,0,3,23,13,652,2289,1182,785,300,67,129,5411
POA2097,5,24,173,1089,1339,511,121,60,3328,0,0,12,5,0,0,0,0,21,0,9,23,80,27,7,4,0,153,0,7,38,88,29,7,4,4,175,0,77,74,30,4,0,5,6,195,11,116,475,50,5,0,0,15,663,0,70,431,163,0,0,0,7,676,0,0,0,0,0,0,0,0,5,11,260,979,242,7,0,5,30,1538,0,0,16,4,3,0,0,0,26,0,0,3,7,3,0,0,3,16,13,304,1210,1428,1384,517,125,102,5082
POA2099,10,81,479,2241,2102,777,228,102,6018,3,36,52,70,13,4,0,6,172,12,120,152,330,62,8,0,30,714,10,154,207,399,76,7,0,38,890,22,339,472,102,17,3,0,37,999,29,708,3030,255,8,0,0,108,4134,21,648,1545,174,3,3,0,56,2453,0,4,4,0,0,0,0,0,14,67,1694,5049,534,30,10,3,210,7602,0,3,12,6,3,0,0,0,27,0,11,16,10,4,3,0,11,59,94,1946,5760,3193,2213,794,237,365,14595
POA2100,10,61,290,1951,1743,694,156,93,4992,40,23,24,38,12,0,0,11,147,7,45,140,173,45,3,3,9,428,45,71,166,204,56,10,3,20,582,37,284,288,71,13,0,0,22,713,10,92,193,9,0,0,0,4,311,0,21,22,7,0,0,0,0,53,0,4,4,8,3,0,0,0,19,47,404,509,90,16,3,0,25,1094,7,3,9,9,5,0,0,0,30,0,8,3,10,3,3,0,7,40,100,550,979,2263,1824,705,160,156,6742
POA2101,12,85,314,1279,1263,454,108,66,3586,27,104,170,48,10,4,0,27,392,3,17,76,98,19,4,3,10,230,29,123,241,151,30,3,5,36,618,23,159,354,87,14,0,0,35,666,0,140,666,97,0,0,0,9,916,6,204,602,143,0,0,0,22,976,0,8,0,0,0,0,0,0,11,31,512,1622,327,14,3,0,65,2571,3,12,67,30,3,3,0,5,120,0,16,14,10,0,0,3,0,50,74,751,2257,1796,1320,466,118,174,6954
POA2102,0,11,48,301,600,174,25,16,1181,0,5,27,24,5,0,0,3,58,0,0,104,393,78,4,3,5,586,0,5,129,416,82,4,3,11,647,0,13,94,70,0,0,0,10,186,0,26,160,46,0,0,0,3,243,0,17,99,30,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,56,362,147,0,0,0,11,576,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,3,67,545,866,685,181,25,40,2415
POA2103,0,24,111,662,783,300,69,37,1979,0,21,18,49,18,6,0,0,118,0,6,106,348,39,3,3,11,523,0,30,126,403,53,11,3,19,637,4,22,193,184,19,3,0,9,434,3,118,269,34,0,0,0,16,450,0,36,128,22,3,0,0,3,188,0,0,0,0,0,0,0,0,6,6,182,591,244,22,3,0,25,1079,0,7,14,8,0,0,0,0,29,0,4,6,5,3,0,0,3,24,9,242,853,1312,859,312,71,84,3746
POA2104,3,6,37,222,343,181,38,11,843,0,0,0,3,7,0,0,0,19,18,125,185,12,20,10,4,22,393,18,123,185,16,30,10,4,22,408,0,0,0,0,0,0,0,0,0,0,14,105,32,0,0,0,9,156,0,20,6,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,37,114,32,0,0,0,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,172,326,272,374,189,48,40,1441
POA2105,3,15,67,252,198,51,8,13,605,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,3,3,3,0,0,0,6,0,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,5,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,3,6,15,85,258,198,57,8,11,640
POA2106,0,26,154,744,846,274,66,34,2142,0,0,15,11,0,0,0,0,32,0,3,35,137,7,0,0,0,188,0,3,46,150,13,0,0,0,217,7,57,50,23,13,0,0,37,192,0,37,245,48,0,0,0,9,345,0,66,205,87,0,0,0,0,357,0,0,0,0,0,0,0,0,3,9,157,497,157,11,3,0,48,895,0,14,26,7,0,0,0,12,51,3,7,8,9,0,0,0,3,23,18,207,729,1058,877,275,73,100,3339
POA2107,14,50,268,1573,1687,517,93,61,4257,0,0,19,8,3,0,0,0,30,0,0,3,24,15,0,0,0,45,0,3,22,35,16,0,0,0,80,0,54,182,89,15,3,0,11,359,4,30,70,41,0,0,0,4,146,0,7,38,4,0,0,0,0,50,0,0,0,0,0,0,0,3,8,4,95,288,133,15,6,0,18,562,0,4,6,0,0,0,0,0,10,0,4,4,4,4,3,0,5,19,16,154,588,1745,1728,523,93,86,4927
POA2108,0,13,62,189,197,62,15,7,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,12,17,3,3,0,0,38,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,3,3,0,0,42,0,0,4,0,0,0,0,0,4,0,0,3,3,3,3,0,0,13,0,22,80,213,203,70,15,9,612
POA2109,0,0,6,0,0,0,0,0,5,0,21,14,0,0,0,0,7,42,0,54,12,4,0,0,0,0,70,0,68,27,4,0,0,0,5,112,0,0,6,0,0,0,0,4,17,0,0,31,10,0,0,0,0,47,0,368,212,36,0,0,0,8,622,0,0,0,0,0,0,0,0,0,4,367,252,41,3,0,0,14,680,0,0,0,0,0,0,0,0,0,0,3,7,13,3,0,0,0,25,4,442,289,57,6,4,0,17,817
POA2110,0,8,149,676,862,361,95,30,2173,0,3,8,27,15,0,0,0,61,0,25,61,160,25,8,0,8,283,0,25,69,193,47,6,0,6,348,3,78,204,19,0,0,0,13,319,0,57,128,31,0,0,0,4,225,0,23,43,26,0,0,0,0,88,0,3,0,0,0,0,0,0,0,4,162,373,78,3,0,0,15,629,0,0,0,3,0,0,0,0,3,0,0,4,3,4,0,0,0,14,4,196,594,950,914,369,95,51,3170
POA2111,0,18,266,1040,922,360,72,48,2716,0,29,49,141,14,0,0,0,227,0,19,145,289,71,4,4,6,540,0,49,192,429,81,4,4,8,769,3,127,100,30,0,0,0,13,274,3,242,856,73,7,0,0,23,1199,27,174,215,12,0,0,0,8,436,0,0,0,0,0,0,0,0,0,31,550,1168,122,11,0,0,40,1912,0,3,4,0,0,0,0,0,9,0,3,11,3,3,3,0,5,28,32,619,1631,1592,1015,368,73,98,5432
POA2112,6,40,542,2415,1980,663,144,101,5886,8,31,204,457,25,3,0,17,742,0,55,107,332,148,18,3,17,681,6,84,314,794,176,18,3,31,1422,8,143,137,46,4,5,0,10,359,4,338,1459,78,0,0,0,38,1922,14,577,1099,268,8,0,0,39,2006,0,3,0,0,0,0,0,0,6,23,1067,2697,391,17,4,4,92,4290,0,0,5,8,0,3,0,0,10,0,7,16,13,4,3,0,9,57,36,1198,3576,3619,2171,691,151,233,11673
