POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2163,3,33,22,9,3,96,17,5,85,62,66,10,241,0,0,3,6,4,0,17,0,0,10,14,45,3,72,3,0,18,18,43,23,101,105,19,392,297,481,96,1387
POA2164,13,141,35,70,16,362,47,17,177,120,165,32,561,0,0,14,9,22,3,52,3,0,22,41,158,13,237,4,3,37,38,104,58,242,235,68,1049,790,1736,290,4175
POA2165,18,190,81,79,18,493,78,35,326,238,267,50,986,3,0,21,15,16,3,62,9,3,53,80,210,12,372,10,3,99,72,192,97,467,442,105,2055,1448,2490,442,6980
POA2166,19,226,74,84,23,502,73,23,406,253,355,55,1166,4,0,31,17,25,4,91,6,0,46,127,246,27,449,25,3,127,104,222,145,629,426,107,2821,1676,2750,599,8373
POA2167,18,111,27,30,11,270,81,9,206,109,102,18,534,3,0,9,5,13,0,28,16,3,19,17,61,3,108,17,0,34,26,49,15,145,575,80,1025,500,839,128,3141
POA2168,26,267,113,128,21,677,67,37,397,332,415,57,1297,3,0,21,12,35,4,66,11,0,43,66,271,22,409,17,3,74,95,239,134,568,363,128,1937,1635,3497,567,8125
POA2170,112,970,291,345,68,2300,437,144,1483,875,982,177,4102,8,4,68,68,116,17,293,33,15,121,194,735,46,1140,84,28,258,243,582,253,1442,2153,527,7241,5069,9205,1398,25603
POA2171,43,489,106,129,20,1036,145,47,566,287,281,48,1372,3,0,25,26,33,0,90,7,0,55,80,290,14,442,20,3,99,73,169,73,433,741,192,3117,2071,3648,489,10262
POA2172,3,50,20,11,5,108,20,5,52,16,16,9,120,0,0,5,0,6,3,16,0,0,3,9,26,3,43,5,0,8,12,19,8,46,132,23,345,206,360,55,1123
POA2173,32,237,60,55,12,497,98,39,278,148,156,20,744,3,0,20,18,29,5,67,7,0,28,21,97,0,159,16,0,46,25,64,23,178,544,156,1609,981,1854,173,5317
POA2174,0,23,10,3,0,61,22,9,44,23,15,4,122,0,0,0,3,3,0,3,0,0,3,3,7,3,25,3,0,9,4,8,13,36,105,20,255,130,171,38,725
POA2175,0,15,3,4,0,34,5,0,9,5,11,6,44,0,0,0,0,0,0,0,0,0,5,9,25,0,37,0,0,0,9,17,5,31,18,4,97,89,221,38,463
POA2176,52,499,157,172,39,1112,103,20,510,316,382,64,1408,5,3,35,24,44,4,114,17,0,69,101,399,25,605,20,3,107,95,239,90,565,620,172,3377,2210,4150,637,11164
POA2177,13,90,37,36,10,238,21,8,171,99,103,20,418,0,0,9,11,9,0,27,0,0,24,36,144,8,209,5,0,46,28,83,21,189,140,55,945,653,1257,191,3242
POA2178,3,45,12,21,8,113,7,0,21,30,24,3,87,0,0,3,3,4,0,8,0,0,8,11,64,0,82,0,0,8,9,44,4,71,57,14,242,187,628,58,1182
POA2179,12,53,22,17,0,145,20,4,63,38,31,10,168,0,0,3,0,0,0,10,0,3,3,9,72,6,90,7,0,20,13,51,14,114,118,27,360,274,735,85,1591
POA2190,41,249,72,69,30,596,86,19,246,175,136,34,701,0,0,11,10,19,0,47,14,4,33,27,164,8,256,24,4,63,55,108,67,324,516,122,1588,964,1666,373,5221
POA2191,16,89,18,19,3,183,27,9,106,63,56,10,269,0,0,0,3,5,0,17,0,0,15,20,59,3,104,8,0,24,18,25,18,100,163,49,604,372,528,92,1804
POA2192,12,116,43,40,4,272,43,8,174,102,127,21,485,5,0,23,6,11,3,52,11,3,22,32,67,3,138,11,0,32,38,60,40,181,358,74,1038,655,970,208,3301
POA2193,67,263,66,51,9,666,150,53,311,116,146,17,788,15,5,45,27,17,9,117,19,4,54,25,89,10,198,12,6,63,53,60,37,230,891,255,2046,901,1259,192,5551
POA2194,32,180,35,39,11,430,150,38,473,157,193,43,1054,16,0,33,23,31,3,97,27,3,74,49,101,19,278,59,0,130,72,73,80,416,1101,173,2698,1284,1294,367,6913
POA2195,21,128,41,29,8,370,97,25,300,178,198,35,825,12,0,10,12,10,0,38,22,0,42,40,85,17,204,63,3,119,56,82,61,384,1211,154,2240,1013,1162,332,6114
POA2196,35,274,91,68,22,628,95,31,326,209,201,50,912,7,0,19,9,26,5,62,8,0,52,68,242,21,393,37,3,101,66,147,64,421,711,125,2191,1394,2222,426,7074
POA2197,14,99,32,23,6,211,17,10,91,59,76,10,268,3,0,3,3,8,3,24,0,0,7,13,75,3,101,3,0,19,17,40,28,112,132,36,530,371,735,118,1920
POA2198,13,113,35,29,9,249,37,5,104,72,61,10,291,3,0,11,3,11,0,26,6,0,17,14,85,4,131,7,0,29,11,62,15,122,166,39,593,426,829,115,2171
POA2199,16,140,42,48,11,338,41,18,207,137,136,25,566,0,0,16,9,24,5,51,7,3,27,39,125,3,204,10,3,49,38,76,35,213,302,75,1188,719,1280,198,3763
POA2200,34,317,90,95,15,755,147,45,558,329,305,61,1441,7,3,30,23,28,4,90,19,3,86,99,225,28,463,36,7,144,112,189,119,609,1067,201,3295,1858,2638,534,9592
POA2203,90,325,62,54,13,836,168,78,331,114,94,27,816,23,10,67,22,20,4,141,20,10,56,37,61,3,188,17,0,68,26,55,35,205,1026,358,2377,840,1034,196,5833
POA2204,108,554,85,69,8,1330,271,83,566,151,140,32,1240,51,13,160,53,51,8,334,35,13,118,50,156,11,381,38,11,140,61,74,65,389,1821,496,4587,1502,1809,309,10523
POA2205,27,202,51,45,16,509,112,29,311,102,100,21,677,9,3,40,26,26,3,118,19,3,51,60,99,13,248,52,7,126,44,64,56,348,1441,221,3018,1151,1214,300,7342
POA2206,68,349,91,59,15,778,119,32,290,130,109,28,706,7,3,36,17,29,9,104,8,6,49,42,182,10,300,12,3,71,45,80,46,258,724,225,2130,1092,1648,283,6112
POA2207,67,382,96,89,27,858,154,57,441,233,207,46,1140,12,0,33,29,41,0,119,19,8,68,75,203,13,377,31,7,108,58,92,62,350,1018,249,2951,1626,2177,380,8403
POA2208,26,166,48,33,11,373,52,18,159,74,80,16,397,4,0,21,4,12,3,44,12,0,22,31,87,3,156,11,0,43,29,61,25,173,377,90,1261,727,1051,153,3661
POA2209,27,168,58,47,11,408,67,22,256,102,110,21,581,3,0,16,14,17,0,56,16,12,41,26,84,4,184,19,0,59,31,47,43,208,623,130,1701,789,1117,211,4569
POA2210,64,419,119,100,24,893,134,59,399,220,226,59,1082,9,3,47,16,41,4,117,30,8,82,66,220,12,415,33,3,108,61,126,69,392,981,286,2950,1620,2497,415,8758
POA2211,42,204,64,73,12,506,65,26,251,107,145,23,621,4,3,22,12,26,3,65,8,4,31,47,140,10,242,23,0,47,27,78,28,200,531,158,1623,917,1639,205,5070
POA2212,24,207,68,64,20,480,61,29,196,105,142,22,561,0,0,15,5,22,5,53,12,3,25,36,128,5,207,7,3,39,50,72,29,204,434,122,1448,860,1539,221,4629
POA2213,59,362,111,120,29,817,95,23,304,184,179,39,818,11,0,22,22,37,7,97,18,3,43,51,172,12,297,15,0,52,40,113,51,276,627,185,1998,1318,2474,312,6912
POA2214,5,87,18,29,12,187,15,11,46,24,44,8,148,0,0,8,5,11,0,20,0,0,8,7,32,0,43,0,0,3,3,25,3,39,67,30,284,197,580,55,1211
POA2216,53,295,66,51,19,655,165,39,555,227,210,46,1241,18,3,39,28,28,5,127,22,5,89,51,155,21,342,53,4,148,82,125,88,509,1451,258,3756,1755,2048,527,9793
POA2217,29,268,86,57,13,638,257,56,803,263,222,70,1675,10,0,44,25,29,5,120,22,4,65,59,145,19,311,62,6,128,67,91,61,413,1520,243,3701,1630,2028,434,9554
POA2218,40,166,39,43,7,429,122,29,417,153,137,30,886,8,3,24,18,17,3,81,18,3,51,42,86,8,196,36,5,101,37,70,40,285,932,162,2211,1019,1158,259,5739
POA2219,33,150,48,41,11,368,75,28,250,106,111,26,589,4,3,26,20,19,3,74,9,3,30,32,127,5,206,8,0,37,27,66,35,181,410,117,1339,852,1338,241,4293
POA2220,36,290,55,41,12,632,237,56,630,216,186,39,1353,15,3,40,29,21,4,109,41,0,82,43,106,12,278,136,4,195,79,66,76,555,2414,251,4198,1667,1499,440,10465
POA2221,27,258,61,47,13,497,129,19,343,93,125,31,738,4,0,20,17,23,3,68,17,6,41,33,121,5,218,19,0,69,30,58,30,215,695,138,2178,947,1208,225,5398
POA2222,32,199,48,41,11,433,98,27,320,127,126,17,724,8,0,19,12,24,4,60,19,0,23,22,71,5,145,27,3,73,33,42,24,201,724,139,1763,724,989,173,4517
POA2223,86,416,88,79,13,920,170,52,500,168,149,40,1078,9,3,45,31,23,3,118,26,5,54,39,146,8,275,37,6,96,49,82,33,300,1216,293,3036,1194,1802,261,7796
POA2224,35,179,71,48,8,413,74,29,255,109,83,39,589,4,0,16,10,21,0,55,7,3,28,33,154,10,227,9,3,51,41,79,14,200,407,125,1391,869,1470,215,4468
POA2225,23,117,25,17,5,245,36,19,93,41,31,14,231,5,0,15,5,5,0,39,6,3,5,9,46,3,71,4,0,21,5,33,3,72,241,99,724,356,574,65,2054
POA2226,55,274,77,56,11,576,74,36,212,129,129,23,607,6,0,19,7,19,3,61,10,3,25,25,95,4,169,10,3,53,28,45,12,148,504,198,1558,915,1360,144,4677
POA2227,40,286,87,61,6,584,74,26,252,147,124,27,655,6,0,31,15,33,5,84,11,5,28,45,129,6,223,23,3,40,32,80,33,214,495,172,1602,1099,1866,220,5454
POA2228,52,284,88,64,17,600,111,34,365,193,178,29,907,8,0,27,18,26,4,82,15,0,43,55,165,5,273,8,6,45,42,99,30,234,567,177,1848,1214,2153,217,6166
POA2229,97,502,132,117,42,1065,169,83,556,266,210,58,1338,5,4,52,49,74,8,191,15,6,49,66,261,13,415,28,4,99,93,151,50,416,821,363,3077,2016,3476,414,10173
POA2230,113,658,176,116,27,1332,203,80,533,264,225,50,1354,18,4,78,57,72,15,245,22,3,68,76,264,12,446,23,5,111,110,176,55,485,1044,408,3593,2313,3849,438,11640
POA2231,3,18,6,9,0,43,9,3,37,19,29,8,95,0,0,0,0,3,0,9,0,0,5,5,29,0,39,0,0,5,8,27,6,52,23,13,119,130,389,50,720
POA2232,136,688,172,140,27,1440,220,104,654,325,343,55,1697,11,9,65,25,73,5,186,20,10,94,93,307,12,526,38,6,99,65,153,72,429,1280,478,3871,2323,4091,425,12475
POA2233,119,614,195,178,29,1369,121,80,507,321,379,54,1463,9,0,28,30,70,3,151,6,9,47,68,370,9,510,14,6,44,41,180,39,327,713,374,2597,2064,4482,360,10592
POA2234,132,738,243,165,37,1595,178,71,554,290,290,47,1431,4,4,50,33,66,5,160,14,12,69,83,370,19,558,27,0,79,71,177,48,387,984,388,3544,2217,4129,445,11711
POA2250,149,930,308,321,47,2075,333,208,1517,821,1232,125,4239,7,6,77,67,114,7,280,30,18,116,144,650,36,995,34,7,119,112,304,128,712,1312,605,5265,3847,8540,872,20436
POA2251,115,627,182,183,26,1319,183,124,698,398,456,77,1934,11,10,40,42,58,3,155,14,3,44,80,285,11,431,14,9,71,54,171,36,355,639,379,2678,1964,4192,374,10231
POA2256,39,128,54,57,9,369,45,27,186,140,255,30,692,4,0,19,5,27,3,61,11,3,10,29,115,0,179,15,4,25,5,72,29,152,283,142,880,676,1718,193,3898
POA2257,61,282,105,116,16,703,90,44,327,288,497,67,1318,8,0,22,17,47,8,98,7,6,32,58,250,26,370,7,4,37,49,148,57,298,442,194,1556,1355,3518,434,7502
POA2258,21,92,25,29,11,202,35,13,128,61,85,17,343,0,0,7,7,11,3,24,0,0,4,13,53,3,76,0,0,12,6,24,7,49,110,47,452,330,715,88,1738
POA2259,88,602,215,271,28,1327,130,103,731,621,1106,123,2807,5,3,33,36,122,11,209,11,6,46,94,600,27,786,9,4,55,71,319,92,556,531,318,2606,2764,8179,745,15144
POA2260,93,591,121,101,21,1089,201,87,758,267,290,53,1650,7,5,36,14,31,8,92,15,8,45,56,208,10,337,15,4,38,46,109,26,242,657,306,2588,1468,2815,306,8144
POA2261,123,783,191,220,30,1538,135,84,686,538,1004,114,2558,7,4,37,41,82,10,176,9,4,37,118,558,16,739,11,5,49,79,300,90,538,546,343,2780,2556,7422,681,14330
POA2262,18,145,63,112,9,366,20,28,172,229,453,42,940,0,0,11,9,28,3,52,3,0,11,31,208,3,259,0,0,9,19,121,40,187,85,75,591,789,2954,267,4763
POA2263,38,212,70,105,7,481,36,41,226,243,460,52,1050,0,0,0,12,40,4,58,0,0,19,28,213,13,267,3,0,21,21,121,48,210,137,119,779,860,2986,291,5178
POA2264,28,165,51,65,12,385,53,28,199,166,268,21,743,0,0,4,11,20,3,40,14,6,21,23,126,5,194,8,0,15,22,69,29,140,212,108,671,639,1851,167,3649
POA2265,22,122,35,45,5,296,31,20,115,75,109,9,358,0,0,3,0,6,0,17,12,0,18,17,46,4,96,3,0,15,10,22,3,51,146,67,420,283,704,52,1674
POA2267,14,28,21,15,3,92,17,12,38,40,37,7,144,0,0,0,0,4,0,3,0,0,3,0,18,0,27,4,0,0,5,12,3,23,46,24,135,148,360,36,750
POA2278,5,24,6,22,3,61,4,7,21,37,60,7,135,0,0,0,0,0,0,4,0,0,0,0,40,0,46,0,0,3,5,23,0,29,12,8,80,112,517,26,766
POA2280,64,458,149,143,24,949,106,73,522,310,470,60,1549,5,0,20,16,40,8,83,8,0,32,41,289,3,375,6,4,32,16,130,31,224,398,235,1894,1315,3724,311,7866
POA2281,33,212,73,71,8,461,37,32,186,118,231,20,628,0,0,11,10,19,0,44,4,3,11,21,135,5,175,3,0,22,20,69,13,127,177,121,783,634,1932,132,3780
POA2282,57,296,79,83,11,619,113,54,382,176,220,40,978,0,0,15,11,17,3,51,4,6,24,29,141,3,208,7,0,21,17,53,12,116,377,205,1393,841,1826,158,4798
POA2283,51,298,94,146,14,704,89,40,390,264,441,49,1267,3,0,19,10,38,4,67,3,0,22,36,225,12,308,12,3,21,28,130,39,223,338,166,1366,1075,3053,248,6239
POA2284,17,148,44,49,4,301,28,25,149,137,204,16,560,0,0,7,4,17,0,34,4,0,7,16,102,4,136,6,0,15,13,44,16,92,129,72,571,518,1449,115,2862
POA2285,60,421,107,172,19,904,106,63,631,386,673,70,1933,5,0,12,15,35,0,73,9,5,34,56,400,11,525,7,0,24,26,165,41,267,452,234,1986,1531,4762,356,9317
POA2286,4,33,17,23,3,92,12,5,49,46,102,4,215,0,0,0,0,0,0,7,0,0,0,6,57,3,68,0,0,0,3,28,7,42,36,17,154,137,667,35,1049
POA2287,86,511,168,183,25,1244,190,86,872,451,690,84,2368,3,0,21,7,46,6,87,14,3,59,52,391,15,539,5,3,46,33,152,49,291,810,291,2726,1735,4730,403,10696
POA2289,77,409,97,103,14,881,161,76,566,254,248,39,1355,4,0,27,17,31,3,82,14,0,36,29,146,7,232,10,4,27,28,106,20,202,622,267,2218,1144,2310,194,6757
POA2290,113,616,165,162,19,1277,212,106,832,409,598,66,2219,4,3,31,12,39,3,98,8,3,46,62,299,10,421,11,6,51,44,162,55,329,710,368,2966,1807,4291,343,10488
POA2291,47,375,75,52,7,719,215,71,629,154,121,32,1218,4,0,20,17,18,3,70,6,4,22,35,91,4,172,15,0,54,21,35,20,141,692,223,2193,806,1320,140,5378
POA2292,9,56,13,8,0,114,18,8,85,37,43,6,197,0,0,3,3,3,0,15,0,0,9,6,25,0,38,3,3,3,3,12,0,28,85,27,314,139,316,23,906
POA2293,13,65,15,7,0,135,30,19,89,40,38,6,219,0,0,5,0,3,0,11,3,0,8,8,26,0,33,0,0,10,3,12,4,27,126,58,389,175,295,21,1063
POA2294,8,57,7,4,0,95,22,12,73,24,19,3,153,0,0,4,0,3,0,11,6,0,5,3,16,0,36,0,0,8,0,11,0,20,86,33,291,99,242,19,766
POA2295,6,87,24,34,10,202,24,12,98,67,80,16,301,0,0,5,6,11,0,19,0,0,4,13,53,6,78,0,0,15,4,29,5,57,125,43,426,300,807,83,1788
POA2296,4,46,3,3,0,90,20,7,90,24,50,3,188,3,3,0,0,0,0,8,0,0,4,7,25,0,35,0,0,3,4,4,0,17,81,24,291,122,232,21,769
POA2297,10,47,5,9,0,92,19,4,82,17,27,0,152,0,0,3,3,0,0,9,3,0,3,0,12,4,22,0,0,5,0,3,3,16,67,26,219,76,166,14,583
POA2298,27,184,32,47,3,365,63,31,258,107,182,20,662,0,0,15,8,18,0,43,7,0,31,12,83,3,133,0,0,17,11,34,20,77,225,100,941,457,1119,92,2942
POA2299,36,175,36,57,11,427,81,39,338,125,190,30,805,0,0,11,3,18,0,29,3,3,27,13,71,4,125,9,0,14,16,41,15,85,354,117,1039,502,1164,119,3287
POA2300,47,292,32,30,8,650,232,54,601,97,74,21,1079,3,4,28,12,12,0,64,6,3,27,24,68,3,123,13,0,51,11,26,10,111,778,209,2016,543,923,103,4570
POA2302,3,12,0,0,0,25,7,0,18,4,0,0,31,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,3,0,3,0,8,19,9,91,30,52,5,212
POA2303,35,206,40,28,5,432,105,32,309,89,95,17,652,8,6,20,7,3,0,39,6,0,19,13,42,9,90,6,0,30,8,17,12,75,382,145,1224,432,765,94,3049
POA2304,47,271,65,83,8,628,94,37,406,171,302,18,1030,3,3,15,9,23,3,58,9,0,44,27,123,3,210,4,0,22,20,41,25,116,410,151,1452,773,1847,139,4771
POA2305,46,322,75,58,3,656,149,64,468,171,193,28,1076,0,0,15,13,23,3,57,9,3,20,18,93,6,146,13,5,17,15,35,28,103,498,187,1565,730,1324,124,4416
POA2306,0,6,7,7,3,25,0,3,11,18,50,4,87,0,0,0,0,0,0,0,0,0,0,3,17,0,21,0,0,0,0,8,8,15,3,3,33,49,213,21,324
POA2307,7,49,13,16,0,106,9,4,68,35,85,7,203,0,0,0,0,7,0,8,0,0,5,6,37,3,57,0,0,0,8,15,11,30,55,17,237,153,498,44,1006
POA2308,0,0,4,8,0,14,0,0,0,3,3,0,11,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,11,45,3,63
POA2311,0,7,4,3,0,11,0,0,7,8,14,3,30,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,7,0,7,16,5,34,34,119,12,221
POA2312,0,3,4,7,0,24,0,6,11,17,32,4,66,0,0,0,0,3,0,6,0,0,0,3,16,0,20,0,0,0,0,3,3,10,5,9,38,55,193,19,318
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,9,35,0,81
POA2315,28,150,63,54,4,352,38,19,163,162,201,14,590,0,0,10,17,25,3,58,0,0,4,33,103,0,139,5,4,12,14,69,29,134,220,99,758,734,1710,143,3668
POA2316,18,73,32,28,0,168,11,8,79,53,84,13,247,0,0,3,7,8,0,11,0,3,9,19,46,5,82,0,0,8,11,40,7,64,63,43,327,283,864,72,1647
POA2317,5,75,20,27,0,154,8,8,54,43,95,11,219,0,0,3,5,11,3,23,0,4,9,11,53,5,80,3,0,3,5,32,9,50,83,35,289,242,779,62,1486
POA2318,22,118,51,63,3,289,27,11,147,122,212,33,557,0,0,3,10,16,3,32,0,0,9,12,151,6,182,0,0,18,16,63,21,120,119,80,568,715,2035,169,3682
POA2319,12,26,25,22,3,98,5,4,47,58,112,15,246,0,0,3,3,8,0,21,0,0,6,7,66,4,80,0,0,3,5,35,9,56,33,23,162,251,886,95,1458
POA2320,84,429,130,174,15,951,107,58,534,370,536,66,1669,0,0,19,18,36,9,80,7,10,39,72,437,17,576,3,3,28,53,214,44,344,452,249,2017,1688,5355,371,10135
POA2321,46,188,63,76,9,437,50,22,223,165,230,29,722,0,0,8,8,19,4,33,10,0,11,38,190,8,253,3,0,7,13,81,19,125,205,118,849,779,2388,187,4532
POA2322,39,164,62,78,7,400,40,24,194,162,347,25,800,0,0,0,3,23,3,28,0,0,11,34,198,9,254,0,0,13,29,93,25,159,171,114,745,824,2837,184,4871
POA2323,68,383,117,141,16,838,86,64,411,248,450,59,1316,3,4,11,8,30,3,60,5,7,25,65,275,14,387,13,3,30,35,128,30,230,378,238,1611,1292,3567,292,7378
POA2324,27,177,82,108,16,459,46,26,203,191,378,45,887,0,3,10,3,34,3,56,5,3,18,43,251,3,319,8,3,11,24,103,40,192,160,88,808,844,3178,265,5345
POA2325,44,201,69,130,11,501,37,28,213,243,439,61,1022,6,0,5,11,49,6,75,3,3,18,37,291,10,365,0,3,21,21,140,34,225,173,129,889,958,3882,340,6378
POA2326,6,45,19,42,3,116,5,10,53,67,134,13,274,0,0,0,0,6,0,12,0,0,3,12,82,5,97,0,0,9,3,55,7,77,18,22,175,208,1097,102,1621
POA2327,13,39,23,42,0,126,0,5,49,60,153,5,283,0,0,0,3,10,0,18,0,0,0,8,96,3,118,0,0,0,10,44,17,69,23,26,166,215,1143,81,1647
POA2328,3,18,8,6,0,36,0,0,11,14,28,3,58,0,0,0,0,0,0,7,0,0,0,3,16,0,27,0,0,0,3,10,11,29,8,7,73,106,423,38,656
POA2329,4,29,11,14,3,64,3,3,6,19,15,0,50,0,0,0,0,0,0,0,0,0,3,0,13,0,12,0,0,3,4,3,3,20,14,12,95,78,266,44,506
POA2330,44,190,71,108,14,467,33,12,151,124,240,20,585,3,0,3,7,26,4,43,0,5,10,24,259,11,313,0,0,16,24,111,26,179,196,130,945,837,3532,252,5887
POA2331,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,84,4,118
POA2333,24,139,34,58,3,285,19,12,109,76,149,16,381,0,3,0,3,10,3,21,0,0,3,22,126,6,161,0,0,14,5,55,20,93,111,71,509,459,2021,153,3327
POA2334,0,18,8,12,0,46,3,9,22,22,61,5,116,0,0,0,0,0,0,4,0,0,0,7,52,0,61,0,0,0,0,25,5,29,12,8,67,89,513,46,736
POA2335,17,74,21,34,6,174,10,12,56,54,77,6,213,0,0,0,3,8,0,14,0,0,3,6,110,0,124,3,0,11,7,36,3,59,64,51,318,305,1119,87,1942
POA2336,4,25,6,16,5,59,0,0,9,15,26,6,59,0,0,6,3,3,0,9,0,0,0,3,27,0,31,0,0,0,6,15,3,28,13,19,89,82,441,49,689
POA2337,20,135,31,39,5,261,10,3,78,52,67,10,219,0,0,7,12,25,3,48,0,0,0,12,77,0,98,0,0,10,13,48,10,84,75,52,482,372,1215,121,2319
POA2338,0,14,11,10,0,34,5,4,6,18,19,3,51,0,0,0,0,3,0,3,0,0,0,0,13,0,17,0,0,3,0,7,0,8,16,4,61,69,181,22,345
POA2339,0,7,3,3,0,11,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,0,6,4,3,30,24,90,9,160
POA2340,170,768,281,285,49,1723,205,137,906,588,863,96,2802,3,0,17,25,74,6,124,11,5,34,68,535,28,688,3,0,41,52,279,101,484,616,454,3036,2309,6735,797,13940
POA2341,0,9,5,3,0,19,0,0,3,11,18,5,46,0,0,0,0,6,0,6,0,0,0,0,8,0,11,0,0,0,3,3,3,15,8,3,31,39,142,36,245
POA2342,0,7,0,4,0,10,0,0,3,10,8,3,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,3,4,24,24,67,13,136
POA2343,15,63,18,25,4,132,5,4,46,48,75,12,180,0,0,0,3,4,0,6,0,0,0,6,38,3,47,0,0,0,9,22,12,40,25,24,228,213,640,83,1211
POA2344,0,15,3,9,0,25,3,0,11,8,10,3,38,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,3,0,9,10,0,52,32,124,17,228
POA2345,0,15,3,7,0,23,3,3,10,8,11,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,4,10,0,16,4,8,40,30,123,7,221
POA2346,3,29,13,30,0,77,4,0,21,42,41,12,118,0,0,3,0,3,0,3,0,0,3,3,24,0,29,0,0,0,3,13,3,18,18,5,95,117,360,46,637
POA2347,3,18,8,9,0,44,0,0,18,12,31,3,68,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,3,3,3,13,6,9,73,59,192,34,376
POA2350,188,750,218,229,37,2107,146,83,455,253,333,46,1312,9,3,20,15,26,3,66,19,6,43,21,176,8,272,12,3,34,24,80,25,174,1195,404,2198,1063,2591,287,7748
POA2351,0,5,0,5,0,18,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,5,23,0,46
POA2352,9,45,10,23,0,96,8,10,44,24,53,8,146,0,0,0,0,3,0,4,0,0,3,5,32,0,44,0,0,0,3,8,3,12,24,17,148,119,433,36,772
POA2353,3,11,3,3,5,23,0,0,11,18,18,0,49,0,0,0,0,4,0,3,0,0,0,0,9,0,14,0,0,0,3,16,3,17,3,6,43,40,160,24,277
POA2354,4,48,17,19,3,105,4,3,26,24,35,7,104,0,0,0,3,0,0,8,0,0,5,3,28,0,35,0,0,4,0,15,12,26,31,23,219,177,480,69,990
POA2355,3,8,0,3,0,21,0,0,3,4,10,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,10,4,30,26,76,8,160
POA2356,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,17
POA2357,19,64,18,24,3,147,9,3,47,32,56,13,160,0,0,0,0,8,0,8,0,0,4,4,26,0,39,0,0,0,3,22,12,35,39,35,202,141,455,87,956
POA2358,9,70,38,30,0,181,13,10,44,22,57,3,146,0,0,3,0,7,0,8,0,0,0,8,23,0,37,0,3,4,0,18,13,37,56,30,207,154,506,54,1014
POA2359,4,5,6,7,0,16,0,0,9,4,12,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,6,9,6,22,31,96,7,168
POA2360,39,226,55,74,19,442,24,18,152,126,261,30,605,0,0,0,0,12,3,20,0,0,14,11,142,4,175,3,3,12,8,53,43,124,72,86,651,511,1855,257,3429
POA2361,4,6,3,5,4,21,0,0,0,8,23,3,33,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,4,18,19,95,25,165
POA2365,12,26,13,21,11,104,6,3,27,32,40,8,120,0,0,0,0,0,0,3,0,0,3,3,30,3,37,0,0,3,10,13,8,30,49,25,172,154,440,76,911
POA2369,0,4,3,3,0,10,0,0,0,10,22,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,3,0,10,19,78,14,124
POA2370,18,95,40,34,4,201,13,3,67,72,122,15,288,0,0,3,3,10,0,21,3,0,3,7,79,0,91,0,0,3,6,35,13,60,59,40,323,298,901,102,1719
POA2371,0,9,4,3,0,15,0,0,10,10,12,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,4,12,3,3,24,42,109,28,211
