POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA2000,0,0,0,0,0,0,0,0,4,88,0,93,0,0,0,0,0,0,0,6,0,16,0,23,0,3,0,0,0,0,0,11,0,7,0,21,0,0,0,0,0,0,0,14,0,4,0,20,0,13,0,0,0,6,0,12,0,27,3,60,0,13,0,0,0,5,0,15,0,3,0,43,3,72,0,3,0,21,0,29,3,44,0,179,5,79,0,9,0,28,0,8,0,21,0,152,14,85,3,24,0,38,4,23,0,31,0,216,24,53,7,46,3,24,0,16,6,24,4,194,20,34,0,46,0,40,0,11,0,8,0,163,49,11,3,39,3,26,0,8,0,24,0,167,153,17,4,37,4,66,0,6,0,44,0,346,124,9,8,40,4,15,0,9,0,11,0,217,105,0,3,27,3,13,0,0,0,17,0,168,81,0,3,14,3,77,0,3,0,4,0,189,316,14,6,73,15,66,0,23
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2007,0,0,0,0,0,0,0,3,0,31,0,35,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,19,0,0,0,0,0,0,0,5,0,0,0,11,0,16,0,0,0,8,5,5,0,19,3,42,0,8,0,5,0,10,0,0,0,7,0,32,3,15,0,11,0,10,0,7,0,5,0,45,10,14,0,12,0,9,0,0,0,5,0,47,8,0,0,13,0,13,0,3,0,3,0,44,10,5,0,15,0,3,0,0,3,7,0,47,52,3,3,7,3,15,0,0,0,0,0,83,41,0,0,13,0,0,0,0,0,0,0,58,39,0,0,10,0,4,0,0,0,0,0,53,27,0,0,0,0,4,0,0,0,0,0,34,59,0,0,11,5,10,0,0
POA2008,0,0,0,0,0,0,0,0,0,78,0,84,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,8,0,4,0,15,0,0,0,0,0,0,0,10,0,4,0,9,0,4,0,0,0,0,0,3,0,7,0,18,0,0,0,0,0,0,0,4,0,8,0,17,0,17,0,0,0,5,0,8,0,5,0,39,3,8,0,0,0,14,0,11,0,11,0,49,4,18,0,10,0,22,3,3,0,8,0,68,12,4,0,28,0,18,0,4,0,11,0,76,9,3,0,23,0,17,0,3,0,0,0,59,21,3,0,14,0,17,0,0,0,9,0,71,68,6,0,35,5,22,0,0,0,3,0,129,72,0,3,23,3,10,0,3,0,0,0,112,66,0,0,13,3,5,0,0,0,0,0,91,47,0,0,5,0,12,0,0,0,3,0,71,119,0,0,12,0,19,0,0
POA2009,0,0,0,0,0,3,0,0,0,23,0,31,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,15,0,14,0,3,0,0,0,0,0,5,0,4,0,16,0,3,0,0,0,3,0,8,0,30,0,51,0,12,0,7,0,6,0,3,0,10,0,30,0,21,0,12,0,21,0,3,0,18,0,71,9,11,0,24,0,12,0,3,0,23,0,93,9,12,0,28,0,17,0,5,0,11,0,81,29,10,0,20,0,25,0,3,0,15,0,96,85,9,4,37,6,50,0,6,3,11,0,211,93,3,3,19,3,4,3,10,3,5,0,151,85,3,0,16,4,6,0,6,0,9,0,129,69,4,3,9,0,42,0,5,0,7,0,141,349,16,4,55,20,44,0,10
POA2010,0,0,0,0,0,3,0,0,0,27,0,34,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,6,0,18,0,37,0,6,0,0,0,4,0,18,0,17,0,45,0,19,0,5,0,5,0,10,0,50,0,89,3,25,3,3,0,11,0,20,0,21,0,83,10,43,0,16,0,25,3,10,3,27,3,136,17,40,3,31,3,26,3,11,0,17,0,141,24,12,3,36,3,17,0,8,0,5,0,109,62,11,0,49,4,27,4,8,0,4,0,168,250,28,3,77,9,56,5,14,0,18,0,458,253,15,4,69,6,21,5,6,0,3,0,382,254,4,8,49,5,23,0,8,0,10,0,356,215,0,0,19,3,58,0,3,3,5,0,306,908,10,12,132,19,62,3,20
POA2011,0,0,0,0,0,0,0,3,0,13,0,17,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,19,0,25,0,0,0,0,0,4,0,8,0,9,0,17,0,6,0,0,0,9,0,4,0,29,0,57,0,11,0,3,0,5,0,7,3,11,0,45,6,28,0,20,0,27,4,4,0,24,3,114,19,10,0,33,0,17,3,10,0,7,0,104,14,5,0,41,0,17,0,9,0,8,0,97,46,9,0,32,0,18,0,3,0,9,0,129,179,9,3,39,5,49,0,6,0,21,0,318,149,4,3,46,4,19,0,5,0,10,0,253,179,8,3,28,3,12,0,0,0,6,0,239,124,5,3,15,0,38,0,4,8,5,0,211,516,13,8,100,9,52,3,22
POA2015,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,6,0,4,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,3,0,3,0,5,0,17,0,3,0,0,0,0,0,3,0,28,0,34,0,7,0,0,0,3,0,4,0,3,0,16,0,7,0,5,0,9,0,3,0,3,0,36,14,8,0,19,0,3,0,3,3,8,0,55,8,4,0,19,3,10,0,0,0,4,0,49,20,0,0,17,4,15,0,0,0,0,0,59,128,3,3,32,0,22,3,0,0,3,0,197,165,0,0,32,5,5,0,0,0,0,0,216,140,6,3,22,0,3,0,0,0,3,0,177,100,0,0,13,4,14,0,3,0,0,0,132,230,3,4,33,5,16,0,3
POA2016,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,46,0,52,0,3,0,0,0,0,0,3,0,4,0,17,0,3,0,0,0,3,0,7,0,54,3,67,3,6,0,5,0,10,0,0,0,13,0,35,5,9,0,16,0,4,0,5,0,14,3,54,3,7,0,8,0,11,0,3,3,4,0,37,23,3,0,13,0,9,0,3,0,0,0,52,29,3,0,24,0,7,0,3,0,4,0,71,99,0,0,41,0,26,0,3,3,3,0,177,126,7,0,28,3,15,3,0,0,3,0,184,114,3,3,23,8,11,0,0,0,3,0,170,93,0,0,6,3,9,0,0,0,0,0,120,249,3,3,46,4,26,0,0
POA2017,0,0,0,0,0,0,0,0,0,155,0,155,0,0,0,0,0,0,0,4,0,20,0,27,0,0,0,0,0,0,0,10,0,10,0,22,0,0,0,0,0,0,0,6,0,9,0,20,0,3,0,0,0,3,0,9,0,59,0,78,0,5,0,0,0,11,0,18,0,14,0,45,0,4,0,0,0,7,0,13,0,81,0,113,3,11,0,7,0,23,0,10,0,24,0,82,3,27,0,27,0,30,0,12,0,31,0,136,14,13,5,42,0,30,0,13,3,16,3,137,28,5,0,30,0,26,0,8,3,7,0,114,54,16,0,49,0,18,0,3,0,8,0,144,271,10,9,58,4,55,0,9,0,18,0,436,293,0,0,52,3,23,0,9,0,10,0,394,253,5,3,31,6,7,0,0,0,6,0,310,210,0,0,6,3,30,0,4,0,3,0,258,402,3,8,48,9,20,0,0
