POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2306,209,432,6,20,22,103,9,56,111,455,142,633,0,10,6,27,87,276,99,319,245,949,8,33,15,59,21,85,155,462,205,636,3,4,21,45,124,269,146,318,343,957,19,43,821,2380
POA2307,375,741,5,29,29,127,6,39,208,779,248,972,12,47,18,53,81,250,103,345,351,1320,3,12,8,44,20,64,83,234,113,358,3,10,22,40,80,169,106,225,218,581,27,59,967,2699
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,98,198,0,4,9,25,7,24,52,203,64,257,3,8,12,33,18,64,33,104,95,361,3,15,3,7,0,0,14,38,20,64,0,3,4,3,8,27,14,36,35,94,4,7,230,655
POA2312,189,385,5,31,21,105,9,65,68,269,103,459,8,27,12,31,28,90,48,147,153,610,0,3,3,13,3,3,29,88,32,106,3,4,5,8,27,59,33,71,70,177,6,13,412,1187
POA2314,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2315,2090,4113,21,112,139,637,38,173,656,2531,860,3457,63,254,95,317,279,837,437,1412,1292,4862,8,23,44,165,27,82,225,630,302,905,15,48,45,97,202,434,267,579,568,1482,36,71,3986,10529
POA2316,652,1289,12,71,74,355,20,113,290,1132,400,1663,33,144,54,176,153,465,239,788,644,2450,6,19,14,49,12,48,82,219,114,332,18,49,17,44,95,199,132,297,250,629,11,30,1555,4395
POA2317,901,1775,11,42,62,282,19,80,283,1132,371,1535,23,95,45,137,113,346,179,579,547,2112,0,4,11,25,14,31,103,293,129,353,9,27,17,43,109,230,140,299,264,656,16,39,1726,4580
POA2318,1297,2592,32,162,151,698,56,243,863,3397,1105,4498,84,374,107,370,293,927,489,1669,1593,6169,7,13,29,106,25,68,179,486,239,677,22,74,34,68,153,322,207,461,442,1143,26,58,3367,9963
POA2319,899,1781,10,48,45,212,22,98,336,1340,409,1697,33,128,31,89,145,439,201,654,610,2357,3,19,25,92,7,29,153,418,189,560,6,15,16,43,117,243,142,300,329,865,26,53,1867,5059
POA2320,3328,6592,71,389,420,1959,149,651,2357,9321,2997,12322,207,842,304,1019,748,2367,1253,4231,4254,16554,19,90,106,399,51,186,754,2153,933,2827,63,192,137,294,505,1069,701,1559,1638,4382,110,231,9323,27757
POA2321,1563,3114,36,189,179,834,70,321,1058,4162,1343,5505,98,401,121,418,371,1136,593,1954,1930,7461,12,68,57,214,21,79,261,759,354,1119,21,62,44,96,189,410,257,568,610,1690,35,78,4135,12347
POA2322,1855,3691,42,214,243,1103,77,362,1176,4603,1540,6282,106,430,156,512,520,1643,781,2581,2325,8867,22,94,66,224,37,119,395,1103,507,1540,37,124,62,137,331,717,434,979,946,2520,79,156,5201,15232
POA2323,2590,5141,54,302,297,1401,102,437,1551,6109,2002,8254,155,643,243,815,580,1777,979,3234,2980,11488,20,89,88,314,58,202,551,1561,712,2167,58,184,127,280,422,892,608,1357,1319,3518,112,237,7006,20382
POA2324,2864,5704,53,321,207,998,92,420,1095,4296,1444,6032,113,462,144,499,544,1705,798,2670,2247,8696,26,114,85,308,57,188,541,1514,701,2121,31,108,86,178,447,962,571,1242,1272,3370,85,183,6470,17949
POA2325,2658,5283,75,395,244,1108,108,505,1421,5627,1848,7630,139,576,143,475,623,1977,907,3027,2754,10652,16,82,86,339,92,317,790,2277,981,3010,51,158,102,214,521,1122,672,1499,1650,4514,113,230,7174,20675
POA2326,670,1344,18,106,84,392,43,180,403,1591,540,2264,34,137,37,127,199,638,270,903,813,3171,8,24,20,89,22,82,169,480,217,681,7,33,29,72,160,349,195,450,411,1128,33,70,1928,5713
POA2327,738,1472,18,124,68,325,42,195,354,1375,485,2022,40,178,43,133,173,557,256,866,741,2888,13,52,28,110,20,59,205,577,267,801,15,41,22,52,180,390,213,482,481,1280,42,85,2002,5729
POA2328,279,559,4,22,30,124,11,44,143,574,188,773,10,46,26,82,44,132,79,253,263,1027,0,3,11,32,3,7,51,136,60,182,6,21,11,22,23,48,40,95,100,273,4,6,652,1861
POA2329,240,467,0,6,27,120,11,37,116,470,151,631,7,35,15,43,34,99,51,177,203,811,3,12,5,32,0,9,44,119,57,171,0,7,8,23,23,44,34,68,89,237,6,15,539,1525
POA2330,1911,3744,29,177,261,1214,80,341,1343,5329,1718,7069,136,549,178,571,479,1500,793,2630,2504,9695,10,58,54,214,34,124,363,1012,465,1402,29,92,69,153,241,517,340,767,805,2166,67,139,5286,15749
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,1245,2457,23,130,140,644,48,218,900,3603,1110,4596,54,216,86,270,236,718,372,1202,1484,5801,12,42,38,145,31,119,374,1065,459,1373,12,49,38,91,185,381,242,520,694,1895,38,85,3463,10234
POA2334,241,482,11,62,29,153,19,85,217,841,278,1143,14,59,8,29,67,221,86,302,361,1448,3,6,12,40,8,36,63,188,84,269,4,12,12,23,45,91,60,122,147,392,5,17,753,2341
POA2335,602,1179,11,56,86,417,27,137,464,1862,592,2465,32,129,62,200,144,448,232,780,829,3243,3,11,15,68,12,29,108,293,135,397,10,19,17,34,73,169,101,221,237,624,17,37,1677,5086
POA2336,304,588,4,28,42,172,8,39,160,640,212,884,10,38,23,71,45,144,80,256,292,1137,0,5,8,19,3,11,40,121,50,154,3,6,6,20,33,71,42,94,100,255,8,16,700,1997
POA2337,833,1637,14,68,93,424,16,77,519,2102,642,2664,35,141,57,168,124,382,216,694,861,3358,0,8,21,61,5,21,115,324,146,410,9,21,17,34,97,200,118,253,266,663,16,30,1969,5689
POA2338,181,366,0,13,12,62,0,13,69,278,85,360,3,4,5,23,31,84,39,118,125,480,0,0,3,12,4,11,26,70,32,91,0,0,9,15,17,35,30,55,61,140,0,0,367,985
POA2339,91,188,0,5,3,25,0,5,35,144,44,185,6,11,7,28,7,23,19,55,63,237,0,5,0,5,0,6,8,26,13,41,0,0,0,0,5,9,5,9,17,48,0,8,171,474
POA2340,4954,9829,91,503,519,2363,160,755,2793,11089,3564,14713,189,746,327,1006,879,2666,1393,4421,4959,19134,36,143,153,604,90,358,1176,3342,1452,4442,74,223,184,377,758,1641,1014,2248,2467,6693,191,396,12567,36050
POA2341,169,339,3,18,18,69,3,13,60,248,87,346,0,12,4,12,28,94,34,115,118,464,0,5,6,28,3,11,43,121,50,155,5,10,10,17,24,50,35,74,84,229,12,22,386,1057
POA2342,58,114,0,9,8,29,0,4,29,116,41,157,0,0,0,0,9,33,10,30,46,191,0,0,0,0,0,0,6,21,6,21,0,0,4,8,10,16,13,18,21,41,0,0,123,345
POA2343,566,1117,8,38,58,261,14,75,254,1013,337,1385,20,74,29,84,91,285,143,444,481,1827,9,28,26,85,6,27,97,269,130,412,10,28,14,28,84,179,105,235,237,647,21,49,1310,3634
POA2344,85,170,3,19,5,32,7,24,48,178,58,250,3,13,10,23,21,64,29,100,96,349,0,0,0,8,0,0,11,26,12,30,0,0,0,3,9,9,10,20,22,51,0,4,198,569
POA2345,98,195,3,10,7,21,3,14,37,153,48,194,4,8,5,17,22,71,32,96,81,297,0,4,0,0,0,3,12,42,13,47,0,3,0,0,9,23,11,28,28,73,8,7,215,576
POA2346,351,701,7,22,30,121,16,61,131,552,175,761,12,53,8,37,62,186,84,277,260,1039,3,9,22,82,7,20,62,179,86,285,3,13,11,26,70,159,81,193,172,479,17,36,801,2258
POA2347,250,501,5,16,14,57,4,11,96,381,114,460,3,4,13,46,30,83,46,136,157,594,0,0,4,9,3,13,23,80,35,98,3,9,7,11,20,46,27,62,61,158,8,12,480,1273
POA2350,2533,4985,56,307,253,1131,64,321,1379,5440,1751,7197,83,329,220,703,351,1076,661,2103,2406,9302,17,71,89,299,39,140,479,1293,620,1808,29,85,111,240,315,664,450,986,1071,2788,110,224,6124,17298
POA2351,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
POA2352,335,663,11,44,19,104,9,55,175,695,213,901,17,55,21,82,62,187,94,322,312,1225,0,6,3,17,3,19,68,193,72,229,0,3,6,20,27,61,37,82,113,308,10,21,770,2214
POA2353,128,257,0,8,9,30,7,20,64,250,75,306,0,0,4,20,28,83,35,103,107,403,0,7,4,14,0,3,25,66,28,89,3,5,3,7,20,45,25,52,48,137,3,4,295,806
POA2354,463,920,3,17,44,159,12,46,198,782,258,1007,17,66,34,94,52,157,108,322,365,1331,3,7,14,50,3,4,51,131,70,197,4,7,3,5,36,77,42,89,112,287,8,12,949,2552
POA2355,81,157,6,19,6,19,8,21,27,91,35,152,0,0,3,19,13,34,18,51,50,198,0,0,3,12,0,4,9,28,14,44,0,3,0,5,14,27,15,34,27,70,5,6,160,435
POA2356,12,27,0,0,4,13,0,3,5,26,12,45,3,10,0,3,0,0,7,11,12,60,0,0,3,10,0,0,0,3,3,9,0,0,3,6,5,9,6,17,12,26,0,0,38,112
POA2357,521,1027,8,41,37,168,10,42,166,702,221,953,15,67,31,94,67,207,113,366,332,1317,4,23,18,72,6,14,85,228,110,339,0,0,8,15,64,126,72,147,178,486,17,33,1051,2862
POA2358,476,950,10,44,43,198,10,57,194,753,259,1061,11,53,22,72,66,219,108,348,361,1405,0,22,12,48,9,22,67,188,91,274,4,12,10,22,57,115,69,153,160,418,18,28,1019,2805
POA2359,96,198,0,8,4,30,3,12,39,166,50,210,4,4,10,16,9,36,21,59,71,269,0,5,3,10,4,10,10,24,21,50,0,0,3,4,6,18,10,24,34,71,8,7,202,552
POA2360,1635,3245,29,170,146,687,65,296,724,2902,969,4059,45,172,112,353,245,752,401,1280,1373,5334,9,48,65,246,32,131,355,1026,464,1441,17,49,50,105,214,450,280,597,744,2039,51,114,3802,10734
POA2361,117,227,0,15,8,27,0,5,36,148,44,202,3,8,10,27,16,54,24,85,75,289,0,0,6,14,0,0,22,69,29,85,0,3,3,6,10,17,15,26,41,116,4,10,234,639
POA2365,427,831,0,10,39,171,6,40,219,924,268,1149,12,56,27,90,67,200,109,350,378,1493,0,0,8,29,5,31,56,150,66,214,0,10,15,25,74,154,84,183,154,399,15,30,964,2755
POA2369,100,194,3,21,8,47,4,25,31,126,47,218,4,8,5,26,19,67,30,105,78,318,7,24,0,6,0,4,21,71,32,102,0,4,3,7,18,33,20,45,52,144,10,14,238,675
POA2370,896,1775,10,43,63,295,23,101,352,1421,452,1856,22,89,48,162,116,343,185,591,636,2451,7,23,23,88,19,65,157,439,200,612,10,26,25,52,96,202,128,273,332,889,28,50,1889,5171
POA2371,177,348,0,11,3,14,3,17,39,160,51,201,3,16,5,23,21,63,33,100,77,300,0,0,3,10,0,4,12,40,17,54,0,0,3,9,27,55,31,63,50,113,7,15,309,781
POA2372,672,1320,5,46,38,176,14,47,187,761,241,1034,17,57,31,91,68,193,106,334,354,1373,4,23,11,52,12,32,83,221,105,326,5,13,11,27,74,145,89,187,197,508,13,28,1229,3229
POA2379,38,72,0,6,3,19,0,6,23,84,24,108,0,3,4,20,11,31,15,50,40,164,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,9,0,9,3,11,4,4,90,248
POA2380,1094,2163,19,107,99,441,28,123,653,2642,804,3322,39,155,73,216,208,671,321,1044,1124,4358,3,17,26,102,26,81,211,611,270,816,6,28,37,72,125,285,172,378,438,1195,40,83,2696,7805
POA2381,133,268,5,20,8,37,6,13,61,231,74,310,4,14,6,17,34,107,46,141,122,443,0,0,0,6,5,22,30,93,36,115,0,6,0,4,25,55,32,63,64,177,9,15,321,908
POA2382,145,292,0,6,23,90,8,24,56,230,81,350,7,14,8,16,26,73,35,102,114,451,4,7,6,26,0,3,32,84,35,120,4,12,6,11,28,59,37,78,75,199,3,4,342,949
POA2386,33,73,0,0,8,19,0,4,18,91,26,114,0,3,9,16,8,15,9,32,37,151,0,3,0,0,0,0,0,8,3,7,0,0,0,0,4,6,3,6,7,15,0,0,78,241
POA2387,22,44,0,0,3,8,0,0,14,55,17,58,0,0,5,4,3,21,7,28,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130
POA2388,227,456,6,31,19,87,5,26,155,638,188,782,4,25,19,58,50,153,70,231,255,1019,0,3,6,27,7,23,59,173,72,225,4,8,7,14,40,85,50,108,117,330,4,14,612,1815
POA2390,968,1918,8,51,105,462,30,147,505,2037,653,2698,32,132,59,174,170,534,267,842,918,3542,5,13,20,65,15,62,160,481,199,621,10,17,31,61,116,251,156,338,354,958,24,53,2261,6467
POA2395,89,185,0,4,10,40,3,9,13,57,25,113,0,9,5,16,6,16,11,47,39,156,0,3,3,13,0,0,9,32,11,43,0,0,5,10,12,28,19,39,35,85,3,5,167,435
POA2396,105,209,0,6,4,13,0,0,34,148,41,167,3,10,8,20,17,61,29,89,70,261,0,4,4,19,3,9,23,57,32,95,0,0,5,14,11,22,18,34,42,132,5,16,224,615
POA2397,32,63,0,6,5,25,3,12,23,101,31,137,0,0,0,4,4,18,5,18,38,159,0,0,0,3,0,0,9,22,11,29,0,0,0,0,4,6,4,6,12,36,5,5,86,266
POA2398,34,62,0,0,0,3,0,0,19,75,20,76,3,9,3,7,3,8,8,27,25,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,0,0,59,166
POA2399,67,133,0,7,0,3,0,3,33,131,31,149,3,7,5,11,12,41,21,64,58,207,0,0,4,11,0,0,12,26,10,39,0,0,0,3,8,13,10,22,25,55,3,7,148,398
POA2400,913,1798,14,72,68,310,34,146,575,2229,687,2754,23,97,55,166,173,542,251,799,941,3559,3,26,31,110,36,145,262,779,335,1064,14,54,21,45,165,375,204,472,545,1531,62,137,2463,7028
POA2401,39,77,0,0,0,5,3,4,26,104,27,114,0,0,0,4,11,26,11,27,40,139,0,0,0,0,0,0,8,15,8,15,0,0,0,0,8,10,8,10,11,25,0,0,91,243
POA2402,232,457,4,14,21,89,5,24,85,351,117,471,7,26,10,45,27,71,45,143,159,610,0,3,4,9,0,4,42,120,49,136,0,4,5,7,21,44,27,57,72,192,8,20,468,1282
POA2403,89,174,0,3,3,29,0,7,55,209,61,247,7,15,0,4,14,44,23,67,80,317,0,0,3,8,0,3,11,28,16,44,0,0,0,0,11,15,11,15,21,60,0,5,189,548
POA2404,280,555,5,12,13,58,3,27,71,275,88,372,6,12,4,17,24,73,31,98,122,473,0,7,4,14,3,9,27,79,40,107,0,3,0,3,36,75,39,80,77,192,7,9,479,1229
POA2405,54,107,0,0,9,28,0,3,29,113,39,143,0,0,0,0,13,35,13,38,47,177,0,0,0,0,0,4,8,14,6,17,0,3,0,0,6,10,6,21,17,41,0,3,116,332
POA2406,80,156,0,10,7,27,0,5,53,222,63,259,0,0,5,15,3,11,6,28,75,291,6,21,0,0,0,6,13,39,17,71,0,0,0,0,5,12,5,12,31,79,3,6,179,530
POA2408,40,87,0,0,8,27,0,5,26,114,37,146,0,8,3,11,7,8,10,31,45,180,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,7,5,9,3,11,0,0,93,273
POA2409,54,118,6,43,6,31,8,57,41,179,64,309,3,5,5,15,16,57,24,80,89,386,0,8,8,35,9,39,45,132,63,217,0,0,0,5,20,53,25,58,82,280,9,23,239,804
POA2410,35,75,0,0,3,20,0,0,18,52,21,76,0,0,0,0,5,24,5,24,25,94,0,0,0,0,0,0,3,10,3,10,0,0,0,3,3,4,4,8,9,14,0,3,72,187
POA2411,8,20,0,0,0,8,0,0,7,35,10,43,0,7,0,0,4,7,4,18,15,55,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,0,0,26,86
POA2415,40,81,0,4,4,28,0,3,21,94,35,129,3,8,4,7,10,37,18,52,47,182,0,0,0,0,0,0,9,16,9,16,3,9,0,0,0,7,4,16,14,30,0,0,101,297
POA2420,483,956,12,56,48,227,9,58,165,665,234,1009,22,79,44,140,91,274,154,492,390,1504,0,5,7,25,8,24,78,230,95,286,9,16,14,27,62,125,78,164,176,447,9,24,1055,2934
POA2421,220,445,0,17,25,133,4,27,124,496,161,675,10,53,19,55,49,153,76,259,240,928,0,0,3,13,3,8,19,52,25,71,0,3,0,0,25,53,23,58,53,131,3,7,511,1511
POA2422,774,1515,6,38,40,188,9,61,231,952,294,1236,22,78,34,100,108,332,162,509,454,1741,3,13,20,65,8,31,88,248,114,353,10,29,25,46,79,165,115,239,225,599,13,34,1466,3886
POA2423,422,820,0,4,19,84,7,28,108,424,136,539,14,47,28,87,69,199,105,338,237,873,3,15,11,42,3,5,64,182,80,245,3,9,9,25,52,103,64,137,144,384,11,21,816,2106
POA2424,45,90,0,0,3,21,0,0,21,71,22,91,0,0,0,3,16,37,13,39,34,137,0,0,3,19,0,7,10,17,14,45,0,0,3,9,9,21,9,27,29,71,0,0,107,291
POA2425,210,424,4,25,16,86,7,46,104,419,139,578,9,42,15,43,32,98,60,186,191,764,0,7,0,9,0,4,29,81,38,96,3,9,0,3,32,58,35,69,68,166,9,15,483,1371
POA2426,75,157,4,20,7,42,3,11,34,130,49,205,3,9,3,9,17,49,20,60,65,263,0,0,3,14,0,3,14,38,17,56,0,3,0,4,8,13,14,24,31,80,3,13,178,511
POA2427,645,1278,3,13,18,82,3,12,99,373,121,473,3,20,11,39,56,165,69,218,189,693,0,5,9,28,3,13,32,83,49,134,7,17,12,24,58,126,79,169,124,301,11,20,968,2284
POA2428,3619,7172,22,129,191,882,54,246,833,3226,1097,4484,48,182,141,461,369,1114,563,1756,1655,6236,13,55,88,330,44,156,464,1290,606,1832,26,91,94,204,456,940,577,1231,1184,3065,84,168,6544,16641
POA2429,1228,2440,22,110,78,355,49,225,418,1688,561,2376,38,159,81,253,220,680,336,1096,899,3474,7,26,35,123,14,53,169,523,227,727,12,36,50,116,210,451,272,602,502,1323,28,56,2655,7291
POA2430,4374,8652,62,341,316,1464,115,521,1496,6075,1988,8397,117,458,244,787,635,1956,1003,3211,2993,11607,23,129,131,493,85,306,775,2226,1022,3161,47,147,142,298,553,1178,736,1633,1756,4785,132,280,9250,25324
POA2431,841,1672,11,45,34,161,19,77,179,718,241,1005,10,38,34,102,89,272,135,417,376,1418,0,6,14,57,9,31,99,261,125,356,0,0,18,40,88,181,105,221,227,582,14,27,1454,3697
POA2439,423,837,3,24,33,142,11,59,141,563,191,785,7,43,23,64,65,189,90,296,281,1084,3,13,11,27,6,24,45,131,65,200,3,10,13,23,43,94,58,127,124,330,10,20,834,2266
POA2440,2249,4493,39,237,208,982,66,328,815,3301,1131,4843,61,264,131,418,425,1308,620,1986,1745,6831,26,137,89,370,64,256,594,1810,780,2573,42,129,94,191,439,942,570,1271,1348,3838,88,186,5434,15349
POA2441,532,1056,9,46,44,195,18,95,207,838,279,1181,13,50,32,97,118,359,163,512,439,1694,8,23,11,29,5,34,62,182,82,269,7,20,19,40,65,136,82,192,169,460,15,35,1163,3244
POA2443,1525,3035,8,45,64,281,20,96,261,1019,353,1446,16,71,49,149,145,456,215,670,563,2111,3,15,26,101,17,60,127,359,172,539,11,31,35,74,132,273,181,387,356,925,23,42,2469,6113
POA2444,6025,11950,60,326,489,2247,105,468,2334,9243,2995,12279,140,571,352,1129,690,2086,1179,3789,4174,16069,15,76,152,542,56,203,916,2395,1142,3223,65,187,230,499,709,1501,1006,2182,2146,5404,137,284,12478,33708
POA2445,949,1864,15,77,98,440,25,110,337,1333,467,1953,31,127,64,198,136,411,226,736,698,2689,4,9,23,91,10,32,88,218,122,350,11,36,23,44,102,209,135,299,256,643,17,33,1916,5230
POA2446,1589,3175,27,134,169,803,36,160,697,2852,921,3953,59,238,96,303,285,894,433,1435,1358,5389,3,21,51,180,26,99,260,740,343,1037,25,81,50,105,214,475,294,662,637,1705,38,80,3624,10352
POA2447,935,1845,14,86,60,303,24,114,341,1395,448,1893,27,122,40,128,137,410,203,659,650,2556,5,16,29,109,14,56,130,371,176,553,13,30,20,33,122,247,150,314,330,867,27,63,1944,5333
POA2448,1210,2408,14,75,68,313,24,101,311,1226,417,1715,23,100,45,137,151,460,220,703,636,2419,6,29,35,149,17,62,222,611,280,842,9,33,34,83,160,340,207,455,483,1297,46,88,2375,6215
POA2449,250,500,3,18,15,76,12,46,78,320,105,463,3,20,13,37,43,139,61,190,164,651,3,15,9,49,14,46,68,202,97,311,0,0,7,21,46,92,54,112,148,423,12,28,579,1601
POA2450,4843,9613,67,401,433,2024,116,548,2292,9073,2916,12043,191,774,330,1048,824,2534,1342,4356,4257,16404,29,136,190,706,84,303,874,2395,1176,3543,74,230,169,357,742,1562,981,2151,2161,5694,128,267,11392,31982
POA2452,1672,3310,23,127,144,679,48,213,781,3137,1002,4155,58,250,105,335,290,881,454,1461,1455,5618,8,31,61,220,30,112,390,1069,488,1434,29,102,85,185,295,642,414,926,905,2357,41,78,4064,11362
POA2453,373,723,3,11,28,136,4,26,112,456,151,634,7,47,27,88,50,142,87,280,238,908,0,3,12,45,0,5,45,135,60,192,4,9,13,22,45,93,57,126,120,314,9,15,736,1954
POA2454,850,1689,10,51,89,384,19,75,452,1782,566,2296,23,92,66,206,117,351,205,649,768,2945,4,19,45,148,17,66,157,412,227,648,9,34,49,96,110,238,170,367,401,1014,20,38,2037,5688
POA2455,428,859,0,0,19,78,8,35,109,419,136,531,6,36,17,52,61,188,87,277,223,810,3,11,3,15,9,41,69,175,87,238,9,21,15,23,62,124,79,175,167,415,7,16,827,2096
POA2456,1794,3563,18,97,148,699,59,273,824,3248,1051,4319,52,205,109,345,306,923,459,1477,1514,5791,12,53,49,172,23,91,288,786,368,1104,27,78,59,139,228,477,308,687,684,1787,42,87,4024,11231
POA2460,3308,6576,63,374,315,1450,127,594,1283,5169,1784,7593,98,387,187,609,573,1760,858,2760,2643,10353,14,85,100,347,76,302,677,1909,870,2646,50,165,107,242,502,1056,668,1462,1533,4111,118,256,7605,21307
POA2462,330,652,7,23,22,104,10,38,92,388,132,555,8,37,12,50,41,133,72,219,200,777,3,8,10,31,3,9,34,106,49,158,4,19,9,24,39,86,56,123,106,284,10,18,648,1729
POA2463,1106,2206,17,78,70,328,24,116,334,1331,444,1854,32,124,48,149,169,517,247,795,693,2651,3,23,15,66,13,33,127,352,159,473,17,42,29,63,101,232,146,333,305,807,21,41,2122,5701
POA2464,1090,2145,14,72,41,181,9,33,254,971,315,1260,14,63,40,125,110,332,169,524,484,1776,0,14,27,87,7,30,109,292,145,425,9,35,22,45,104,228,137,300,282,722,24,44,1878,4689
POA2465,33,68,0,4,0,13,0,8,10,40,17,62,3,6,3,8,3,10,9,29,21,86,0,0,0,0,0,4,7,19,6,29,0,0,0,0,12,19,12,19,18,49,0,3,80,205
POA2466,324,654,0,11,3,18,3,19,43,161,53,212,4,12,8,17,18,61,28,85,79,302,0,0,5,22,3,16,37,92,46,125,0,0,8,21,30,60,42,87,85,209,9,19,501,1184
POA2469,573,1136,3,29,42,208,17,64,108,480,171,779,4,17,28,81,72,232,105,324,277,1107,0,5,10,45,8,17,61,190,77,258,4,20,21,37,69,147,89,201,169,460,19,45,1039,2750
POA2470,1596,3189,24,123,166,807,76,360,746,3045,1008,4341,61,246,99,319,309,966,471,1535,1477,5877,16,82,61,208,38,145,339,1046,455,1478,14,50,56,116,283,616,352,782,800,2265,75,155,3952,11487
POA2471,267,529,4,39,35,165,12,65,104,444,160,715,14,50,18,46,64,182,90,283,252,997,0,0,11,42,3,23,53,145,64,213,7,12,6,18,42,78,52,109,122,320,11,29,647,1874
POA2472,200,400,0,14,20,89,3,28,95,376,124,507,9,40,15,48,42,113,64,207,186,708,3,12,4,19,0,3,42,124,53,153,3,5,7,9,33,71,41,86,93,236,7,21,488,1364
POA2473,421,837,9,33,14,84,6,22,129,499,157,635,14,46,22,65,41,129,78,243,230,879,3,8,7,26,7,29,53,159,70,223,14,32,17,38,60,121,84,189,155,410,12,28,824,2152
POA2474,792,1578,8,55,55,252,16,66,262,1058,338,1435,10,59,56,185,107,341,175,582,520,2022,4,27,28,89,7,21,130,376,166,509,3,19,26,60,112,233,146,313,312,818,21,52,1640,4466
POA2475,50,101,0,0,3,25,0,4,18,65,24,87,0,0,0,5,3,9,5,10,25,98,0,0,0,3,0,3,7,24,9,30,0,0,5,7,5,7,7,20,18,51,3,4,99,252
POA2476,123,244,0,0,9,37,0,8,27,111,38,155,0,11,4,16,18,66,24,94,59,247,0,0,3,15,0,7,15,44,24,68,0,0,7,8,12,28,14,34,36,102,3,6,224,600
POA2477,1500,2988,24,138,140,641,40,175,655,2637,860,3596,57,242,136,443,240,749,435,1431,1297,5023,3,5,52,176,21,65,217,561,291,811,16,52,64,142,189,393,270,581,558,1391,46,98,3397,9506
POA2478,3515,6992,37,190,276,1236,54,215,1454,5618,1821,7256,88,354,250,794,492,1524,828,2676,2644,9931,9,34,85,288,45,161,498,1279,641,1760,49,145,140,306,454,931,642,1380,1283,3141,88,194,7540,20250
POA2479,511,1004,4,22,59,279,13,57,292,1125,372,1485,24,108,43,123,110,331,181,566,555,2054,3,5,11,33,8,19,90,213,112,276,6,8,19,44,46,103,76,158,183,431,8,13,1263,3499
POA2480,4524,8966,57,327,455,2175,115,494,2180,8682,2810,11676,174,701,342,1099,844,2614,1356,4416,4167,16091,34,177,174,630,76,268,1041,2779,1329,3851,96,308,262,556,745,1544,1104,2410,2433,6259,171,349,11291,31660
POA2481,1083,2094,10,51,75,319,25,104,575,2141,683,2615,29,120,82,243,144,426,249,787,939,3399,7,18,24,84,5,22,195,457,232,585,11,34,47,105,160,315,221,461,452,1043,40,87,2513,6629
