POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2000,5,43,0,562,6,6,0,0,0,3,0,4,3,5,192,224,3,0,4,0,0,3,0,0,0,4,10,34,898,421,39,368,37,425,22,196,32,419,213,3071
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2007,0,0,0,75,0,0,0,3,0,0,0,0,0,0,53,60,4,0,0,0,0,0,0,0,0,0,0,3,248,62,4,89,14,78,4,41,6,100,60,706
POA2008,0,3,0,162,3,0,0,4,0,0,0,3,3,0,72,81,0,0,0,0,0,0,0,0,0,0,3,6,424,78,9,170,13,151,10,62,5,163,74,1165
POA2009,3,18,0,520,0,0,0,3,0,0,0,0,0,6,134,148,5,0,0,0,0,0,0,0,0,3,5,15,742,102,16,223,39,236,8,77,11,219,142,1826
POA2010,3,18,0,1188,10,0,0,0,3,9,0,0,0,4,282,311,0,0,0,0,0,3,0,0,0,8,10,21,2012,212,46,490,59,345,19,138,14,266,295,3894
POA2011,0,44,0,778,9,3,0,4,0,4,0,5,4,4,237,269,3,0,0,0,0,0,0,0,0,0,11,14,1241,132,26,373,26,284,16,113,13,242,249,2708
POA2015,0,0,0,294,7,0,0,0,0,0,0,0,0,0,110,117,0,0,0,0,0,3,0,0,0,0,3,10,809,51,14,201,29,108,7,32,4,84,111,1459
POA2016,0,4,0,332,10,0,0,0,0,0,0,0,0,3,133,151,5,0,3,0,0,3,0,0,0,3,11,25,756,51,12,214,24,133,12,44,9,189,153,1592
POA2017,0,6,0,504,21,0,0,3,4,4,0,0,0,7,205,249,8,0,0,0,0,0,0,0,0,0,18,27,1564,110,26,348,38,302,9,126,16,489,224,3250
POA2018,0,3,0,115,3,3,0,0,3,3,0,3,0,11,101,129,3,0,0,0,0,0,0,0,0,14,8,30,511,60,14,167,15,181,8,73,9,450,111,1596
POA2019,0,0,0,75,0,0,0,0,0,4,0,0,0,6,46,61,3,0,0,0,0,0,0,0,0,3,3,11,304,28,4,103,19,84,6,34,6,208,56,849
POA2020,0,0,0,165,3,0,0,3,0,0,0,0,0,8,95,107,4,0,0,0,0,3,0,0,0,0,7,16,650,81,25,170,29,153,14,70,16,266,107,1583
POA2021,0,35,3,574,8,0,3,0,0,6,0,0,4,0,144,168,5,0,0,0,0,0,0,0,0,5,3,24,739,69,16,218,22,164,14,96,16,236,154,1749
POA2022,3,13,0,259,12,0,0,0,0,0,0,0,0,0,70,88,0,0,0,0,0,0,0,0,0,3,6,17,468,84,7,172,18,105,3,74,11,239,80,1262
POA2023,3,49,3,374,0,0,0,0,0,3,0,3,0,5,60,72,0,0,0,0,0,0,0,0,0,7,6,19,330,71,13,139,21,94,0,86,10,207,68,1046
POA2024,0,15,0,249,7,0,0,0,0,0,0,0,0,0,84,98,0,0,0,0,0,0,0,0,0,0,3,8,425,41,10,117,10,93,6,58,9,169,88,1034
POA2025,0,24,0,283,0,0,0,3,0,0,0,0,0,3,58,70,0,0,0,0,0,0,0,0,0,7,0,13,277,46,12,99,4,110,3,64,7,161,58,834
POA2026,4,23,5,816,24,0,3,3,3,3,0,3,0,14,255,304,7,6,0,3,3,0,0,0,0,17,12,48,1520,168,29,471,74,265,16,171,22,443,279,3457
POA2027,4,86,3,445,3,3,0,0,0,0,0,3,0,3,81,102,0,3,0,0,0,3,0,0,0,4,6,23,341,75,19,119,12,105,9,91,5,271,94,1147
POA2028,0,21,0,220,0,0,0,0,0,0,0,0,0,3,30,43,0,0,0,0,0,0,0,0,0,0,0,6,206,33,11,73,3,67,0,44,3,116,36,592
POA2029,0,28,0,263,3,0,0,0,0,3,0,0,0,5,65,75,6,0,0,0,0,0,0,0,0,9,3,18,316,48,7,130,9,110,3,94,12,217,66,1024
POA2030,7,62,3,369,8,0,0,0,0,0,0,4,3,8,66,88,0,0,0,0,0,0,0,3,0,9,0,18,251,79,15,165,15,132,14,112,11,313,75,1181
POA2031,0,18,0,647,17,0,3,8,0,3,0,3,3,13,237,287,3,0,3,0,4,0,0,0,0,12,13,30,1471,125,27,475,60,288,18,176,17,543,261,3461
POA2032,0,3,0,88,3,3,0,0,3,8,0,0,0,7,70,89,0,0,0,0,0,0,0,0,0,12,4,17,274,67,6,125,8,116,9,95,10,447,77,1230
POA2033,0,3,0,128,6,0,0,0,0,0,0,0,0,0,59,70,0,0,0,0,0,0,0,4,0,8,6,21,371,46,11,141,14,120,3,63,7,261,71,1105
POA2034,0,27,0,481,8,0,0,4,3,3,0,0,0,10,147,180,0,0,0,0,0,0,0,0,0,4,13,21,899,71,13,247,27,142,5,86,10,354,166,2024
POA2035,0,23,0,311,8,0,3,0,0,3,3,4,0,22,171,213,3,3,6,3,0,5,0,0,0,25,23,67,808,129,21,341,29,254,22,190,23,981,204,3003
POA2036,3,5,0,171,9,0,0,4,0,3,3,0,0,16,120,161,7,0,3,0,0,0,0,3,0,27,14,62,554,107,19,233,33,243,9,152,17,757,156,2285
POA2037,3,13,0,397,7,0,5,0,0,5,0,3,0,3,111,137,0,0,0,0,0,0,0,0,0,7,9,15,708,79,11,265,25,176,9,96,11,270,124,1781
POA2038,0,5,0,246,10,0,0,0,0,0,0,0,0,3,73,86,3,0,0,0,0,0,0,0,0,0,3,13,395,28,10,137,13,106,7,54,7,122,79,943
POA2039,0,8,0,358,0,0,0,0,0,0,0,0,0,3,79,86,3,0,0,0,0,0,0,0,0,0,0,4,509,41,10,143,14,98,7,61,12,126,86,1103
POA2040,4,0,0,455,3,0,0,3,3,4,0,0,0,4,141,170,0,0,0,4,0,0,0,0,0,4,7,17,820,64,15,226,41,203,16,90,25,308,159,1960
POA2041,3,31,0,632,3,0,0,0,0,0,0,0,0,3,138,149,4,0,0,0,0,0,0,0,0,3,3,11,675,73,15,239,19,181,7,121,19,276,143,1775
POA2042,0,3,0,439,13,0,0,8,5,3,0,0,0,3,146,177,4,0,0,0,3,0,0,0,0,0,7,15,1017,102,13,329,51,206,18,81,9,170,164,2162
POA2043,3,0,0,297,3,0,0,0,0,4,0,0,0,0,87,97,0,0,0,0,0,0,0,0,0,0,0,3,708,24,8,169,31,92,3,22,11,60,87,1222
POA2044,0,0,0,127,4,0,0,0,3,0,0,0,0,3,57,68,0,0,0,0,0,0,0,0,0,6,0,8,352,28,6,105,15,73,5,34,3,121,59,807
POA2045,0,3,0,71,0,0,0,3,0,0,0,0,0,6,33,42,0,0,0,0,0,0,0,0,0,3,4,11,91,31,0,50,3,38,3,24,9,219,45,510
POA2046,0,15,0,461,4,0,0,3,0,3,0,3,3,15,122,161,4,0,0,0,0,0,0,0,0,15,17,38,864,109,27,277,38,231,7,138,28,771,148,2638
POA2047,0,30,0,318,0,0,0,3,0,0,0,0,0,7,83,99,8,0,0,0,0,0,0,0,0,7,3,22,503,56,4,138,11,118,6,87,12,318,96,1340
POA2048,0,0,0,163,0,0,0,0,3,0,0,0,0,0,56,63,0,0,0,0,0,0,0,0,0,3,3,7,367,39,4,111,21,73,6,37,3,110,61,820
POA2049,0,0,0,182,3,0,3,0,0,3,0,5,0,4,70,89,3,0,0,0,0,0,0,0,0,3,3,14,487,52,12,176,11,114,5,61,5,146,73,1149
POA2050,0,0,0,279,3,0,0,0,0,0,0,0,0,0,100,108,0,0,0,0,0,0,0,0,0,0,0,3,610,48,6,185,18,104,8,31,0,97,97,1215
POA2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,8,0,12,0,28,3,65
POA2060,0,30,0,570,9,0,0,3,3,0,0,0,0,3,156,173,6,0,3,5,0,0,0,0,0,7,8,17,900,86,14,235,29,242,9,96,10,278,165,2065
POA2061,3,39,0,350,5,0,0,0,0,0,0,0,0,3,76,87,0,0,0,0,0,0,0,0,0,3,4,7,385,56,4,111,12,117,5,50,9,187,77,1013
POA2062,0,10,0,237,4,0,0,0,0,3,0,0,0,0,58,68,0,0,0,0,0,0,0,0,0,3,7,8,353,36,4,109,10,69,3,41,4,129,62,821
POA2063,0,34,0,141,0,0,0,0,0,0,0,0,0,5,42,45,3,0,0,0,0,0,0,0,0,3,0,5,95,33,0,64,3,60,0,44,3,188,45,539
POA2064,0,3,0,144,10,0,0,0,0,0,0,0,0,0,61,70,0,0,0,0,0,0,0,0,0,0,3,5,341,44,3,115,15,91,8,40,5,153,65,884
POA2065,0,54,0,1059,13,0,0,3,3,3,0,0,3,11,255,297,7,0,0,3,0,3,0,3,0,8,8,25,1801,138,34,446,59,424,21,188,15,555,270,3942
POA2066,3,49,0,608,9,0,5,5,3,0,0,0,0,17,183,217,0,3,0,4,0,0,0,0,0,15,4,26,1178,125,30,356,48,335,12,197,23,688,193,3185
POA2067,0,26,0,320,5,0,0,3,0,0,0,3,0,9,149,175,3,0,0,0,0,0,0,0,0,9,11,26,612,110,9,263,31,323,11,156,17,775,167,2468
POA2068,0,48,0,314,3,0,0,3,0,4,0,3,0,3,82,102,0,0,0,0,0,0,0,0,0,5,3,16,324,55,6,136,18,144,8,114,11,393,94,1297
POA2069,3,51,0,272,3,0,0,0,0,4,0,7,0,13,64,84,4,0,0,3,0,0,0,0,0,9,3,18,232,52,7,128,15,127,3,109,12,447,71,1204
POA2070,3,40,0,205,5,0,0,0,0,0,0,0,0,6,66,77,0,0,0,0,0,0,0,0,0,4,0,9,203,44,3,99,9,123,5,96,9,422,78,1081
POA2071,3,58,0,229,0,0,0,0,0,0,0,0,0,6,59,68,0,0,3,0,0,0,0,0,0,10,4,22,226,49,3,101,11,104,7,94,6,462,65,1127
POA2072,0,13,0,125,4,0,0,0,0,0,0,0,0,4,32,33,0,0,0,0,0,0,0,0,0,4,3,6,144,30,7,65,5,62,8,53,5,254,40,665
POA2073,0,48,0,287,6,0,0,0,0,0,0,0,0,7,62,76,4,0,0,0,0,0,0,0,0,9,3,22,243,66,5,135,6,130,4,138,16,470,65,1272
POA2074,0,78,0,374,0,0,0,0,0,0,0,4,0,19,107,139,0,0,0,0,0,0,0,0,0,8,11,21,320,84,14,173,14,178,10,200,12,950,126,2081
POA2075,0,65,0,335,0,0,0,0,0,3,0,3,0,19,93,117,4,3,0,3,0,0,0,0,0,17,6,35,289,93,11,187,15,196,9,173,16,862,104,1949
POA2076,0,73,0,375,3,3,0,3,0,3,0,0,0,16,104,131,0,0,3,0,3,0,3,3,0,13,6,31,372,83,15,214,17,219,6,180,14,831,119,2077
POA2077,3,13,0,249,6,0,3,0,0,3,0,0,3,20,150,185,8,0,0,0,0,0,0,0,0,11,15,41,928,145,31,453,54,397,22,224,28,988,183,3449
POA2079,0,0,0,53,0,0,0,0,0,3,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,5,9,146,22,4,71,8,62,0,46,5,169,26,555
POA2080,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,26,0,24,0,12,0,38,3,145
POA2081,0,3,0,41,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,3,98,15,3,53,3,44,3,37,3,161,26,444
POA2082,0,0,0,29,0,0,0,0,3,4,0,0,0,3,32,46,0,0,0,0,0,0,0,0,0,0,0,4,80,15,0,64,4,41,3,44,0,167,34,460
POA2083,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,3,0,4,40,13,0,40,3,23,0,17,3,54,8,201
POA2084,0,6,0,37,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,3,0,9,40,23,0,51,4,24,4,34,0,135,11,326
POA2085,0,13,0,107,0,0,0,0,4,0,0,0,0,9,45,61,0,0,0,0,0,0,0,0,0,8,3,10,135,52,0,78,9,67,6,114,4,545,57,1084
POA2086,0,8,0,113,3,0,0,3,0,0,0,0,0,13,59,78,0,0,0,0,0,0,0,0,0,14,3,14,183,46,3,113,9,87,3,98,7,424,69,1043
POA2087,3,13,0,124,3,0,0,0,0,3,0,0,0,0,40,51,0,0,0,0,0,0,0,0,0,12,0,19,130,53,3,85,11,73,3,70,10,526,42,1011
POA2088,9,156,0,975,12,0,0,7,0,3,0,0,0,14,213,245,3,3,5,0,0,0,0,0,0,13,5,30,887,154,21,355,34,331,16,291,30,771,226,3114
POA2089,0,23,0,479,10,0,0,0,0,0,0,4,0,6,103,128,4,0,0,0,0,0,0,0,0,9,3,17,768,50,11,210,23,136,3,82,8,192,112,1596
POA2090,7,38,0,526,3,0,0,0,0,4,0,0,3,3,112,131,0,0,0,0,0,0,0,0,0,0,0,8,747,77,13,213,23,187,3,121,12,283,112,1787
POA2092,3,12,0,136,5,0,0,0,0,3,0,0,0,3,20,31,0,0,0,0,0,0,0,0,0,3,0,4,101,21,4,70,4,53,4,49,5,173,31,513
POA2093,0,41,0,313,3,0,0,0,0,4,0,3,0,13,108,140,3,3,0,0,0,0,0,0,0,8,10,27,544,102,7,222,23,166,17,139,11,527,126,1878
POA2094,0,23,0,193,6,0,0,0,0,0,0,0,0,6,50,61,0,0,0,0,0,0,0,0,0,6,6,7,266,31,10,86,16,62,4,41,4,160,49,724
POA2095,0,54,0,636,16,0,0,3,3,0,0,0,0,6,165,188,9,0,0,4,0,0,0,0,0,13,8,31,878,99,17,241,36,164,7,104,12,389,171,2126
POA2096,0,5,0,296,6,0,0,3,0,0,0,0,0,7,103,125,3,0,0,0,0,0,0,0,0,3,6,19,701,53,15,206,28,130,9,97,11,234,114,1604
POA2097,0,17,0,162,3,0,0,4,0,4,0,3,0,10,73,104,5,0,0,3,0,0,0,0,0,20,11,40,373,80,4,184,14,90,12,108,4,430,88,1395
POA2099,0,9,0,304,16,3,0,5,0,3,0,3,0,19,188,237,6,3,3,3,0,0,0,0,3,16,16,51,1201,222,32,526,56,306,19,211,33,959,222,3785
POA2100,0,11,0,170,3,0,0,0,3,3,3,9,0,12,81,116,3,0,3,3,0,0,0,0,0,14,10,32,417,74,16,228,15,149,10,124,9,568,95,1722
