POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA2130,11,0,6,0,13,3,0,5,0,10,3,0,3,0,13,0,0,3,0,3,6,0,8,0,17,8,9,18,0,32,37,9,18,0,66,23,20,19,4,59,39,21,29,7,97,52,34,19,3,115,42,43,7,5,95,40,30,6,4,79,112,82,27,14,239,94,68,13,5,180,84,63,5,0,153,56,51,8,3,118,94,237,13,0,350,42,69,11,0,125,0,0,3,0,8,751,755,228,49,1786
POA2131,63,23,30,5,115,28,12,11,3,52,13,12,20,3,49,4,7,24,3,42,85,20,42,9,153,53,28,75,8,165,192,57,77,11,330,139,73,73,23,307,197,159,93,19,473,208,162,66,20,458,164,161,67,16,398,156,158,33,9,363,326,320,67,31,735,213,228,27,12,478,145,196,12,9,359,79,147,11,6,250,144,338,17,7,497,143,229,63,6,437,25,14,9,0,49,2361,2341,817,201,5715
POA2132,27,7,17,0,53,17,0,7,0,29,16,4,8,0,29,5,0,17,0,27,59,12,14,0,84,20,21,26,0,61,104,29,35,0,165,51,39,24,8,116,66,51,39,5,162,53,57,38,4,156,30,80,36,6,151,49,79,18,4,151,85,162,33,5,286,70,121,24,8,227,43,124,9,3,177,51,99,16,0,167,69,341,13,0,426,49,157,26,0,229,10,4,11,0,25,878,1393,410,46,2734
POA2133,33,6,8,5,50,9,5,3,0,17,7,3,6,0,16,4,6,7,0,15,38,14,26,0,81,30,14,37,3,82,116,35,36,3,197,49,56,46,3,162,79,100,46,12,231,60,102,43,4,213,37,86,34,9,159,44,107,25,3,179,86,215,53,8,360,73,163,17,8,255,44,143,18,7,200,32,85,11,0,130,43,262,6,0,318,56,169,54,3,276,18,19,7,0,48,868,1576,468,66,2981
POA2134,128,10,37,12,190,28,4,16,4,53,20,6,23,0,52,12,4,17,3,38,65,16,41,10,131,64,25,35,6,128,116,45,35,16,213,80,61,51,14,205,133,105,61,27,316,118,113,51,11,292,90,102,31,7,235,82,87,20,5,203,163,185,35,16,397,73,109,24,8,215,47,87,17,3,153,33,64,11,3,110,79,219,14,3,306,93,133,22,3,260,13,13,3,0,23,1430,1395,547,148,3514
POA2135,98,24,43,11,179,22,6,15,3,48,20,14,16,6,64,14,4,17,6,47,67,22,27,5,117,53,27,47,7,135,201,69,53,15,334,134,93,62,16,302,167,151,86,20,423,157,137,50,15,361,142,148,46,14,346,110,147,32,12,297,201,328,64,34,630,138,229,44,8,420,114,197,17,10,338,55,185,26,7,266,157,787,29,10,980,126,379,70,3,576,30,27,15,5,75,2015,2960,763,214,5945
POA2136,24,4,11,0,41,3,3,0,0,7,10,3,12,0,29,0,3,10,0,11,23,7,12,4,49,10,13,14,0,44,71,20,27,3,117,35,34,30,9,110,34,52,35,4,123,43,64,21,7,123,26,60,29,7,118,28,55,29,0,116,64,145,43,11,263,56,105,15,7,180,26,82,5,0,115,14,47,6,0,71,33,189,4,0,230,31,126,28,0,185,10,8,7,0,24,551,1020,340,49,1957
POA2137,53,18,37,3,112,34,3,10,0,51,20,7,20,0,54,10,3,17,3,36,105,13,29,0,148,52,25,41,3,123,245,52,46,7,354,147,74,84,9,315,206,135,93,18,444,160,140,68,10,380,125,129,80,8,345,157,169,44,16,381,286,415,111,17,830,240,342,56,8,655,185,303,22,9,518,145,289,49,3,487,397,969,23,7,1404,166,403,87,8,665,37,26,10,0,77,2768,3519,944,136,7372
POA2138,165,26,41,26,255,23,8,7,6,45,29,7,26,3,57,13,9,22,4,43,82,20,11,0,113,42,36,31,10,119,146,42,29,11,228,101,58,43,15,219,151,110,55,10,327,169,132,38,8,346,113,120,41,9,277,139,119,37,6,302,314,324,66,12,718,199,203,31,5,440,140,167,7,4,322,136,187,11,3,345,220,467,9,5,701,169,206,45,0,421,20,15,4,0,37,2368,2260,556,148,5327
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,67,16,26,0,115,14,0,7,3,27,7,14,16,5,37,10,9,19,5,48,40,22,24,0,83,36,49,30,0,117,91,70,39,10,213,62,99,42,8,217,125,154,55,11,341,104,159,42,21,324,95,159,31,7,294,108,149,22,7,291,225,280,44,22,560,145,185,15,12,356,73,109,10,8,206,57,84,6,0,149,65,155,6,3,230,75,163,31,3,265,14,8,3,0,27,1423,1883,471,139,3916
POA2141,129,39,50,8,234,24,14,15,4,50,26,21,47,6,104,28,29,30,0,85,114,81,63,9,274,81,134,66,15,288,283,169,92,16,568,167,242,93,16,515,190,316,129,26,662,182,313,93,23,609,115,270,83,13,482,116,225,64,16,418,188,461,79,24,753,121,293,45,15,478,78,224,22,4,327,46,146,16,7,211,73,306,19,5,400,127,395,89,3,607,41,47,21,3,105,2119,3737,1095,213,7172
POA2142,82,55,36,3,169,25,14,12,0,50,15,28,38,7,86,24,29,45,3,99,97,98,51,8,256,58,132,80,7,280,195,185,93,13,492,124,235,81,28,472,172,316,95,25,606,162,295,79,24,566,132,276,74,18,492,133,206,42,9,388,239,400,75,24,734,145,235,27,10,413,79,136,12,6,236,32,94,10,0,129,35,121,6,5,175,120,333,62,11,515,28,43,30,4,105,1904,3236,947,191,6275
POA2143,25,14,15,3,56,7,3,4,0,15,12,8,14,4,37,9,8,22,0,40,32,32,24,0,88,17,54,30,0,99,98,48,48,6,198,34,79,42,11,164,44,105,43,7,204,52,103,39,3,198,37,100,30,3,171,30,76,13,4,123,56,167,22,5,249,30,100,15,0,150,18,78,3,0,102,7,53,8,0,68,9,78,8,0,95,20,111,41,0,167,13,17,15,0,46,550,1232,426,56,2269
POA2144,135,90,67,6,296,37,28,12,4,80,37,52,65,0,157,40,44,63,3,150,140,166,87,13,409,105,237,109,11,456,358,311,122,30,821,203,433,143,17,786,238,522,138,45,937,212,443,85,34,768,146,322,62,9,538,120,271,47,19,457,214,431,63,24,732,93,249,33,4,381,32,128,14,9,183,25,87,8,0,124,27,131,12,3,171,135,479,101,9,718,54,68,36,0,156,2337,4481,1251,245,8314
POA2145,246,72,74,10,396,69,16,21,0,112,36,32,95,8,176,26,35,71,3,138,289,117,124,13,550,141,151,182,17,483,722,279,230,26,1251,410,415,275,29,1132,485,704,301,48,1537,428,811,254,42,1535,336,910,206,36,1490,342,942,136,25,1455,760,2015,263,66,3102,416,1378,112,35,1938,263,932,56,15,1266,157,713,29,10,915,209,1191,39,14,1450,331,1045,257,12,1648,96,92,46,13,247,5779,11854,2774,412,20823
POA2146,68,12,15,4,92,5,3,0,0,17,9,7,19,0,41,15,3,14,3,36,61,17,29,3,107,44,23,46,0,123,176,60,52,9,293,97,74,61,11,239,129,140,69,3,346,111,188,70,14,381,70,182,58,10,321,62,225,36,3,325,164,495,66,13,739,91,312,27,0,433,63,215,7,6,290,35,167,6,0,211,44,242,11,7,309,61,230,56,0,348,17,21,12,0,50,1336,2604,670,79,4691
POA2147,87,16,27,4,140,44,5,14,3,71,24,17,48,0,87,18,11,45,0,66,125,41,91,10,271,88,60,121,11,273,359,105,149,10,629,210,145,152,23,528,266,276,196,12,755,248,321,132,20,717,184,364,117,16,679,179,378,93,17,668,346,815,134,15,1313,231,664,60,23,978,146,462,28,11,641,73,296,18,4,391,115,531,23,7,670,133,473,155,12,770,43,50,54,4,151,2906,5045,1664,190,9798
POA2148,172,57,67,8,301,37,24,28,3,90,28,32,79,11,152,34,41,86,3,161,236,93,166,20,512,122,155,238,8,529,636,255,265,30,1185,343,430,276,27,1078,434,702,330,23,1491,406,737,264,39,1447,301,734,205,28,1278,286,748,172,33,1242,627,1488,215,47,2378,354,908,133,25,1425,166,583,53,8,813,81,318,33,4,438,109,515,33,3,659,260,719,218,23,1213,102,88,73,9,268,4727,8624,2955,351,16659
POA2150,119,41,30,13,207,25,8,13,0,43,27,14,37,10,84,22,16,33,3,76,92,54,53,11,209,53,65,77,4,195,167,129,81,9,392,138,189,61,19,404,243,291,105,22,662,257,364,82,30,731,230,361,52,14,657,253,415,51,15,735,440,698,66,33,1239,283,268,16,19,593,183,211,17,15,420,114,177,12,11,307,132,206,13,11,360,159,258,62,8,489,18,22,14,0,53,2960,3786,877,248,7873
POA2151,64,16,23,3,104,19,0,5,0,25,8,11,17,0,33,0,8,27,0,35,55,31,40,3,131,32,47,62,3,133,133,74,68,3,279,115,98,82,6,299,147,161,75,11,388,141,188,74,13,417,88,188,49,4,334,121,146,50,13,324,236,393,77,21,725,169,337,59,9,564,109,228,23,3,363,78,168,14,0,259,129,406,17,3,549,93,263,67,5,431,19,17,12,0,44,1754,2774,830,99,5452
POA2152,18,8,12,0,37,7,7,5,0,13,6,4,14,0,24,4,5,4,0,16,44,4,19,0,73,19,19,30,3,72,109,20,38,3,175,98,40,35,0,176,108,76,51,10,248,79,81,41,5,207,54,106,35,3,193,64,104,30,4,209,140,201,39,9,392,112,176,29,4,325,82,121,15,0,218,51,102,3,0,160,82,207,7,3,297,55,140,38,0,233,16,10,6,0,32,1149,1428,447,57,3085
POA2153,162,37,44,3,246,62,15,19,0,98,51,23,27,3,102,26,10,26,5,59,172,20,49,3,251,110,59,79,8,258,455,113,105,7,678,331,195,114,10,648,495,280,181,21,970,360,378,153,14,914,223,436,136,11,806,252,518,110,10,888,510,1302,200,25,2029,371,1119,90,15,1598,278,991,70,8,1344,182,816,54,4,1049,400,1973,60,4,2439,256,907,153,8,1326,76,58,27,0,161,4761,9242,1706,152,15859
POA2154,138,24,37,3,202,44,11,13,0,67,22,12,26,0,67,12,17,17,0,50,117,25,31,4,180,65,57,41,7,168,270,61,52,8,388,244,104,95,3,450,300,204,106,7,619,284,205,86,14,585,186,246,100,3,539,172,287,81,6,544,357,799,121,16,1301,273,630,80,9,996,173,557,38,5,775,129,574,35,0,735,344,1780,54,8,2194,173,705,122,0,999,42,32,11,0,87,3340,6327,1166,114,10942
POA2155,134,31,31,8,202,45,8,11,0,68,27,17,18,3,68,11,11,33,0,48,119,16,50,3,186,58,58,77,4,187,255,75,86,6,431,176,150,113,5,442,266,237,131,12,644,225,349,119,4,699,169,404,114,3,685,161,507,94,11,769,390,1379,203,14,1983,347,1289,75,8,1718,258,1188,28,5,1477,188,974,42,3,1210,315,2259,53,3,2629,204,1028,127,3,1360,61,65,20,0,143,3404,10037,1402,95,14942
POA2156,34,5,7,0,46,4,5,0,3,14,5,3,6,0,10,3,0,7,0,8,50,9,14,0,65,23,8,11,0,45,112,11,16,0,139,101,30,19,0,152,132,44,28,0,207,114,59,21,0,193,63,70,14,0,147,75,92,20,0,190,121,198,39,3,359,98,210,13,0,319,74,194,7,0,277,55,156,12,3,221,157,618,25,0,808,77,267,28,5,378,26,26,8,0,62,1313,2011,300,17,3636
POA2157,9,0,0,0,9,10,0,0,0,11,3,0,0,0,6,0,0,0,0,0,18,0,6,0,26,7,4,4,0,19,39,3,12,0,54,22,15,9,0,43,31,27,11,0,76,29,23,6,0,61,12,36,8,0,56,22,33,9,0,70,25,69,13,0,106,21,52,7,0,84,21,33,0,0,51,9,48,3,0,59,27,108,5,0,132,25,78,15,0,121,5,4,8,0,14,340,535,119,5,995
POA2158,15,8,8,0,31,12,0,3,0,16,3,0,7,3,13,0,0,4,0,9,42,6,9,3,57,8,12,12,0,33,60,12,10,0,85,41,19,21,5,78,57,35,26,4,126,60,48,26,3,140,34,49,16,0,102,36,51,12,4,104,90,115,33,9,246,58,110,14,0,190,28,101,10,0,137,35,115,10,0,158,97,357,16,0,471,63,189,30,0,283,10,16,3,0,27,755,1255,262,26,2303
POA2159,7,0,0,0,16,10,0,0,0,10,3,4,3,0,7,6,0,4,0,8,19,3,9,0,29,9,8,11,0,29,44,9,12,0,70,28,13,12,0,56,57,19,17,3,95,34,36,12,0,87,26,45,14,0,86,33,28,4,0,64,44,66,14,4,127,44,83,7,0,141,24,59,10,0,92,18,62,7,0,87,51,165,6,0,222,27,94,16,0,135,6,6,4,0,24,495,711,153,10,1362
POA2160,97,58,56,10,223,24,16,24,0,63,39,41,64,4,147,17,33,52,4,102,146,120,118,6,392,72,151,151,6,382,307,253,164,12,742,181,313,160,28,679,224,420,190,14,851,187,422,139,28,776,149,314,96,28,582,110,325,100,16,557,231,544,112,23,913,122,354,50,17,538,73,216,26,8,314,33,145,13,0,183,48,285,28,5,362,151,527,153,17,848,55,70,40,3,174,2248,4610,1729,233,8820
POA2161,49,62,39,3,157,24,19,17,3,59,30,54,47,0,134,22,25,72,0,119,156,131,90,11,392,56,174,109,10,340,292,233,148,21,697,131,339,141,21,631,194,374,145,21,740,128,345,114,26,606,87,254,91,12,444,91,246,69,14,414,183,429,90,9,718,81,311,40,8,438,47,155,31,6,243,29,113,12,0,154,29,163,14,0,209,106,479,119,7,701,35,74,42,5,146,1753,3978,1438,181,7349
POA2162,35,26,38,3,98,19,11,16,0,39,21,20,50,0,92,12,19,30,0,62,108,49,53,9,212,38,81,93,8,213,168,118,113,5,412,73,169,79,3,330,93,244,103,10,451,58,222,85,6,368,42,182,45,9,279,41,158,53,11,256,84,307,53,12,465,43,223,31,9,297,27,120,11,4,162,11,94,4,3,115,25,147,16,3,186,68,259,64,3,391,20,27,23,0,72,976,2473,960,99,4502
POA2163,15,19,13,0,51,10,0,10,0,18,11,20,42,0,73,6,15,27,0,51,56,40,54,3,148,13,40,49,4,112,98,67,62,15,242,43,94,72,4,218,46,104,57,3,212,33,114,43,7,205,19,77,26,7,132,19,60,20,3,105,43,89,17,3,149,6,39,4,3,57,3,16,13,3,34,0,25,3,0,30,6,29,5,0,46,31,102,53,0,189,13,19,19,0,52,483,978,593,70,2115
POA2164,41,23,19,0,90,13,11,7,0,31,12,25,43,3,80,10,16,34,3,57,126,53,63,3,245,47,65,69,3,187,278,106,90,5,481,105,157,89,11,364,136,219,120,14,482,87,229,96,10,425,68,195,62,7,332,66,203,53,5,320,108,382,90,11,593,69,212,51,3,339,30,170,23,6,224,16,98,9,4,122,28,161,13,3,207,73,249,88,0,411,31,44,30,3,107,1339,2629,1038,86,5094
POA2165,86,90,81,13,275,35,29,25,5,92,42,46,130,3,220,27,30,90,3,146,234,194,175,19,621,100,236,223,20,576,552,408,269,31,1264,192,489,288,50,1016,205,567,283,33,1095,186,506,191,25,911,107,363,140,16,636,86,380,123,11,603,182,559,156,24,921,88,405,55,15,563,44,231,33,9,319,31,113,23,3,167,34,177,26,3,242,139,551,183,10,883,53,93,77,6,225,2435,5474,2556,318,10779
POA2166,190,99,171,9,469,45,46,46,15,150,67,91,249,15,426,43,70,184,6,303,276,199,271,26,768,145,257,356,24,781,631,406,391,52,1475,221,498,393,56,1165,256,683,365,45,1342,254,582,277,23,1137,134,483,182,26,816,120,428,149,27,721,157,698,185,37,1080,73,412,83,15,584,47,271,45,8,378,25,152,32,7,206,48,196,26,3,277,195,655,240,22,1110,59,75,73,8,215,2981,6292,3719,419,13411
POA2167,24,5,9,0,38,3,0,5,0,8,3,4,15,0,23,3,3,17,0,21,31,14,24,0,66,17,18,25,3,61,66,23,35,0,120,42,60,39,3,141,49,94,51,0,196,47,115,35,0,195,45,119,23,3,195,50,118,23,3,188,115,262,28,5,411,61,174,12,3,249,25,118,10,3,155,19,76,5,0,100,21,106,9,3,127,40,115,23,0,177,7,11,12,3,35,667,1411,399,30,2513
POA2168,79,47,72,4,205,30,20,27,3,71,24,58,94,3,174,19,17,117,3,164,180,117,186,6,484,74,175,242,10,499,403,282,289,21,1005,150,350,300,19,817,192,512,258,26,988,176,498,211,16,903,133,462,153,12,755,96,408,108,22,639,196,740,155,25,1122,113,499,72,12,703,53,312,39,5,400,24,169,26,0,222,46,296,27,3,374,120,650,238,24,1034,63,73,90,8,242,2178,5682,2707,219,10784
POA2170,212,106,138,14,461,73,40,50,11,174,67,80,165,15,325,63,71,222,6,355,421,291,312,18,1047,212,334,463,21,1026,1025,549,521,45,2138,488,799,542,43,1872,561,1126,540,55,2283,508,1199,439,39,2185,338,1093,311,30,1770,354,1085,253,31,1717,721,2027,320,52,3124,457,1453,168,23,2095,238,942,86,4,1267,127,583,63,4,776,153,1043,57,16,1267,409,1418,380,24,2230,155,163,133,12,468,6558,14408,5157,460,26582
POA2171,59,27,26,3,119,16,10,11,0,36,20,22,41,3,82,17,14,43,0,69,71,50,48,4,167,40,88,79,3,212,183,115,76,9,391,97,202,124,6,424,117,350,125,9,599,130,369,116,10,617,73,437,103,3,615,72,418,77,7,578,273,981,105,10,1364,164,783,60,4,1016,123,517,29,4,677,68,346,24,0,440,58,626,35,3,725,74,565,121,3,760,43,43,22,0,108,1692,5968,1256,78,8999
POA2172,5,3,3,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,3,0,3,19,6,3,0,24,6,0,4,0,16,11,9,3,0,31,9,17,4,0,36,9,28,3,0,40,12,30,0,0,45,37,60,3,0,96,30,51,3,0,87,19,43,0,0,67,12,54,0,0,60,24,143,0,0,172,21,59,3,0,84,3,4,0,0,10,245,506,37,7,789
POA2173,28,5,7,0,38,3,0,3,0,12,9,5,11,0,22,4,3,8,0,16,24,11,16,0,52,10,9,21,0,44,69,17,38,3,134,32,59,46,5,138,44,84,55,6,197,65,132,46,8,248,45,161,40,8,254,60,199,33,5,300,139,415,51,4,611,103,347,24,5,472,56,247,13,0,317,40,175,12,0,229,46,294,7,0,352,67,241,47,4,350,8,17,7,0,29,867,2415,492,40,3813
POA2174,11,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,8,6,3,0,0,6,14,12,3,0,30,9,9,6,0,27,9,16,7,0,26,3,28,0,0,37,4,21,4,0,33,10,31,4,0,43,21,78,6,0,103,13,54,0,3,69,11,34,3,0,50,7,30,0,0,39,11,44,3,0,53,14,35,3,0,53,0,4,0,0,4,137,398,48,7,590
POA2175,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,21,6,4,6,0,18,23,3,8,0,29,14,7,6,0,23,16,13,5,0,27,17,13,10,0,46,0,17,3,0,21,10,20,3,0,25,13,32,5,0,55,10,19,5,0,40,13,14,0,0,29,3,14,0,0,18,5,51,3,0,60,5,34,11,0,55,6,4,0,0,10,155,251,63,5,478
POA2176,114,73,70,10,265,45,23,22,0,89,32,37,78,4,152,32,35,83,0,142,243,126,120,4,499,106,169,162,5,447,687,284,214,10,1194,248,370,225,28,863,288,484,237,18,1025,225,547,187,27,981,137,519,140,10,815,148,492,155,14,814,268,976,208,24,1486,161,734,85,11,1003,87,487,56,11,637,56,345,34,3,435,69,627,47,6,747,173,805,181,9,1164,68,117,46,7,235,3189,7241,2348,208,12993
POA2177,27,24,37,3,92,13,12,13,0,40,11,14,57,3,82,8,8,63,0,78,66,30,80,3,182,32,60,98,4,189,174,110,84,0,366,70,131,116,7,319,86,185,96,3,370,57,198,83,3,340,61,179,69,4,310,44,167,50,3,255,64,283,65,7,414,38,210,36,4,286,19,145,15,0,182,12,85,8,0,104,14,146,14,0,176,50,238,75,5,374,20,27,18,0,68,853,2253,1068,62,4228
POA2178,10,0,3,3,20,5,4,3,0,12,3,0,3,0,8,3,0,3,0,6,22,6,6,0,36,3,4,10,0,24,31,11,13,4,57,20,19,13,0,49,40,29,9,0,82,35,34,10,0,72,15,30,9,0,49,24,38,7,0,73,29,71,19,0,117,17,61,6,0,84,12,44,0,0,55,9,36,3,0,51,10,103,3,0,122,27,68,14,4,115,15,17,0,0,32,327,579,135,17,1055
POA2179,24,5,4,0,28,9,4,0,0,14,0,9,9,3,21,4,3,6,0,14,28,4,15,0,47,10,16,14,0,47,76,21,17,0,115,28,33,28,0,94,42,39,25,3,111,31,71,15,0,120,22,55,16,3,94,36,59,6,0,109,61,121,14,5,198,47,83,12,0,135,26,63,3,0,90,8,39,0,0,48,19,92,3,0,117,23,100,23,0,146,13,14,3,0,32,507,816,215,25,1569
POA2190,44,40,36,0,124,16,13,16,0,44,14,30,43,6,96,11,19,38,0,74,123,83,74,3,283,45,117,97,8,265,254,193,133,3,578,92,243,101,9,447,93,343,95,19,546,92,334,95,17,535,51,263,56,6,382,58,239,47,10,356,83,402,74,14,566,43,225,42,4,314,26,189,15,10,238,12,136,21,0,167,25,231,30,6,287,92,432,115,7,646,28,61,24,3,110,1201,3585,1156,116,6059
POA2191,23,6,9,0,37,4,3,5,0,16,12,4,7,0,22,9,0,11,0,15,35,7,9,0,49,10,15,14,0,36,77,18,22,3,125,28,49,28,3,109,28,60,33,3,133,28,73,28,4,133,18,60,28,3,115,12,69,20,3,104,46,127,28,0,204,38,94,16,0,144,16,48,10,3,74,6,34,3,0,49,9,118,3,0,133,28,114,24,0,163,10,13,5,0,28,444,903,303,26,1677
POA2192,39,19,17,5,80,11,0,4,0,21,12,16,30,0,50,11,6,24,3,36,74,26,43,3,145,31,50,54,5,145,166,67,63,11,303,73,96,73,6,244,92,159,75,11,334,74,116,72,10,278,61,130,45,4,236,39,107,29,5,178,77,225,48,8,352,53,133,26,4,216,26,75,8,0,108,15,52,9,0,72,17,89,6,0,113,69,196,58,0,327,18,15,14,4,53,945,1569,690,90,3290
POA2193,39,10,11,3,62,20,6,7,0,29,10,4,13,0,31,3,4,15,0,32,74,21,19,0,122,38,14,54,7,112,185,47,53,0,284,83,65,50,3,206,97,102,75,9,284,105,123,70,14,311,70,125,52,7,251,89,103,52,3,247,141,271,47,8,475,118,204,24,3,353,69,167,13,3,249,58,144,6,3,209,102,335,12,3,459,97,223,56,3,375,22,14,10,3,44,1418,1988,642,80,4139
POA2194,128,34,58,5,226,27,9,16,0,52,45,34,55,8,138,31,22,31,4,91,120,68,70,13,265,88,119,105,8,317,257,163,122,19,554,183,258,104,28,570,216,335,107,12,673,215,292,108,26,634,134,243,56,18,448,146,201,61,14,414,244,369,71,19,697,137,187,24,11,355,62,121,12,0,196,24,66,9,0,95,46,97,11,6,160,140,253,84,7,488,39,24,12,0,79,2270,2899,1106,185,6460
POA2195,54,74,41,4,168,24,27,18,3,71,24,44,40,4,111,23,48,41,5,109,88,152,78,12,331,102,227,83,3,414,240,357,102,16,716,148,451,99,12,719,163,495,104,22,782,149,381,64,20,609,71,277,53,9,411,98,213,39,7,359,107,307,35,11,453,36,141,24,10,215,16,84,12,3,113,14,57,3,3,72,16,68,5,0,91,117,343,77,9,546,31,45,29,3,98,1505,3784,949,150,6389
POA2196,61,64,56,7,188,25,16,17,3,61,23,41,63,3,133,15,32,47,0,98,163,105,94,7,364,77,138,153,9,373,341,217,145,11,708,143,315,139,18,611,155,423,143,26,744,149,403,111,22,689,70,338,98,19,519,86,321,64,7,472,160,531,93,21,801,86,314,55,9,466,38,200,16,9,261,26,149,21,0,196,30,256,17,0,312,111,500,99,8,720,35,52,42,0,130,1788,4407,1466,183,7843
POA2197,25,21,14,4,64,3,3,4,0,10,6,16,19,0,42,3,3,20,0,28,32,19,28,7,88,21,34,43,0,96,102,51,35,3,188,31,83,34,3,147,56,106,43,6,214,43,101,39,3,184,18,82,23,4,127,32,76,26,3,130,46,159,37,6,249,19,104,19,3,148,10,70,3,0,87,7,51,3,0,61,11,91,5,0,111,32,140,44,0,219,11,22,10,3,44,524,1225,448,43,2236
POA2198,14,7,10,0,31,3,0,0,0,7,6,7,13,0,32,4,7,11,0,21,39,14,17,0,76,22,24,31,0,70,101,35,30,4,177,68,75,34,0,174,65,88,43,8,199,47,106,29,3,183,24,83,23,3,133,33,84,30,0,144,64,183,24,4,280,28,127,20,0,180,14,104,8,0,124,10,52,7,0,73,20,125,7,0,159,40,142,35,0,215,22,19,8,0,48,641,1271,384,34,2328
POA2199,42,22,26,0,97,11,5,13,0,22,13,30,29,4,71,16,6,34,5,60,84,57,68,7,213,49,76,108,6,231,175,124,82,4,388,78,171,89,18,347,85,201,96,9,387,75,215,69,7,359,54,186,48,13,292,68,202,37,8,315,99,293,61,3,452,43,192,25,7,261,26,114,9,3,153,13,79,11,0,99,22,132,5,3,161,60,261,59,5,386,26,34,19,5,90,1024,2385,886,94,4397
POA2200,113,70,83,4,273,35,24,31,3,87,37,66,108,6,216,32,49,113,10,209,228,156,140,5,530,108,227,236,13,580,452,346,215,22,1041,195,469,224,34,918,237,561,211,34,1034,203,542,170,16,939,148,473,135,13,770,134,392,89,23,635,236,628,115,21,999,116,378,55,17,560,67,243,33,5,350,32,168,27,3,221,50,263,20,5,340,160,558,163,14,891,50,73,45,3,167,2609,5673,2222,243,10747
