POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2159,1953,2081,4029,960,522,1488,277,604,878,55,57,105,50,42,95,1343,1225,2565,550,791,1343,3.7,3.4,3.7,68.8,58.9,63.7,66.2,56.8,61.3,108,115,227,30,59,87,298,397,693,183,298,483,540,172,715,9,43,50,44,81,121,589,296,884,2084,2127,4213,233,236,464,1508,1538,3048,740,784,1523
POA2160,14352,14122,28474,5621,3111,8731,1926,2296,4225,470,374,839,886,611,1500,8902,6393,15294,4568,6851,11427,10,9.6,9.8,62,45.3,53.7,55.9,40.9,48.4,639,554,1195,102,162,258,1743,1999,3739,1135,1412,2546,2090,1037,3123,82,182,266,211,328,539,2388,1547,3935,13847,13839,27683,2789,2436,5220,8743,9054,17795,6876,6326,13193
POA2161,12010,11998,24009,4170,2384,6554,1634,1684,3321,384,310,700,704,524,1230,6894,4902,11802,4254,6240,10498,10.2,10.7,10.4,57.4,40.9,49.2,51.5,36.5,44,385,333,720,58,86,145,1114,1317,2437,791,1137,1925,1839,903,2740,77,185,262,199,280,484,2117,1373,3488,12259,12243,24496,2032,1858,3885,8159,8281,16439,5162,4893,10052
POA2162,7076,7433,14508,2611,1541,4149,913,1137,2046,217,168,384,408,313,722,4149,3158,7304,2515,3839,6351,9.8,9.9,9.9,58.6,42.5,50.3,52.9,38.3,45.3,180,169,346,45,66,110,697,779,1477,467,675,1146,1185,543,1728,56,94,149,101,175,274,1344,812,2153,7357,7664,15018,1046,970,2018,5179,5356,10535,2819,2815,5637
POA2163,4038,3684,7729,1021,532,1553,412,508,923,99,78,177,238,199,431,1772,1314,3084,1956,2082,4046,13.4,15.1,14,43.9,35.7,39.9,37.9,30.3,34.3,84,64,142,17,14,29,285,296,579,207,280,489,467,265,736,29,37,66,49,71,115,544,371,921,3533,3563,7097,568,537,1101,2558,2573,5127,1313,1304,2616
POA2164,7771,7997,15768,3029,1719,4742,864,1287,2154,204,189,394,389,287,670,4485,3476,7957,2883,4141,7025,8.7,8.3,8.4,57.7,43.5,50.5,52.7,40,46.2,112,169,284,25,71,100,602,793,1400,531,693,1220,1512,706,2218,49,132,180,126,186,309,1685,1022,2704,7945,8147,16087,1017,1051,2066,5814,5927,11734,2733,2857,5590
POA2165,16626,17377,34006,5165,3026,8194,1869,2391,4259,443,356,803,1037,806,1839,8514,6577,15088,7186,9918,17108,12.2,12.3,12.2,51.2,37.8,44.4,45,33.2,39,284,316,602,64,112,174,1367,1569,2939,1070,1355,2430,2171,1120,3292,117,241,355,217,328,545,2510,1691,4202,16665,17314,33986,2649,2675,5328,11110,11673,22781,7239,7356,14597
POA2166,20732,22168,42904,7023,4217,11240,2757,3416,6169,608,485,1094,1468,1388,2854,11857,9504,21367,7815,11558,19375,12.4,14.6,13.4,57.2,42.9,49.8,50.1,36.6,43.1,280,276,559,51,95,153,1794,1897,3692,1123,1417,2538,2172,1341,3509,166,252,417,277,341,618,2616,1930,4546,20950,21950,42899,3005,3106,6106,15144,15756,30903,7626,8098,15722
POA2167,3642,3897,7540,1870,1171,3043,387,742,1127,105,95,205,177,203,375,2537,2214,4751,855,1274,2128,7,9.2,7.9,69.7,56.8,63,64.9,51.5,58,376,314,696,42,51,99,556,725,1282,317,364,678,617,330,944,33,46,77,62,97,155,703,478,1183,3647,3712,7364,618,631,1243,2122,2142,4265,1885,1932,3818
POA2168,16310,17395,33705,6169,3716,9885,1834,2775,4615,511,418,929,966,823,1792,9480,7737,17212,5684,8471,14154,10.2,10.6,10.4,58.1,44.5,51.1,52.2,39.7,45.8,195,263,463,53,105,162,1063,1482,2542,1003,1503,2500,2738,1415,4151,145,310,455,265,430,691,3141,2153,5298,17366,18054,35426,1983,2049,4038,12741,13260,26003,5529,5898,11424
POA2170,40168,41991,82161,16962,9939,26901,4374,7111,11480,1177,1116,2292,1977,1761,3740,24487,19924,44416,12397,18731,31131,8.1,8.8,8.4,61,47.4,54.1,56,43.3,49.5,1327,1390,2717,241,427,672,4159,5444,9602,3239,4193,7430,7443,3678,11122,319,606,922,691,977,1667,8452,5259,13712,40145,41414,81556,6244,6383,12621,26583,27478,54068,17164,17719,34885
POA2171,12760,13253,26007,6955,4170,11124,1494,3007,4502,363,426,791,497,462,950,9304,8064,17373,2865,4608,7473,5.3,5.7,5.5,72.9,60.8,66.8,69.1,57.4,63.1,385,460,847,91,136,229,1569,2162,3734,1144,1500,2643,2600,1242,3845,98,193,291,203,330,532,2899,1767,4666,13991,14193,28189,2030,2106,4138,8457,8546,17003,6610,6886,13495
POA2172,1086,1072,2160,687,397,1082,96,288,381,32,37,67,34,26,55,847,747,1594,205,292,497,4,3.5,3.5,78,69.7,73.8,75,67.4,70.8,76,73,151,13,16,33,170,242,414,121,138,254,275,104,377,5,13,20,27,35,61,302,146,454,1197,1166,2360,126,124,245,761,720,1482,523,498,1023
POA2173,5659,5407,11066,3512,1906,5419,556,1433,1992,174,202,377,163,180,342,4407,3724,8130,939,1507,2451,3.7,4.8,4.2,77.9,68.9,73.5,75,65.5,70.4,316,340,659,79,99,182,816,1147,1970,563,631,1195,1297,549,1854,36,96,129,94,144,236,1423,786,2212,5805,5755,11560,981,837,1817,3752,3787,7545,2646,2455,5109
POA2174,815,841,1654,473,277,750,94,157,251,17,24,46,28,40,68,610,503,1114,147,285,434,4.6,8,6.1,74.8,59.8,67.4,71.7,54.5,63.3,69,54,122,9,13,22,140,165,308,76,102,177,119,61,177,8,3,10,9,15,27,139,77,218,651,648,1296,362,388,755,89,93,183,853,850,1706
POA2175,791,734,1522,362,166,528,78,168,249,31,25,54,18,14,30,489,367,855,244,321,558,3.7,3.8,3.5,61.8,50,56.2,59.5,48.9,54.6,11,12,24,3,3,4,57,55,114,41,64,102,186,69,251,4,6,11,6,24,29,193,99,291,809,748,1559,45,55,103,615,590,1212,219,177,392
POA2176,19105,20176,39281,7973,4745,12719,2237,3655,5888,548,470,1021,872,732,1601,11631,9596,21232,6730,9830,16562,7.5,7.6,7.5,60.9,47.6,54.1,56.3,44,50,337,377,718,74,153,230,1957,2354,4309,1329,1899,3224,3420,1468,4887,128,299,426,317,511,823,3867,2269,6138,20103,20831,40938,2059,2197,4263,15802,16252,32054,5576,5916,11487
POA2177,6207,6674,12883,2525,1465,3990,761,1166,1926,141,139,275,367,302,668,3786,3082,6863,2188,3354,5542,9.7,9.8,9.7,61,46.2,53.3,55.2,41.5,48.1,83,104,184,25,40,67,559,672,1235,435,540,974,926,472,1395,57,114,173,90,135,228,1075,721,1792,6625,6983,13606,718,721,1441,5059,5309,10361,2003,2154,4156
POA2178,1785,1691,3484,830,412,1242,217,382,604,80,56,137,53,51,103,1186,903,2083,440,621,1060,4.5,5.6,4.9,66.4,53.4,59.8,63.1,50.3,56.9,26,42,68,9,11,15,122,167,286,87,142,237,513,182,694,15,26,37,33,49,81,556,253,815,1776,1714,3496,144,164,307,1424,1340,2764,431,464,895
POA2179,2675,2610,5291,1203,593,1795,258,505,764,109,96,202,72,63,141,1642,1260,2907,780,1104,1886,4.4,5,4.9,61.4,48.3,54.9,58.7,45.7,52.2,68,72,146,16,17,32,172,253,426,140,223,360,640,214,858,17,39,51,45,62,108,701,311,1018,2369,2246,4608,556,592,1149,1722,1581,3301,1073,1125,2198
POA2190,9463,9949,19411,3292,1757,5045,1360,1629,2993,336,265,604,483,351,829,5470,4001,9472,3403,5316,8716,8.8,8.8,8.8,57.8,40.2,48.8,52.7,36.7,44.5,351,320,672,62,92,153,957,1214,2167,596,919,1507,1521,638,2156,64,110,172,131,241,373,1716,984,2700,10392,10691,21085,1184,1164,2351,7467,7659,15129,3505,3573,7072
POA2191,2377,2671,5049,1071,681,1751,326,552,871,59,79,140,78,67,148,1537,1373,2910,747,1176,1920,5.1,4.9,5.1,64.7,51.4,57.6,61.3,49.1,54.7,94,101,192,19,42,63,329,433,761,197,293,485,439,173,613,17,31,45,38,63,105,489,269,756,2564,2760,5322,289,298,596,1860,2063,3919,852,875,1727
POA2192,5189,5273,10461,2024,1185,3209,741,959,1699,160,153,309,260,217,480,3185,2513,5702,1683,2444,4128,8.2,8.6,8.4,61.4,47.7,54.5,56.4,43.6,49.9,237,215,457,37,56,96,644,722,1370,421,475,896,718,410,1135,35,66,101,78,117,200,830,601,1431,4943,5062,10002,809,765,1574,3436,3545,6984,2090,2025,4116
POA2193,6168,6576,12746,2896,2013,4910,905,1513,2422,154,182,338,219,197,419,4173,3906,8083,1657,2304,3965,5.2,5,5.2,67.7,59.4,63.4,64.1,56.4,60.2,496,541,1041,115,179,295,1070,1410,2482,536,658,1195,932,455,1383,44,47,84,109,162,272,1079,658,1738,5786,5985,11768,1062,1154,2215,4183,4375,8564,2431,2574,5003
POA2194,10362,10435,20795,3991,2462,6451,1872,2096,3967,306,252,562,572,561,1128,6742,5375,12113,2996,4447,7435,8.5,10.4,9.3,65.1,51.5,58.2,59.5,46.1,52.8,713,660,1378,92,120,215,1736,1887,3622,912,965,1879,919,559,1478,61,88,149,117,183,299,1091,830,1924,8964,8986,17949,2333,2259,4589,5144,5308,10458,5720,5513,11229
POA2195,11072,9329,20403,3754,1521,5282,2082,1369,3447,372,190,564,796,580,1372,7007,3654,10665,3269,4983,8253,11.4,15.9,12.9,63.3,39.2,52.3,56.1,33,45.5,1115,645,1758,108,110,221,1902,1521,3421,802,746,1543,880,558,1437,68,100,167,138,157,297,1081,817,1900,10666,9509,20174,2371,1827,4194,5977,5650,11624,6010,4713,10723
POA2196,12394,12324,24716,4580,2416,6993,1881,2141,4022,416,332,756,661,534,1193,7538,5423,12958,4074,6143,10222,8.8,9.8,9.2,60.8,44,52.4,55.5,39.7,47.6,511,433,941,58,121,176,1459,1521,2982,896,1139,2031,1852,831,2686,73,144,217,195,295,487,2124,1268,3392,12855,12754,25608,1800,1626,3428,8968,9020,17990,4869,4624,9490
POA2197,3448,3554,7000,1312,708,2017,446,595,1044,125,99,227,178,155,338,2054,1567,3623,1239,1827,3065,8.7,9.9,9.3,59.6,44.1,51.8,54.6,39.4,47,88,86,177,22,36,56,292,383,674,252,331,585,668,272,939,18,46,67,61,108,170,745,426,1171,3654,3755,7406,504,528,1030,2571,2612,5181,1356,1414,2774
POA2198,3385,3661,7042,1406,796,2196,404,738,1146,98,98,193,121,98,217,2027,1725,3752,1178,1759,2931,6,5.7,5.8,59.9,47.1,53.3,56.4,44.6,50.2,87,107,197,21,36,55,338,426,761,237,362,602,753,294,1051,19,50,67,69,119,185,846,465,1308,3667,3830,7496,406,482,885,2637,2702,5345,1169,1259,2427
POA2199,6940,7091,14032,2550,1475,4024,906,1137,2044,231,171,399,416,277,691,4096,3066,7165,2397,3615,6012,10.2,9,9.6,59,43.2,51.1,53.1,39.2,46.1,215,190,406,28,68,96,758,836,1594,470,626,1100,1146,513,1662,48,104,149,94,151,248,1288,774,2061,7192,7299,14490,1034,965,2000,5013,5018,10033,2696,2783,5482
POA2200,16538,17378,33916,6197,3526,9722,2387,2806,5192,508,442,952,907,883,1791,10010,7653,17661,5283,8397,13677,9.1,11.5,10.1,60.5,44,52.1,55,39,46.8,786,659,1451,114,154,265,2261,2391,4649,1231,1629,2857,2107,1228,3328,110,219,322,250,351,603,2464,1793,4257,16546,17060,33604,2846,2824,5666,10665,11045,21706,7441,7600,15041
POA2203,5420,6128,11550,2756,2360,5117,730,1293,2019,146,196,347,177,196,373,3813,4044,7859,1196,1628,2827,4.6,4.8,4.7,70.4,66,68,67,62.8,64.8,479,677,1161,161,264,428,1160,1614,2772,456,605,1062,732,412,1144,42,60,97,73,99,164,839,568,1406,4858,5353,10211,1006,1104,2119,3163,3446,6606,2515,2823,5337
POA2204,10996,11738,22731,5156,4181,9340,1519,2424,3942,263,365,623,459,359,817,7391,7335,14725,2740,3558,6298,6.2,4.9,5.5,67.2,62.5,64.8,63.1,59.4,61.2,926,1180,2105,212,368,583,2371,3010,5378,850,1014,1866,1296,640,1937,63,94,160,146,209,357,1508,947,2455,9518,9999,19519,2064,2220,4284,6159,6386,12543,5041,5439,10474
POA2205,8476,8362,16837,3816,2698,6513,1374,1691,3067,265,241,505,399,322,727,5857,4950,10806,2009,2842,4855,6.8,6.5,6.7,69.1,59.2,64.2,64.4,55.4,59.9,808,951,1760,107,151,253,1967,2058,4025,719,779,1500,905,438,1349,35,55,92,104,141,242,1044,635,1680,6378,6307,12686,2464,2440,4904,3397,3464,6864,5144,4964,10108
POA2206,7662,8176,15837,3453,2128,5581,918,1796,2716,202,232,436,225,194,418,4798,4356,9156,2397,3356,5760,4.7,4.5,4.6,62.6,53.3,57.8,59.7,50.8,55.1,395,450,846,104,157,266,1171,1429,2601,625,806,1436,1341,521,1863,39,82,124,160,241,398,1539,847,2384,7844,8182,16028,849,865,1711,5921,6237,12157,2449,2489,4944
POA2207,11220,12105,23324,4922,3146,8067,1441,2464,3901,317,328,647,438,345,781,7116,6280,13395,3294,4846,8142,6.2,5.5,5.8,63.4,51.9,57.4,59.5,49.1,54.1,586,653,1246,121,186,305,1731,2050,3783,1000,1252,2248,1772,749,2525,62,127,184,192,318,514,2026,1193,3223,11119,11664,22776,1527,1616,3147,7924,8374,16297,4100,4303,8404
POA2208,4897,5307,10202,2165,1320,3478,631,1112,1746,134,164,299,196,166,354,3120,2757,5879,1547,2307,3854,6.3,6,6,63.7,52,57.6,59.8,48.9,54.1,238,217,455,50,69,121,733,872,1606,436,557,994,834,359,1190,35,66,99,101,150,249,966,577,1544,5075,5365,10443,567,586,1152,3715,3952,7671,1691,1755,3441
POA2209,6221,6830,13049,2652,1714,4362,832,1348,2175,188,167,348,290,261,556,3956,3490,7446,1981,3013,4993,7.3,7.5,7.5,63.6,51.1,57.1,59,47.3,52.8,392,376,772,66,104,168,1048,1191,2240,491,697,1186,921,419,1344,35,73,106,107,187,295,1061,683,1749,6169,6664,12838,904,923,1827,4291,4710,9001,2465,2583,5051
POA2210,12131,13192,25321,5072,3026,8102,1621,2736,4358,298,373,674,451,450,907,7447,6592,14038,4090,5907,9999,6.1,6.8,6.5,61.4,50,55.4,57.6,46.5,51.9,637,610,1243,123,241,366,1808,2087,3900,1021,1375,2396,2240,871,3109,77,177,251,245,430,676,2553,1479,4034,12077,12757,24835,1701,1803,3500,8582,9130,17714,4684,4883,9575
POA2211,6737,7245,13979,3133,1980,5110,801,1444,2246,167,197,369,260,246,510,4368,3861,8231,2034,3046,5086,6,6.4,6.2,64.8,53.3,58.9,60.9,50,55.3,296,340,634,77,110,192,955,1122,2079,584,712,1294,1396,595,1989,36,105,140,150,205,354,1579,907,2492,6698,7043,13742,929,962,1894,4824,5026,9850,2550,2678,5224
POA2212,6094,6721,12823,2862,1888,4752,742,1322,2063,151,191,339,269,200,471,4028,3598,7624,1758,2783,4543,6.7,5.6,6.2,66.1,53.5,59.5,61.6,50.6,55.8,278,262,538,58,95,147,843,1038,1878,495,684,1176,1274,553,1826,52,89,139,102,159,261,1427,804,2230,6049,6519,12576,1007,1091,2099,4070,4467,8536,2677,2884,5559
POA2213,8422,8954,17378,4174,2467,6640,941,2182,3121,228,290,523,275,280,557,5621,5221,10847,2441,3340,5779,4.9,5.4,5.1,66.7,58.3,62.4,63.4,55.2,59.2,356,373,725,93,146,234,1081,1390,2472,731,1016,1745,2139,783,2919,53,116,169,150,291,442,2340,1193,3533,8819,9242,18059,1034,1091,2128,6318,6633,12944,3152,3293,6447
POA2214,1551,1606,3152,759,408,1161,206,443,649,42,51,86,62,45,106,1066,947,2009,437,611,1048,5.8,4.8,5.3,68.7,59,63.7,64.9,56.2,60.2,29,54,86,22,28,44,146,223,372,107,169,275,528,146,675,6,25,37,34,65,103,571,240,807,1665,1740,3401,149,139,281,1291,1370,2655,468,441,903
POA2216,12075,11942,24021,5316,3412,8730,2002,2554,4556,389,388,771,511,486,992,8211,6840,15056,2983,4273,7256,6.2,7.1,6.6,68,57.3,62.7,63.8,53.2,58.5,958,852,1811,126,181,307,2273,2503,4775,1129,1206,2327,1572,739,2317,71,118,185,164,271,435,1805,1128,2936,10248,10322,20573,2504,2287,4791,6238,6487,12726,6051,5642,11701
POA2217,10925,11396,22322,5057,3326,8385,1742,2527,4274,303,357,653,435,455,888,7540,6656,14199,2789,4109,6903,5.8,6.8,6.3,69,58.4,63.6,65,54.5,59.6,1002,882,1884,139,177,316,2228,2511,4739,974,1226,2196,1552,739,2291,46,131,174,183,308,493,1778,1181,2961,10005,10355,20361,2117,2115,4232,6245,6629,12872,5400,5340,10736
POA2218,6834,6930,13764,3050,2033,5080,1116,1545,2657,211,210,425,326,270,602,4705,4057,8761,1828,2552,4381,6.9,6.7,6.9,68.8,58.5,63.7,64,54.7,59.3,615,551,1170,89,115,206,1362,1513,2870,659,759,1418,820,464,1285,42,63,102,121,151,271,982,672,1653,6305,6365,12672,1294,1253,2547,4123,4227,8346,3210,3098,6306
POA2219,5140,5850,10987,2415,1678,4095,570,1221,1792,136,166,304,168,141,305,3287,3211,6497,1530,2320,3848,5.1,4.4,4.7,63.9,54.9,59.1,60.7,52.4,56.3,225,269,499,55,101,156,739,982,1722,476,712,1182,1066,457,1518,48,76,124,127,215,337,1241,745,1986,4961,5625,10590,670,714,1389,3488,3922,7401,1984,2261,4243
POA2220,13576,14292,27865,5405,3584,8993,2262,2881,5137,358,352,707,778,759,1542,8798,7579,16379,4197,6139,10331,8.8,10,9.4,64.8,53,58.8,59.1,47.7,53.2,1626,1583,3210,154,190,347,2986,3200,6184,1162,1333,2490,1172,617,1780,54,80,142,173,230,409,1397,929,2330,11684,12094,23773,3223,3473,6701,6899,7224,14126,7454,7756,15210
POA2221,6444,6981,13424,2975,1808,4785,865,1604,2465,185,193,375,215,186,404,4238,3797,8036,1941,2888,4832,5.1,4.9,5,65.8,54.4,59.9,62.5,51.6,56.8,469,411,883,90,110,197,1363,1437,2804,581,809,1390,958,419,1381,36,81,111,107,218,324,1098,717,1819,6591,6965,13551,872,956,1828,4736,5079,9817,2472,2638,5104
POA2222,5120,5563,10679,2342,1528,3874,832,1311,2140,148,183,330,193,245,440,3512,3266,6779,1368,2035,3407,5.5,7.5,6.5,68.6,58.7,63.5,64.9,54.3,59.4,467,417,884,78,103,179,1058,1210,2262,436,589,1024,750,380,1132,30,54,80,70,154,227,849,587,1438,4838,5183,10022,862,889,1744,3150,3432,6581,2334,2458,4792
POA2223,8238,8876,17116,4136,2608,6740,1114,2214,3329,195,308,510,277,240,516,5730,5365,11092,2155,3172,5320,4.8,4.5,4.7,69.6,60.4,64.8,66.1,57.8,61.8,767,712,1481,142,240,379,1716,2088,3802,706,975,1682,1454,610,2062,59,90,146,169,283,449,1682,976,2658,8060,8608,16670,1348,1394,2739,5577,5884,11461,3479,3796,7274
POA2224,5494,6137,11636,2584,1470,4049,654,1445,2101,128,179,299,146,158,303,3505,3244,6754,1734,2612,4354,4.2,4.9,4.5,63.8,52.9,58,61.3,50.4,55.4,279,226,503,61,103,168,813,1007,1816,513,731,1251,1326,469,1790,31,77,105,142,199,340,1497,741,2240,5566,5992,11560,724,841,1567,3922,4269,8195,2113,2339,4458
POA2225,1979,2137,4117,1094,578,1673,259,703,961,61,81,143,44,45,85,1461,1405,2869,465,681,1140,3,3.2,3,73.8,65.7,69.7,71.5,63.7,67.5,149,132,283,46,83,131,386,477,866,215,272,489,463,162,627,8,16,29,46,87,140,523,267,792,2282,2383,4666,186,228,417,1673,1748,3425,704,747,1452
POA2226,4744,5035,9780,2549,1382,3934,566,1511,2082,131,157,286,115,124,235,3364,3171,6538,1190,1674,2861,3.4,3.9,3.6,70.9,63,66.9,68.4,60.6,64.4,306,298,601,79,168,248,865,990,1854,500,716,1215,1136,415,1551,33,65,104,90,199,295,1266,685,1950,5169,5371,10538,535,525,1062,3842,3964,7809,1615,1670,3288
POA2227,5580,6134,11708,3032,1788,4821,669,1760,2437,141,231,371,129,144,269,3975,3920,7899,1394,1999,3396,3.2,3.7,3.4,71.2,63.9,67.5,68.9,61.6,65.2,286,282,568,96,130,229,840,1161,2007,545,853,1393,1599,542,2141,28,100,128,121,226,349,1752,868,2620,5904,6213,12120,747,767,1518,4139,4453,8593,2247,2313,4557
POA2228,7090,7924,15014,3560,2131,5693,769,1936,2705,205,231,433,191,197,380,4718,4490,9209,1991,3064,5059,4,4.4,4.1,66.5,56.7,61.3,63.9,54.2,58.8,340,364,704,93,144,228,996,1301,2295,651,974,1617,1819,689,2505,60,107,163,165,302,467,2037,1096,3135,6953,7587,14538,1148,1196,2348,4737,5100,9834,2996,3387,6378
POA2229,11098,12125,23225,5781,3148,8927,1316,3325,4642,319,425,744,246,242,486,7664,7139,14801,2969,4485,7451,3.2,3.4,3.3,69.1,58.9,63.7,66.8,56.9,61.6,521,485,1008,161,325,483,1712,2149,3864,1170,1560,2726,2920,1055,3972,69,171,239,242,469,717,3233,1695,4926,11237,12018,23258,1641,1656,3298,7526,8172,15696,4820,5022,9836
POA2230,11974,12511,24488,6342,4032,10374,1524,3194,4723,370,413,787,253,253,511,8496,7901,16398,2691,3788,6479,3,3.2,3.1,71,63.2,67,68.8,61.1,64.9,649,655,1301,209,329,544,1920,2491,4414,1322,1750,3068,3159,1086,4249,87,164,248,252,430,682,3504,1680,5179,10764,11197,21963,1984,2066,4048,6798,7040,13831,5710,5934,11652
POA2231,837,859,1698,477,219,698,84,272,349,28,26,51,28,18,46,612,531,1144,189,295,480,4.6,3.4,4,73.1,61.8,67.4,70.4,60.2,64.7,8,15,26,6,10,14,44,96,138,50,110,158,351,108,458,6,9,15,18,23,41,374,145,518,963,963,1923,100,98,196,715,712,1428,265,276,543
POA2232,12772,13873,26647,6871,4141,11015,1519,3652,5167,321,463,782,326,331,656,9033,8582,17618,3226,4741,7964,3.6,3.9,3.7,70.7,61.9,66.1,68.2,59.5,63.7,768,761,1538,213,373,586,1964,2731,4698,1334,1780,3111,3475,1327,4800,83,187,265,249,481,736,3810,1996,5799,12964,13801,26772,1754,1868,3618,8999,9581,18583,5107,5508,10611
POA2233,11221,11865,23082,6223,3225,9450,1292,3774,5064,294,385,678,241,255,493,8046,7628,15680,2921,3969,6890,3,3.3,3.1,71.7,64.3,67.9,69.6,62.2,65.8,410,418,828,171,300,469,1289,1859,3145,1120,1560,2679,3817,1338,5156,75,170,241,262,514,775,4149,2016,6171,12624,13111,25736,1061,1139,2199,9646,9940,19587,3468,3744,7209
POA2234,12224,12708,24935,6887,3966,10850,1553,3926,5477,286,386,669,350,293,646,9076,8574,17649,2839,3827,6659,3.9,3.4,3.7,74.2,67.5,70.8,71.4,65.1,68.2,595,579,1171,171,306,482,1916,2356,4266,1251,1612,2857,3179,1186,4369,88,178,263,264,537,796,3526,1900,5431,13072,13381,26457,1197,1263,2461,10059,10271,20330,3772,3949,7722
POA2250,26319,28616,54940,11816,6660,18477,3262,7082,10349,677,818,1493,1082,961,2045,16841,15527,32363,7954,11398,19348,6.4,6.2,6.3,64,54.3,58.9,59.9,50.9,55.2,881,881,1765,279,531,812,2908,4087,6996,2256,3343,5597,6830,3579,10416,275,478,750,460,869,1328,7568,4924,12496,25514,27115,52628,4159,4516,8672,17225,18351,35580,11301,12237,23535
POA2251,12605,13986,26589,5526,2951,8478,1620,3869,5488,339,418,750,445,395,837,7919,7630,15550,4087,5673,9755,5.6,5.2,5.4,62.8,54.6,58.5,59.4,51.8,55.3,447,395,843,191,349,536,1517,2130,3648,1163,1740,2903,3654,1617,5268,92,237,326,278,488,765,4021,2340,6368,12637,13631,26271,1814,2001,3810,8665,9416,18079,5347,5792,11145
POA2256,6279,6990,13266,2194,1299,3497,696,1408,2103,168,203,368,283,244,529,3336,3159,6491,2537,3350,5889,8.5,7.7,8.1,53.1,45.2,48.9,48.7,41.6,45,199,221,422,81,133,213,585,748,1334,418,728,1142,1584,801,2386,59,129,190,111,226,339,1753,1159,2912,5761,6272,12032,995,1105,2101,3832,4073,7905,2671,3061,5728
POA2257,11465,12725,24185,4282,2386,6669,1341,2872,4215,328,363,687,461,426,885,6415,6045,12463,4334,5818,10157,7.2,7,7.1,56,47.5,51.5,51.9,44.2,47.8,291,356,644,109,214,320,975,1344,2317,831,1383,2210,3254,1562,4816,102,215,318,245,427,679,3607,2199,5805,10772,11622,22390,1889,2039,3928,7145,7667,14812,5033,5553,10586
POA2258,2038,2115,4149,1026,560,1587,262,613,879,56,75,134,82,63,146,1418,1318,2736,532,723,1249,5.8,4.8,5.3,69.6,62.3,65.9,65.9,59,62.7,59,79,136,24,41,64,228,344,572,196,259,454,566,291,856,15,37,52,31,64,96,606,392,999,2104,2097,4193,289,309,600,1475,1472,2945,843,876,1722
POA2259,22930,24622,47547,9666,5207,14874,2562,5942,8501,604,716,1322,994,891,1881,13826,12755,26581,7674,10385,18060,7.2,7,7.1,60.3,51.8,55.9,56,48.2,51.9,338,354,695,146,299,439,1306,2210,3511,1517,2476,3993,6950,3577,10522,231,456,689,401,789,1194,7579,4825,12408,22623,23706,46333,3848,4145,7992,14705,15159,29864,10710,11623,22328
