POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2159,401,678,123,12,1220,179,22,1422,15,0,3,0,14,13,0,31,12,3,8,0,23,13,0,38,23,3,10,0,32,24,3,61,10,0,6,0,16,24,0,42,7,0,0,0,7,21,0,22,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,17,8,6,0,25,44,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,5,4,4,0,0,6,0,0,9,3,3,0,0,5,3,0,10,449,689,140,12,1287,256,26,1574
POA2160,1013,2737,821,120,4690,870,182,5742,72,145,62,3,285,282,34,599,204,585,188,25,1002,201,45,1255,280,724,251,29,1290,484,78,1854,122,161,84,8,381,226,54,657,324,554,290,44,1212,483,116,1813,204,252,155,25,633,278,75,982,4,0,3,0,6,0,0,8,658,971,529,74,2229,981,244,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,6,14,19,10,3,46,8,9,54,15,25,9,3,47,7,12,67,10,21,3,3,35,9,4,49,1970,4473,1617,238,8293,2357,516,11166
POA2161,922,2812,828,114,4676,802,161,5634,86,112,64,15,274,216,18,509,200,384,145,20,748,232,29,1003,284,497,213,30,1022,445,39,1516,32,53,41,6,131,166,15,310,164,237,108,17,526,238,46,810,113,219,110,16,452,165,31,648,5,7,3,0,12,8,3,23,314,506,265,36,1124,572,92,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,13,3,0,13,3,6,4,0,12,3,0,18,11,14,3,0,27,14,4,46,1534,3837,1312,178,6865,1838,297,8997
POA2162,658,1930,659,69,3315,710,94,4122,38,63,39,4,141,106,8,256,64,267,98,7,433,112,5,544,101,327,131,8,573,215,8,804,48,65,56,9,184,184,12,378,20,39,15,3,77,43,3,127,3,8,11,0,28,3,3,36,0,3,3,0,9,3,0,13,71,119,84,16,293,241,16,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,12,5,0,23,5,6,4,4,17,5,0,20,3,6,3,3,13,5,0,25,841,2392,876,102,4212,1181,125,5522
POA2163,247,682,368,48,1345,364,47,1755,3,10,4,0,23,31,3,56,12,49,24,3,82,33,8,121,15,60,29,3,105,59,7,173,66,84,89,14,244,182,16,440,81,82,70,10,248,255,27,528,0,3,0,0,11,0,0,9,0,4,0,0,8,0,0,8,149,174,156,25,503,444,40,989,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,19,3,0,25,3,8,4,0,21,4,0,26,0,3,0,0,6,3,0,9,414,929,556,70,1975,878,99,2956
POA2164,1009,2228,779,67,4083,716,95,4898,32,70,34,8,138,62,6,203,54,187,89,6,339,53,4,394,83,253,124,14,479,112,12,596,57,33,24,5,110,203,4,320,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,57,32,23,5,117,204,4,331,8,0,3,3,13,56,3,68,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,5,3,0,6,6,3,7,3,16,61,3,81,3,18,3,0,26,15,0,43,1160,2531,942,87,4727,1108,111,5946
POA2165,1213,3401,1307,183,6106,1004,184,7302,69,120,71,9,269,104,8,381,185,824,365,27,1396,149,30,1576,256,935,433,38,1668,259,34,1960,131,207,155,8,501,377,26,906,116,191,133,24,468,165,32,667,286,461,257,43,1051,347,47,1444,0,4,3,0,6,0,0,11,531,866,552,86,2033,896,107,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,16,15,29,16,0,56,20,4,76,17,39,13,3,70,20,3,92,20,16,13,3,49,25,3,80,2034,5262,2322,312,9928,2202,328,12463
POA2166,1355,3932,1847,220,7355,1133,245,8735,28,50,49,5,133,100,3,232,365,974,631,73,2037,372,87,2494,387,1025,678,75,2166,471,88,2729,137,296,224,29,690,264,42,997,345,481,396,59,1288,455,116,1857,101,181,122,24,421,141,26,588,3,3,11,0,12,9,6,22,590,959,748,113,2411,868,187,3467,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,0,10,25,39,19,12,88,27,11,133,26,41,27,12,95,38,11,144,13,16,22,0,56,19,3,78,2370,5980,3318,420,12088,2527,539,15151
POA2167,432,1087,242,18,1781,220,36,2045,58,126,45,7,234,119,12,367,91,169,75,9,342,89,15,447,149,296,116,13,577,203,32,812,3,7,3,0,13,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,9,3,0,17,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,4,8,0,6,3,0,11,0,0,9,594,1393,368,33,2387,443,74,2902
POA2168,1525,4999,2033,180,8737,1167,150,10051,65,145,93,11,308,110,14,429,94,295,193,12,600,151,13,765,164,435,287,20,906,266,24,1193,41,30,71,9,158,320,11,492,28,22,49,3,104,334,12,456,0,0,0,0,4,3,0,11,0,3,0,0,4,0,0,4,70,54,126,16,269,666,26,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,0,3,0,0,3,3,0,7,3,7,3,0,9,20,0,31,1761,5490,2452,222,9926,2121,201,12243
POA2170,3834,10560,2915,281,17586,2576,316,20477,142,122,93,10,373,363,19,753,554,1232,693,39,2520,906,77,3502,694,1357,788,55,2890,1270,93,4257,147,206,129,16,496,510,30,1036,574,1051,554,60,2240,1007,142,3395,495,830,369,42,1737,503,109,2349,11,12,11,0,34,26,3,58,1225,2096,1064,121,4507,2043,283,6836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,26,16,0,36,4,12,8,0,23,15,0,43,12,24,6,0,45,45,3,95,5766,14055,4776,459,25054,5955,692,31702
POA2171,1260,5536,990,73,7864,574,56,8492,17,23,10,0,49,9,0,61,75,241,128,3,447,86,6,538,91,256,142,3,499,92,13,602,3,3,3,0,12,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,9,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,6,3,0,6,8,17,3,0,26,7,0,28,1358,5818,1135,78,8397,683,64,9148
POA2172,204,488,38,5,727,51,4,782,0,0,0,0,0,0,0,0,17,16,0,0,30,0,0,30,17,16,0,0,30,0,0,34,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,499,38,5,757,57,4,822
POA2173,687,2203,417,32,3343,386,47,3770,3,6,0,0,10,0,0,15,69,166,52,9,294,32,10,340,76,167,52,9,303,34,8,352,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,0,26,3,0,32,8,13,8,0,26,3,0,32,0,0,0,0,3,0,0,3,774,2394,471,41,3682,425,60,4157
POA2174,104,379,43,4,527,28,0,557,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,11,3,0,11,103,388,43,4,542,31,0,577
POA2175,123,238,60,4,423,82,11,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,3,128,243,60,4,429,83,11,517
POA2176,2412,6469,1761,185,10828,1143,114,12084,65,145,121,10,339,103,3,442,89,269,159,8,525,67,5,597,151,416,282,19,859,164,13,1041,0,9,3,0,16,32,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,4,3,39,15,3,56,8,33,11,3,59,52,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,11,0,76,13,0,87,13,45,17,0,79,13,0,89,6,19,4,3,29,16,0,51,2595,6976,2074,211,11859,1391,130,13378
POA2177,597,1979,743,49,3366,320,44,3727,33,61,82,11,179,56,0,237,47,107,104,4,265,97,3,362,74,166,182,12,443,154,5,603,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,3,0,6,0,0,3,7,0,11,0,0,0,0,0,0,0,3,0,3,0,0,9,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,11,0,3,4,0,7,3,0,11,0,3,0,0,6,0,0,3,672,2157,938,58,3827,490,49,4367
POA2178,259,537,118,13,938,115,18,1064,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,4,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,0,0,4,263,549,122,15,951,120,18,1087
POA2179,431,770,190,28,1416,330,33,1784,0,5,0,0,8,0,0,15,0,5,0,0,3,0,0,3,0,10,3,0,12,0,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,8,0,3,3,0,9,0,0,12,0,0,0,0,3,0,0,4,5,4,3,0,13,11,0,20,8,9,0,0,13,49,0,66,441,785,195,28,1454,399,38,1894
POA2190,706,2453,707,78,3946,655,61,4663,47,129,62,7,245,182,10,437,223,769,230,26,1240,303,26,1564,270,891,288,30,1477,485,33,2001,30,33,16,0,80,131,5,220,20,58,38,3,121,44,3,165,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,49,93,54,5,195,182,8,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,22,6,0,26,3,9,4,3,23,6,0,30,3,12,7,0,22,5,0,24,1034,3459,1061,113,5664,1337,107,7108
POA2191,260,682,192,23,1159,210,29,1401,49,72,43,3,166,102,8,281,35,106,47,0,192,48,6,241,86,176,85,4,354,152,13,516,15,14,3,0,29,61,0,88,14,15,6,0,33,11,0,39,3,3,0,0,8,0,0,11,0,0,0,0,0,0,0,0,33,24,13,0,71,72,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,3,14,0,4,0,0,7,5,3,14,0,5,0,0,4,3,0,4,389,888,293,32,1595,435,46,2081
POA2192,400,927,328,37,1684,314,57,2056,32,48,28,3,115,34,6,155,53,113,37,8,204,71,5,282,79,163,64,13,316,106,11,433,272,339,213,36,856,397,81,1331,91,82,53,6,230,101,26,356,5,7,3,0,20,13,0,35,4,4,0,0,7,3,0,5,371,439,266,42,1115,507,105,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,17,3,0,23,3,11,9,0,17,3,0,23,0,11,5,0,14,6,0,15,853,1541,664,84,3144,933,180,4256
POA2193,676,1348,344,38,2413,421,83,2919,54,90,45,3,189,67,13,266,61,122,35,3,227,50,9,284,111,211,79,5,418,113,22,553,155,122,72,14,360,201,42,606,147,142,69,9,372,208,48,624,186,91,35,10,321,115,54,495,0,0,0,0,0,0,0,5,483,362,179,32,1056,531,145,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,11,4,72,32,12,121,36,27,11,4,72,32,12,121,3,3,3,0,7,8,0,21,1312,1948,617,86,3965,1099,271,5339
POA2194,390,808,267,46,1508,232,95,1836,55,88,29,6,178,47,16,240,160,306,93,4,571,61,31,662,217,397,125,18,747,106,47,904,641,754,312,66,1769,449,173,2400,474,631,228,42,1380,387,140,1909,273,240,86,22,617,156,93,862,0,0,0,0,0,0,0,3,1388,1621,632,128,3762,1000,409,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,16,3,3,18,4,3,8,0,16,3,3,18,11,9,3,0,17,6,3,31,2001,2832,1036,184,6052,1348,554,7963
POA2195,324,1125,257,35,1747,273,76,2094,19,40,6,0,64,19,4,92,30,131,38,10,208,44,11,264,51,170,45,7,274,66,19,356,689,1621,374,77,2752,734,326,3811,245,687,174,28,1128,270,90,1486,33,82,28,3,138,24,6,167,3,6,0,0,5,3,3,15,970,2384,572,102,4028,1023,425,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,0,26,0,4,37,10,12,9,0,30,3,4,41,5,6,3,0,16,4,3,21,1354,3702,887,151,6096,1370,525,7990
POA2196,949,2924,789,103,4761,780,116,5664,46,98,46,10,199,76,10,291,207,597,225,14,1049,205,26,1280,258,700,278,21,1255,281,37,1571,165,269,142,24,605,318,73,989,77,171,78,20,341,180,27,549,69,158,48,8,282,90,26,407,0,0,0,0,0,0,0,0,311,596,269,51,1228,583,125,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,12,3,70,14,8,97,12,45,12,3,72,14,8,98,6,12,6,0,22,10,0,36,1538,4271,1352,184,7343,1679,282,9307
POA2197,364,936,270,36,1597,290,38,1924,26,42,30,5,105,70,10,178,55,188,81,0,329,52,7,384,77,233,112,7,432,118,11,563,7,18,19,0,44,112,3,151,3,3,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,9,5,22,18,0,56,117,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,11,0,3,3,0,3,4,4,12,0,3,0,0,3,0,0,4,452,1192,402,41,2089,528,58,2674
POA2198,517,1110,294,25,1944,309,28,2279,5,17,10,0,33,13,0,49,39,113,42,9,200,32,3,236,44,130,55,7,232,45,3,285,17,3,3,0,22,26,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,26,26,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,3,0,4,0,0,9,3,0,0,0,7,0,0,4,577,1245,355,34,2209,379,31,2622
POA2199,634,1720,530,65,2947,520,83,3548,24,57,25,7,107,52,0,164,93,323,117,17,551,77,8,633,117,380,138,21,655,130,11,802,46,68,42,3,161,269,3,435,43,87,63,7,190,58,9,255,41,49,22,3,119,40,10,168,3,3,0,0,7,0,0,5,128,201,129,10,475,369,20,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,3,3,14,0,9,3,0,9,3,3,14,3,6,0,0,11,8,0,18,879,2320,803,96,4101,1028,118,5249
POA2200,950,2598,879,119,4549,693,122,5361,60,149,63,5,283,85,13,380,244,810,301,21,1377,239,52,1665,307,958,361,29,1653,328,67,2043,71,121,63,8,263,211,16,489,543,1104,489,50,2192,806,122,3118,313,664,228,30,1238,310,75,1628,3,13,3,0,21,8,0,26,928,1905,783,87,3705,1337,216,5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,10,3,64,16,3,80,18,24,10,3,64,16,3,80,8,17,16,0,37,26,4,68,2215,5501,2052,245,10003,2402,412,12817
POA2203,385,705,207,21,1322,280,89,1692,101,159,43,0,306,98,35,446,33,64,19,3,125,35,10,171,138,222,68,4,430,139,51,613,220,140,101,23,492,483,100,1072,277,168,106,18,563,477,96,1138,216,157,62,7,443,208,67,721,4,3,3,0,13,10,0,21,717,471,276,49,1509,1179,263,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,25,0,90,54,25,171,50,16,25,0,90,59,24,174,5,0,0,0,8,11,10,24,1300,1420,568,76,3361,1666,435,5463
POA2204,716,1233,433,60,2444,450,259,3154,388,471,131,18,1007,305,183,1491,99,161,47,10,318,60,67,447,484,630,179,29,1321,369,250,1937,320,161,129,22,630,499,181,1316,477,274,171,26,948,721,223,1891,377,152,62,28,622,386,120,1131,13,13,7,0,38,27,9,73,1184,595,378,79,2234,1633,535,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,17,6,83,42,35,160,33,28,17,6,86,42,35,161,12,14,0,0,33,31,3,67,2428,2496,1005,176,6115,2529,1085,9729
POA2205,426,872,239,37,1575,278,97,1953,85,124,34,7,253,76,19,346,30,75,12,7,128,27,17,168,119,199,50,11,380,100,34,516,41,44,20,3,104,93,14,208,115,118,65,15,318,195,24,536,1284,573,153,91,2097,659,608,3367,3,0,4,0,3,3,0,10,1442,730,240,107,2520,947,650,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,27,7,3,33,8,9,7,0,27,7,3,33,12,3,4,0,23,19,3,41,2012,1813,537,163,4523,1355,792,6671
POA2206,1261,2315,559,69,4201,791,109,5096,25,50,14,3,82,25,7,115,77,190,82,7,355,109,17,477,105,240,93,8,437,135,22,596,42,50,27,4,114,76,20,213,26,21,14,0,69,45,6,117,44,56,35,3,138,62,20,215,0,0,0,0,0,0,0,0,117,125,78,3,324,182,44,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,7,0,0,4,0,6,3,0,7,0,9,0,0,9,4,0,17,1482,2683,732,84,4980,1118,177,6270
POA2207,1226,2660,617,95,4601,779,128,5499,232,448,146,19,842,367,26,1236,155,337,90,4,582,150,12,746,383,784,230,26,1422,514,38,1983,54,56,29,3,137,123,14,268,202,228,117,9,557,226,41,817,83,86,30,3,206,90,23,311,3,4,8,0,13,18,3,31,338,373,175,20,914,448,72,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,11,0,48,35,8,93,18,18,11,0,48,35,8,93,4,3,3,0,12,7,0,22,1970,3840,1041,144,6999,1785,248,9031
POA2208,801,1521,446,54,2818,529,69,3409,27,33,33,3,91,27,0,124,36,83,35,0,160,31,3,196,63,114,70,0,254,61,9,315,34,30,17,5,86,79,9,174,9,8,9,0,32,8,3,42,54,18,15,4,95,26,12,131,0,0,0,0,0,0,0,4,94,61,46,11,206,120,27,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,0,25,14,9,48,9,9,6,0,25,14,9,46,3,3,0,0,7,0,0,14,968,1708,563,68,3311,724,109,4140
POA2209,699,1525,378,61,2655,470,78,3208,76,119,49,9,254,107,13,380,109,212,87,8,407,145,16,563,179,329,132,19,659,251,32,946,107,111,61,9,286,205,19,514,74,117,61,12,261,118,8,389,36,45,25,7,110,39,6,151,0,0,0,0,0,0,0,0,216,270,154,27,661,360,40,1055,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,10,3,0,16,11,3,29,4,8,7,0,16,11,3,29,3,10,0,0,15,4,0,16,1106,2132,669,100,4008,1098,148,5258
POA2210,1560,3023,747,77,5407,1012,133,6548,98,77,46,10,234,294,6,536,239,423,148,18,825,246,36,1110,343,502,192,25,1061,547,43,1646,39,19,22,3,81,252,3,337,201,268,251,21,748,401,51,1206,211,90,51,13,362,258,45,665,0,0,0,0,0,0,0,0,449,381,334,35,1193,910,104,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,8,3,55,19,3,79,16,26,8,3,58,19,3,76,6,6,3,3,24,7,4,32,2374,3940,1285,141,7737,2492,276,10508
POA2211,909,1660,514,60,3142,667,78,3880,44,50,26,4,124,137,5,267,234,466,157,17,878,210,36,1116,276,517,177,23,996,342,40,1381,29,12,15,0,49,156,7,212,36,37,7,0,81,57,3,148,9,10,0,0,17,18,0,33,7,0,3,0,8,9,0,17,75,55,22,4,160,236,10,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,0,11,0,5,0,0,8,8,0,9,0,3,0,0,10,8,0,13,1268,2249,714,86,4318,1260,129,5700
POA2212,706,1403,496,67,2675,601,71,3354,56,73,40,3,177,105,6,285,226,534,151,20,936,171,32,1136,280,614,196,26,1116,271,33,1419,21,7,21,0,61,114,12,182,3,8,3,0,11,8,0,18,23,17,18,4,57,33,0,93,4,4,3,0,8,4,0,12,51,34,44,8,137,153,12,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,19,10,0,27,3,4,3,0,19,10,0,27,11,10,0,0,21,9,3,33,1053,2073,745,99,3965,1042,123,5128
POA2213,1172,2404,623,82,4285,848,83,5212,99,94,64,7,264,145,11,412,235,623,182,7,1052,220,26,1297,329,721,250,11,1313,366,35,1712,16,6,12,0,41,185,3,227,3,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,25,8,12,0,44,187,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,0,38,22,4,61,7,14,15,0,38,22,4,61,3,4,3,0,12,3,0,19,1535,3156,904,95,5691,1428,121,7236
POA2214,337,554,132,7,1024,164,22,1205,0,0,0,0,0,0,0,0,11,23,8,0,41,13,0,57,11,23,9,0,38,13,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,344,572,140,7,1066,177,19,1273
