POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA2150,0,0,17,55,22,26,0,5,3,124,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,0,0,16,21,48,58,281,56,37,40,13,9,563,118,84,129,634,101,92,47,24,16,1251,1430,1114,1589,7604,1193,1036,560,331,193,15051,0,8,19,92,20,20,17,3,4,189,1799,1039,940,2065,551,468,230,141,87,7313,3,11,42,175,19,10,4,3,0,260,0,0,3,25,13,15,3,0,0,56,0,0,8,16,7,4,3,0,0,39,10,6,4,17,3,0,6,0,0,39,0,0,3,13,5,9,6,3,0,43,29,67,423,1573,487,409,199,143,60,3391,0,0,6,9,7,10,7,4,0,45,4,5,3,27,9,10,8,7,7,87,5,10,21,61,32,45,23,20,0,212,0,3,8,92,23,28,15,3,3,178,0,0,0,16,0,0,0,0,0,23,0,3,5,19,5,6,11,0,0,44
POA2151,0,0,3,39,18,15,3,3,0,86,0,0,0,3,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,14,8,21,23,170,58,64,29,20,15,421,35,55,72,221,108,78,60,43,26,697,709,1210,1084,3532,1362,1221,890,453,337,10795,0,7,14,46,14,28,11,0,0,117,1277,1903,1576,2846,1067,893,762,368,297,10989,7,3,11,70,11,6,0,0,0,101,0,0,0,10,7,5,3,0,0,27,0,0,0,7,0,0,0,0,0,13,3,3,0,14,6,10,3,0,3,39,0,4,0,11,8,10,12,5,0,48,9,53,108,551,282,205,121,60,21,1414,0,0,0,0,5,8,9,0,0,34,3,3,0,22,3,13,4,7,0,66,4,22,16,72,85,64,85,45,29,422,0,0,4,67,29,24,22,11,0,157,0,0,0,8,0,0,0,0,0,22,0,0,3,21,8,10,8,9,3,53
POA2152,0,0,0,14,0,4,5,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,15,4,10,20,88,24,23,16,14,4,205,17,16,19,84,18,21,29,33,14,263,407,631,514,1957,687,554,517,419,234,5914,0,0,17,49,10,8,0,0,0,83,770,1084,714,1780,719,519,546,447,259,6837,0,0,0,25,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,12,3,0,0,3,0,18,0,0,0,7,8,3,3,0,0,17,0,7,32,180,68,54,20,21,0,379,0,0,0,4,4,3,3,9,0,28,3,3,0,13,0,12,0,0,0,32,0,10,11,43,38,37,37,44,19,237,0,0,10,33,11,13,3,4,0,72,0,0,0,0,5,3,0,0,0,10,0,0,0,3,6,0,9,9,0,30
POA2153,0,4,8,54,28,30,10,4,0,124,0,0,0,0,5,7,3,3,0,19,0,0,3,11,8,3,0,0,0,26,7,42,80,262,137,104,85,64,22,800,36,53,46,229,105,92,105,58,28,757,1891,3954,3218,8006,3898,3243,2823,1274,598,28903,0,0,5,43,22,20,12,3,0,110,3547,6927,5127,7586,3715,2860,2813,1258,566,34395,0,8,8,54,24,22,10,0,0,132,0,0,0,11,10,3,3,0,0,34,0,0,0,18,9,3,0,0,0,40,0,3,29,45,18,16,7,0,0,120,0,0,3,20,28,21,20,6,0,107,45,135,131,1592,593,471,269,93,31,3360,0,0,3,9,37,34,47,38,6,179,0,9,3,25,34,51,50,18,18,210,10,76,76,278,315,248,265,193,53,1517,0,0,8,118,83,62,41,16,3,326,0,0,3,16,10,6,3,5,3,41,0,6,26,46,24,21,79,31,10,245
POA2154,0,6,3,34,26,19,11,0,0,102,0,0,0,0,0,3,0,4,0,16,0,0,3,6,9,3,3,0,0,26,8,49,37,199,117,89,67,41,31,635,24,76,50,155,87,73,84,67,95,711,1080,2652,2486,4892,2915,2539,1965,1070,851,20440,0,0,0,28,10,8,6,3,0,64,1984,4548,3828,4364,2444,2150,1834,999,757,22906,0,0,7,19,12,9,9,0,0,57,0,0,0,5,0,0,0,0,0,17,0,0,0,9,11,5,0,0,0,25,0,3,3,27,14,10,5,7,4,73,0,0,3,9,21,15,11,3,3,62,28,108,150,1179,483,380,199,103,56,2684,0,0,0,3,15,16,23,8,3,82,0,5,10,41,27,38,28,14,3,173,19,96,122,235,283,218,272,147,103,1500,0,0,3,48,27,23,16,3,4,127,0,0,5,18,7,7,4,0,0,38,0,0,9,20,25,22,50,21,11,163
POA2155,0,0,0,33,14,14,5,0,0,72,0,0,0,8,3,8,3,3,0,22,0,3,11,21,23,8,3,0,0,63,7,58,76,276,152,109,72,27,9,784,55,140,113,320,128,84,67,21,4,925,2063,4973,3649,8670,3947,2549,1498,530,149,28028,0,3,18,134,69,51,16,10,0,305,3955,8671,5553,8474,3588,2012,1240,416,92,33994,0,7,20,100,37,25,5,0,0,186,0,0,0,12,16,10,0,4,0,41,0,0,0,18,5,0,0,0,0,28,0,19,19,42,19,14,0,0,0,102,0,4,0,33,34,13,25,0,0,110,24,48,81,974,251,284,125,36,9,1821,0,0,4,13,46,35,18,19,0,130,0,17,20,90,66,55,46,15,0,316,17,139,163,397,407,247,155,69,12,1604,0,11,36,227,149,79,43,12,0,548,0,0,4,7,11,7,0,0,0,31,0,8,13,34,28,15,30,13,7,145
POA2156,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,4,8,25,35,32,18,13,9,144,4,18,18,41,23,36,31,28,6,204,270,881,830,1244,1012,886,757,449,179,6512,0,0,0,3,0,0,0,0,0,3,561,1701,1616,1896,1288,1146,871,516,201,9799,0,0,0,6,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,15,0,0,0,5,3,3,0,0,0,20,0,7,11,37,43,23,16,4,8,142,0,0,0,3,14,12,6,13,0,46,0,0,0,3,3,0,9,3,0,17,0,30,39,53,131,95,138,79,31,597,0,0,3,13,12,13,5,6,0,41,0,0,0,0,0,3,0,0,0,5,0,0,0,10,4,9,33,7,3,63
POA2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,4,0,36,6,11,15,27,21,34,12,4,5,140,103,268,262,393,307,258,181,74,32,1879,0,0,0,0,0,0,0,0,0,0,198,508,444,600,395,303,198,80,23,2756,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,9,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,5,0,0,0,10,0,4,13,25,33,23,30,12,3,138,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,6,0,0,0,11,0,0,0,3,7,0,5,4,0,15
POA2158,0,0,0,4,3,3,0,0,0,13,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,4,3,19,21,11,19,15,8,107,3,22,26,32,27,22,19,15,6,177,192,575,582,865,732,533,482,243,173,4381,0,0,0,5,0,4,3,0,0,15,378,974,1035,1044,782,586,522,267,149,5738,0,0,0,0,3,0,0,0,0,8,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,6,0,0,0,20,0,0,0,0,3,3,5,0,3,16,3,17,17,74,48,28,24,7,3,215,0,0,0,0,8,4,0,5,3,24,0,0,0,3,8,5,0,3,0,22,3,28,23,54,77,61,80,36,22,388,0,0,0,0,10,4,0,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,3,20,3,5,37
POA2159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,9,12,13,12,3,3,52,0,4,8,17,14,9,8,15,0,83,95,337,304,510,381,341,264,166,122,2511,0,0,0,0,0,0,0,0,0,0,231,655,558,775,534,464,354,198,139,3897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,14,0,0,0,0,3,0,0,0,0,3,0,5,0,9,0,8,8,0,3,35,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,4,0,0,3,0,12,11,27,56,57,55,28,6,263,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,4,10,4,31
POA2160,0,3,10,85,67,82,26,9,7,276,0,0,0,0,0,0,0,0,0,3,0,3,7,4,4,4,0,0,0,21,10,47,103,366,191,108,91,54,19,991,75,119,134,338,162,112,82,55,34,1111,1361,2288,2371,5559,2179,1697,1117,769,435,17767,13,43,392,775,163,80,39,9,4,1521,2572,3759,2925,3749,1018,863,570,397,295,16145,0,0,0,56,5,6,0,0,0,69,0,0,9,41,24,34,18,12,3,139,0,3,0,14,8,9,3,3,3,47,0,0,0,7,0,0,0,0,0,12,0,0,0,22,25,16,15,8,0,95,8,21,151,642,363,269,129,78,21,1680,0,0,4,15,32,43,70,58,7,214,3,16,18,74,24,26,24,16,0,205,0,11,7,33,37,51,35,26,20,209,0,5,28,162,83,65,32,19,4,394,0,0,0,3,0,0,0,0,0,6,0,3,4,6,3,3,14,7,9,58
POA2161,0,3,24,98,96,91,30,25,7,377,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,4,44,86,310,151,92,64,63,28,831,101,139,141,389,134,123,70,62,33,1186,1370,2221,2249,4693,1748,1482,825,601,394,15589,5,50,263,433,85,60,13,3,0,909,2500,3806,2953,3505,809,852,449,318,269,15458,3,7,11,75,6,5,0,0,0,102,0,0,0,20,19,9,3,5,0,57,0,0,4,27,10,9,7,0,0,73,0,0,4,5,4,0,0,0,0,9,0,0,5,11,18,9,13,10,3,69,0,22,103,371,193,161,58,67,28,1003,0,0,0,5,4,20,19,16,3,66,0,8,8,46,15,20,13,13,3,121,0,0,0,12,30,44,51,21,24,179,0,3,17,102,65,35,27,7,0,257,0,0,0,0,3,4,0,3,0,9,0,0,6,14,10,0,14,3,6,56
POA2162,4,19,59,371,265,261,80,40,27,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,47,137,79,60,59,28,20,454,47,70,93,152,82,57,48,39,22,616,701,1292,1369,2414,1235,1034,618,458,305,9423,0,19,50,79,18,5,0,4,0,178,1229,2278,1904,1915,566,561,366,266,212,9300,0,4,0,24,3,4,3,0,0,38,0,0,0,7,7,6,3,3,0,28,0,3,3,25,25,17,20,8,3,106,0,0,0,3,0,0,0,0,0,3,0,0,0,6,9,5,7,0,0,26,4,25,93,261,182,124,57,48,19,815,0,0,4,7,11,3,13,13,7,58,0,3,0,13,3,14,5,3,3,44,0,0,0,15,27,28,37,21,19,142,0,0,12,39,29,16,18,3,0,112,0,0,0,3,0,3,0,0,0,9,0,0,7,9,9,0,33,7,3,68
POA2163,3,9,35,251,150,148,64,29,14,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,24,93,72,37,25,28,18,310,34,54,51,119,52,55,23,21,13,412,290,627,646,1244,563,557,312,207,150,4607,0,5,23,34,8,3,3,0,3,82,518,999,862,742,222,264,154,98,96,3947,0,0,8,26,0,0,0,0,0,32,0,0,0,3,3,3,3,0,0,18,0,0,0,17,24,18,14,8,4,86,0,0,0,3,0,0,0,0,0,5,0,0,4,14,3,18,15,8,0,66,3,6,18,71,56,61,32,23,20,284,0,0,0,0,4,3,7,3,0,17,0,3,0,14,3,6,6,0,0,36,0,0,0,3,9,6,11,5,12,50,0,0,17,54,29,30,7,0,0,140,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,12,0,9,34
POA2164,0,7,12,214,114,101,47,17,9,521,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,53,41,190,139,145,105,58,27,774,38,61,56,133,86,92,49,48,22,582,618,1287,1235,2601,1212,1255,927,575,195,9907,0,0,11,42,7,3,3,0,0,69,1142,2023,1785,2252,791,646,353,212,65,9262,0,0,0,0,0,0,0,0,0,3,0,0,5,26,21,12,9,8,0,87,3,0,16,102,42,51,25,8,3,248,0,6,0,4,4,0,0,0,0,12,0,3,4,54,46,57,43,21,5,237,0,0,14,64,37,31,25,17,9,191,0,0,0,20,20,34,43,45,4,169,0,4,0,9,5,14,14,13,0,65,0,4,3,18,16,56,42,27,7,178,0,0,7,61,38,39,19,7,0,170,0,0,3,4,0,3,0,0,5,15,0,0,3,5,0,5,21,13,3,57
POA2165,9,31,144,994,603,550,200,103,34,2655,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,30,112,169,525,303,256,218,113,40,1774,78,138,139,357,164,150,109,73,36,1245,1336,2769,2947,5974,2885,2455,1665,1018,429,21488,0,7,36,45,14,7,0,0,0,119,2342,4031,3350,2701,815,590,443,307,151,14734,0,0,0,14,3,0,0,0,0,14,0,3,19,128,53,72,18,14,0,311,7,15,56,378,229,233,127,41,16,1101,0,4,3,10,0,0,0,0,0,17,0,3,6,95,84,82,112,42,7,431,0,15,64,304,186,216,109,46,35,966,0,0,11,40,35,65,62,76,14,311,0,3,8,25,15,32,13,27,7,125,0,0,3,15,30,47,56,23,13,183,0,3,20,102,52,62,18,11,3,271,0,7,0,10,3,0,3,3,0,27,0,3,10,11,10,8,34,24,14,114
POA2166,50,179,738,3336,1959,1523,612,351,151,8908,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,12,70,106,418,237,234,158,124,81,1426,96,148,173,419,187,182,102,78,47,1430,1594,3139,3968,7588,3753,3185,1763,1234,668,26901,0,0,8,14,0,0,0,0,0,17,2885,5343,5154,2972,652,615,442,310,156,18525,0,0,5,15,7,3,0,0,0,29,0,0,9,30,24,30,10,20,0,126,17,59,245,1223,899,712,382,156,79,3777,0,0,0,10,0,0,0,0,0,8,0,3,4,37,46,32,51,18,3,195,6,33,107,401,328,340,194,213,193,1818,0,0,11,32,16,58,50,66,19,257,0,3,3,9,4,7,10,9,7,50,0,3,3,17,34,43,55,27,24,209,0,4,12,77,46,41,18,9,0,211,0,3,4,9,4,0,3,0,0,25,0,0,4,8,4,11,65,28,11,133
POA2167,0,0,3,19,8,11,5,0,0,46,0,0,0,3,0,0,0,0,0,3,0,3,7,6,9,3,0,0,0,22,3,18,24,109,43,32,29,9,4,263,19,44,19,79,37,34,47,87,133,498,402,616,550,1584,586,508,306,183,176,4915,0,0,0,0,0,0,0,0,0,0,735,944,709,911,324,396,215,80,33,4344,0,21,36,247,62,40,3,0,0,417,0,0,0,6,0,7,0,0,0,18,0,0,0,3,3,3,0,3,0,16,0,4,3,3,0,0,0,0,0,13,0,0,0,11,15,12,9,0,0,47,0,7,29,138,67,49,26,4,3,319,0,0,0,5,6,3,5,4,0,24,0,16,10,35,13,12,7,3,0,102,0,7,3,31,29,44,31,12,5,156,0,5,19,128,70,45,15,4,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,26
POA2168,3,19,111,696,366,293,73,33,14,1601,0,0,0,0,0,3,0,0,0,7,0,9,8,11,6,0,0,0,0,31,13,56,121,486,393,376,208,97,30,1777,97,252,238,435,252,222,141,115,24,1773,1387,3304,3506,5795,3093,2533,1353,866,246,22088,0,0,5,11,3,3,0,0,0,25,2663,5642,5106,4202,1717,1202,566,586,101,21790,0,0,0,13,0,8,3,0,0,28,0,0,12,50,44,15,19,9,0,136,0,6,51,268,171,157,60,11,5,728,0,3,4,5,0,3,0,0,0,14,0,3,10,83,93,83,62,16,3,354,0,0,15,87,85,61,40,24,5,327,0,0,14,59,50,54,36,18,3,237,4,10,0,25,33,27,13,8,6,129,0,9,0,25,56,74,58,39,9,281,3,35,112,626,363,317,113,53,16,1631,0,0,4,3,3,6,0,4,0,20,0,0,7,17,6,7,25,9,0,73
POA2170,4,28,96,896,464,371,119,60,17,2056,0,0,0,3,0,0,3,0,3,11,0,10,33,52,22,3,0,0,0,128,39,200,318,1163,665,545,346,204,88,3562,323,531,512,1401,566,501,377,220,139,4577,4035,7395,6912,16018,6562,5524,3779,2183,1015,53426,0,0,35,113,23,17,8,3,0,197,7195,11639,9034,11558,3957,2976,2196,1231,567,50349,7,18,22,284,34,19,7,0,0,396,0,8,77,379,241,213,105,54,5,1085,0,12,38,252,139,127,56,28,10,663,3,5,15,25,8,3,3,3,0,64,3,8,15,126,135,125,102,33,4,549,18,34,91,595,298,264,131,57,23,1511,0,0,76,350,194,230,176,135,27,1193,6,47,47,232,103,123,96,50,21,731,9,56,29,137,176,198,234,158,56,1066,9,70,226,1309,669,535,197,76,14,3108,0,3,0,14,5,7,3,4,3,45,0,8,36,27,24,32,93,56,38,318
POA2171,3,7,25,233,115,82,24,6,9,499,0,0,0,0,0,0,0,0,0,0,0,3,10,22,0,0,0,0,0,39,5,45,67,411,293,195,103,33,14,1163,65,131,93,285,139,73,47,17,3,838,1376,2928,2543,5660,2465,1507,725,285,69,17556,0,0,4,26,0,3,3,0,0,40,2704,5323,3918,4930,1451,576,162,54,16,19125,3,3,0,34,7,0,0,0,0,49,0,0,12,93,43,29,10,6,0,196,0,0,22,217,88,78,22,12,3,446,0,0,7,9,3,0,0,0,0,26,0,0,5,114,103,64,48,5,3,337,0,10,11,120,73,40,30,9,4,296,0,0,7,87,84,74,46,36,3,335,0,7,11,52,45,38,20,7,0,179,0,17,15,56,64,50,25,16,3,238,0,25,93,605,331,253,72,24,5,1406,0,0,0,3,4,3,3,3,0,18,0,0,8,17,5,11,16,3,3,62
POA2172,0,0,0,5,7,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,19,6,7,4,0,0,44,3,7,5,14,7,4,4,3,0,42,101,190,192,394,231,151,75,20,3,1359,0,0,0,0,0,0,0,0,0,0,181,390,334,505,259,143,86,20,3,1933,0,0,0,5,3,3,0,0,0,15,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,13,6,7,3,0,0,32,0,0,0,0,3,0,0,0,0,4,0,8,0,4,20,9,3,0,0,40,0,0,4,13,15,11,11,0,0,64,0,0,3,16,11,8,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
POA2173,0,0,0,27,12,6,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,18,20,78,47,33,17,6,0,220,16,28,40,91,28,23,14,3,0,247,595,1053,1038,2339,1003,606,280,116,33,7062,0,0,0,0,0,0,0,0,0,0,1141,1861,1837,2730,1037,403,220,80,20,9329,0,5,11,70,43,35,6,0,0,176,0,0,0,7,10,0,0,0,0,15,0,0,3,10,0,0,0,0,0,20,0,0,0,4,6,3,0,0,0,14,0,0,0,17,14,4,3,5,0,43,0,3,14,100,54,48,17,7,4,250,0,0,0,0,0,3,3,0,0,8,3,34,35,98,69,57,16,3,4,320,3,15,13,62,60,38,28,10,3,221,0,6,7,98,46,45,21,8,0,228,0,0,0,0,0,0,0,0,0,6,0,0,4,7,6,3,5,0,0,29
POA2174,0,0,3,10,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,3,11,15,11,10,6,3,0,51,9,7,10,29,9,6,5,0,0,78,130,174,151,437,110,66,44,22,10,1141,0,0,0,0,0,3,0,0,0,3,226,281,160,288,41,26,12,5,0,1041,0,3,7,26,6,5,0,0,0,41,0,0,0,11,0,0,3,0,0,11,0,0,3,7,3,0,3,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,9,8,0,0,0,28,0,0,0,9,7,9,0,4,0,20,0,0,0,3,5,3,0,0,0,10,0,5,3,4,5,0,0,0,0,21,0,4,11,79,28,27,14,7,0,166,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA2175,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,3,3,0,24,3,10,9,13,8,7,9,7,3,78,52,99,110,198,129,112,101,72,12,887,0,0,0,0,0,0,0,0,0,0,90,196,208,320,152,123,39,23,3,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,0,0,0,0,3,11,0,3,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,3,0,0,19,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2176,3,18,85,717,524,525,182,62,37,2161,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,14,91,142,419,457,458,319,143,50,2103,42,95,117,241,164,186,99,57,23,1016,1260,2886,3507,5961,3472,3683,2062,1043,448,24323,0,0,8,5,3,0,0,0,0,19,2375,5004,5188,5211,1686,1534,462,148,58,21660,0,0,0,3,0,0,0,0,0,3,0,0,4,59,66,59,28,33,17,265,4,10,47,362,301,251,135,50,14,1172,0,0,3,4,7,3,0,0,0,18,0,5,15,118,103,144,160,43,4,586,0,9,11,83,86,114,82,25,43,455,0,3,6,39,114,198,234,213,71,889,0,0,3,18,14,32,28,16,0,116,0,7,9,32,39,67,62,26,10,262,0,0,15,103,69,84,32,11,0,323,0,0,4,11,8,3,3,0,0,28,0,4,10,3,9,18,49,20,3,111
POA2177,3,17,54,514,368,310,105,51,38,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,34,136,177,180,113,68,11,732,14,54,34,86,55,58,25,8,3,341,404,1099,1200,2143,1204,1181,569,254,130,8178,0,0,0,0,0,0,0,0,0,0,795,1904,1962,1478,355,276,100,29,10,6908,0,0,0,3,0,0,0,0,0,3,0,0,5,22,18,15,8,3,0,77,0,7,22,243,191,176,69,25,12,751,0,0,3,0,0,0,0,0,0,4,0,0,3,23,25,31,32,8,0,133,0,0,9,50,44,36,31,29,50,253,0,0,3,42,21,33,38,9,0,142,0,0,0,4,3,11,12,4,0,40,0,3,0,0,9,16,21,3,3,60,0,4,17,71,55,56,19,5,0,224,0,0,0,4,0,0,0,0,0,9,0,3,0,3,4,3,6,0,0,23
POA2178,0,0,0,11,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,10,7,0,63,3,10,33,35,30,27,33,22,17,215,100,279,316,473,302,247,191,112,50,2070,0,0,0,0,0,0,0,0,0,0,183,512,597,663,326,224,102,48,21,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,9,0,5,10,30,38,16,3,0,0,100,0,0,0,3,14,13,10,7,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,14,3,3,44,0,0,0,3,6,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,22
