POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA2133,0,0,3,5,4,3,5,4,0,0,0,0,0,0,0,24,0,0,3,6,11,19,10,6,0,0,0,0,0,0,0,63,0,0,0,0,9,5,9,3,0,0,3,0,3,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,9,22,13,3,0,0,3,0,0,0,0,0,52,0,11,18,45,17,24,18,15,0,3,3,7,0,5,9,183,0,0,0,3,3,3,10,6,3,5,0,0,0,0,0,32,0,0,0,0,73,27,12,8,0,0,0,3,3,3,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,158,112,153,108,73,9,17,14,27,23,6,24,774,3,114,400,646,566,837,691,416,83,97,96,114,107,43,127,4335
POA2134,0,0,0,4,0,3,6,0,0,0,3,0,0,0,0,28,0,0,0,3,6,25,17,5,0,0,0,0,5,0,0,67,0,0,0,0,3,5,14,30,5,5,22,19,19,16,6,156,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,8,7,0,0,3,0,0,0,0,3,0,26,0,3,28,18,15,14,19,12,3,4,0,0,3,3,5,134,0,0,0,0,3,3,5,10,0,0,0,0,0,4,0,27,0,0,0,13,195,41,33,44,5,19,17,26,25,20,9,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,29,81,76,129,108,241,28,51,111,165,174,91,94,1401,15,129,335,409,670,1221,1565,1857,432,551,809,975,1101,562,484,11105
POA2135,0,0,0,4,14,7,19,0,0,0,0,0,0,0,0,53,0,0,0,38,90,286,93,26,10,10,8,4,3,3,11,583,0,0,0,4,5,5,15,24,3,10,11,12,16,7,15,126,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,3,5,4,3,3,0,0,4,0,0,0,42,4,9,33,37,33,28,20,5,6,8,3,3,8,3,17,226,0,0,0,7,0,4,10,3,0,3,0,7,0,7,5,48,0,0,0,21,335,105,48,49,4,20,29,45,20,11,22,701,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,44,57,157,121,216,179,570,36,83,181,337,299,210,91,2595,32,263,481,818,1373,2236,2018,2106,406,617,870,1078,1179,815,578,14884
POA2136,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,6,22,120,31,20,3,3,0,5,0,0,0,218,0,0,0,0,3,4,10,7,0,0,3,0,5,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,4,0,0,0,0,0,0,0,3,0,23,0,3,14,29,13,17,14,16,0,5,0,0,4,0,0,123,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,15,0,0,0,0,58,19,17,10,0,0,0,0,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,66,54,85,59,45,12,3,15,7,12,6,17,420,0,96,227,373,354,685,632,387,73,55,92,67,107,58,102,3311
POA2137,0,0,3,13,29,23,45,36,5,0,0,3,9,0,3,168,0,0,0,19,29,43,19,14,0,0,0,0,3,0,0,125,0,0,0,0,14,11,15,24,6,4,5,0,3,0,8,84,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32,13,9,14,4,0,0,0,0,0,0,0,84,0,36,84,130,65,57,122,96,23,32,24,17,29,6,19,752,0,0,0,12,9,11,28,17,0,12,3,0,7,0,5,98,0,0,0,0,152,50,3,9,3,3,4,8,7,0,3,255,0,0,0,0,3,0,9,3,0,0,0,0,3,0,0,21,3,57,80,221,148,176,160,149,17,36,64,44,42,30,23,1250,19,400,935,1221,1068,1521,1646,1209,242,288,362,310,334,165,265,9977
POA2138,0,0,0,3,10,8,20,5,3,4,3,5,5,5,4,76,0,0,0,8,13,44,32,16,5,3,3,7,3,0,0,135,0,0,0,0,4,12,20,16,4,4,3,3,3,6,0,79,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,11,0,0,0,14,3,6,10,6,3,0,0,3,0,0,0,44,3,16,31,37,32,33,41,33,17,17,18,10,10,3,13,312,0,0,0,4,0,5,11,13,0,6,3,10,8,11,0,68,0,0,0,3,64,23,5,20,4,8,0,5,4,5,4,143,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,9,19,88,51,117,151,176,59,75,96,120,94,69,45,1166,3,108,255,412,483,1145,2086,2607,660,817,836,943,896,454,472,12174
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,15
POA2140,0,0,0,3,3,4,5,8,0,0,0,4,0,0,0,31,0,0,0,4,20,132,174,132,23,102,51,9,17,3,10,678,0,0,0,0,4,9,43,27,0,7,3,16,20,3,15,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,10,6,3,0,0,0,0,0,0,0,34,0,6,10,18,10,11,13,14,3,3,6,8,6,0,4,112,0,0,0,0,0,3,3,4,3,0,0,3,3,3,0,31,0,0,0,4,146,64,15,18,5,9,10,6,7,4,9,306,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,14,0,3,13,48,45,75,153,446,33,61,96,123,132,103,41,1365,3,44,91,173,466,1078,2022,2464,418,580,682,806,850,534,372,10583
POA2141,0,0,0,3,9,6,13,14,0,3,0,0,0,3,0,44,0,0,0,0,29,262,176,67,8,72,11,15,9,4,11,665,0,0,0,0,14,22,34,39,0,11,15,11,15,0,4,153,0,0,0,13,3,6,0,0,0,0,0,0,0,0,0,27,0,0,0,151,66,72,47,25,7,4,5,3,3,0,12,392,3,8,21,34,16,10,22,12,0,3,5,3,9,3,5,156,0,0,0,0,0,11,14,9,3,3,0,4,4,4,0,55,0,0,0,16,1071,492,111,75,10,20,19,25,12,14,45,1917,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,14,27,178,235,334,560,594,122,154,275,241,224,174,125,3263,3,100,238,881,2067,3034,3476,3010,568,756,882,833,855,578,657,17945
POA2142,0,0,0,3,3,5,6,7,0,0,0,0,0,0,0,27,0,0,0,7,5,34,51,47,11,25,10,3,11,0,0,204,0,0,0,0,4,9,17,20,3,3,0,3,4,3,6,72,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,101,53,66,72,14,4,4,4,3,0,0,11,336,0,8,27,45,18,17,11,10,0,5,3,4,3,5,9,160,0,0,0,0,3,3,8,3,6,6,3,0,0,3,0,40,0,0,0,7,174,110,40,31,3,10,3,4,8,5,8,402,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,0,15,14,152,145,259,748,794,125,175,218,207,213,152,107,3325,0,73,216,853,1003,1716,2631,3100,523,685,893,851,835,547,467,14388
POA2143,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,36,13,0,3,15,0,0,0,0,86,0,0,0,3,0,6,3,9,0,3,0,4,3,0,0,27,0,0,0,26,4,8,3,0,0,0,0,0,0,0,0,34,0,0,0,16,10,8,0,3,0,0,0,0,0,0,0,40,0,3,17,27,5,6,5,3,0,0,0,4,0,0,0,69,0,0,0,0,6,0,3,3,0,0,0,7,0,0,0,19,0,0,0,6,422,308,88,70,9,18,24,22,13,7,37,1023,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,15,9,76,85,120,190,110,26,23,26,33,44,20,27,805,0,51,92,306,706,876,904,635,108,138,144,160,142,68,138,4470
POA2144,0,0,0,0,15,6,6,0,0,0,0,0,0,0,0,26,0,0,0,3,15,96,160,100,13,188,77,20,19,15,10,713,0,0,0,0,8,19,25,22,3,0,7,20,13,4,3,123,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,16,0,0,3,528,280,321,313,109,15,22,12,13,14,8,54,1688,0,12,27,32,19,3,17,3,0,0,0,0,0,0,10,122,0,0,0,0,0,3,4,0,0,3,0,3,8,0,4,21,0,0,0,5,391,234,63,29,3,11,8,11,5,0,14,770,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,29,18,182,184,305,1043,1561,365,647,895,683,680,547,248,7383,0,117,284,1227,1555,2777,4289,4478,880,1576,1850,1652,1608,1032,801,24118
POA2145,0,0,3,3,35,32,45,21,5,4,3,0,3,0,3,163,0,0,3,19,100,638,1000,727,159,483,189,101,88,52,84,3653,0,0,0,3,25,25,47,33,9,9,8,12,7,6,9,183,0,0,0,6,4,5,3,0,0,0,3,0,0,0,0,26,0,0,0,132,60,83,84,19,8,0,3,0,7,0,8,407,9,96,252,285,120,87,66,57,8,23,20,17,9,3,44,1085,0,0,4,3,9,11,20,28,8,14,8,9,12,14,3,148,0,0,0,8,154,101,40,22,9,13,3,4,11,11,12,390,0,0,0,0,0,7,29,28,5,0,3,0,0,0,0,71,4,77,109,467,425,849,1173,881,134,121,153,158,152,101,123,4921,40,813,1458,2353,2227,5104,7878,7875,1224,1723,1693,1949,1878,1242,1158,38612
POA2146,0,0,0,0,7,16,12,6,3,0,0,0,0,0,0,49,0,0,0,3,10,121,319,216,29,163,91,27,30,16,32,1053,0,0,0,0,3,5,17,3,0,3,3,3,4,0,6,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,20,4,3,9,3,0,3,0,3,0,0,0,51,0,26,68,115,51,30,25,18,7,8,3,0,5,0,7,357,0,0,0,3,0,4,9,7,3,4,0,3,0,0,0,38,0,0,0,3,30,24,5,3,3,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,19,104,72,192,215,219,27,19,33,32,27,27,32,1038,0,147,251,470,481,1048,1786,1577,191,351,316,313,281,183,204,7604
POA2147,0,0,3,16,21,43,36,13,0,3,9,0,0,0,9,152,0,0,3,17,19,160,265,179,48,95,36,22,17,6,26,904,0,0,0,3,8,13,23,16,3,0,0,3,4,3,6,87,0,0,0,10,5,0,0,3,0,0,0,0,0,0,0,22,0,0,0,35,31,36,38,7,0,0,3,0,0,3,3,168,5,89,173,299,122,80,86,54,4,10,11,4,4,0,16,961,0,3,0,10,11,11,16,18,5,5,0,4,6,0,6,85,0,0,0,0,32,25,19,15,0,3,0,5,3,0,3,105,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,41,62,278,195,409,474,312,31,40,38,44,40,39,77,2081,11,342,564,1257,1005,2163,2545,1940,291,425,357,349,280,201,381,12113
POA2148,0,0,0,10,38,60,56,21,3,0,0,0,3,0,7,200,0,0,4,32,13,133,201,221,28,82,86,41,49,21,13,928,0,0,0,0,11,20,30,26,0,10,4,4,3,0,0,116,0,0,0,21,4,4,3,3,0,0,0,0,0,0,3,42,0,0,0,75,36,71,110,41,6,0,5,14,3,0,4,368,0,83,227,373,120,102,71,55,3,10,3,3,5,0,32,1099,0,0,3,10,11,14,34,22,3,8,6,3,8,0,5,123,0,0,0,3,59,42,8,17,3,3,4,9,3,0,3,145,0,0,0,0,3,3,24,3,0,9,0,0,0,0,0,39,10,88,109,453,343,757,1620,1024,177,174,176,234,174,144,132,5610,18,710,1082,1960,1678,4058,5969,6151,846,1019,1123,1326,1161,711,820,28642
POA2150,0,0,0,0,9,7,13,3,0,4,0,0,0,0,0,45,0,0,0,4,6,34,29,37,8,10,10,19,20,18,13,210,0,0,0,0,12,20,26,42,4,9,12,5,8,3,3,138,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,13,11,13,10,8,0,0,0,0,0,0,7,69,0,7,38,62,22,21,26,18,3,7,11,9,8,12,14,264,0,0,0,4,7,8,13,5,7,9,4,12,3,8,4,81,0,0,0,6,75,30,29,27,6,3,12,11,14,3,14,231,0,0,0,0,0,0,10,9,0,0,0,0,4,0,0,23,0,3,14,77,104,242,465,455,109,116,180,199,221,156,94,2431,3,75,189,444,598,1553,2953,4586,928,1180,1779,2223,2459,1825,793,21579
POA2151,0,0,0,3,16,17,31,12,3,0,0,4,0,0,10,99,0,0,0,4,13,70,69,36,8,0,9,8,9,7,3,237,0,0,0,0,9,8,15,8,3,0,0,6,0,0,0,54,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,31,9,12,0,0,0,0,0,0,0,0,0,50,9,36,81,123,54,53,55,46,24,5,0,9,4,6,27,537,0,0,3,6,7,3,14,4,8,4,8,5,8,5,4,73,0,0,0,0,69,35,9,6,0,3,4,0,7,0,13,144,0,0,0,0,3,3,11,8,0,0,0,0,0,0,0,31,0,29,29,124,130,214,318,206,24,37,42,43,69,26,39,1320,6,152,275,584,753,1542,1953,1427,294,302,371,333,378,212,313,8901
POA2152,0,0,0,3,11,13,14,10,0,3,3,4,0,0,0,63,0,0,0,0,3,28,24,23,3,3,3,0,3,3,3,107,0,0,0,0,6,0,14,8,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,3,8,0,0,0,3,0,0,0,0,26,6,30,66,63,24,32,26,20,0,5,3,8,3,0,10,307,0,0,0,10,3,4,5,7,3,0,0,0,0,3,0,42,0,0,0,0,21,19,3,4,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,20,0,19,18,71,63,94,147,82,19,18,20,19,9,22,17,619,13,120,177,276,318,632,808,680,167,135,154,104,110,90,97,3878
POA2153,0,0,0,25,56,84,153,118,15,19,14,34,16,12,10,557,0,3,11,34,69,364,238,157,48,15,20,28,16,9,18,1017,0,0,0,0,13,15,31,25,3,0,9,4,7,7,10,129,0,0,3,12,3,3,0,0,0,0,0,0,0,0,0,22,0,0,3,41,27,18,15,3,0,0,0,0,0,0,3,116,6,131,284,458,209,195,201,127,18,22,32,35,36,13,55,1822,0,0,0,20,16,18,39,36,9,13,25,52,69,62,10,380,0,0,0,4,113,49,19,9,0,3,0,5,8,3,5,217,0,0,0,3,5,4,25,12,0,3,0,3,0,0,0,51,3,79,106,338,296,551,471,247,52,39,84,70,68,87,44,2529,16,537,881,1742,1909,4194,4827,2842,481,501,545,634,595,436,525,20669
POA2154,0,0,3,15,45,67,214,151,33,39,30,36,20,31,21,702,0,0,7,33,54,221,139,85,3,12,8,6,0,3,17,605,0,0,0,3,4,16,28,32,0,8,3,8,12,9,6,123,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,3,14,7,0,0,0,0,0,0,0,3,60,11,114,203,307,183,191,254,170,36,62,29,31,36,18,66,1730,0,3,0,16,10,20,40,39,8,7,10,4,14,5,0,181,0,0,0,4,93,33,13,13,11,4,3,0,7,0,3,194,0,0,0,0,5,6,16,12,6,4,0,0,0,3,0,59,4,41,61,230,195,372,372,179,43,40,27,36,39,40,66,1748,36,367,620,1209,1442,3164,3569,2191,388,475,429,366,386,227,464,15351
POA2155,0,3,0,11,66,89,399,333,47,27,34,59,46,32,18,1160,0,0,3,37,45,244,248,142,23,10,8,0,3,3,18,791,0,0,0,0,0,11,35,19,0,0,4,3,3,0,0,85,0,0,0,10,3,3,4,0,0,0,0,0,0,0,0,17,0,0,0,26,14,33,20,3,0,3,0,0,0,0,3,107,0,43,156,285,218,199,326,334,62,96,44,68,29,30,35,1929,0,0,0,18,17,20,54,42,25,7,15,27,27,20,9,273,0,0,0,0,74,26,13,9,0,0,3,0,0,0,5,132,0,0,0,0,3,5,84,13,9,7,6,0,0,0,0,130,0,24,64,276,277,609,689,317,56,52,56,54,58,33,50,2606,16,284,548,1251,1673,3883,5565,3243,536,541,433,480,451,295,410,19618
POA2156,0,0,3,6,17,6,63,28,3,11,5,0,14,0,3,151,0,0,3,0,3,9,10,3,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,41,99,164,84,71,105,45,9,10,9,0,5,0,16,677,0,0,3,8,7,7,11,5,3,3,3,10,4,4,0,62,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,17,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,9,3,24,39,78,56,68,61,23,0,3,0,4,3,3,7,374,13,195,311,511,375,408,462,199,31,48,19,29,45,16,67,2732
POA2157,0,0,0,3,3,5,19,12,0,0,3,0,0,0,3,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,38,25,11,36,24,0,0,0,0,0,0,5,171,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,14,19,13,7,0,0,0,0,0,0,4,86,3,48,116,141,85,98,128,52,4,0,6,7,3,0,18,717
POA2158,0,0,0,4,7,16,49,64,7,5,3,7,0,0,4,157,0,0,0,3,10,28,17,12,0,3,3,0,3,0,0,79,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,29,67,93,51,58,68,31,6,12,9,0,11,3,12,458,0,0,0,10,0,5,5,9,4,0,0,4,3,0,0,51,0,0,0,0,8,5,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,21,18,48,40,68,46,44,12,10,3,0,3,0,11,324,13,139,194,295,271,469,447,346,61,58,47,53,26,15,61,2496
POA2159,0,0,0,0,5,6,22,16,4,0,0,0,0,0,0,62,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,44,73,33,29,45,18,0,8,4,10,0,3,9,292,0,3,0,3,0,9,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,9,0,13,17,15,16,17,17,4,0,3,4,0,0,0,5,128,3,72,138,151,110,119,147,72,13,20,16,14,5,7,26,909
POA2160,0,0,3,0,13,11,7,6,0,3,0,0,0,0,0,42,0,0,0,0,12,26,43,22,9,15,6,0,8,3,10,147,0,0,0,0,4,26,17,20,3,6,9,8,3,0,6,104,0,0,0,18,3,4,6,0,0,0,0,0,0,0,0,35,0,0,0,125,77,113,97,31,7,11,4,3,3,4,11,490,5,27,63,69,23,24,18,10,4,4,0,3,4,0,11,262,0,0,3,3,3,9,6,10,0,4,0,3,0,0,0,38,0,0,0,8,233,145,41,31,3,3,4,8,4,0,15,491,0,0,0,0,0,4,9,11,4,10,0,0,0,0,0,37,0,39,49,258,230,546,1249,732,144,206,321,199,148,120,135,4389,17,265,542,1564,1412,2661,3719,2745,537,771,1142,672,585,405,572,17623
POA2161,0,0,0,3,3,3,10,3,0,0,0,0,0,0,0,25,0,0,0,3,8,25,30,8,4,9,0,0,0,0,4,92,0,0,0,0,10,18,34,41,0,5,6,0,0,0,3,122,0,0,3,9,0,3,0,0,0,0,0,0,0,3,3,27,0,0,0,61,62,64,57,30,3,3,0,6,4,0,10,297,6,31,71,63,26,9,4,5,3,0,0,0,0,0,15,236,0,0,0,0,0,3,3,3,0,0,3,0,3,0,0,23,0,0,0,0,273,218,71,47,8,11,12,19,13,0,19,689,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,11,0,32,22,188,253,437,925,653,89,122,172,123,135,100,131,3387,14,179,342,1171,1420,2305,2950,2092,337,483,697,430,401,231,508,13566
POA2162,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,3,3,3,16,9,13,3,0,3,0,0,0,0,62,0,0,0,0,7,4,13,17,0,0,0,4,0,0,0,50,0,0,0,16,0,6,3,0,0,0,0,0,0,0,0,29,0,0,0,33,20,26,23,0,3,0,0,0,0,0,0,116,6,21,50,55,10,12,4,4,0,0,0,0,0,7,7,174,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,24,0,0,0,9,660,724,266,188,19,38,50,23,22,29,46,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,39,155,193,230,322,170,45,35,69,59,54,26,51,1473,11,160,251,696,1336,1805,1551,954,176,187,285,197,164,108,273,8137
POA2163,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,0,25,43,0,0,0,0,3,10,10,14,4,0,0,0,11,0,3,59,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,15,17,8,9,0,0,3,0,0,0,0,3,57,0,8,13,21,7,3,0,0,0,0,0,0,0,0,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,4,301,507,168,139,21,30,20,32,28,13,73,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,95,146,165,169,125,19,27,36,39,36,27,174,1069,0,45,82,274,667,1059,770,518,108,134,122,134,129,78,653,4769
POA2164,0,0,0,6,7,0,0,0,0,0,0,0,3,0,0,14,0,0,0,8,0,4,11,0,0,0,0,0,0,0,0,19,0,0,0,0,9,17,12,13,3,0,0,0,0,0,3,66,0,0,5,58,8,5,0,0,0,0,0,5,4,0,0,86,0,0,0,44,21,22,11,7,3,0,4,0,4,0,8,116,0,16,70,71,22,8,10,9,3,0,0,13,0,0,7,231,0,0,0,0,7,7,5,5,0,0,0,0,0,0,0,30,0,0,0,3,316,365,112,63,5,22,9,18,6,3,16,933,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,3,18,39,380,435,515,333,168,30,41,48,90,75,47,69,2290,4,251,631,1152,1210,1697,1586,977,162,217,377,299,210,156,260,9205
POA2165,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,12,0,0,0,6,4,13,15,3,0,18,4,3,0,0,0,62,0,0,0,0,44,66,43,52,4,3,11,13,8,9,8,252,0,0,7,54,13,24,9,0,0,0,0,3,0,0,3,121,0,0,0,37,23,21,29,15,0,0,3,6,4,3,9,148,5,24,70,80,15,13,8,0,0,0,0,0,0,0,15,236,0,0,0,3,4,0,17,14,5,0,0,0,9,3,0,49,0,0,0,10,1404,1685,597,391,87,84,99,93,83,43,191,4772,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,4,49,76,618,985,1131,1030,517,87,95,182,313,403,295,191,5974,13,344,635,1494,3170,4650,4627,3314,795,789,1450,1172,1067,900,788,25207
