POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2000,2915,2775,5696,829,871,1699,1948,1574,3519,145,114,262,166,138,308,35,40,79,63,45,114,10,14,21,4,4,12,54,40,89,0,0,0,2426,1980,4400,4974,5468,10447,90,93,186,8312,8416,16723,2230,2063,4294,13457,13253,26714
POA2006,54,32,94,4,3,11,241,380,621,11,19,38,22,37,53,3,5,6,18,18,37,5,3,7,3,0,3,29,28,57,0,0,0,326,494,821,69,116,187,0,0,0,400,611,1012,84,64,155,539,718,1257
POA2007,769,801,1576,150,129,278,638,592,1228,37,33,68,46,45,91,14,14,33,16,21,32,5,11,12,0,4,5,25,20,46,0,0,0,780,743,1516,1867,2264,4130,14,27,47,2810,3155,5972,558,540,1097,4136,4505,8645
POA2008,1010,775,1793,131,108,236,1156,1123,2283,82,77,153,63,98,158,32,28,63,38,43,80,7,6,11,6,4,10,41,47,89,0,0,0,1420,1425,2846,2230,2955,5191,60,50,114,3842,4540,8382,664,676,1336,5512,5990,11504
POA2009,1945,1985,3929,495,485,978,1222,1118,2342,100,61,167,101,97,202,34,29,65,40,25,59,10,4,14,4,0,4,40,29,65,0,0,0,1556,1375,2928,1496,1553,3052,44,28,71,3581,3441,7022,652,602,1260,6180,6025,12209
POA2010,4681,3125,7804,740,439,1170,3771,2871,6639,300,218,521,307,232,539,79,70,150,121,109,227,17,16,29,7,13,20,88,73,158,0,0,0,4681,3609,8285,2888,2577,5462,143,105,248,8449,6721,15170,2510,1564,4071,15637,11408,27047
POA2011,3031,2595,5625,729,594,1322,2407,2040,4453,241,161,403,267,219,489,56,51,112,108,81,191,22,19,39,24,13,37,85,59,149,4,0,4,3222,2634,5858,1692,1534,3232,116,78,197,5761,4847,10607,2946,1622,4573,11742,9063,20803
POA2015,1684,1577,3259,207,196,403,1513,1559,3064,75,85,159,106,98,202,19,25,46,43,32,75,4,7,10,0,0,0,29,40,75,0,0,0,1789,1839,3630,596,587,1188,43,34,79,2641,2658,5297,437,376,812,4756,4612,9367
POA2016,2569,1947,4514,293,227,520,1768,1570,3342,107,88,194,108,94,201,34,22,54,39,37,79,14,4,19,4,8,11,55,41,94,0,0,0,2127,1859,3985,1038,1057,2093,94,31,126,3546,3182,6726,838,670,1502,6948,5800,12748
POA2017,2686,2420,5105,604,515,1123,3348,2879,6227,163,172,340,212,187,403,65,58,119,60,65,124,12,19,29,13,3,20,83,58,137,0,0,0,3955,3437,7395,3398,3695,7093,99,83,188,8066,7732,15798,1428,1332,2758,12176,11484,23663
POA2018,3927,4134,8061,508,463,965,1564,1545,3112,35,34,71,71,77,148,9,19,26,30,27,61,0,3,0,10,3,13,24,28,58,0,0,0,1758,1734,3488,1192,1088,2280,43,39,80,3499,3318,6816,599,562,1157,8016,8011,16030
POA2019,2516,2616,5127,284,298,576,1453,1404,2860,29,16,43,44,64,105,7,10,20,14,11,27,4,8,9,10,9,12,7,16,24,0,0,0,1570,1528,3097,238,265,499,31,24,55,2112,2120,4235,339,339,673,4962,5064,10034
POA2020,2727,2829,5554,381,370,758,1753,1643,3397,77,56,129,117,106,228,19,20,47,34,26,60,6,3,9,8,3,16,40,28,71,0,0,0,2061,1888,3950,1292,1321,2618,50,46,98,3791,3627,7423,496,441,936,7011,6898,13910
POA2021,2530,2828,5351,464,476,937,1923,2078,4005,133,150,288,92,150,242,29,44,76,77,81,164,4,8,13,0,0,0,53,52,102,0,0,0,2313,2572,4889,791,958,1745,59,53,110,3626,4055,7679,698,773,1468,6849,7656,14503
POA2022,2213,2468,4682,327,342,671,1258,1327,2580,37,42,71,60,66,125,10,17,27,30,37,65,0,0,3,3,0,4,20,10,31,0,0,0,1413,1501,2909,904,1032,1937,36,34,62,2677,2904,5583,731,774,1502,5618,6149,11765
POA2023,2197,2385,4584,362,387,755,1320,1253,2571,41,42,83,33,48,85,4,10,18,18,29,44,0,3,3,3,4,10,7,17,23,0,0,0,1434,1407,2840,530,554,1083,30,26,58,2360,2380,4739,398,428,822,4950,5190,10146
POA2024,2274,2477,4748,373,346,717,1084,1280,2365,64,79,140,38,38,78,9,8,19,29,32,59,3,0,4,3,3,5,23,16,42,0,0,0,1253,1456,2707,509,562,1065,31,27,62,2166,2389,4556,487,587,1071,4928,5451,10381
POA2025,1268,1582,2843,121,149,265,944,1109,2050,49,69,121,37,65,102,15,16,28,23,31,52,3,3,3,0,6,8,9,19,28,0,0,0,1086,1309,2393,306,366,672,14,15,33,1526,1833,3359,352,434,785,3144,3849,6985
POA2026,5771,5781,11557,1154,1100,2251,3027,3189,6218,192,230,420,182,210,393,30,42,78,83,98,185,7,8,16,5,15,21,35,35,70,0,0,0,3574,3825,7397,2545,2774,5324,114,115,229,7388,7818,15202,1886,1900,3788,15045,15503,30549
POA2027,1445,1785,3226,311,349,663,828,962,1788,51,62,112,53,61,111,17,20,33,18,22,40,10,8,19,0,3,4,19,18,41,0,0,0,995,1152,2146,354,387,733,29,12,37,1682,1896,3577,469,591,1057,3591,4272,7861
POA2028,711,983,1695,172,198,369,521,625,1145,24,34,54,29,52,80,6,15,22,10,7,18,0,0,0,0,0,0,10,17,24,0,0,0,598,744,1343,227,283,515,20,12,34,1015,1241,2257,206,260,468,1934,2490,4419
POA2029,2004,2290,4292,277,323,600,1179,1358,2543,36,38,75,36,56,92,4,12,12,12,18,35,3,0,5,3,7,5,17,16,32,0,0,0,1290,1510,2798,389,473,858,23,26,43,1978,2328,4304,338,419,752,4313,5033,9349
POA2030,3401,3747,7149,501,535,1040,1407,1584,2996,54,40,93,47,42,88,14,4,18,20,11,31,3,5,4,0,3,3,16,20,34,0,0,0,1554,1712,3265,397,536,926,32,31,64,2486,2807,5297,403,415,819,6293,6974,13263
POA2031,6562,7288,13843,743,777,1525,3866,4479,8346,175,189,370,160,176,334,36,38,74,60,66,131,11,20,36,12,10,27,85,78,167,0,0,0,4407,5062,9474,2280,2448,4731,87,115,199,7520,8408,15925,1403,1370,2770,15481,17068,32548
POA2032,3238,3383,6618,241,225,465,1350,1296,2648,38,38,82,42,52,97,21,14,38,32,21,48,11,16,22,0,3,9,31,34,59,0,0,0,1523,1475,3002,2595,2352,4946,39,27,69,4409,4081,8485,476,498,973,8117,7954,16073
POA2033,2012,2133,4148,222,194,419,1339,1290,2632,61,50,112,49,58,105,21,16,35,16,23,43,3,5,8,5,5,5,30,39,71,0,0,0,1531,1483,3014,1234,1244,2477,52,38,94,3039,2963,5998,433,443,883,5489,5544,11029
POA2034,3840,4431,8271,701,746,1449,2036,2267,4304,93,104,201,132,169,294,21,24,42,31,38,68,4,9,16,11,18,31,46,69,108,0,0,0,2364,2696,5065,1191,1408,2599,73,59,125,4332,4907,9239,949,976,1929,9124,10321,19441
POA2035,8191,9156,17350,525,538,1063,3633,3672,7305,73,68,144,107,106,217,31,29,58,35,56,90,7,11,19,13,15,26,44,46,91,0,0,0,3950,3997,7951,1940,1986,3929,72,65,134,6487,6591,13075,1055,1066,2121,15734,16816,32547
POA2036,7279,7750,15028,846,862,1701,2855,2843,5696,41,44,82,78,90,166,10,9,18,30,15,40,10,8,19,7,6,14,25,27,50,0,0,0,3057,3038,6094,868,902,1776,74,58,133,4841,4860,9705,2716,1266,3979,14841,13873,28715
POA2037,2542,2905,5447,358,352,708,2046,2116,4163,117,108,229,109,152,269,30,44,77,51,57,105,14,13,29,7,12,16,59,63,123,0,0,0,2436,2569,5000,1093,1421,2509,62,65,130,3944,4405,8347,807,883,1690,7293,8188,15487
POA2038,1926,2106,4034,229,251,476,1178,1282,2465,62,64,125,44,42,90,9,18,31,25,32,54,3,7,10,7,6,6,22,27,55,0,0,0,1348,1486,2829,329,367,700,46,53,97,1950,2154,4101,356,344,697,4223,4607,8832
POA2039,1576,1782,3356,197,238,435,1154,1276,2431,52,59,108,59,58,121,14,14,21,20,20,37,4,3,7,3,3,5,23,23,39,0,0,0,1322,1451,2772,370,385,754,31,40,65,1913,2114,4031,345,353,707,3839,4255,8090
POA2040,4695,5334,10027,644,707,1360,2544,2767,5316,91,87,177,101,123,222,34,26,53,47,55,100,3,9,11,7,9,16,50,60,110,0,0,0,2876,3125,6003,643,653,1297,80,69,152,4248,4559,8803,767,808,1574,9709,10695,20404
POA2041,3246,3647,6892,679,728,1412,1487,1602,3091,108,109,220,100,92,192,30,26,64,38,32,71,10,9,21,3,7,7,24,25,50,0,0,0,1799,1911,3708,584,633,1214,33,30,67,3096,3303,6394,677,680,1360,7019,7632,14651
POA2042,3276,3222,6498,424,463,894,2803,2697,5494,129,138,266,115,143,260,48,34,77,67,84,150,17,16,34,11,10,21,69,81,151,0,0,5,3258,3194,6457,1161,1249,2409,116,99,211,4956,5011,9970,924,908,1835,9166,9142,18306
POA2043,1273,1238,2503,213,208,417,1318,1198,2519,68,58,122,64,68,138,16,21,35,20,31,54,11,12,22,5,0,5,35,29,65,0,0,0,1535,1426,2960,462,478,938,35,38,80,2244,2147,4392,382,317,693,3895,3698,7593
POA2044,1860,1807,3660,102,106,211,1050,1057,2107,22,18,38,31,36,69,18,11,26,12,10,24,7,11,23,3,3,3,14,17,31,0,0,0,1154,1168,2325,294,312,602,36,22,58,1584,1613,3198,263,239,498,3708,3652,7365
POA2045,2023,2066,4085,142,151,293,580,597,1179,11,17,25,12,14,26,0,7,10,0,0,5,0,3,0,0,0,0,13,10,20,0,0,0,618,650,1271,120,107,226,12,15,27,895,925,1816,133,129,260,3050,3110,6159
POA2046,6555,7521,14073,784,886,1674,2845,3177,6020,82,76,164,83,87,173,17,29,44,31,34,67,4,8,13,6,5,16,15,18,38,0,0,0,3083,3444,6531,535,580,1113,58,50,105,4464,4960,9427,740,851,1589,11757,13333,25094
POA2047,2618,2991,5608,360,388,742,1312,1461,2775,52,57,102,59,69,124,9,17,31,22,29,53,3,0,5,8,4,11,18,21,33,0,0,0,1478,1653,3133,329,392,721,31,61,95,2202,2493,4691,415,504,915,5235,5993,11225
POA2048,1684,1648,3334,170,189,360,1121,1144,2268,44,40,86,31,51,86,6,5,12,20,28,47,0,7,5,0,0,0,20,29,50,0,0,0,1242,1307,2550,257,288,548,23,27,51,1693,1815,3515,347,330,676,3732,3797,7527
