region_id,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOS10,73,659,143480,144212,5250,10404,135430,151084,121657,50578,153498,325733,204184,34624,79793,318601,199401,23177,72979,295557,167318,13137,55807,236262,109620,4569,33512,147701,60623,1126,22558,84307,13948,217,10320,24485,882074,138491,707377,1727942,458,1530,135200,137188,14250,16359,121378,151987,161233,52127,129542,342902,220011,31066,91352,342429,199832,21064,93237,314133,156984,10456,83093,250533,92352,2838,65078,160268,41400,585,63953,105938,6481,106,34035,40622,893001,136131,816868,1846000,531,2189,278680,281400,19500,26763,256808,303071,282890,102705,283040,668635,424195,65690,171145,661030,399233,44241,166216,609690,324302,23593,138900,486795,201972,7407,98590,307969,102023,1711,86511,190245,20429,323,44355,65107,1775075,274622,1524245,3573942
SOS11,35,668,40636,41339,1486,6169,24834,32489,22945,14594,24475,62014,40646,10838,20260,71744,46602,8333,23960,78895,49861,5427,20736,76024,40620,2257,14139,57016,24467,633,9718,34818,5319,92,3917,9328,231981,49011,182675,463667,96,1740,37583,39419,3192,8884,21642,33718,30042,14535,24455,69032,45482,10673,25371,81526,50271,8349,28802,87422,49723,4645,26176,80544,37083,1550,24265,62898,17621,390,25404,43415,2588,54,12869,15511,236098,50820,226567,513485,131,2408,78219,80758,4678,15053,46476,66207,52987,29129,48930,131046,86128,21511,45631,153270,96873,16682,52762,166317,99584,10072,46912,156568,77703,3807,38404,119914,42088,1023,35122,78233,7907,146,16786,24839,468079,99831,409242,977152
SOS12,3,55,4706,4764,115,379,2289,2783,2126,1190,2129,5445,4929,1306,2031,8266,6331,1190,2805,10326,6728,817,2533,10078,5026,318,1863,7207,2372,75,1152,3599,427,8,348,783,28057,5338,19856,53251,9,117,4281,4407,250,603,1806,2659,2958,1316,1931,6205,5821,1339,2270,9430,6726,1224,2758,10708,6673,687,2541,9901,4341,231,2266,6838,1563,45,1951,3559,187,6,871,1064,28528,5568,20675,54771,12,172,8987,9171,365,982,4095,5442,5084,2506,4060,11650,10750,2645,4301,17696,13057,2414,5563,21034,13401,1504,5074,19979,9367,549,4129,14045,3935,120,3103,7158,614,14,1219,1847,56585,10906,40531,108022
SOS13,9,100,16561,16670,287,886,8397,9570,6480,3035,7340,16855,19387,3948,6618,29953,26355,4180,9077,39612,27710,3063,8697,39470,18343,1051,5525,24919,6936,203,2804,9943,1050,22,924,1996,106557,16488,65943,188988,22,274,14630,14926,668,1390,6119,8177,9416,3417,5428,18261,23279,4317,5409,33005,28589,4261,6983,39833,26920,2470,6575,35965,14522,631,5286,20439,4238,100,3960,8298,431,12,1889,2332,108085,16872,56279,181236,31,374,31191,31596,955,2276,14516,17747,15896,6452,12768,35116,42666,8265,12027,62958,54944,8441,16060,79445,54630,5533,15272,75435,32865,1682,10811,45358,11174,303,6764,18241,1481,34,2813,4328,214642,33360,122222,370224
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
