region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SOS10,7623,3351,3769,870,15613,7999,3478,4052,634,16163,1975,2050,6884,330,11239,3920,3315,12001,615,19851,54408,13724,27068,1561,96761,38234,24530,27038,2913,92715,38620,28229,19986,2435,89270,27980,40507,21099,2574,92160,29566,43091,14916,2075,89648,46284,83722,19949,2992,152947,46876,74239,9536,2528,133179,30773,77398,9476,1096,118743,28489,56075,3096,870,88530,13049,28893,1245,322,43509,24071,51095,1153,491,76810,25849,71176,18887,1069,116981,9045,7869,5514,665,23093,434761,612742,205669,24040,1277212
SOS11,1269,418,559,58,2304,2796,624,1168,125,4713,494,318,2735,51,3598,1437,532,5752,163,7884,28639,2987,13749,505,45880,20154,6779,12564,1049,40546,19392,8845,7679,668,36584,11962,13647,6512,588,32709,11877,13943,3784,407,30011,15585,23748,4147,426,43906,11866,17949,1375,249,31439,6019,12801,1124,68,20012,4794,8420,268,56,13538,1387,3252,97,15,4751,1980,3813,98,19,5910,9624,17943,6111,325,34003,3892,2027,2298,215,8432,153167,138046,70020,4987,366220
SOS12,205,65,62,3,335,374,101,110,11,596,76,46,251,5,378,195,80,527,11,813,3542,437,1343,61,5383,2270,926,1124,97,4417,2227,1182,707,53,4169,1441,1606,572,47,3666,1359,1650,351,25,3385,1677,2764,378,30,4849,1215,2083,138,24,3460,652,1397,119,6,2174,528,1017,29,6,1580,163,350,9,0,522,193,511,11,3,718,1218,2371,597,31,4217,483,258,214,17,972,17818,16844,6542,430,41634
SOS13,1241,436,245,29,1951,1590,438,364,37,2429,335,246,645,25,1251,876,392,1301,55,2624,9437,1789,2727,113,14066,6914,3388,2424,268,12994,7472,4082,1503,166,13223,4799,5367,1382,132,11680,5081,5629,858,112,11680,6686,9229,1028,118,17061,4882,7243,424,57,12606,2946,5569,421,25,8961,2517,4085,116,16,6734,832,1823,42,8,2705,1609,2921,54,21,4605,4442,10488,1631,72,16633,1614,1093,509,67,3283,63273,64218,15674,1321,144486
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
