region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SOS10,1482,2084,6424,11542,22424,39909,43433,40011,20574,187883,263,978,3443,4976,8355,9257,9274,9157,3079,48782,15609,24923,54631,46030,43968,39912,36511,35776,22535,319895,142951,339850,738105,712517,654481,526228,337369,216508,93973,3761982
SOS11,959,1003,2283,3584,7734,15510,17530,18137,10528,77268,71,120,324,454,607,763,824,752,342,4257,5025,5331,9754,11437,12666,13258,15504,16481,9597,99053,44496,78427,146231,167669,182571,175041,136244,91127,37652,1059458
SOS12,98,116,233,402,1030,2122,2318,1730,803,8852,7,10,40,34,53,91,115,73,25,448,477,395,697,1077,1456,1489,1659,1408,544,9202,4485,6460,13006,19246,23043,22423,15910,8183,2500,115256
SOS13,246,251,581,1217,3056,6435,6581,4430,1536,24333,27,44,70,136,223,370,365,314,101,1650,1777,1609,3057,4413,5465,5821,4902,2978,1080,31102,15537,21895,40555,69298,87669,84308,50751,20398,5346,395757
SOS17,0,0,0,0,0,3,6,7,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,20,0,6,4,10,11,29,28,21,3,112
SOS19,35,32,54,74,96,110,97,44,17,559,4,6,10,20,22,18,7,7,0,94,121,221,567,598,596,392,241,86,66,2888,586,1311,2652,2102,1890,1673,970,241,121,11546
