region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOS10,4345,9655,19011,18943,17214,10621,2554,260,20,82623,3295,6636,14013,12643,11331,6935,2153,651,193,57850,103219,220030,546426,535136,490483,299669,59637,6466,823,2261889
SOS11,1780,2994,4740,5047,4713,3270,802,121,12,23479,1023,1141,2002,2454,2330,1873,701,288,91,11903,39353,51861,102637,123306,134523,90266,17134,2212,266,561558
SOS12,213,273,430,573,575,406,82,10,0,2562,127,126,206,301,336,249,96,26,12,1479,4103,4405,9111,14183,17142,11420,2194,289,28,62875
SOS13,822,966,1178,1964,2128,1432,312,27,0,8829,458,412,690,1107,1366,1165,583,232,44,6057,14825,15449,28549,52922,67337,50375,15210,3269,388,248324
SOS17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,3,6,9,12,0,0,0,36
SOS19,3,21,40,22,24,6,3,0,0,119,6,22,58,29,30,14,6,0,0,165,180,560,1186,709,587,371,54,0,3,3650
