region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
SOS10,215351,1870819,338792,4852029
SOS11,51609,990756,98116,1379909
SOS12,6016,109393,9200,152098
SOS13,21100,365736,34220,520597
SOS17,9,44,8,119
SOS19,512,5475,2883,12918
