region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SOS10,173319,44860,77149,3030,555,298913,789619,154058,291153,4579,1518,1240927,26545,5624,11064,270,79,43582,26913,8521,24755,505,137,60831,843077,168203,326972,5354,1734,1345340,35080,8664,16953,540,130,61367,1051476,221727,421074,8924,2419,1705620
SOS11,109599,14012,17854,3568,120,145153,284562,20411,17960,2941,310,326184,14794,1308,1198,193,18,17511,14622,2004,2685,309,30,19650,313978,23723,21843,3443,358,363345,15348,1975,2679,719,45,20766,438925,39710,42376,7730,523,529264
SOS12,13042,399,515,625,50,14631,33801,628,489,565,80,35563,1954,50,35,40,4,2083,1434,49,66,50,3,1602,37189,727,590,655,87,39248,1897,56,58,103,41,2155,52128,1182,1163,1383,178,56034
SOS13,35430,288,180,1307,48,37253,121203,864,311,1281,139,123798,7869,50,14,93,12,8038,5379,46,41,169,6,5641,134451,960,366,1543,157,137477,5291,57,30,256,17,5651,175172,1305,576,3106,222,180381
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
