region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
101,1850,1686,3536,6034,5833,11867,1888,1747,3635,670,639,1309,8592,8219,16811,4619,4528,9147,1867,1839,3706,676,679,1355,7162,7046,14208,253,278,531,119,225,344,998,595,1593,892,1624,2516,36,23,59,2298,2745,5043,489,784,1273,263,419,682,113,182,295,698,1432,2130,8,12,20,1571,2829,4400,113,118,231,275,567,842,12,7,19,400,692,1092,7854,6870,14724,29727,30087,59814
102,3368,3170,6538,9682,9228,18910,2007,2003,4010,1345,1283,2628,13034,12514,25548,7690,7559,15249,1752,1689,3441,1291,1377,2668,10733,10625,21358,465,537,1002,192,519,711,1496,808,2304,1037,1796,2833,32,46,78,3222,3706,6928,1581,2296,3877,522,1033,1555,333,426,759,907,1862,2769,15,29,44,3358,5646,9004,154,216,370,431,973,1404,13,21,34,598,1210,1808,10293,10968,21261,44606,47839,92445
103,2014,1892,3906,5897,5465,11362,2221,2127,4348,533,510,1043,8651,8102,16753,4652,4392,9044,1552,1654,3206,777,839,1616,6981,6885,13866,253,341,594,120,296,416,1006,589,1595,813,1481,2294,36,40,76,2228,2747,4975,845,1429,2274,178,316,494,137,260,397,553,1126,1679,10,18,28,1723,3149,4872,61,83,144,184,411,595,7,16,23,252,510,762,8289,6796,15085,30138,30081,60219
104,1226,1135,2361,3785,3664,7449,939,821,1760,677,614,1291,5401,5099,10500,3187,3240,6427,701,746,1447,710,690,1400,4598,4676,9274,214,286,500,153,345,498,575,380,955,588,1137,1725,24,26,50,1554,2174,3728,337,613,950,170,371,541,72,126,198,305,667,972,4,4,8,888,1781,2669,69,102,171,164,359,523,4,4,8,237,465,702,4267,4164,8431,18171,19494,37665
105,1155,1084,2239,3382,3184,6566,1345,1358,2703,328,316,644,5055,4858,9913,2728,2597,5325,544,551,1095,285,359,644,3557,3507,7064,151,185,336,87,205,292,496,360,856,477,915,1392,21,17,38,1232,1682,2914,116,385,501,46,189,235,51,125,176,258,502,760,0,9,9,471,1210,1681,53,57,110,111,255,366,10,12,22,174,324,498,5267,4597,9864,16911,17262,34173
106,2608,2464,5072,7953,7420,15373,1941,1944,3885,1151,992,2143,11045,10356,21401,5500,5583,11083,1568,1792,3360,1025,1008,2033,8093,8383,16476,348,423,771,134,315,449,1472,755,2227,907,1398,2305,38,29,67,2899,2920,5819,786,1286,2072,188,518,706,192,334,526,626,1126,1752,11,11,22,1803,3275,5078,112,136,248,272,658,930,12,14,26,396,808,1204,8725,7835,16560,35569,36041,71610
107,3001,2847,5848,8509,7878,16387,2150,2223,4373,921,845,1766,11580,10946,22526,6373,6143,12516,2173,2268,4441,898,819,1717,9444,9230,18674,580,608,1188,292,572,864,1519,779,2298,1017,1529,2546,47,32,79,3455,3520,6975,3723,4075,7798,1363,1229,2592,404,443,847,980,1638,2618,28,33,61,6498,7418,13916,168,185,353,347,768,1115,8,20,28,523,973,1496,8134,7969,16103,42635,42903,85538
108,1874,1735,3609,5569,5279,10848,1662,1605,3267,683,604,1287,7914,7488,15402,4567,4430,8997,1483,1565,3048,584,588,1172,6634,6583,13217,287,363,650,198,503,701,724,448,1172,717,1304,2021,25,31,56,1951,2649,4600,204,491,695,138,327,465,66,140,206,344,850,1194,6,4,10,758,1812,2570,64,137,201,192,467,659,14,12,26,270,616,886,7137,6924,14061,26538,27807,54345
109,1035,948,1983,2959,2940,5899,1052,941,1993,516,537,1053,4527,4418,8945,2614,2558,5172,539,610,1149,567,572,1139,3720,3740,7460,195,234,429,102,189,291,534,349,883,482,931,1413,22,17,39,1335,1720,3055,329,862,1191,109,240,349,67,116,183,241,521,762,4,10,14,750,1749,2499,62,58,120,121,240,361,3,9,12,186,307,493,3894,3729,7623,15447,16611,32058
110,1814,1666,3480,5456,5123,10579,1665,1578,3243,714,700,1414,7835,7401,15236,4375,3988,8363,828,991,1819,870,974,1844,6073,5953,12026,233,296,529,162,378,540,697,449,1146,677,1350,2027,27,24,51,1796,2497,4293,920,1466,2386,355,442,797,133,237,370,518,994,1512,10,21,31,1936,3160,5096,76,76,152,145,389,534,4,4,8,225,469,694,6599,6387,12986,26278,27533,53811
