region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
101,82423,83773,166196,4785,5174,9959,5451,5636,11087,437,425,862,517,514,1031,78,90,168,131,124,255,53,49,102,73,83,156,1701,1828,3529,8,5,13,8449,8754,17203,542,582,1124,169,160,329,13945,14670,28615,5998,4618,10616,102366,103061,205427
102,122170,131267,253437,4705,5402,10107,12812,13873,26685,180,195,375,476,548,1024,46,51,97,113,137,250,37,44,81,27,47,74,63,48,111,0,0,0,13754,14943,28697,760,795,1555,366,363,729,19585,21503,41088,7053,6898,13951,148808,159668,308476
103,77496,78766,156262,5201,5581,10782,6453,6790,13243,184,162,346,542,545,1087,66,66,132,142,139,281,47,59,106,70,72,142,93,110,203,0,0,0,7597,7943,15540,362,355,717,175,136,311,13335,14015,27350,6158,4419,10577,96989,97200,194189
104,50666,53125,103791,3497,4002,7499,4324,4732,9056,174,195,369,723,772,1495,34,49,83,92,81,173,26,29,55,53,55,108,59,56,115,0,0,0,5485,5969,11454,324,364,688,183,161,344,9489,10496,19985,2903,2506,5409,63058,66127,129185
105,44504,45532,90036,2835,3074,5909,3346,3597,6943,162,166,328,377,362,739,129,129,258,57,52,109,15,33,48,59,33,92,27,33,60,0,0,0,4172,4405,8577,175,179,354,132,117,249,7314,7775,15089,3889,3001,6890,55707,56308,112015
106,96065,98152,194217,5735,6336,12071,8463,8813,17276,286,245,531,944,819,1763,117,103,220,234,227,461,46,36,82,164,137,301,75,78,153,3,3,6,10332,10461,20793,540,525,1065,222,196,418,16829,17518,34347,6363,5111,11474,119257,120781,240038
107,112118,115575,227693,4759,4973,9732,9887,10415,20302,164,169,333,359,351,710,55,64,119,100,86,186,31,20,51,31,47,78,130,152,282,0,0,0,10757,11304,22061,1243,1256,2499,194,162,356,16953,17695,34648,5463,4954,10417,134534,138224,272758
108,78307,82880,161187,5116,5607,10723,6835,7522,14357,176,189,365,676,680,1356,43,53,96,100,94,194,39,61,100,62,54,116,68,69,137,0,0,0,7999,8722,16721,289,344,633,184,176,360,13588,14849,28437,5004,4444,9448,96899,102173,199072
109,44072,44754,88826,2185,2576,4761,2524,2754,5278,1530,1742,3272,242,266,508,92,82,174,55,63,118,25,34,59,65,61,126,46,53,99,0,0,0,4579,5055,9634,271,332,603,127,92,219,7162,8055,15217,2680,2307,4987,53914,55116,109030
110,68527,70395,138922,4999,5445,10444,5552,6056,11608,123,106,229,966,1019,1985,47,57,104,65,48,113,25,49,74,53,57,110,51,37,88,0,0,0,6882,7429,14311,432,458,890,187,158,345,12500,13490,25990,4704,4250,8954,85731,88135,173866
