region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
101,38616,21054,18779,26179,29237,27509,18832,10702,4095,195003,93,76,61,57,66,62,50,25,24,514,2432,3273,1946,2012,2197,2097,1191,463,148,15759,127,140,150,163,245,408,456,352,50,2091,677,393,265,272,253,245,124,19,7,2255,29,49,47,40,27,79,60,10,0,341,96,43,45,39,53,33,16,4,3,332,3,17,14,12,17,41,29,11,0,144,6,9,9,3,5,6,0,0,0,38,171,324,227,191,241,233,188,46,4,1625,0,0,0,0,0,0,0,0,0,0,3541,4248,2703,2732,3038,3142,2064,905,212,22585,3634,4324,2764,2789,3104,3204,2114,930,236,23099,42250,25378,21543,28968,32341,30713,20946,11632,4331,218102
102,59347,35890,30618,38809,41065,36207,27794,19508,8502,297740,57,76,31,54,44,51,31,31,32,407,1245,1717,1217,939,964,898,762,573,340,8655,15,14,34,39,31,72,65,21,3,294,24,53,45,44,62,81,72,13,8,402,3,7,13,10,11,11,17,3,0,75,6,3,15,17,13,17,6,5,0,82,4,4,5,0,10,16,12,3,0,54,0,9,0,0,6,0,0,0,0,15,6,11,12,6,4,24,16,3,4,86,0,0,0,0,0,0,0,0,0,0,1303,1818,1341,1055,1101,1119,950,621,355,9663,1360,1894,1372,1109,1145,1170,981,652,387,10070,60707,37784,31990,39918,42210,37377,28775,20160,8889,307810
103,39882,22865,19459,23504,25313,23414,16818,10405,3845,185505,118,93,70,64,45,54,34,29,8,515,934,2026,1200,1014,1082,1035,613,315,139,8358,14,41,64,52,77,106,115,18,6,493,63,71,118,111,127,134,65,14,0,703,4,12,18,16,23,40,42,9,0,164,5,21,33,26,32,30,18,5,0,170,0,3,13,4,13,15,12,0,0,60,3,3,7,3,0,0,6,3,0,25,10,49,21,13,8,31,10,3,6,151,0,0,0,0,0,0,0,0,0,0,1033,2226,1474,1239,1362,1391,881,367,151,10124,1151,2319,1544,1303,1407,1445,915,396,159,10639,41033,25184,21003,24807,26720,24859,17733,10801,4004,196144
104,23928,13571,10598,14713,18022,18021,12664,7878,3118,122513,58,44,31,35,47,34,16,14,8,287,638,868,657,588,843,1089,1084,429,165,6361,52,22,52,49,83,296,496,166,25,1241,102,89,153,115,142,257,192,45,6,1101,9,7,4,19,8,37,63,31,4,182,9,6,10,14,13,27,5,0,4,88,7,3,0,3,12,47,42,14,0,128,0,7,3,3,3,6,0,0,0,22,12,4,12,12,9,28,41,37,3,158,0,0,3,0,0,0,0,0,0,3,829,1006,894,803,1113,1787,1923,722,207,9284,887,1050,925,838,1160,1821,1939,736,215,9571,24815,14621,11523,15551,19182,19842,14603,8614,3333,132084
105,23244,12239,11398,13093,14893,13306,9538,5970,2064,105745,96,82,64,44,48,42,27,23,7,433,712,1207,850,784,1007,1028,718,272,78,6656,32,66,63,76,128,329,348,98,3,1143,54,64,90,54,101,131,132,48,8,682,22,49,50,65,72,168,164,32,0,622,4,8,11,13,17,38,24,4,0,119,3,3,7,9,10,18,40,12,0,102,0,6,4,3,3,5,0,0,0,21,3,9,3,8,10,23,22,7,0,85,0,0,0,0,0,0,0,0,0,0,830,1412,1078,1012,1348,1740,1448,473,89,9430,926,1494,1142,1056,1396,1782,1475,496,96,9863,24170,13733,12540,14149,16289,15088,11013,6466,2160,115608
106,49794,28817,26843,31265,31749,28393,19351,11121,4006,231339,80,77,60,57,58,53,28,36,57,506,1030,1680,1375,1120,1139,1157,853,391,177,8922,15,33,47,34,65,74,92,43,8,411,32,75,139,104,122,124,74,15,7,692,4,15,17,12,16,26,18,6,0,114,14,17,26,28,26,34,10,0,0,155,11,0,6,3,14,23,13,11,0,81,6,10,9,5,0,5,0,0,0,35,6,13,28,14,14,26,18,4,0,123,0,0,0,0,0,0,0,0,0,0,1118,1843,1647,1320,1396,1469,1078,470,192,10533,1198,1920,1707,1377,1454,1522,1106,506,249,11039,50992,30737,28550,32642,33203,29915,20457,11627,4255,242378
107,51360,36278,31341,35388,36917,30530,21972,14974,5539,264299,61,60,68,43,48,38,24,13,7,362,1001,1753,1210,872,710,688,480,372,224,7310,34,20,45,35,49,45,43,13,3,287,26,43,47,51,53,65,32,16,3,336,0,0,5,10,7,8,15,3,0,48,5,17,16,9,18,12,9,0,0,86,4,6,6,6,12,5,8,0,0,47,0,4,3,6,3,5,0,0,0,21,3,31,21,15,24,20,3,3,0,120,0,0,0,0,0,0,0,0,0,0,1073,1874,1353,1004,876,848,590,407,230,8255,1134,1934,1421,1047,924,886,614,420,237,8617,52494,38212,32762,36435,37841,31416,22586,15394,5776,272916
108,34667,18339,14271,20966,26651,28158,23891,15426,6117,188486,83,63,51,52,72,56,50,23,15,465,974,1270,981,899,1129,1513,1418,672,252,9108,37,31,45,30,63,276,462,219,26,1189,57,77,95,85,121,155,161,40,3,794,8,7,10,10,17,30,56,26,0,164,13,10,17,11,21,24,11,7,0,114,7,6,3,5,8,44,34,14,5,126,0,3,3,3,6,3,3,0,0,21,7,22,10,15,26,38,49,20,5,192,0,0,3,0,0,0,0,0,0,3,1103,1426,1167,1058,1391,2083,2194,998,291,11711,1186,1489,1218,1110,1463,2139,2244,1021,306,12176,35853,19828,15489,22076,28114,30297,26135,16447,6423,200662
109,20598,12379,10560,12813,14524,13783,9946,6291,2408,103302,78,50,57,41,43,32,21,12,10,344,273,565,405,329,396,401,255,133,89,2846,130,426,337,294,365,504,397,246,42,2741,27,26,33,30,56,59,31,13,3,278,12,22,21,26,35,58,96,36,7,313,13,13,22,20,10,19,21,6,0,124,8,6,4,8,11,26,22,3,0,88,6,6,3,3,3,6,4,0,0,31,8,19,12,14,15,11,10,0,0,89,0,0,0,0,0,0,0,0,0,0,477,1083,837,724,891,1084,836,437,141,6510,555,1133,894,765,934,1116,857,449,151,6854,21153,13512,11454,13578,15458,14899,10803,6740,2559,110156
110,35099,20242,17076,20369,22882,21070,15496,9147,3451,164832,152,127,75,58,62,61,37,21,14,607,884,1963,1065,901,1063,1099,745,320,107,8147,14,26,25,39,56,108,147,48,0,463,82,194,177,151,173,218,135,32,4,1166,8,10,29,12,19,37,55,15,3,188,14,7,21,11,10,22,3,0,3,91,3,10,3,3,9,13,10,4,0,55,4,6,3,3,5,0,3,0,0,24,8,11,5,16,13,20,13,6,3,95,0,0,0,0,0,0,0,0,0,0,1017,2227,1328,1136,1348,1517,1111,425,120,10229,1169,2354,1403,1194,1410,1578,1148,446,134,10836,36268,22596,18479,21563,24292,22648,16644,9593,3585,175668
111,59705,43304,39824,42840,44713,39813,27971,19314,8358,325842,66,94,78,49,47,74,20,22,9,459,1417,2508,1720,1251,1216,1142,811,542,324,10931,14,58,64,50,70,60,47,16,0,379,43,75,95,82,104,145,68,12,0,624,10,13,10,8,27,26,15,0,0,109,9,21,27,21,20,30,17,0,0,145,3,4,6,11,11,15,12,3,3,68,4,6,8,7,0,9,5,0,0,39,4,20,11,9,21,14,8,4,3,94,0,0,0,0,0,0,0,0,0,0,1504,2705,1941,1439,1469,1441,983,577,330,12389,1570,2799,2019,1488,1516,1515,1003,599,339,12848,61275,46103,41843,44328,46229,41328,28974,19913,8697,338690
112,41212,23132,19460,27189,32418,30522,20496,14736,6199,215364,90,61,54,60,76,64,30,32,22,489,844,1239,973,859,1031,1288,1075,553,225,8087,91,67,130,175,177,483,723,409,58,2313,320,283,377,273,319,446,273,89,26,2406,22,14,20,31,39,75,164,88,6,459,25,8,34,24,34,40,33,9,0,207,9,14,12,5,17,78,97,44,8,284,8,6,7,7,6,0,0,0,0,34,6,13,20,16,13,48,37,13,0,166,0,0,0,3,0,0,0,0,0,3,1325,1644,1573,1393,1636,2458,2402,1205,323,13959,1415,1705,1627,1453,1712,2522,2432,1237,345,14448,42627,24837,21087,28642,34130,33044,22928,15973,6544,229812
113,31105,18890,16059,18004,19252,16635,11376,7481,2931,141733,85,77,59,32,43,28,28,16,15,383,585,1552,817,587,668,629,403,227,128,5596,32,213,103,77,124,123,122,30,13,837,28,130,82,47,56,70,25,13,3,454,10,31,21,14,28,29,17,3,0,153,5,22,15,13,12,18,4,3,0,92,0,27,4,0,11,17,22,5,0,86,0,13,3,6,3,3,0,0,0,28,15,87,39,33,19,24,8,5,0,230,0,0,0,0,0,0,0,0,0,0,675,2075,1084,777,921,913,601,286,144,7476,760,2152,1143,809,964,941,629,302,159,7859,31865,21042,17202,18813,20216,17576,12005,7783,3090,149592
114,24245,13712,10335,14894,18068,18299,15683,9744,3590,128570,37,39,41,31,39,28,24,16,0,255,537,816,566,512,582,668,559,259,129,4628,12,10,27,41,25,53,67,21,0,256,15,23,29,23,44,43,28,9,0,214,0,0,8,7,7,14,10,5,0,51,12,4,9,21,9,20,8,0,0,83,0,0,0,5,8,17,17,5,0,52,3,4,0,0,3,0,0,0,0,10,11,32,25,20,46,50,37,4,5,230,3,3,0,0,0,0,0,0,0,6,593,892,664,629,724,865,726,303,134,5530,630,931,705,660,763,893,750,319,134,5785,24875,14643,11040,15554,18831,19192,16433,10063,3724,134355
115,43869,28627,19738,30586,31424,25459,14409,6650,3041,203803,37,16,18,27,38,18,18,17,19,208,474,657,611,321,273,321,293,167,127,3244,10,10,44,39,29,21,12,12,4,181,24,24,30,39,40,44,28,16,0,245,5,4,16,16,10,11,6,5,4,77,7,6,19,7,13,16,8,4,0,80,0,4,13,4,3,9,5,3,0,41,0,0,3,0,0,0,7,0,0,10,0,5,16,4,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,520,710,752,430,372,425,359,207,135,3910,557,726,770,457,410,443,377,224,154,4118,44426,29353,20508,31043,31834,25902,14786,6874,3195,207921
116,70939,41263,45558,44484,38253,29123,15672,8039,2663,295994,98,63,86,55,51,48,25,14,5,445,810,1070,1040,662,535,441,354,238,123,5273,3,10,27,21,18,32,9,6,0,126,17,32,39,28,40,46,20,13,0,235,5,0,8,10,7,6,5,3,0,44,4,8,18,3,4,9,11,5,0,62,7,3,0,7,4,10,4,3,5,43,3,3,3,0,5,0,0,3,0,17,14,5,10,7,9,4,0,3,0,52,0,0,0,0,0,0,0,0,0,0,863,1131,1145,738,622,548,403,274,128,5852,961,1194,1231,793,673,596,428,288,133,6297,71900,42457,46789,45277,38926,29719,16100,8327,2796,302291
117,26407,36507,70668,44446,29782,22311,13423,7824,2657,254025,34,132,97,80,50,44,22,18,5,482,767,2252,2970,2115,1866,1659,843,391,194,13057,70,244,723,905,935,468,163,54,7,3569,49,159,400,533,483,373,142,22,5,2166,16,77,121,166,210,144,60,24,3,821,22,106,226,251,235,248,70,30,0,1188,6,19,28,47,81,82,32,6,4,305,9,10,24,33,24,23,3,0,0,126,8,108,130,170,153,103,52,14,0,738,0,0,0,0,0,0,0,0,0,0,947,2975,4622,4220,3987,3100,1365,541,213,21970,981,3107,4719,4300,4037,3144,1387,559,218,22452,27388,39614,75387,48746,33819,25455,14810,8383,2875,276477
118,36981,31022,47977,38673,29236,23612,15962,10626,5467,239556,35,76,68,54,32,28,33,23,15,364,717,1324,1439,939,752,690,483,296,189,6829,16,57,85,76,68,71,22,10,0,405,17,63,86,72,89,75,57,17,0,476,0,15,17,17,13,23,20,3,0,108,4,16,23,27,13,28,38,6,0,155,0,7,3,4,4,9,13,5,0,45,0,11,9,5,6,5,0,0,0,36,14,42,27,25,13,23,19,8,0,171,0,0,0,0,0,0,0,0,0,0,768,1535,1689,1165,958,924,652,345,189,8225,803,1611,1757,1219,990,952,685,368,204,8589,37784,32633,49734,39892,30226,24564,16647,10994,5671,248145
119,101007,66762,77838,72274,68079,53201,35670,25408,10954,511193,108,109,150,103,77,53,50,43,19,712,1199,1329,1876,1360,1081,952,692,623,409,9521,27,16,33,51,85,39,28,6,0,285,21,53,36,50,63,89,52,19,4,387,0,3,3,17,14,16,8,3,0,64,10,15,26,25,17,18,16,4,0,131,0,3,4,3,12,17,13,3,0,55,0,0,3,4,3,3,0,4,4,21,13,18,35,15,18,32,15,5,0,151,0,0,0,0,0,0,0,0,0,0,1270,1437,2016,1525,1293,1166,824,667,417,10615,1378,1546,2166,1628,1370,1219,874,710,436,11327,102385,68308,80004,73902,69449,54420,36544,26118,11390,522520
120,41839,30708,46908,41635,34537,26598,16358,11395,4966,254944,55,61,73,60,39,22,11,6,8,335,552,828,1160,814,728,655,490,382,206,5815,4,30,44,40,32,30,21,5,0,206,5,30,39,19,39,60,44,8,3,247,8,5,21,4,12,14,9,11,0,84,9,12,13,12,20,14,14,6,0,100,3,13,5,10,4,8,8,3,0,54,0,3,3,3,0,0,0,0,0,9,3,8,12,7,25,15,15,8,3,96,0,0,0,0,0,0,0,0,0,0,584,929,1297,909,860,796,601,423,212,6611,639,990,1370,969,899,818,612,429,220,6946,42478,31698,48278,42604,35436,27416,16970,11824,5186,261890
121,67207,41598,51055,56701,51570,40407,26227,16395,8710,359870,41,76,69,42,38,49,41,25,22,403,1151,1593,1567,1102,994,1067,875,698,497,9544,20,26,121,126,114,108,70,22,13,620,24,43,62,107,114,139,90,34,8,621,10,7,9,30,22,40,36,7,0,161,83,16,30,38,48,40,35,10,0,300,4,6,12,16,12,20,12,5,3,90,8,5,5,5,7,9,0,0,3,42,7,33,44,16,32,26,22,4,0,184,0,0,0,0,0,0,0,0,0,0,1307,1729,1850,1440,1343,1449,1140,780,524,11562,1348,1805,1919,1482,1381,1498,1181,805,546,11965,68555,43403,52974,58183,52951,41905,27408,17200,9256,371835
122,46143,23960,28136,37167,32519,25019,17635,11225,5988,227792,42,21,42,50,29,24,16,22,13,259,769,822,886,632,551,525,373,212,193,4963,15,22,40,50,25,26,35,18,3,234,19,21,33,58,66,64,43,18,3,325,0,7,10,6,23,19,17,3,5,90,10,9,21,15,25,22,26,6,0,134,4,3,3,8,11,13,9,3,0,54,0,6,3,3,0,0,6,0,0,18,4,15,7,4,16,8,7,3,5,69,0,0,0,0,0,0,0,0,0,0,821,905,1003,776,717,677,516,263,209,5887,863,926,1045,826,746,701,532,285,222,6146,47006,24886,29181,37993,33265,25720,18167,11510,6210,233938
123,52563,33199,30515,32571,31807,26170,13061,6304,2399,228589,41,47,54,39,29,27,19,9,8,273,808,1277,957,598,463,496,288,161,86,5134,6,20,21,17,15,25,19,4,0,127,21,30,49,40,47,37,27,10,3,264,0,0,4,11,6,4,6,0,3,34,3,9,9,5,14,12,5,0,0,57,0,3,0,0,7,8,4,0,0,22,0,3,3,3,0,0,3,0,0,12,4,18,8,4,4,7,6,4,3,58,0,0,0,0,0,0,0,0,0,0,842,1360,1051,678,556,589,358,179,95,5708,883,1407,1105,717,585,616,377,188,103,5981,53446,34606,31620,33288,32392,26786,13438,6492,2502,234570
