region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
101,103616,104206,207822,6595,6159,12754,13833,13227,27060,6951,6323,13274,4980,4643,9623,9771,10365,20136,13433,14090,27523,15597,15523,31120,15113,14840,29953,10493,10172,20665,5358,6058,11416,1491,2805,4296,96725,98278,195003,6892,5927,12819,3008,2999,6007,69,84,153,51,45,96,3128,3128,6256,84761,85448,170209,12654,13060,25714,92077,93763,185840,5562,5732,11294,93228,94871,188099,1476,1406,2882,12358,11880,24238,4738,4506,9244,1027,1164,2191,2269,4263,6532,30956,34544,65500,5923,6249,12172,24676,24347,49023,7547,7233,14780,5825,5135,10960,349,290,639,93647,95735,189382,16071,12648,28719
102,150702,161482,312184,10168,9608,19776,20823,20104,40927,10910,10162,21072,8733,8444,17177,15632,16708,32340,19232,21123,40355,20596,22259,42855,18451,19943,38394,14072,15734,29806,8926,11590,20516,3158,5807,8965,143085,154654,297739,7615,6830,14445,4220,4373,8593,137,124,261,78,89,167,4435,4586,9021,121434,130206,251640,21040,22746,43786,136979,146641,283620,6701,7894,14595,134850,145313,280163,2727,2661,5388,18682,18134,36816,7415,7249,14664,2382,2608,4990,3110,6219,9329,42612,47063,89675,8609,8535,17144,39239,42894,82133,11729,13690,25419,6461,7198,13659,427,328,755,140309,150990,291299,7963,8550,16513
103,98325,98417,196742,7087,6623,13710,14181,13263,27444,6903,6580,13483,5960,5480,11440,10296,10441,20737,12089,12578,24667,13455,13304,26759,12823,12339,25162,9165,9062,18227,5087,5981,11068,1278,2766,4044,92282,93221,185503,6042,5196,11238,5116,5010,10126,135,113,248,69,73,142,5320,5196,10516,85136,85801,170937,7145,7087,14232,89546,91156,180702,2763,2983,5746,88586,90381,178967,1572,1540,3112,12491,11718,24209,4592,4679,9271,1293,1698,2991,1901,3649,5550,22876,28057,50933,5110,5364,10474,26299,25089,51388,8274,8014,16288,6275,5200,11475,379,308,687,88642,90416,179058,9913,7172,17085
104,63794,66810,130604,3910,3749,7659,8781,8341,17122,4482,4249,8731,3024,3002,6026,5442,5922,11364,7305,8226,15531,9165,10108,19273,9803,9694,19497,6788,6991,13779,3925,4419,8344,1170,2108,3278,59478,63034,122512,4316,3777,8093,2785,2972,5757,89,80,169,59,56,115,2933,3108,6041,53922,56328,110250,6655,7347,14002,58593,61612,120205,2423,2792,5215,57900,61135,119035,978,950,1928,7821,7503,15324,3009,3040,6049,706,915,1621,1389,2925,4314,16114,18392,34506,3813,3982,7795,17087,18299,35386,5710,5830,11540,3786,3494,7280,205,209,414,58899,62160,121059,5670,5354,11024
105,56508,57083,113591,4259,4087,8346,8188,7734,15922,3884,3581,7465,3104,3193,6297,5931,6387,12318,6851,7162,14013,7995,7968,15963,7451,6959,14410,5221,5129,10350,2897,3441,6338,727,1442,2169,52253,53492,105745,4255,3591,7846,8522,8931,17453,79,101,180,100,106,206,8701,9138,17839,49684,50557,100241,2951,2988,5939,51301,52743,104044,1412,1445,2857,50790,52226,103016,938,895,1833,7030,6752,13782,2261,2239,4500,392,688,1080,1023,2093,3116,11313,14604,25917,2879,3197,6076,14960,14124,29084,5067,4969,10036,4549,3568,8117,255,177,432,50768,52270,103038,7128,5442,12570
106,120897,122349,243246,8803,8384,17187,17325,16511,33836,8477,8155,16632,7362,6866,14228,14188,14120,28308,15931,16636,32567,16559,16717,33276,15113,15296,30409,10437,10361,20798,5261,6480,11741,1443,2823,4266,114512,116830,231342,6385,5520,11905,4464,4567,9031,140,128,268,93,110,203,4697,4805,9502,104365,105903,210268,9959,10205,20164,111751,114070,225821,2974,3325,6299,109793,112214,222007,2096,2063,4159,15595,14866,30461,5504,5546,11050,1500,1740,3240,2145,3993,6138,26917,31438,58355,7230,6944,14174,35029,33837,68866,10603,11313,21916,6160,5998,12158,374,273,647,111759,114826,226585,9109,6684,15793
107,136180,139803,275983,8885,8486,17371,18195,17179,35374,9816,9208,19024,9875,9311,19186,16578,16446,33024,17947,18808,36755,18900,19486,38386,15843,16369,32212,11124,12119,23243,6952,8654,15606,2064,3737,5801,129867,134433,264300,6313,5368,11681,3036,3110,6146,99,105,204,43,53,96,3178,3268,6446,102451,104855,207306,27212,28794,56006,111468,114682,226150,19390,20330,39720,120680,124816,245496,2489,2417,4906,16574,15654,32228,7200,7057,14257,4160,4034,8194,4079,5774,9853,42759,44805,87564,7464,6870,14334,33397,34171,67568,9418,10721,20139,7116,8135,15251,704,1024,1728,127838,131902,259740,6577,6601,13178
108,97970,103140,201110,5702,5418,11120,12691,12104,24795,6305,5943,12248,3988,3847,7835,7340,7977,15317,10456,11712,22168,13525,14837,28362,15041,15503,30544,12867,13155,26022,7661,8634,16295,2394,4010,6404,91319,97166,188485,6650,5974,12624,5146,5253,10399,102,88,190,111,97,208,5359,5438,10797,83321,87723,171044,9151,9842,18993,91125,96490,187615,2039,2401,4440,89269,94784,184053,1540,1446,2986,11356,10824,22180,4213,4207,8420,672,885,1557,1623,3524,5147,21799,25058,46857,5566,5738,11304,27409,29969,57378,10084,10650,20734,6841,6249,13090,272,212,484,89954,95584,185538,7694,7430,15124
109,54552,55765,110317,3455,3389,6844,7348,7027,14375,3955,3639,7594,2932,3021,5953,5525,5750,11275,6533,6897,13430,7531,7862,15393,7622,7387,15009,5534,5522,11056,3202,3620,6822,915,1651,2566,50878,52425,103303,3672,3341,7013,1511,1604,3115,59,44,103,27,37,64,1597,1685,3282,47053,48363,95416,4324,4500,8824,49962,51440,101402,1967,2046,4013,49604,51177,100781,765,759,1524,6543,6295,12838,2572,2631,5203,623,1050,1673,1056,2142,3198,13017,16275,29292,5292,5542,10834,12545,11687,24232,4873,4299,9172,3807,3347,7154,211,193,404,49773,51281,101054,4864,4239,9103
110,86906,89288,176194,6144,5940,12084,12585,11766,24351,6206,6023,12229,5096,5124,10220,8920,9421,18341,10357,11102,21459,11953,12402,24355,11631,11254,22885,8405,8527,16932,4403,5314,9717,1206,2415,3621,80906,83924,164830,6000,5365,11365,7422,7813,15235,148,165,313,133,116,249,7703,8094,15797,76359,78579,154938,5300,5464,10764,80212,83033,163245,2209,2188,4397,78993,81837,160830,1492,1461,2953,11118,10407,21525,3983,4093,8076,1181,1598,2779,1899,3592,5491,20832,25673,46505,4345,4812,9157,22448,22395,44843,7680,7225,14905,6075,4905,10980,326,248,574,78611,81579,160190,8320,7158,15478
111,167926,174679,342605,10594,10050,20644,21066,19798,40864,11493,10859,22352,12046,11962,24008,21124,21105,42229,22015,22826,44841,22926,23805,46731,20639,21596,42235,14272,15498,29770,8709,11493,20202,3042,5686,8728,158892,166949,325841,9034,7731,16765,4597,4805,9402,123,130,253,85,72,157,4805,5007,9812,141642,147736,289378,18122,19134,37256,151721,158192,309913,9415,10228,19643,153133,160195,313328,2643,2497,5140,19173,18073,37246,8003,7867,15870,4464,5028,9492,5162,7416,12578,52193,56639,108832,9256,8185,17441,42781,44471,87252,13620,15511,29131,7426,8329,15755,691,699,1390,156351,163443,319794,9394,9504,18898
112,110592,117027,227619,6895,6399,13294,14772,14289,29061,7441,6942,14383,5353,5119,10472,9959,10817,20776,13373,15187,28560,16436,17891,34327,16322,16422,32744,10709,11374,22083,6934,8478,15412,2398,4109,6507,104057,111306,215363,6535,5721,12256,3691,3928,7619,225,207,432,256,230,486,4172,4365,8537,90746,96084,186830,13572,14811,28383,101399,107525,208924,4046,4662,8708,99486,105859,205345,1617,1556,3173,13314,12874,26188,5067,5103,10170,1344,1699,3043,2712,5452,8164,31821,36070,67891,6804,7071,13875,27808,30157,57965,8532,8851,17383,6267,6227,12494,295,233,528,102378,109229,211607,8955,9252,18207
113,74870,75250,150120,5301,5209,10510,11042,10386,21428,5570,5225,10795,4952,4766,9718,8459,8549,17008,9323,9503,18826,10288,10111,20399,9100,8748,17848,6196,6287,12483,3606,4374,7980,1033,2092,3125,70377,71359,141736,4493,3891,8384,3385,3429,6814,76,62,138,40,37,77,3501,3528,7029,64151,64900,129051,6597,6409,13006,66006,67450,133456,4768,4811,9579,67084,68690,135774,1202,1185,2387,9855,9236,19091,3652,3689,7341,1230,1628,2858,1699,2938,4637,17665,21301,38966,4221,4304,8525,19536,18872,38408,6117,5784,11901,4936,4246,9182,287,311,598,67602,69303,136905,7140,5547,12687
114,66877,70130,137007,3918,3840,7758,8733,8464,17197,4433,4233,8666,3199,2906,6105,5462,5654,11116,7481,8198,15679,9308,9915,19223,9619,10448,20067,8442,8701,17143,4880,5434,10314,1402,2336,3738,62330,66239,128569,4547,3890,8437,2399,2499,4898,65,63,128,46,39,85,2510,2601,5111,53889,56733,110622,8941,9531,18472,60735,64143,124878,2373,2782,5155,60112,63717,123829,1082,1058,2140,7822,7580,15402,3013,3042,6055,665,767,1432,1297,2593,3890,18003,20347,38350,3769,3904,7673,17478,18807,36285,5833,6095,11928,3612,3368,6980,177,129,306,60303,64130,124433,5070,4851,9921
115,104018,106395,210413,6857,6386,13243,16181,15107,31288,8397,7764,16161,6959,6643,13602,10038,10592,20630,14721,16682,31403,15835,16582,32417,13120,13358,26478,7681,7400,15081,3184,3738,6922,1044,2144,3188,100332,103470,203802,3686,2924,6610,574,534,1108,18,13,31,17,18,35,609,565,1174,70409,71408,141817,30050,31455,61505,77229,78201,155430,23640,25305,48945,92572,94515,187087,1962,1912,3874,15149,14139,29288,6964,6544,13508,3083,3172,6255,2547,3913,6460,46731,49095,95826,4879,4694,9573,18140,19330,37470,4454,4547,9001,2306,2429,4735,296,410,706,98912,101659,200571,3480,3869,7349
116,150742,152786,303528,13212,12413,25625,24096,22302,46398,11206,10727,21933,10544,10169,20713,22772,24210,46982,22449,23083,45532,19408,19721,39129,14655,15249,29904,7967,8230,16197,3574,4748,8322,858,1935,2793,146595,149400,295995,4147,3387,7534,3910,3916,7826,129,116,245,72,66,138,4111,4098,8209,87263,87688,174951,56215,58137,114352,88803,89396,178199,54801,57572,112373,125661,127935,253596,2761,2521,5282,21319,19778,41097,7874,7839,15713,3332,3490,6822,4392,6543,10935,55027,58155,113182,6963,6688,13651,27223,27219,54442,7784,8381,16165,6150,7382,13532,971,1603,2574,143870,147053,290923,6048,5323,11371
117,136858,127686,264544,6403,5930,12333,7613,7234,14847,4939,5203,10142,13493,14605,28098,37897,35842,73739,25401,20916,46317,17126,13894,31020,12082,11172,23254,7102,6800,13902,3849,4262,8111,954,1828,2782,131287,122737,254024,5570,4950,10520,1680,1791,3471,63,53,116,43,46,89,1786,1890,3676,65796,61740,127536,54883,52951,107834,79708,71396,151104,41692,44039,85731,93375,88539,181914,1086,996,2082,6439,6201,12640,3476,3901,7377,6195,7300,13495,9816,11121,20937,81123,76773,157896,4836,3954,8790,12004,10725,22729,2994,2884,5878,3795,4499,8294,1106,1574,2680,116276,111729,228005,27597,20873,48470
118,121601,127945,249546,7821,7436,15257,11586,11069,22655,6127,5821,11948,10061,10450,20511,24625,25888,50513,19905,20382,40287,14935,15433,30368,11913,12640,24553,7886,8791,16677,4786,6256,11042,1956,3778,5734,116399,123156,239555,5202,4789,9991,1058,1013,2071,49,45,94,30,17,47,1137,1075,2212,65459,69311,134770,44270,47426,91696,81674,86477,168151,27372,31026,58398,88972,97141,186113,1813,1776,3589,10161,9863,20024,4876,4776,9652,5383,5614,10997,5667,7098,12765,69331,74612,143943,4076,4254,8330,10148,11893,22041,2775,3111,5886,2393,3170,5563,405,597,1002,104813,113711,218524,15809,13812,29621
119,258320,265288,523608,19089,17985,37074,33812,31515,65327,16742,15479,32221,18311,17891,36202,39656,40558,80214,36003,38080,74083,34216,35324,69540,26854,27687,54541,17888,18863,36751,11753,14444,26197,3995,7463,11458,251794,259400,511194,6527,5888,12415,1413,1551,2964,101,94,195,30,46,76,1544,1691,3235,133690,136256,269946,107973,113439,221412,100432,102472,202904,143049,149247,292296,209508,216892,426400,3824,3639,7463,29155,27413,56568,12866,12300,25166,7894,7666,15560,9381,11437,20818,111422,113049,224471,10385,9829,20214,37209,39145,76354,10311,11937,22248,13385,16881,30266,3911,5964,9875,243553,250667,494220,14084,14217,28301
120,127950,135610,263560,8841,8410,17251,13066,12407,25473,6480,6339,12819,9552,9451,19003,24047,24689,48736,20662,22418,43080,17132,18574,35706,13101,14433,27534,8102,8868,16970,5267,6525,11792,1700,3497,5197,123480,131465,254945,4471,4145,8616,688,773,1461,35,42,77,26,20,46,749,835,1584,68097,73039,141136,50947,54488,105435,70302,74149,144451,49342,54178,103520,98389,106942,205331,1827,1726,3553,11709,11205,22914,5236,5351,10587,4863,4881,9744,6192,8086,14278,69487,74241,143728,4571,4304,8875,12948,14609,27557,3423,3964,7387,4656,6077,10733,1109,1747,2856,116832,125434,242266,10073,9551,19624
121,180121,194544,374665,11942,11389,23331,23435,22238,45673,11054,10880,21934,10734,10988,21722,25576,27741,53317,27860,30837,58697,25599,27887,53486,20137,22269,42406,13330,14476,27806,7471,9688,17159,2982,6151,9133,172348,187520,359868,7772,7025,14797,369,404,773,34,38,72,7,17,24,410,459,869,106745,114023,220768,64053,71253,135306,130805,138018,268823,40569,47997,88566,146960,158443,305403,3258,3108,6366,21921,20786,42707,9500,9560,19060,5657,5983,11640,6724,9893,16617,107276,114154,221430,6365,7707,14072,14744,20062,34806,4177,5124,9301,2282,3008,5290,444,685,1129,166811,181003,347814,11445,12573,24018
122,116427,121213,237640,8716,8305,17021,15603,14625,30228,6829,6258,13087,6234,5840,12074,14522,15053,29575,18659,19928,38587,16678,17181,33859,12875,13500,26375,9056,9765,18821,5079,6683,11762,2176,4077,6253,111165,116627,227792,5262,4585,9847,454,417,871,33,31,64,14,17,31,501,465,966,79019,82062,161081,31897,33930,65827,96428,99521,195949,14866,16960,31826,98401,102964,201365,2342,2262,4604,14450,13654,28104,5577,5246,10823,2535,2549,5084,3316,4985,8301,57297,59067,116364,5314,5513,10827,16612,19237,35849,4059,4710,8769,2166,2515,4681,346,408,754,108576,113522,222098,5625,6213,11838
