region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
101,42,1614,551,210,1314,1.1,1033,2.4
102,41,1820,502,270,1284,1.1,1003,2.5
103,39,1460,496,180,1254,1.1,973,2.5
104,44,1452,434,240,998,1.1,835,2.4
105,39,1200,481,145,1121,1.1,893,2.4
106,38,1733,528,240,1407,1.1,1158,2.6
107,38,1950,493,250,1413,1.1,1116,2.6
108,47,1412,405,210,940,1.1,774,2.3
109,41,1300,501,165,1189,1.1,921,2.4
110,40,1300,479,175,1123,1.1,902,2.4
111,39,1733,536,265,1443,1.1,1133,2.5
112,44,1600,455,270,1061,1.1,865,2.4
113,38,1387,521,180,1263,1.1,994,2.5
114,46,1604,463,230,1097,1.1,896,2.4
115,38,2500,705,440,2163,1.1,1994,3.1
116,32,2100,566,300,1493,1.1,1388,3.1
117,33,2500,797,430,2039,1.2,1569,2.1
118,35,2817,869,470,2368,1.2,1806,2.3
119,36,2127,484,335,1315,1.2,1169,2.8
120,36,2500,723,415,1985,1.2,1662,2.5
121,38,2708,897,466,2558,1.1,2111,2.6
122,39,2800,779,460,2188,1.1,1812,2.6
123,34,1980,591,277,1543,1.1,1389,3.0
124,36,1950,613,290,1580,1.1,1347,2.7
125,33,2037,501,339,1360,1.2,1237,2.9
126,38,2400,659,380,1991,1.1,1603,2.7
127,34,2000,426,290,1235,1.2,1171,3.2
128,39,2400,718,370,2013,1.1,1672,2.7
197,63,0,490,4350,0,0,0,0
199,37,0,349,0,0,0,0,0
