region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
101,17556,10551,5304,1954,93116
102,21721,14808,9932,4351,136735
103,13426,8119,4499,1497,80351
104,11148,6524,3766,1507,56066
105,6805,4067,2447,845,43164
106,16152,9782,5105,1721,100522
107,18813,10807,6722,2306,123540
108,16737,12329,7609,2981,86338
109,7451,4670,2777,1154,45053
110,11933,7363,3884,1437,69916
111,24674,15097,9406,3846,156771
112,19112,10638,6749,2738,100150
113,8932,5032,2929,1116,58683
114,11932,9180,5295,1857,63447
115,17739,8766,3535,1648,103862
116,14954,6674,3189,988,121573
117,14597,7227,3559,1293,164801
118,17285,10077,5757,2858,148929
119,26197,14756,9940,4495,226254
120,17684,8418,4890,2351,146324
121,32318,19246,10505,4995,219665
122,18044,11559,6419,3385,127215
123,14126,6161,2752,1058,94337
124,20017,9694,4592,1819,123907
125,19402,10708,6347,2605,178001
126,12513,6751,4351,2253,89037
127,15544,7707,3932,1204,126429
128,16454,8884,5422,2123,105348
197,10,16,13,0,66
199,1017,562,137,71,7322
