region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
101,118,134,266,465,1051,2344,2669,2269,1165,10481,7,20,44,50,72,110,151,145,39,638,692,714,1536,1908,2085,2207,2187,2004,1019,14352,5826,9595,20129,27503,31106,29945,20652,11402,4298,160456
102,145,150,346,618,1409,2604,2755,3009,1888,12924,17,14,39,76,98,147,148,136,80,755,1029,895,1734,2383,2829,2833,3467,4029,2663,21862,9904,17125,32318,40341,42829,38374,29789,20508,8949,240137
103,99,114,296,546,1218,2527,2531,2417,1280,11028,10,15,43,76,97,136,154,102,52,685,755,927,1591,1854,1806,2056,2146,1823,781,13739,6322,11410,20714,24653,26748,25151,18217,11063,4044,148322
104,77,103,220,345,725,1376,1634,1618,871,6969,8,17,30,46,66,64,64,82,34,411,405,378,706,934,1137,1198,1362,1480,942,8542,3889,5989,11349,15528,19261,19486,13773,8344,3274,100893
105,132,131,262,469,1116,1949,1789,1396,634,7878,6,14,11,38,69,111,97,66,21,433,540,550,1039,1140,1329,1314,1436,1334,641,9323,3909,6279,12306,13992,15948,14399,10338,6329,2168,85668
106,153,152,344,598,1374,2674,2621,2399,1277,11592,6,18,42,44,96,120,120,117,79,642,883,830,1750,2099,2204,2297,2260,2122,1002,15447,8348,14195,28284,32552,33267,30397,20782,11729,4262,183816
107,121,154,362,565,1410,3040,3688,3561,1724,14625,10,29,72,121,166,279,407,503,136,1723,764,1010,1650,1782,2163,2212,2459,2755,1182,15977,9223,19132,32985,36738,38364,32186,23226,15599,5796,213249
108,121,123,281,531,1251,2559,3157,2950,1686,12659,18,19,33,43,63,86,94,91,36,483,561,558,1007,1380,1817,2118,2655,2939,1744,14779,5239,7801,15310,22155,28352,30527,26004,16273,6396,158057
109,92,90,218,258,601,1388,1852,1559,791,6849,0,12,33,63,61,72,81,57,22,401,411,374,640,805,984,1146,1270,1325,768,7723,3582,5934,11265,13426,15380,15005,11056,6822,2564,85034
110,144,170,322,516,1150,2370,2591,2213,1073,10549,8,10,34,60,83,128,122,83,44,572,702,689,1273,1531,1670,1752,1992,1808,911,12328,6011,10203,18321,21440,24349,22868,16923,9710,3619,133444
