region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
101,15195,15837,13833,10270,13690,8462,5695,9852,1830,94664
102,14312,23466,20610,15076,19139,14738,8039,13435,2196,131011
103,13743,13302,12847,8414,10331,7428,8165,10024,1408,85662
104,6328,8540,7133,6238,6610,5666,3051,6184,789,50539
105,8721,7240,6342,5543,5596,4077,3971,5777,821,48088
106,11566,14666,19946,10369,13551,10062,13055,12290,1782,107287
107,11924,24684,18876,13721,16896,11269,9147,10980,1928,119425
108,8870,11762,10532,8688,9089,8039,4496,8753,1075,71304
109,8746,7512,7150,4939,6005,4564,3929,6208,838,49891
110,13681,11806,9932,7237,8946,6954,5716,10043,1270,75585
111,15215,34186,23871,15892,22846,15899,10507,14964,2278,155658
112,11835,16905,13209,10782,11185,10128,5173,11275,1392,91884
113,11408,10267,10149,6706,8076,6286,4958,9352,1137,68339
114,6832,9519,8829,6344,6491,5474,3090,5608,861,53048
115,18739,28241,13344,7950,18406,10437,4039,5715,1708,108579
116,12192,23607,18283,12045,24654,12509,14667,14137,2848,134942
117,22104,51947,12918,13390,20511,11132,3900,7151,2645,145698
118,21348,47389,10058,10729,17339,10062,2628,4530,2495,126578
119,23620,45357,30442,19783,38095,21371,16382,20720,5255,221025
120,21492,45359,12636,10473,20467,11272,3775,7099,2491,135064
121,35708,74230,13087,13502,27933,14455,2721,6085,3422,191143
122,21077,34213,14455,10706,18187,11352,3518,6148,1979,121635
123,11197,17008,16986,10988,19236,10578,11319,10870,1977,110159
124,14808,24724,21011,14266,24296,12903,12405,12389,2438,139240
125,17141,38390,22426,13860,28514,14703,12271,15723,4018,167046
126,11719,27113,7507,5945,13040,6524,2036,3866,1467,79217
127,12768,20245,22433,12559,23350,13041,16033,17547,3842,141818
128,15704,25289,15275,10784,20266,10870,4398,5909,1624,110119
197,3,3,6,3,0,3,3,9,3,33
199,338,742,543,464,394,238,350,489,93,3651
