region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
101,27714,1354,839,558,46,30511,23434,1161,817,140,27,25579,5428,1613,2368,58,16,9483,1721,295,341,0,0,2357,4109,539,593,120,13,5374,271,150,92,0,0,513,1106,76,90,161,9,1442,565,50,50,34,3,702,13200,2723,3534,373,41,19871,437,140,66,19,4,666,1451,211,215,102,35,2014,66236,5589,5471,1192,153,78641
102,33511,4443,1936,636,24,40550,37107,2178,869,66,28,40248,12528,3476,3068,118,54,19244,1479,1257,1000,5,4,3745,4909,763,547,84,16,6319,200,210,248,0,0,658,571,100,70,332,4,1077,422,103,81,20,3,629,20109,5909,5014,559,81,31672,466,694,330,13,4,1507,2112,624,426,66,0,3228,93305,13848,8575,1340,137,117205
103,26421,657,313,230,20,27641,22085,362,162,74,21,22704,6899,1406,1495,78,5,9883,2282,270,496,8,0,3056,4022,270,262,61,12,4627,269,111,119,6,0,505,964,53,62,90,3,1172,664,26,41,18,0,749,15100,2136,2475,261,20,19992,421,77,31,3,3,535,1763,177,177,100,14,2231,65790,3409,3158,668,78,73103
104,17467,951,645,870,4,19937,13338,485,284,88,3,14198,4626,1211,1627,36,8,7508,925,347,409,3,0,1684,2746,369,465,113,6,3699,205,98,99,9,12,423,338,40,63,248,3,692,292,37,44,22,0,395,9132,2102,2707,431,29,14401,298,113,66,34,3,514,927,124,161,77,3,1292,41162,3775,3863,1500,42,50342
105,15237,147,257,308,42,15991,11604,107,129,49,20,11909,3082,468,831,36,7,4424,1481,109,307,3,13,1913,2645,106,238,80,8,3077,545,40,144,3,0,732,1316,62,193,81,8,1660,597,12,39,23,3,674,9666,797,1752,226,39,12480,362,21,94,26,6,509,1180,52,140,95,0,1467,38049,1124,2372,704,107,42356
106,27746,1280,549,483,10,30068,29896,813,300,94,7,31110,9172,2323,1644,61,22,13222,2477,448,597,0,3,3525,3636,363,278,64,3,4344,226,141,71,0,0,438,1320,113,64,273,9,1779,513,52,29,12,3,609,17344,3440,2683,410,40,23917,524,146,67,5,0,742,1742,213,171,64,7,2197,77252,5892,3770,1056,64,88034
107,30827,2733,2035,657,15,36267,28748,2376,1761,41,7,32933,6224,2826,5071,148,20,14289,3614,1905,2010,0,4,7533,3294,789,1241,81,5,5410,171,143,189,0,4,507,357,69,156,119,0,701,287,55,127,6,0,475,13947,5787,8794,354,33,28915,367,150,323,21,0,861,1691,363,492,75,0,2621,75580,11409,13405,1148,55,101597
108,29735,2542,1336,992,9,34614,19463,818,499,109,14,20903,7015,1740,2674,112,10,11551,1427,447,562,4,4,2444,3712,484,542,99,11,4848,390,202,151,4,0,747,457,74,101,332,3,967,424,51,75,39,0,589,13425,2998,4105,590,28,21146,419,298,114,64,0,895,1577,328,354,104,5,2368,64619,6984,6408,1859,56,79926
109,14316,384,629,261,16,15606,12903,216,423,49,13,13604,3309,617,2099,26,8,6059,864,32,268,0,0,1164,2287,151,404,49,8,2899,211,80,102,0,0,393,672,21,62,87,8,850,380,12,27,16,0,435,7723,913,2962,178,24,11800,342,38,27,10,3,420,1061,86,221,43,3,1414,36345,1637,4262,541,59,42844
110,23615,419,370,292,29,24725,18421,179,171,105,23,18899,5918,678,2226,36,7,8865,1787,236,486,0,3,2512,4026,145,436,71,7,4685,416,105,199,0,3,723,1534,26,144,119,10,1833,813,21,78,18,0,930,14494,1211,3569,244,30,19548,533,87,26,13,0,659,1598,126,229,92,4,2049,58661,2022,4365,746,86,65880
