region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
101,212,1226,8146,30479,20225,3898,1028,1023,66237,18,429,1874,1301,153,19,4,133,3931,7,101,691,701,102,18,5,34,1659,25,530,2565,2002,255,37,9,167,5590,56,821,2232,619,84,14,15,152,3993,7,221,632,27,7,0,5,27,926,4,102,261,39,0,0,4,11,421,0,49,50,21,7,0,3,0,130,67,1193,3175,706,98,14,27,190,5470,96,360,346,208,58,12,11,102,1193,0,15,33,38,18,5,8,36,153,400,3324,14265,33433,20654,3966,1083,1518,78643
102,145,1586,12093,41619,29491,5766,1180,1426,93306,36,518,3770,3762,334,49,14,292,8775,32,236,1438,2699,438,91,19,120,5073,68,754,5208,6461,772,140,33,412,13848,45,1101,2722,1296,79,13,8,266,5530,27,104,891,269,20,4,0,36,1351,4,101,986,325,17,0,5,29,1467,12,94,63,38,7,0,0,13,227,88,1400,4662,1928,123,17,13,344,8575,83,437,582,121,31,4,4,78,1340,0,19,69,33,12,0,0,4,137,384,4196,22614,50162,30429,5927,1230,2264,117206
103,140,1027,8202,31188,19585,3577,785,1286,65790,35,313,1660,838,67,9,6,144,3072,8,45,103,110,44,12,4,9,335,43,358,1763,948,111,21,10,153,3407,84,735,1581,307,22,7,15,155,2906,4,21,83,18,0,0,0,9,135,0,11,20,0,0,0,0,0,31,4,29,26,20,0,3,3,0,85,92,796,1710,345,22,10,18,164,3157,56,215,135,100,35,4,9,114,668,0,12,17,12,9,4,13,13,80,331,2408,11827,32593,19762,3616,835,1730,73102
104,130,838,5239,20403,11316,2135,435,668,41164,11,190,1266,674,56,6,4,65,2272,6,78,561,745,71,5,3,33,1502,17,268,1827,1419,127,11,7,98,3774,43,557,1880,499,34,8,19,124,3164,3,15,237,64,0,0,3,12,334,0,32,141,65,4,0,0,7,249,3,47,39,12,6,3,3,3,116,49,651,2297,640,44,11,25,146,3863,137,524,558,142,47,7,0,83,1498,3,15,9,7,7,0,0,0,41,336,2296,9930,22611,11541,2164,467,995,50340
105,113,759,5220,18122,10733,1756,457,887,38047,4,120,637,230,36,3,0,44,1074,0,4,14,22,8,3,0,0,51,4,124,651,252,44,6,0,44,1125,49,548,1311,165,48,3,7,120,2251,0,6,11,0,0,0,0,0,17,0,3,33,33,9,0,3,5,86,0,7,3,0,3,3,3,0,19,49,564,1358,198,60,6,13,125,2373,81,211,131,119,34,18,18,92,704,0,11,30,33,20,3,9,0,106,247,1669,7390,18724,10891,1789,497,1148,42355
106,111,970,8511,36334,25378,3987,737,1224,77252,8,384,2008,1481,198,15,7,137,4238,3,89,465,856,193,18,3,28,1655,11,473,2473,2337,391,33,10,165,5893,19,895,1549,675,80,10,10,138,3376,0,8,102,49,4,0,0,0,163,0,4,87,50,8,3,0,3,155,7,26,18,9,6,4,0,5,75,26,933,1756,783,98,17,10,146,3769,97,386,349,108,35,7,6,67,1055,0,3,30,13,4,3,4,7,64,245,2765,13119,39575,25906,4047,767,1609,88033
107,90,765,7126,38210,22981,4504,836,1068,75580,37,382,2597,2184,180,14,4,187,5585,11,241,2167,2956,305,33,3,107,5823,48,623,4764,5140,485,47,7,294,11408,92,1641,3889,973,98,53,4,226,6976,33,438,2171,376,13,4,0,101,3136,26,329,1723,905,30,5,4,73,3095,5,76,54,36,11,3,3,11,199,156,2484,7837,2290,152,65,11,411,13406,38,237,620,130,28,8,13,77,1151,5,8,21,17,0,0,3,0,54,337,4117,20368,45787,23646,4624,870,1850,101599
108,182,1185,8489,32982,17367,2826,568,1020,64619,43,356,2686,2047,151,24,13,181,5501,7,266,460,591,99,17,0,44,1484,50,622,3146,2638,250,41,13,225,6985,53,859,2454,652,38,5,3,252,4316,9,44,683,120,3,3,0,23,885,5,48,686,326,7,0,6,26,1104,0,42,29,16,4,5,0,5,101,67,993,3852,1114,52,13,9,306,6406,122,563,799,201,58,11,8,99,1861,0,8,20,17,4,3,0,3,55,421,3371,16306,36952,17731,2894,598,1653,79926
109,45,388,4388,18863,10115,1529,314,703,36345,7,131,976,293,14,0,3,70,1494,0,11,53,72,5,3,0,0,144,7,142,1029,365,19,3,3,70,1638,42,591,2716,518,34,8,4,196,4109,4,14,76,0,0,0,0,5,99,0,0,24,3,0,0,0,0,27,0,11,9,6,0,0,0,0,26,46,616,2825,527,34,8,4,201,4261,49,168,148,96,18,3,14,46,542,0,3,14,29,8,0,3,0,57,147,1317,8404,19880,10194,1543,338,1020,42843
110,127,1041,7031,28902,16611,3107,692,1150,58661,6,254,918,353,70,16,8,76,1701,0,36,116,87,35,10,7,30,321,6,290,1034,440,105,26,15,106,2022,55,924,2519,409,53,9,9,215,4193,0,16,52,7,0,0,0,5,80,0,0,19,3,0,0,0,0,22,0,33,17,12,6,0,0,0,68,55,973,2607,431,59,9,9,220,4363,82,223,162,112,52,3,19,91,744,4,10,23,26,12,3,6,4,88,274,2537,10857,29911,16839,3148,741,1571,65878
