region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
101,19027,1747,1153,171,10,37,157,22302
102,29424,2969,1944,299,34,40,231,34941
103,18026,1526,1125,189,17,44,182,21109
104,10779,1058,738,139,5,29,100,12848
105,9553,753,605,168,18,24,172,11293
106,24161,2248,1685,257,31,40,213,28635
107,29104,2333,1424,268,21,47,176,33373
108,15236,1485,1022,194,15,32,204,18188
109,9863,776,573,81,3,14,103,11413
110,15474,1298,954,191,14,34,181,18146
111,32639,2994,1807,330,27,66,238,38101
112,19067,1842,1177,209,13,30,157,22495
113,14375,1099,820,121,10,19,134,16578
114,11480,1018,712,112,5,28,118,13473
115,31247,1596,898,303,6,20,82,34152
116,38612,2297,1598,668,47,51,177,43450
117,16236,1055,340,160,6,11,63,17871
118,23014,1283,465,125,6,5,51,24949
119,64284,3224,1531,854,33,59,175,70160
120,29112,1471,518,260,8,17,62,31448
121,46326,2222,789,271,4,22,94,49728
122,29293,1818,808,187,9,16,41,32172
123,27787,2195,1580,427,33,58,180,32260
124,32119,2809,1847,370,37,59,201,37442
125,47797,2291,1079,666,18,42,153,52046
126,20652,930,330,202,9,17,37,22177
127,46433,2489,1454,835,45,61,178,51495
128,26877,1665,829,153,5,20,59,29608
197,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
